iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a,omega_Cl,omega_Q,omega_V1,omega_V2
138,457.343,1,13.4711,25.504,23.4874,13.3468,2.08285,0.258796,0.969492,0.218535,0.85511
139,447.151,1,13.4597,27.2317,23.5614,12.5308,1.98784,0.256025,0.867286,0.213843,0.924537
140,446.109,1,13.4805,28.6185,23.1799,13.1267,2.02284,0.25721,0.88361,0.191501,0.879407
141,441.66,1,13.4997,27.6737,23.4268,13.1839,1.93792,0.256765,0.943716,0.211914,0.826485
142,453.149,1,13.5125,28.5574,23.278,12.827,2.0407,0.254887,0.997095,0.208828,0.866051
143,454.296,1,13.432,25.9626,23.4505,12.68,2.05697,0.256861,0.963772,0.204955,0.898384
144,450.296,1,13.4089,26.3703,23.6045,13.2189,2.02663,0.251814,0.97662,0.214185,0.826324
145,451.358,1,13.2861,28.6636,23.5441,13.8086,2.05012,0.254736,1.00481,0.196945,0.836095
146,445.718,1,13.2617,28.9136,23.4449,14.4376,1.98167,0.255567,1.04409,0.190747,0.837413
147,443.538,1,13.3687,30.9605,22.8325,15.1273,1.99976,0.252049,1.01468,0.186534,0.787687
148,442.798,1,13.344,31.4206,22.4261,14.4116,1.96773,0.258856,1.02096,0.193595,0.787751
149,446.574,1,13.2932,33.1795,22.9098,13.858,1.98509,0.259981,1.02805,0.205503,0.790449
150,442.853,1,13.4225,30.7519,22.7921,13.8306,1.93601,0.26207,1.02706,0.204655,0.806331
151,439.556,1,13.3821,30.1177,22.5949,14.6775,1.89605,0.257888,1.06095,0.200996,0.817812
152,446.765,1,13.4734,33.6189,22.8564,15.1221,1.93018,0.257888,1.13263,0.202514,0.870764
153,444.985,1,13.4506,33.0151,22.416,14.9267,1.94254,0.25436,1.03651,0.197623,0.897395
154,440.185,1,13.4672,29.539,22.5083,15.0263,1.90086,0.255651,1.01611,0.199759,0.872014
155,439.257,1,13.4058,32.1667,22.4914,14.9636,1.89761,0.256953,1.05732,0.203199,0.802716
156,443.178,1,13.4316,33.1348,22.4574,14.5461,1.93015,0.265664,1.05954,0.21006,0.773003
157,442.335,1,13.3386,32.4082,22.5142,14.751,1.90861,0.257102,1.01485,0.236449,0.769381
158,442.661,1,13.4072,28.2964,22.2993,14.6277,1.89121,0.251994,1.02327,0.249923,0.785661
159,440.233,1,13.4017,29.8945,22.3725,15.0854,1.89648,0.248619,1.01984,0.233348,0.776462
160,436.176,1,13.3717,34.2401,22.1502,15.4347,1.85833,0.253049,1.05616,0.229545,0.73694
161,430.438,1,13.458,33.1165,21.9704,15.0737,1.88314,0.248417,0.972008,0.209052,0.684342
162,428.418,1,13.4827,32.2698,21.9147,15.1736,1.8419,0.258787,0.968517,0.202374,0.725019
163,433.672,1,13.3598,31.9957,21.7884,15.6194,1.89641,0.254012,0.905439,0.217933,0.736654
164,444.497,1,13.576,31.6713,21.9375,15.0471,1.9911,0.259685,0.906078,0.233724,0.723687
165,444.678,1,13.5469,36.043,21.4069,15.7923,1.9695,0.26182,0.87009,0.237903,0.787626
166,442.094,1,13.5135,34.9227,21.4109,15.9684,1.93811,0.262835,0.899381,0.234923,0.774934
167,439.435,1,13.6178,36.4955,21.4815,15.0947,1.90716,0.274125,0.860758,0.232862,0.787776
168,442.688,1,13.5512,35.9175,21.6396,14.6746,1.91782,0.270905,0.86196,0.24338,0.821548
169,437.033,1,13.5635,37.1942,21.8931,13.2248,1.95749,0.263546,0.861818,0.201906,0.747778
170,444.977,1,13.4164,37.2425,22.2279,13.0245,2.02199,0.261154,0.844864,0.218127,0.76772
171,447.183,1,13.5863,35.9002,22.3504,12.9642,2.01372,0.266767,0.880753,0.221858,0.781469
172,440.812,1,13.5812,35.9068,22.1506,13.5157,1.94155,0.268108,0.906758,0.223442,0.751226
173,443.041,1,13.6477,36.5605,22.1147,12.8852,2.0054,0.264956,0.922788,0.204754,0.726183
174,442.132,1,13.5104,34.6314,22.0207,12.9767,1.95732,0.261091,0.962441,0.204957,0.789582
175,439.917,1,13.4618,37.6955,22.0968,13.2706,1.91234,0.259175,0.938482,0.215126,0.827341
176,440.962,1,13.5455,35.4232,21.9715,12.7033,1.89957,0.267502,0.959467,0.219696,0.826824
177,448.256,1,13.6747,33.4813,22.1221,12.7592,1.98014,0.268633,0.989404,0.221458,0.791613
178,448.628,1,13.713,34.083,21.9014,13.0608,2.01775,0.268344,0.962702,0.216093,0.756783
179,450.355,1,13.5791,37.4613,21.8638,12.8774,1.99094,0.26506,0.964847,0.223302,0.847586
180,441.424,1,13.6218,33.3518,22.3135,12.4813,1.91924,0.264286,1.03092,0.206199,0.793321
181,442.138,1,13.5636,32.186,22.2471,13.1114,1.96359,0.261169,0.950718,0.206354,0.779082
182,447.722,1,13.4779,33.2727,22.7425,14.0171,1.97948,0.262189,0.994571,0.199919,0.879763
183,447.625,1,13.4053,34.8403,22.6713,14.2335,2.0013,0.261875,1.00342,0.189424,0.861238
184,444.383,1,13.3496,29.0389,22.6681,15.1513,1.9494,0.258497,1.10899,0.201966,0.775315
185,447.255,1,13.5389,30.4108,22.4753,14.1129,1.95207,0.262777,1.08058,0.215338,0.801431
186,439.389,1,13.4231,30.5434,22.5644,14.2839,1.83656,0.256027,1.13455,0.235994,0.786591
187,444.446,1,13.4795,33.5143,22.5485,14.2052,1.86885,0.256337,1.17846,0.243511,0.78329
188,433.099,1,13.4534,34.4195,21.839,13.8861,1.74328,0.26171,1.10954,0.263089,0.777048
189,433.292,1,13.4609,34.8155,22.3205,13.8453,1.78856,0.25768,1.06962,0.239618,0.778337
190,433.741,1,13.5019,32.1435,22.3582,14.1011,1.81681,0.268776,1.00653,0.234035,0.751706
191,428.476,1,13.4283,32.3202,22.1759,14.4036,1.76417,0.260889,1.03433,0.239037,0.735649
192,434.112,1,13.5214,31.09,22.3182,14.6426,1.80233,0.265901,1.05004,0.238719,0.757695
193,442.488,1,13.4642,29.281,22.3622,15.9088,1.89567,0.264555,1.06889,0.224673,0.781502
194,431.749,1,13.3822,31.7463,22.4562,14.7795,1.82849,0.268171,0.960316,0.228056,0.73034
195,440.635,1,13.341,31.2669,22.0873,14.9427,1.92964,0.261367,1.01543,0.227755,0.695787
196,435.409,1,13.3509,30.6186,21.8052,15.923,1.83576,0.259054,1.0513,0.231882,0.749684
197,443.131,1,13.5017,29.0095,21.7558,14.8705,1.88108,0.257095,1.07975,0.253409,0.754544
198,442.852,1,13.4448,31.4432,21.8262,14.3881,1.89663,0.253771,1.08959,0.244749,0.740408
199,440.326,1,13.5354,35.3024,21.886,14.5136,1.88303,0.25392,1.08051,0.232619,0.752848
200,436.992,1,13.6441,32.0664,21.9643,14.1012,1.85733,0.263895,1.02699,0.234865,0.732167
201,435.819,1,13.5851,31.2897,22.2445,14.3599,1.8128,0.266489,1.08223,0.240388,0.74535
202,433.639,1,13.5919,31.8294,22.2943,13.5958,1.81207,0.260511,1.00857,0.24484,0.748711
203,432.24,1,13.4387,34.0809,22.3074,14.2457,1.84081,0.257859,0.950583,0.234474,0.729315
204,437.246,1,13.466,32.7931,22.0894,14.8522,1.90283,0.258096,1.00367,0.223769,0.7035
205,441.175,1,13.4276,32.5337,22.0092,14.6168,1.8869,0.25626,1.0957,0.243774,0.713448
206,434.979,1,13.5384,32.2702,21.9667,14.6983,1.83891,0.25648,1.05288,0.233195,0.733694
207,439.05,1,13.5601,31.6551,21.7717,15.1328,1.87275,0.261205,1.01353,0.244429,0.734797
208,432.97,1,13.4313,33.6064,22.0367,15.1073,1.84173,0.262306,1.00243,0.221173,0.736357
209,442.43,1,13.3285,34.6847,22.1669,13.6986,1.95124,0.256407,1.06699,0.232396,0.657885
210,441.711,1,13.4105,33.0922,22.2889,14.4545,1.92159,0.251685,1.08198,0.230042,0.713179
211,439.476,1,13.4234,31.1872,22.7664,13.8433,1.93891,0.259808,0.968873,0.234646,0.66608
212,438.156,1,13.3539,31.2502,22.6418,13.9091,1.92483,0.259728,0.951687,0.23791,0.668175
213,445.862,1,13.5231,30.4374,22.4438,14.3591,2.00678,0.270064,0.908958,0.240478,0.673831
214,445.663,1,13.4151,30.8815,22.2922,14.8444,2.03389,0.265181,0.878197,0.241926,0.648261
215,446.494,1,13.4896,31.7931,21.6772,15.0255,1.9567,0.264234,1.05738,0.254094,0.663689
216,449.525,1,13.6061,32.0262,21.9819,14.3309,1.95015,0.262717,1.12205,0.249901,0.721666
217,447.353,1,13.525,28.7189,22.2906,15.3173,1.93817,0.257062,1.12887,0.245894,0.718512
218,446.331,1,13.5595,29.9444,22.2932,14.9299,1.94052,0.257845,1.02345,0.242739,0.768072
219,446.655,1,13.6281,31.2006,22.2385,15.3134,1.9578,0.264714,1.04352,0.247016,0.69196
220,445.694,1,13.4662,29.6487,22.7289,14.8465,1.98189,0.250293,1.09774,0.244335,0.633983
221,452.494,1,13.5742,27.0411,22.7112,14.7279,2.01387,0.258785,1.10111,0.256351,0.665367
222,444.445,1,13.4974,27.7967,22.6391,13.8263,1.91633,0.263155,1.09832,0.250772,0.686134
223,440.245,1,13.3892,27.5136,22.8736,14.8275,1.85455,0.262983,1.14385,0.25427,0.685075
224,441.257,1,13.3597,29.3236,22.2683,15.5165,1.83446,0.26367,1.2243,0.259145,0.690616
225,436.098,1,13.4268,27.744,22.6234,16.3918,1.79365,0.267071,1.17461,0.26362,0.671212
226,446.222,1,13.4565,26.2116,22.541,16.6692,1.89379,0.263016,1.18655,0.266311,0.680527
227,448.681,1,13.4955,26.6774,22.7207,16.7861,1.87413,0.259792,1.30107,0.26961,0.716196
228,449.158,1,13.5142,28.1888,22.6835,16.7662,1.88352,0.261762,1.2513,0.254648,0.772058
229,450.632,1,13.4258,31.5761,22.2329,18.169,1.89884,0.258238,1.26427,0.266657,0.740871
230,448.984,1,13.3402,30.507,22.2741,16.0936,1.90361,0.252849,1.30875,0.257071,0.707188
231,439.49,1,13.4816,29.4866,22.0569,15.8091,1.80846,0.255161,1.24648,0.25539,0.72916
232,443.258,1,13.538,27.6258,22.157,15.9429,1.83809,0.260244,1.20355,0.259026,0.752447
233,440.787,1,13.4349,28.8165,22.0408,15.4493,1.86337,0.261346,1.25183,0.253995,0.62445
234,442.755,1,13.3789,30.5465,21.8726,15.9143,1.89238,0.251016,1.24527,0.24557,0.659294
235,442.134,1,13.3983,30.6602,22.0451,16.2586,1.88034,0.249578,1.27796,0.250972,0.642898
236,440.129,1,13.2849,29.3522,22.0477,16.0471,1.84916,0.253389,1.27919,0.242028,0.676838
237,436.127,1,13.3882,28.1465,22.4686,15.6962,1.83526,0.257937,1.16349,0.241047,0.671392
238,435.028,1,13.4823,27.8196,22.2698,16.1865,1.8486,0.258669,1.13794,0.240067,0.63503
239,442.428,1,13.4239,27.3547,22.4017,16.2816,1.89013,0.262407,1.15642,0.241826,0.686948
240,441.739,1,13.4471,28.1487,22.2465,17.1468,1.87997,0.261801,1.2586,0.234493,0.658079
241,441.313,1,13.4136,28.589,22.22,16.4087,1.86391,0.265268,1.21202,0.23522,0.697096
242,428.564,1,13.4607,28.6214,22.5146,15.9122,1.78042,0.260803,1.03496,0.24611,0.678886
243,430.157,1,13.5544,28.2392,22.3394,15.5764,1.81446,0.254748,1.06945,0.243371,0.641828
244,442.065,1,13.4302,28.7251,22.1765,16.5742,1.93008,0.257535,1.0866,0.252432,0.623612
245,454.23,1,13.3342,27.4652,22.7969,16.9197,2.01253,0.255307,1.14572,0.27452,0.643848
246,457.215,1,13.4486,26.7479,22.9031,16.6651,2.11324,0.256086,1.0919,0.251814,0.609026
247,465.572,1,13.4645,29.2276,22.5433,16.8465,2.19913,0.267846,1.13013,0.236521,0.626445
248,446.094,1,13.4285,28.5218,22.637,15.2813,2.02131,0.263313,1.13648,0.224771,0.571275
249,449.01,1,13.4376,27.1244,22.3939,15.318,2.0507,0.261724,1.05037,0.223245,0.633985
250,450,1,13.5029,28.2146,22.7472,14.9199,2.02467,0.264269,1.08056,0.228516,0.664245
251,438.694,1,13.1734,27.1083,23.3071,15.02,1.90534,0.249749,0.941379,0.245833,0.734729
252,449.487,1,13.1961,25.9108,23.4597,14.1325,2.03757,0.249151,0.869848,0.244069,0.776097
253,455.632,1,13.4055,26.0068,23.198,14.1967,2.04589,0.253578,0.971814,0.250726,0.796185
254,455.517,1,13.4102,25.1879,23.6749,14.4185,2.04399,0.255477,1.07134,0.237812,0.756969
255,455.848,1,13.4555,25.3944,23.6045,12.8773,2.05642,0.26054,0.965593,0.234245,0.815835
256,457.459,1,13.3972,25.6145,23.4286,13.0991,2.08232,0.256444,0.936512,0.247213,0.793968
257,450.97,1,13.4357,27.3832,23.2191,13.6225,2.03316,0.25215,0.905258,0.234971,0.814446
258,462.79,1,13.4408,26.888,22.9941,12.3555,2.11229,0.255048,0.952655,0.264719,0.80501
259,453.133,1,13.509,25.5242,23.2387,12.2693,2.0353,0.260507,0.865104,0.262933,0.78743
260,441.631,1,13.5988,25.3522,23.7521,12.2375,1.9053,0.266571,0.845796,0.273346,0.759988
261,440.306,1,13.5478,25.7168,23.4459,12.5396,1.91116,0.272137,0.801682,0.270507,0.745812
262,440.7,1,13.5414,23.6481,23.5934,13.5569,1.92899,0.276168,0.840581,0.260021,0.699658
263,439.712,1,13.5681,23.0841,23.6684,12.9528,1.89949,0.267963,0.894733,0.246133,0.758008
