iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,b,c,omega_Cl,omega_Q,omega_V1,omega_V2
73,-0.674148,1,13.626,3.17141,28.815,40.1961,0.566122,0.483481,0.26484,1.8669,0.210543,4.86273e-08
74,-3.38828,1,13.4717,2.98523,28.6706,40.1961,0.547117,0.483481,0.265817,1.94704,0.209235,4.98642e-08
75,-1.23375,1,13.4461,2.99125,28.6033,40.1961,0.572707,0.483481,0.252599,1.8885,0.201786,4.55176e-08
76,-7.99316,1,13.5337,2.68075,29.5195,40.1961,0.575407,0.483481,0.251038,1.91504,0.196571,3.66356e-08
77,1.40832,1,13.4379,3.10588,29.0241,40.1961,0.578504,0.483481,0.262141,1.93438,0.205941,4.20401e-08
78,-3.7705,1,13.5104,3.20978,29.3632,40.1961,0.563371,0.483481,0.24791,1.98328,0.208892,4.15885e-08
79,-10.4312,1,13.2773,3.02518,28.818,40.1961,0.546829,0.483481,0.258402,1.96926,0.201782,4.00414e-08
80,-12.1984,1,13.6088,2.93379,28.823,40.1961,0.556635,0.483481,0.25935,2.01356,0.191445,3.78371e-08
81,-17.082,1,13.6057,3.03225,28.5611,40.1961,0.570191,0.469269,0.268056,1.93133,0.194404,3.473e-08
82,-9.72462,1,13.6008,2.77379,28.7793,40.1961,0.583487,0.469269,0.259365,1.90904,0.216628,3.66232e-08
83,-5.55431,1,13.5114,2.38728,28.8202,40.1961,0.579465,0.469269,0.255054,2.19902,0.21378,3.90917e-08
84,-3.08244,1,13.4385,2.62163,28.6922,40.1961,0.598257,0.469269,0.252682,2.03755,0.221716,3.62266e-08
85,-9.24296,1,13.4992,2.39372,28.7984,40.1961,0.572937,0.469269,0.263204,2.157,0.228149,3.37149e-08
86,-14.7167,1,13.531,2.19941,29.4416,40.1961,0.571499,0.469269,0.273501,2.09693,0.216739,3.06574e-08
87,-9.19041,1,13.5819,2.43096,29.366,40.1961,0.591097,0.469269,0.276082,2.04122,0.20472,3.20532e-08
88,-16.4541,1,13.6298,2.59944,29.0947,40.1961,0.56841,0.469269,0.269938,2.00012,0.214753,3.22583e-08
89,-24.6301,1,13.4202,2.98904,28.3406,40.1961,0.542075,0.469269,0.26116,2.19114,0.209784,2.93843e-08
90,-31.8027,1,13.439,3.13401,27.9159,40.1961,0.532229,0.469269,0.261493,2.05697,0.190769,3.09312e-08
91,-25.4516,1,13.4664,3.06826,28.1065,40.1961,0.545032,0.469269,0.266667,2.0955,0.204023,3.06695e-08
92,-11.9693,1,13.4895,2.8898,28.1921,40.1961,0.561531,0.469269,0.271826,2.26155,0.21146,3.48432e-08
93,-11.0495,1,13.4259,2.89026,28.0892,40.1961,0.560885,0.469269,0.264257,2.30518,0.213364,3.49537e-08
94,-12.7393,1,13.4351,2.82782,28.1167,40.1961,0.583957,0.469269,0.259944,2.21758,0.195672,3.07152e-08
95,-17.005,1,13.5871,3.06962,28.2715,40.1961,0.593444,0.469269,0.254845,2.03201,0.183097,2.99116e-08
96,-18.1913,1,13.435,3.25153,28.5311,40.1961,0.578075,0.469269,0.259076,1.9868,0.192475,2.98863e-08
97,-21.6173,1,13.5778,2.95377,28.554,40.1961,0.590962,0.469269,0.247865,2.03723,0.189761,2.49404e-08
98,-22.0126,1,13.5061,2.8581,28.4696,40.1961,0.569605,0.469269,0.254964,2.1326,0.198963,2.73901e-08
99,-20.3428,1,13.5573,3.36148,28.3817,40.1961,0.567959,0.469269,0.267907,1.88265,0.219506,2.85136e-08
100,-18.4945,1,13.5087,2.99786,28.1018,40.1961,0.56083,0.469269,0.255124,1.96735,0.217503,3.4217e-08
101,-15.9662,1,13.4058,2.91942,28.2408,40.1961,0.528983,0.502136,0.265171,1.85356,0.213068,3.07186e-08
102,-19.2662,1,13.3595,2.9715,28.1742,40.1961,0.522199,0.502136,0.265331,1.80862,0.212128,2.94708e-08
103,-19.3901,1,13.3944,3.13779,28.1936,40.1961,0.529657,0.502136,0.261501,1.89723,0.213297,2.56231e-08
104,-17.4243,1,13.5917,3.76544,28.4005,40.1961,0.536916,0.502136,0.256048,1.83391,0.226122,2.51312e-08
105,-24.3034,1,13.5946,3.36167,28.2612,40.1961,0.518787,0.502136,0.271574,1.86491,0.210445,2.45726e-08
106,-30.3174,1,13.6037,3.33585,28.7093,40.1961,0.508064,0.502136,0.265099,1.9028,0.201025,2.39385e-08
107,-35.5385,1,13.5277,3.14875,28.6065,40.1961,0.501659,0.502136,0.264638,1.76167,0.202244,2.40648e-08
108,-42.2046,1,13.579,3.32846,28.2713,40.1961,0.491531,0.502136,0.263454,1.78269,0.208897,2.13784e-08
109,-42.5195,1,13.5016,3.50812,28.092,40.1961,0.495381,0.502136,0.27174,1.77096,0.210701,1.84742e-08
110,-41.4386,1,13.4391,3.60799,28.5993,40.1961,0.498177,0.502136,0.268145,1.79273,0.210836,1.85424e-08
111,-35.4476,1,13.3075,3.18806,28.4873,40.1961,0.520021,0.502136,0.26555,1.87055,0.208846,1.73905e-08
112,-38.3794,1,13.437,3.36417,28.1722,40.1961,0.518511,0.502136,0.259481,1.77017,0.190069,1.923e-08
113,-38.0396,1,13.4876,3.57424,28.6952,40.1961,0.520704,0.502136,0.253886,1.80336,0.195868,1.83287e-08
114,-31.7037,1,13.4145,3.21868,28.733,40.1961,0.53224,0.502136,0.257025,1.8204,0.195294,1.94411e-08
115,-30.5445,1,13.2624,2.96014,28.4333,40.1961,0.51339,0.502136,0.261034,1.92001,0.202149,2.23167e-08
116,-32.5821,1,13.5618,3.06897,28.2931,40.1961,0.519112,0.502136,0.259724,2.04109,0.209854,1.91301e-08
117,-27.4335,1,13.5873,2.93776,28.0245,40.1961,0.532673,0.502136,0.255067,2.20187,0.206199,1.86063e-08
118,-33.3422,1,13.5015,2.99507,27.9406,40.1961,0.51566,0.502136,0.252934,2.13308,0.200843,1.87825e-08
119,-27.6817,1,13.4874,3.05201,27.3939,40.1961,0.536263,0.502136,0.246394,2.16586,0.195215,1.89011e-08
120,-32.9501,1,13.4215,3.48203,28.0639,40.1961,0.52904,0.502136,0.264109,2.02194,0.202726,1.60112e-08
121,-34.4439,1,13.4642,3.07868,27.6422,40.1961,0.585012,0.465751,0.263584,2.13421,0.209126,1.49012e-08
122,36.9793,1,13.4436,2.66747,28.1229,40.1961,0.578034,0.465751,0.263712,2.29745,0.21839,1.52318e-07
123,48.4806,1,13.5814,2.47149,28.2361,40.1961,0.607047,0.465751,0.26419,2.39211,0.225951,1.57185e-07
124,50.2547,1,13.606,2.71764,28.3839,40.1961,0.603905,0.465751,0.267641,2.4424,0.223783,1.69487e-07
125,50.5578,1,13.4046,2.23474,28.0476,40.1961,0.60794,0.465751,0.261318,2.60565,0.208758,1.65639e-07
126,52.8453,1,13.4698,2.46479,28.589,40.1961,0.617227,0.465751,0.27217,2.49335,0.198099,1.73794e-07
127,33.184,1,13.4238,2.50828,27.8347,40.1961,0.571302,0.465751,0.262105,2.56858,0.178582,1.61342e-07
128,26.8751,1,13.5557,2.15917,28.1806,40.1961,0.56311,0.465751,0.261586,2.42425,0.175397,1.58954e-07
129,28.7479,1,13.5407,2.06967,28.0103,40.1961,0.571044,0.465751,0.252666,2.56988,0.18048,1.46013e-07
130,36.853,1,13.4885,2.28279,27.7688,40.1961,0.576275,0.465751,0.258301,2.56759,0.183103,1.73086e-07
131,41.4825,1,13.5629,2.048,27.7081,40.1961,0.57651,0.465751,0.266353,2.74787,0.18433,1.85602e-07
132,40.2542,1,13.5181,2.5633,27.6301,40.1961,0.572785,0.465751,0.261366,2.6972,0.178755,1.92118e-07
133,32.3283,1,13.5841,1.6717,27.7678,40.1961,0.557735,0.465751,0.259413,2.77278,0.176988,1.8204e-07
134,42.1676,1,13.4549,1.54744,27.8089,40.1961,0.579076,0.465751,0.267065,2.86885,0.18759,1.74097e-07
135,37.4478,1,13.6994,1.87229,27.8921,40.1961,0.586345,0.465751,0.267338,2.66076,0.178583,1.66102e-07
136,33.1988,1,13.4563,2.89427,27.6781,40.1961,0.570983,0.465751,0.265744,2.28693,0.173171,1.83064e-07
137,41.4085,1,13.5566,3.11564,28.0765,40.1961,0.587824,0.465751,0.257921,2.26238,0.191556,1.89462e-07
138,48.3783,1,13.5096,2.66438,28.339,40.1961,0.60031,0.465751,0.266332,2.36268,0.196539,1.94668e-07
139,41.6822,1,13.5123,2.56057,28.6839,40.1961,0.583171,0.465751,0.263721,2.37804,0.203815,1.77219e-07
140,33.7701,1,13.3807,2.55039,27.8498,40.1961,0.566383,0.465751,0.257426,2.28048,0.196193,1.78783e-07
141,28.9242,1,13.5262,2.88992,28.1102,40.1961,0.539934,0.472864,0.256197,2.29196,0.206227,1.75946e-07
142,26.2489,1,13.5849,3.10881,27.9171,40.1961,0.547503,0.472864,0.260731,2.12332,0.196056,1.6931e-07
143,34.7774,1,13.5154,2.73546,28.1196,40.1961,0.559274,0.472864,0.268446,2.23393,0.201497,1.73957e-07
144,41.1982,1,13.3663,2.29106,28.465,40.1961,0.557531,0.472864,0.255674,2.62271,0.21678,1.72133e-07
145,45.0038,1,13.4573,2.19596,28.6821,40.1961,0.567897,0.472864,0.260834,2.55721,0.210611,1.88949e-07
146,35.3683,1,13.4753,3.18571,28.5428,40.1961,0.563607,0.472864,0.263514,2.26719,0.197333,1.68753e-07
147,31.8283,1,13.5686,3.06806,27.8735,40.1961,0.561488,0.472864,0.261522,2.08601,0.191691,1.7853e-07
148,37.3033,1,13.3612,3.29144,27.8147,40.1961,0.56854,0.472864,0.258002,2.02707,0.216157,1.7021e-07
149,35.3583,1,13.4767,3.05256,28.4249,40.1961,0.560544,0.472864,0.264386,2.14802,0.21148,1.66445e-07
150,30.1532,1,13.4862,2.79099,28.759,40.1961,0.555417,0.472864,0.262094,2.02194,0.20748,1.63488e-07
151,33.3985,1,13.4802,3.00487,28.942,40.1961,0.575215,0.472864,0.259844,1.9424,0.204479,1.59021e-07
152,31.0538,1,13.6385,2.50347,29.0453,40.1961,0.576566,0.472864,0.259975,1.96446,0.209086,1.5379e-07
153,20.1727,1,13.6098,3.31597,28.8668,40.1961,0.547698,0.472864,0.265638,1.94856,0.197621,1.45454e-07
154,27.8703,1,13.6235,2.60901,29.012,40.1961,0.557091,0.472864,0.264703,2.08658,0.202096,1.53825e-07
155,23.1235,1,13.5393,2.48654,29.127,40.1961,0.551933,0.472864,0.263991,2.09125,0.196339,1.42201e-07
156,25.9989,1,13.5523,2.4677,28.5371,40.1961,0.564434,0.472864,0.273289,2.17744,0.188446,1.34669e-07
157,26.6576,1,13.3817,3.21327,28.7374,40.1961,0.56738,0.472864,0.267604,1.9447,0.208022,1.30467e-07
158,25.8679,1,13.5455,3.14175,28.6419,40.1961,0.584223,0.472864,0.253954,1.89576,0.20039,1.21314e-07
159,27.4944,1,13.5783,3.05752,28.8802,40.1961,0.590766,0.472864,0.264513,1.96728,0.196733,1.14382e-07
160,20.2825,1,13.6094,3.52789,28.5792,40.1961,0.576744,0.472864,0.275921,1.90279,0.178092,1.13058e-07
161,17.3172,1,13.5283,3.11618,28.7,40.1961,0.533784,0.49258,0.265475,1.92354,0.186966,1.13163e-07
162,20.0155,1,13.4709,2.94396,28.7556,40.1961,0.539143,0.49258,0.255997,1.97985,0.189545,1.1543e-07
163,26.1614,1,13.5197,2.3994,28.7554,40.1961,0.557266,0.49258,0.251547,2.19766,0.189813,1.08982e-07
164,24.5752,1,13.6578,2.38831,29.2733,40.1961,0.555298,0.49258,0.249864,2.23951,0.176568,1.15126e-07
165,22.446,1,13.3914,2.64211,28.334,40.1961,0.546777,0.49258,0.253224,2.1187,0.18397,1.09662e-07
166,14.8436,1,13.5697,2.68425,28.271,40.1961,0.525698,0.49258,0.257404,2.18155,0.189643,1.04824e-07
167,20.2799,1,13.473,2.47553,29.004,40.1961,0.530602,0.49258,0.262279,2.20775,0.189398,1.12929e-07
168,23.6394,1,13.4924,2.6371,28.9997,40.1961,0.532112,0.49258,0.265158,2.26489,0.202472,1.11421e-07
169,24.0502,1,13.5777,3.07969,28.1607,40.1961,0.542338,0.49258,0.260235,2.23197,0.188483,1.1359e-07
170,13.1224,1,13.4087,3.05397,28.1706,40.1961,0.522095,0.49258,0.264176,1.98853,0.203002,1.00148e-07
171,16.8033,1,13.3849,3.03223,28.3085,40.1961,0.50599,0.49258,0.269033,2.15574,0.196671,1.21938e-07
172,17.2119,1,13.3978,2.59729,28.4053,40.1961,0.502391,0.49258,0.269811,2.1815,0.209449,1.25213e-07
173,24.3208,1,13.5057,2.7217,28.2913,40.1961,0.518722,0.49258,0.254301,2.27026,0.227468,1.22746e-07
174,31.9783,1,13.3948,2.51011,28.0719,40.1961,0.53543,0.49258,0.247105,2.35419,0.232878,1.23444e-07
175,20.9885,1,13.4734,3.08579,28.5816,40.1961,0.526591,0.49258,0.251968,2.10717,0.212033,1.20289e-07
176,24.3011,1,13.4662,2.98686,28.6567,40.1961,0.544177,0.49258,0.257301,2.07799,0.208483,1.08484e-07
177,37.181,1,13.4489,2.43141,29.267,40.1961,0.570454,0.49258,0.248843,2.12065,0.210303,1.26115e-07
178,26.9625,1,13.4603,2.52214,28.6831,40.1961,0.547037,0.49258,0.272772,2.22224,0.191591,1.11109e-07
179,25.8354,1,13.3848,2.6074,27.9902,40.1961,0.545813,0.49258,0.263121,2.23629,0.212093,9.94609e-08
180,22.7558,1,13.429,2.06109,28.3724,40.1961,0.533479,0.49258,0.254914,2.57168,0.204907,9.67161e-08
181,20.7101,1,13.5065,2.05769,28.0686,40.1961,0.573573,0.460496,0.258013,2.57153,0.194433,1.0773e-07
182,29.6841,1,13.4635,1.9785,28.386,40.1961,0.597298,0.460496,0.26337,2.39306,0.193344,1.20618e-07
183,28.209,1,13.3643,2.39972,28.4366,40.1961,0.587083,0.460496,0.261713,2.27359,0.190668,1.29951e-07
184,28.1757,1,13.4542,2.03037,28.5495,40.1961,0.584128,0.460496,0.266528,2.53836,0.202556,1.13773e-07
185,31.8038,1,13.5749,2.63039,29.1489,40.1961,0.617402,0.460496,0.259742,2.25667,0.197481,1.12581e-07
186,30.7532,1,13.5563,2.34698,29.1376,40.1961,0.605013,0.460496,0.258003,2.34402,0.198348,1.18152e-07
187,27.2148,1,13.4559,3.14835,28.8634,40.1961,0.595477,0.460496,0.257178,2.10905,0.230194,1.07199e-07
188,20.5851,1,13.5419,2.82222,29.0882,40.1961,0.572039,0.460496,0.26369,2.01262,0.233956,1.1281e-07
189,17.7024,1,13.594,2.8836,29.3405,40.1961,0.56574,0.460496,0.267467,1.9243,0.220602,1.2032e-07
190,23.3285,1,13.6037,3.32149,29.24,40.1961,0.590811,0.460496,0.271212,1.88811,0.202015,1.23704e-07
191,17.72,1,13.4821,3.24069,28.6976,40.1961,0.571341,0.460496,0.269268,1.92364,0.225931,1.07073e-07
192,25.723,1,13.4308,2.56706,28.8769,40.1961,0.584067,0.460496,0.258553,2.17088,0.242542,1.05603e-07
193,31.3081,1,13.4218,2.2435,28.4657,40.1961,0.590636,0.460496,0.257879,2.39645,0.229488,1.15463e-07
194,23.6599,1,13.6059,2.44567,28.6924,40.1961,0.57776,0.460496,0.269137,2.34192,0.216155,1.07993e-07
195,28.1919,1,13.5179,2.65956,28.2034,40.1961,0.594262,0.460496,0.262628,2.30771,0.207025,1.14078e-07
196,11.2403,1,13.4554,2.79984,28.1769,40.1961,0.559929,0.460496,0.264612,2.14177,0.20074,1.0166e-07
197,14.3356,1,13.5759,2.61433,27.8139,40.1961,0.570751,0.460496,0.256605,2.09821,0.211945,1.04021e-07
198,11.1195,1,13.5966,2.65657,28.5266,40.1961,0.581558,0.460496,0.249453,2.05774,0.19506,9.44677e-08
199,4.91629,1,13.5705,3.29183,28.724,40.1961,0.576843,0.460496,0.257666,1.79034,0.217016,7.99452e-08
200,4.07716,1,13.5654,3.2176,28.4679,40.1961,0.572599,0.460496,0.258216,1.82241,0.226212,7.6401e-08
201,7.49136,1,13.5951,3.27307,28.6112,40.1961,0.703951,0.396962,0.263716,1.85296,0.228898,7.07788e-08
202,4.53624,1,13.5402,2.81955,28.6829,40.1961,0.702793,0.396962,0.261988,1.85063,0.223583,6.69672e-08
203,1.36721,1,13.4223,3.10956,28.8105,40.1961,0.705958,0.396962,0.246428,1.77544,0.21801,6.37365e-08
204,6.6341,1,13.3533,3.25123,28.8906,40.1961,0.720917,0.396962,0.250731,1.7389,0.216117,6.53437e-08
205,6.09866,1,13.3911,3.82243,28.6545,40.1961,0.704444,0.396962,0.252906,1.80671,0.225009,6.78827e-08
206,-1.19657,1,13.3689,3.43616,28.6605,40.1961,0.683948,0.396962,0.25261,1.65641,0.227045,6.97743e-08
207,5.42845,1,13.5439,3.5361,28.7035,40.1961,0.704131,0.396962,0.259752,1.73867,0.221828,7.26713e-08
208,-2.56088,1,13.5019,3.38937,28.8008,40.1961,0.673178,0.396962,0.267404,1.91241,0.202899,6.93093e-08
209,-0.90021,1,13.4891,3.41581,28.6294,40.1961,0.674595,0.396962,0.274691,1.86421,0.221936,6.64535e-08
210,2.824,1,13.4476,3.59544,28.3071,40.1961,0.683691,0.396962,0.267564,1.83247,0.232975,6.81344e-08
211,11.9021,1,13.476,2.97953,28.8594,40.1961,0.705842,0.396962,0.261359,1.91583,0.238367,7.38725e-08
212,14.2303,1,13.4971,3.20332,28.2578,40.1961,0.717581,0.396962,0.270806,1.82364,0.231267,7.6417e-08
213,11.1511,1,13.5859,3.47634,28.0252,40.1961,0.699576,0.396962,0.268312,1.83549,0.231356,8.06701e-08
214,2.07872,1,13.5678,3.52897,28.665,40.1961,0.663509,0.396962,0.261865,1.93097,0.225099,8.13931e-08
215,12.8195,1,13.4772,3.56572,28.044,40.1961,0.687084,0.396962,0.263637,2.1121,0.217588,8.81867e-08
216,20.2564,1,13.6484,3.64053,28.0946,40.1961,0.739348,0.396962,0.261222,2.03653,0.197053,8.64047e-08
217,12.0936,1,13.5761,3.28168,28.471,40.1961,0.71937,0.396962,0.260765,1.83784,0.197115,8.54809e-08
218,18.501,1,13.5488,3.54882,28.0995,40.1961,0.715841,0.396962,0.262752,1.97098,0.206735,9.3022e-08
219,17.986,1,13.4999,3.41196,28.3016,40.1961,0.707278,0.396962,0.266334,1.9481,0.213329,9.62312e-08
220,15.1804,1,13.5452,3.62408,28.3471,40.1961,0.6944,0.396962,0.273261,1.94243,0.199468,1.03988e-07
221,14.0041,1,13.6111,3.38878,28.2066,40.1961,0.689943,0.398858,0.261663,1.95954,0.202163,1.02844e-07
222,12.1838,1,13.4693,3.3352,27.9344,40.1961,0.689077,0.398858,0.272118,1.84489,0.197897,1.00655e-07
223,12.6212,1,13.4513,3.80779,27.9307,40.1961,0.694375,0.398858,0.266096,1.79098,0.196325,1.00732e-07
