iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a,beta_Cl_tSCRMGDL,omega_Cl,omega_Q,omega_V1,omega_V2
237,449.116,1,20.435,31.4896,22.0579,13.2122,1.84624,-0.409631,0.219797,0.995792,0.315784,0.843601
238,441.506,1,20.8371,31.9593,22.5393,13.7279,1.82253,-0.429742,0.21283,0.888737,0.317374,0.817127
239,443.624,1,20.6485,30.4835,22.4606,12.9301,1.82525,-0.418844,0.21457,0.861474,0.33182,0.843086
240,448.794,1,20.5222,28.7956,22.7921,12.894,1.89623,-0.417533,0.226343,0.849928,0.322045,0.79665
241,443.783,1,20.2334,28.9733,23.2826,12.2913,1.86745,-0.39742,0.223811,0.823272,0.306138,0.811074
242,444.47,1,20.2063,30.1406,23.0195,12.1188,1.89769,-0.395432,0.229018,0.746344,0.31937,0.772731
243,441.114,1,20.0337,31.4979,22.5279,13.0799,1.89695,-0.393733,0.215041,0.631353,0.322939,0.864108
244,440.805,1,20.8446,32.409,22.4423,12.017,1.91388,-0.422674,0.219105,0.650295,0.303809,0.824503
245,444.624,1,20.6801,31.6773,22.5419,11.7903,1.9498,-0.414348,0.217283,0.691587,0.316611,0.760174
246,447.12,1,21.1144,28.9633,23.0807,11.9969,1.96281,-0.433128,0.231718,0.697108,0.305777,0.768097
247,451.349,1,20.6805,28.5869,23.3195,12.0293,1.98816,-0.410732,0.22798,0.749143,0.305537,0.774749
248,446.141,1,20.4976,27.3447,23.6063,11.6635,1.95124,-0.39603,0.219981,0.735374,0.306149,0.768081
249,450.135,1,20.5601,28.6453,23.7355,11.2332,1.96162,-0.409653,0.229775,0.765395,0.314804,0.754415
250,450.742,1,21.3279,25.5035,23.9047,10.8869,1.97633,-0.435216,0.228018,0.746738,0.325882,0.73893
251,446.787,1,20.662,26.7343,24.1537,11.1556,1.92953,-0.421405,0.215047,0.725681,0.334222,0.795788
252,446.114,1,20.8192,27.2716,23.9329,11.2453,1.88498,-0.418362,0.22456,0.762924,0.317358,0.863699
253,458.138,1,20.9621,27.6363,23.7386,10.9569,1.97496,-0.420779,0.225072,0.811425,0.307737,0.93478
254,458.407,1,21.0866,25.7821,23.5833,11.3234,1.95583,-0.412351,0.235802,0.883573,0.292142,0.924629
255,454.442,1,20.9973,27.0547,23.4033,12.7264,1.95299,-0.421471,0.225945,0.834219,0.300456,0.86942
256,450.585,1,20.6091,25.5101,23.6943,12.6304,1.91182,-0.412397,0.22459,0.863965,0.308515,0.826841
257,454.287,1,20.956,25.0563,23.6231,12.3972,1.97046,-0.426142,0.227016,0.852717,0.299129,0.812779
258,457.411,1,21.0839,25.8913,23.7284,12.1779,1.987,-0.432281,0.224316,0.950943,0.300025,0.776605
259,451.761,1,20.4285,24.4952,23.9952,12.0049,1.97593,-0.408307,0.228545,0.808628,0.30016,0.768462
260,450.925,1,20.7632,24.7528,24.2783,12.4673,1.97451,-0.427246,0.220652,0.847924,0.315815,0.704921
261,447.774,1,20.9763,23.9551,24.1785,13.9179,1.90079,-0.434903,0.226586,0.833322,0.316444,0.785525
262,445.021,1,20.8194,24.7643,24.158,12.7121,1.88116,-0.420727,0.222491,0.810657,0.31607,0.793938
263,446.702,1,21.051,22.2763,24.4031,13.3287,1.88739,-0.431587,0.218104,0.816153,0.337508,0.784343
264,438.411,1,20.4119,24.2089,23.935,12.5299,1.83866,-0.396417,0.228794,0.792789,0.3103,0.746353
265,439.105,1,20.8734,22.8206,24.2116,12.047,1.85802,-0.425393,0.226624,0.740941,0.313425,0.766243
266,432.998,1,20.7236,23.1455,24.0651,11.6726,1.76805,-0.416475,0.233443,0.741785,0.310726,0.820788
267,441.107,1,20.6375,24.9728,23.9692,11.2863,1.85824,-0.411819,0.223187,0.732761,0.302266,0.866896
268,434.847,1,20.394,25.8811,23.6215,12.3232,1.79482,-0.404314,0.229022,0.741996,0.298057,0.844279
269,438.74,1,20.1439,25.8188,23.6626,11.8968,1.87712,-0.394166,0.218293,0.731134,0.283775,0.833611
270,446.581,1,20.25,25.6192,23.5362,12.623,1.94772,-0.394519,0.219827,0.782697,0.280077,0.81025
271,439.275,1,20.15,25.0683,23.2371,12.0757,1.92868,-0.390278,0.219175,0.734334,0.280112,0.71973
272,435.649,1,20.4895,27.4984,23.0059,12.1274,1.84556,-0.406103,0.220442,0.832962,0.277912,0.733927
273,444.733,1,20.9346,28.2821,23.2886,11.6414,1.89914,-0.429191,0.228082,0.806617,0.283133,0.816209
274,451.589,1,19.9863,29.4017,23.3641,11.7358,1.97778,-0.390198,0.217475,0.787238,0.295374,0.836857
275,450.796,1,20.9571,30.3417,23.407,11.5651,1.94307,-0.440303,0.21983,0.748295,0.308439,0.888891
276,446.37,1,20.5864,29.3777,23.3468,12.0589,1.91663,-0.411793,0.221694,0.669675,0.307968,0.92994
277,449.544,1,20.3604,28.8732,22.9769,11.7299,1.88784,-0.393337,0.227859,0.788024,0.340563,0.846812
278,448.435,1,20.3981,29.7505,22.9775,13.1953,1.8973,-0.401562,0.22394,0.846638,0.312142,0.815326
279,440.164,1,20.3867,29.2752,22.7161,13.2292,1.87013,-0.398682,0.21947,0.811798,0.290097,0.774145
280,432.085,1,21.1943,27.2881,22.6763,14.0651,1.75639,-0.427238,0.225099,0.917959,0.290668,0.755515
281,431.318,1,21.0955,28.6569,23.0379,13.8659,1.76595,-0.427356,0.230802,0.878239,0.288932,0.72051
282,436.549,1,19.9214,25.948,23.1323,13.2282,1.83875,-0.3918,0.216949,0.85726,0.293143,0.723342
283,436.33,1,20.1474,29.2192,22.9645,13.3212,1.83775,-0.40728,0.218077,0.862399,0.293364,0.713567
284,437.854,1,20.4043,29.9365,22.8633,12.8667,1.86841,-0.414577,0.218143,0.825866,0.286837,0.728988
285,439.555,1,20.4427,29.6711,22.8798,13.7207,1.81727,-0.412029,0.223292,0.857056,0.300304,0.80907
286,443.091,1,20.5472,30.4602,23.5354,13.0497,1.8592,-0.415306,0.225112,0.845168,0.283723,0.848722
287,432.52,1,20.4242,32.3107,23.0953,12.9118,1.79205,-0.404264,0.221142,0.847343,0.282247,0.756857
288,440.078,1,20.539,31.3044,22.7361,12.9847,1.82908,-0.406214,0.235813,0.86838,0.291579,0.766002
289,444.402,1,20.6283,31.542,22.3922,13.0381,1.89131,-0.412794,0.243018,0.78009,0.304188,0.749902
290,444.354,1,20.7316,31.598,22.5702,13.3329,1.90599,-0.416047,0.230599,0.830861,0.287027,0.747292
291,441.987,1,20.8308,31.8045,22.6866,12.8314,1.84506,-0.417544,0.222933,0.858412,0.304425,0.795818
292,440.089,1,20.096,31.6099,23.1219,12.9715,1.83361,-0.387353,0.227336,0.859469,0.30737,0.745029
293,438.541,1,20.6084,31.4291,23.0683,13.059,1.8292,-0.406728,0.23215,0.802908,0.301519,0.776509
294,434.141,1,21.1144,31.4185,23.1559,13.0146,1.78638,-0.425558,0.228414,0.782286,0.297064,0.832614
295,436.598,1,21.0221,29.7306,23.4536,12.7687,1.82376,-0.417119,0.238999,0.674932,0.296384,0.86773
296,439.517,1,20.4786,31.1558,23.4411,12.6672,1.8776,-0.402029,0.224536,0.698047,0.302189,0.813323
297,445.005,1,21.083,33.8439,23.3024,11.6378,1.92934,-0.427406,0.217222,0.77448,0.288997,0.802673
298,441.852,1,20.8151,30.7333,23.416,11.4702,1.91331,-0.420637,0.222768,0.750904,0.290139,0.763961
299,442.847,1,21.3959,33.125,22.9775,11.7033,1.90697,-0.439874,0.23398,0.758172,0.288873,0.765868
300,439.601,1,21.4424,35.4583,23.0568,12.4985,1.89251,-0.44817,0.232401,0.763386,0.267602,0.773664
301,436.543,1,20.5319,34.1431,23.3014,13.4461,1.89455,-0.418648,0.21752,0.749669,0.27952,0.727977
302,434.306,1,21.026,32.5349,23.1905,14.4483,1.84311,-0.434313,0.221151,0.793152,0.283744,0.724081
303,430.327,1,20.8425,33.5608,22.9251,14.2679,1.79038,-0.424038,0.216607,0.805987,0.281487,0.752373
304,431.612,1,20.1598,35.004,22.9989,13.2182,1.79929,-0.400324,0.218726,0.830548,0.272917,0.761643
305,430.528,1,19.9545,35.9001,23.1532,13.3431,1.81732,-0.38733,0.216023,0.841355,0.262262,0.730363
306,426.544,1,20.4152,32.9682,22.8533,13.5848,1.83126,-0.402201,0.217283,0.748711,0.247464,0.728414
307,436.466,1,20.1828,33.3175,22.8735,13.8531,1.91823,-0.401114,0.220375,0.734381,0.2505,0.744298
308,425.031,1,20.1551,32.5746,22.8485,13.6267,1.83441,-0.395193,0.213767,0.695131,0.244896,0.755304
309,435.89,1,19.8496,32.8261,22.6963,12.8075,1.89736,-0.381754,0.219194,0.7133,0.247227,0.825419
310,437.445,1,20.7282,30.0696,23.269,11.9663,1.86225,-0.416446,0.222199,0.793447,0.246506,0.862506
311,438.015,1,20.3117,29.3565,23.3135,13.2096,1.90697,-0.402674,0.210646,0.824084,0.241859,0.793576
312,440.365,1,20.3504,29.2413,23.3133,13.3887,1.88677,-0.405756,0.222296,0.897,0.250483,0.761353
313,442.55,1,20.6741,30.5556,23.3544,12.6788,1.95777,-0.416957,0.222541,0.844763,0.230597,0.762496
314,436.639,1,20.4489,29.5389,23.2251,11.9291,1.86137,-0.406305,0.221787,0.888112,0.237796,0.785185
315,435.215,1,20.4822,33.1706,22.7648,11.7189,1.85301,-0.398546,0.222806,0.877492,0.232331,0.795625
316,435.103,1,20.6015,29.8374,23.1132,13.1211,1.80788,-0.405557,0.227382,0.898465,0.259109,0.78977
317,439.006,1,20.672,31.0868,23.0635,12.3999,1.86015,-0.412247,0.229698,0.88989,0.255846,0.766906
318,439.717,1,20.8951,32.9629,23.0575,12.2538,1.86549,-0.418894,0.23248,0.823241,0.278945,0.750099
319,441.52,1,20.7175,31.2552,22.7435,12.4181,1.87572,-0.42326,0.228506,0.814937,0.287146,0.772759
320,438.893,1,20.3648,30.4449,23.027,12.6745,1.90207,-0.402463,0.227954,0.725361,0.290508,0.728396
321,435.124,1,20.528,29.6858,23.0691,13.0245,1.88604,-0.410257,0.22602,0.667374,0.274668,0.782237
322,436.459,1,20.4856,29.297,23.0472,13.1837,1.89551,-0.409447,0.225343,0.655908,0.287061,0.768205
323,432.148,1,20.601,28.2052,22.9727,13.0353,1.8043,-0.418898,0.230508,0.704623,0.295888,0.794556
324,441.223,1,21.1377,31.0503,23.1127,13.079,1.89751,-0.433584,0.226096,0.775259,0.290568,0.750058
325,440.563,1,20.634,32.8488,22.9958,12.4525,1.93527,-0.41751,0.226431,0.745147,0.276216,0.708481
326,437.284,1,20.8996,29.9868,23.0505,12.2081,1.92537,-0.423998,0.223787,0.712365,0.281633,0.682738
327,434.752,1,21.0204,30.9634,22.8759,12.7936,1.89918,-0.42134,0.236273,0.680005,0.283307,0.669348
328,440.672,1,21.2298,31.8149,22.9016,12.9345,1.94843,-0.436112,0.225224,0.740266,0.284352,0.667653
329,440.813,1,20.7132,31.4708,22.7022,13.1071,1.95855,-0.413202,0.225195,0.708796,0.284399,0.688034
330,450.901,1,20.4183,31.5312,22.8893,12.9602,2.02913,-0.410008,0.220349,0.788349,0.287749,0.70893
331,440.762,1,21.0574,31.5867,22.9094,12.6255,1.95184,-0.435314,0.219975,0.727908,0.286609,0.69037
332,453.108,1,20.6456,30.0367,22.7545,12.8443,2.08963,-0.423192,0.208169,0.721839,0.283644,0.75671
333,451.376,1,20.9476,30.4502,22.6661,12.8621,2.07119,-0.440469,0.216122,0.684096,0.272191,0.786696
334,446.297,1,20.7149,32.3709,22.575,13.1656,2.02736,-0.421452,0.21837,0.672552,0.278879,0.749712
335,450.48,1,20.5076,31.4451,22.6835,12.7438,2.08375,-0.401312,0.22635,0.634384,0.300775,0.681288
336,443.302,1,20.4353,34.2781,22.9786,12.8007,1.96745,-0.41382,0.215536,0.732971,0.305457,0.681473
337,445.876,1,21.4918,30.2477,23.0177,11.8753,2.00176,-0.44345,0.230869,0.739695,0.303322,0.624319
338,439.477,1,20.887,30.9877,22.9557,11.9674,1.93613,-0.421744,0.216929,0.717575,0.309486,0.658141
339,447.477,1,21.1101,33.1542,23.5013,11.8642,1.98503,-0.429916,0.227212,0.7232,0.300045,0.723992
340,448.007,1,21.2848,31.7932,23.5517,11.1295,1.95481,-0.438352,0.233839,0.732033,0.304029,0.776447
341,448.563,1,20.7839,32.1351,23.7555,11.9577,1.9336,-0.423253,0.223121,0.75626,0.307617,0.826755
342,450.483,1,20.4927,32.5339,23.3281,11.5885,1.99322,-0.408445,0.223016,0.685833,0.317249,0.795101
343,454.332,1,21.128,29.615,23.6862,11.6613,2.00379,-0.425805,0.235342,0.740334,0.326559,0.749332
344,452.882,1,20.9763,30.4024,23.4546,10.7992,2.04036,-0.412815,0.242188,0.625723,0.332759,0.719667
345,450.18,1,20.9256,34.4964,23.1767,11.3538,1.98278,-0.42201,0.235604,0.671425,0.330518,0.756798
346,446.915,1,21.0036,34.0057,22.866,11.0331,1.96644,-0.427332,0.229151,0.664624,0.327827,0.741804
347,454.556,1,20.5176,35.295,22.7187,12.0896,1.98789,-0.40568,0.232396,0.726181,0.350303,0.764223
348,452.786,1,21.1754,33.6701,22.972,12.4523,2.00158,-0.43204,0.233085,0.72541,0.355328,0.6742
349,445.469,1,20.5633,33.3874,23.0146,12.6064,1.95357,-0.411801,0.220863,0.721801,0.336835,0.680579
350,439.633,1,20.1878,36.1551,23.0608,12.3973,1.90092,-0.397278,0.219544,0.706517,0.337992,0.681874
351,442.578,1,20.7975,34.5395,23.1377,12.2352,1.91842,-0.428358,0.222225,0.683194,0.359583,0.677065
352,437.058,1,20.9497,31.7562,22.8524,12.6093,1.95916,-0.428561,0.212926,0.603095,0.344676,0.619744
353,438.806,1,20.6704,32.0304,22.5773,12.8979,1.95354,-0.413354,0.219875,0.641293,0.339382,0.61438
354,436.42,1,20.4645,30.6826,22.8032,12.5157,1.89203,-0.409934,0.222411,0.652413,0.362831,0.627063
355,436.619,1,20.6465,31.6675,23.185,12.7305,1.873,-0.422738,0.218657,0.682904,0.341806,0.695347
356,446.06,1,20.7923,30.7907,23.3755,12.8069,1.95981,-0.425381,0.221079,0.667234,0.357078,0.698571
357,438.285,1,20.0934,32.5943,23.2776,12.8129,1.89028,-0.392099,0.222018,0.689021,0.31671,0.733475
358,432.468,1,20.6208,34.363,23.2518,11.961,1.85111,-0.413252,0.217859,0.67665,0.314214,0.70973
359,436.395,1,20.348,32.8002,23.2812,12.374,1.87781,-0.400075,0.217409,0.683773,0.306679,0.752458
360,438.093,1,20.9425,31.1718,23.2238,11.4329,1.8994,-0.426809,0.223569,0.663952,0.303828,0.754063
361,440.838,1,20.4346,29.6915,23.2779,11.9168,1.88328,-0.395388,0.224259,0.659722,0.331081,0.804906
362,438.814,1,21.0409,31.1913,23.1468,11.7166,1.85751,-0.41916,0.224013,0.683837,0.330609,0.788079
363,434.962,1,20.4278,29.681,23.4364,12.1964,1.79467,-0.39848,0.228546,0.70185,0.332254,0.814295
364,429.804,1,20.4921,31.7437,23.6403,11.4983,1.7663,-0.410545,0.23132,0.669874,0.309463,0.846035
365,435.758,1,20.1215,31.206,23.5132,11.6659,1.81541,-0.396146,0.232928,0.648547,0.315668,0.871937
366,439.214,1,19.6916,26.3817,23.9527,11.5495,1.83565,-0.381256,0.225818,0.726864,0.322104,0.824634
367,446.388,1,20.5752,24.6404,24.0551,12.1489,1.87955,-0.413,0.236023,0.739399,0.328931,0.841675
368,452.407,1,19.891,25.4472,24.0734,13.1219,1.96572,-0.381046,0.228405,0.750822,0.327494,0.802569
369,454.333,1,20.3547,22.7275,24.5014,12.8578,1.98905,-0.406886,0.225338,0.814071,0.343985,0.707967
370,455.525,1,20.4558,24.4562,23.8686,12.3108,1.96,-0.416279,0.221104,0.891543,0.348339,0.734489
371,450.586,1,21.2709,25.3266,23.8766,12.4276,1.8843,-0.439916,0.227825,0.898283,0.346466,0.767688
372,449.509,1,20.8668,26.1808,23.8551,13.3683,1.89249,-0.427902,0.222101,0.95846,0.346385,0.693011
373,448.507,1,21.0723,25.3237,23.7075,13.1715,1.89339,-0.431583,0.226008,0.916956,0.326892,0.722132
374,447.103,1,20.5808,23.537,23.7511,13.5246,1.8437,-0.407814,0.231116,0.94311,0.32017,0.792465
375,455.35,1,21.0412,22.8835,24.014,13.977,1.90578,-0.425941,0.228573,0.977633,0.321647,0.825228
376,453.276,1,20.5048,24.9573,23.7777,14.3465,1.93895,-0.403478,0.230474,0.870678,0.316263,0.793276
377,453.319,1,19.9476,23.3681,24.0753,13.9855,1.91572,-0.382853,0.227093,0.970623,0.307102,0.792914
378,454.835,1,21.1518,19.8292,24.3216,13.7889,1.92719,-0.438455,0.218089,0.917464,0.332416,0.828692
379,447.099,1,20.1803,19.4999,24.2429,13.4141,1.84657,-0.399155,0.224625,0.914594,0.344976,0.777518
380,443.527,1,20.8704,19.9833,24.3829,14.0978,1.83332,-0.42994,0.229714,0.903648,0.350224,0.69603
381,456.054,1,20.5641,18.1287,24.5888,14.2094,1.88516,-0.40936,0.228094,1.0063,0.353057,0.807339
382,439.635,1,20.5161,18.9168,24.5167,14.1605,1.80507,-0.419413,0.229215,0.930974,0.329979,0.689042
383,437.245,1,20.7158,19.5135,24.6521,13.433,1.76434,-0.424455,0.230413,0.949212,0.33064,0.716423
384,445.218,1,20.6269,18.6071,24.7448,13.4194,1.82702,-0.410238,0.236484,1.00597,0.324464,0.710783
385,450.863,1,20.3281,19.474,24.8053,14.061,1.89751,-0.405807,0.230481,0.999806,0.326773,0.700097
386,451.146,1,20.056,18.7747,24.5275,13.4488,1.87179,-0.389635,0.226814,1.08954,0.33726,0.692808
387,450.889,1,20.1516,19.1691,24.0054,13.2844,1.87237,-0.396629,0.215535,1.0158,0.355719,0.731644
388,441.925,1,20.5413,19.4611,24.078,14.2175,1.79893,-0.418229,0.223994,1.09321,0.349497,0.625324
389,439.269,1,20.755,19.1153,24.1872,14.0315,1.76202,-0.422477,0.222075,1.08867,0.337727,0.684912
390,444.589,1,20.2845,18.4752,24.405,14.6576,1.81989,-0.396647,0.220975,1.0192,0.323885,0.751061
391,451.183,1,20.369,20.2088,24.6426,15.046,1.85106,-0.398957,0.225219,1.04043,0.344818,0.766446
392,452.652,1,20.738,20.6889,24.4461,14.0183,1.86266,-0.412815,0.229831,1.07294,0.331518,0.766911
393,453.794,1,20.7941,21.9783,23.9946,14.2752,1.86735,-0.417296,0.226302,1.01208,0.349947,0.797844
394,452.282,1,21.0946,23.9197,24.1842,14.004,1.88105,-0.433459,0.230468,0.984633,0.313917,0.813567
395,455.212,1,20.6296,23.5996,24.1918,12.7409,1.95309,-0.418617,0.222436,0.964517,0.2917,0.820199
396,455.4,1,20.8441,24.6407,24.202,12.5164,1.92782,-0.425512,0.228677,1.03688,0.30401,0.769974
397,446.82,1,20.1741,23.9871,24.3395,12.9369,1.86191,-0.397688,0.221623,0.980538,0.287559,0.822356
398,442.426,1,20.276,24.3927,24.205,12.3371,1.86701,-0.399337,0.234698,0.874931,0.283221,0.758424
399,451.817,1,21.0167,25.2062,24.0994,11.8116,1.98916,-0.434372,0.221637,0.851142,0.29617,0.736244
400,453.797,1,20.5105,24.4396,24.7432,12.2592,1.9855,-0.413498,0.224065,0.798754,0.295187,0.836932
401,447.296,1,20.1358,24.6306,24.3726,11.9656,1.86088,-0.396113,0.229888,0.827053,0.295994,0.934806
402,446.849,1,20.343,25.0461,24.1564,12.8485,1.85546,-0.403668,0.230553,0.817658,0.301193,0.934994
403,448.718,1,20.4268,22.7394,24.6883,12.0366,1.9171,-0.407409,0.216746,0.852999,0.293521,0.84169
404,443.973,1,20.7224,22.0979,24.9928,12.3841,1.8704,-0.422015,0.21986,0.885251,0.302938,0.769362
405,450.772,1,20.705,22.1992,24.4042,12.8011,1.88136,-0.416779,0.22525,0.968706,0.316261,0.796328
406,459.145,1,20.5211,23.478,24.4193,13.8704,1.95459,-0.408241,0.232037,0.955466,0.319692,0.829302
407,454.599,1,20.8889,23.2043,23.9302,14.2891,1.87701,-0.417956,0.227894,1.01294,0.319365,0.860007
408,452.067,1,20.5483,21.3789,24.0702,14.753,1.88535,-0.411468,0.227169,0.977665,0.301729,0.843596
409,453.529,1,20.5544,21.6594,24.1426,14.2251,1.86172,-0.412565,0.22584,0.99829,0.308761,0.923068
410,452.491,1,20.959,19.6846,24.128,15.0833,1.82704,-0.430162,0.228945,0.99159,0.326418,0.937174
411,454.766,1,20.351,19.8408,23.857,15.0323,1.85981,-0.406753,0.230349,1.06972,0.319513,0.858132
412,452.97,1,20.3296,22.2944,23.3033,16.5998,1.88794,-0.415252,0.224272,1.08691,0.299548,0.786935
413,454.486,1,20.5092,21.6013,23.3127,15.547,1.89482,-0.416513,0.222551,1.0932,0.324363,0.75724
414,447.611,1,20.2134,24.6781,23.265,13.5808,1.8424,-0.404103,0.228966,1.01553,0.323925,0.746908
415,441.702,1,20.5373,21.1703,24.0314,13.1909,1.79591,-0.416292,0.2278,0.983336,0.313264,0.764613
416,439.831,1,20.85,21.7157,23.9829,13.8727,1.76974,-0.428473,0.222553,0.962305,0.325925,0.787421
417,436.659,1,20.0912,22.9171,23.9623,13.0023,1.74098,-0.398268,0.22604,0.928483,0.334772,0.790017
418,438.031,1,19.7486,21.7289,23.9786,13.1433,1.74973,-0.384726,0.218501,0.907566,0.346039,0.808558
419,431.921,1,20.0561,23.1509,23.5522,13.5366,1.69818,-0.394334,0.218561,0.96598,0.338602,0.753301
420,439.566,1,20.3791,22.8976,23.5368,14.2672,1.70624,-0.406696,0.22453,1.04557,0.354949,0.813663
421,442.455,1,20.1741,22.6912,23.1188,14.3478,1.68049,-0.396263,0.217531,1.13355,0.369406,0.908008
422,449.461,1,20.096,23.8212,23.2055,13.918,1.81706,-0.395925,0.226566,0.884533,0.355011,0.911922
423,448.035,1,20.3309,25.662,23.1212,14.0032,1.84177,-0.399848,0.219584,0.836002,0.365446,0.858906
424,446.551,1,20.4881,24.3947,23.2655,12.8478,1.83986,-0.403969,0.222412,0.863652,0.345254,0.832733
425,458.63,1,20.4107,23.0893,23.6054,12.3077,1.93756,-0.400587,0.219588,0.905356,0.339395,0.88184
426,460.596,1,20.9265,25.2923,24.0263,11.656,1.94564,-0.417159,0.218737,0.859523,0.359463,0.932686
427,446.832,1,20.6983,22.2595,23.8359,11.2765,1.85345,-0.415332,0.222215,0.791754,0.367948,0.814622
428,442.055,1,20.9266,22.7998,24.4922,11.7364,1.85625,-0.429272,0.218395,0.769604,0.325518,0.821033
429,449.608,1,20.797,21.8503,24.8422,11.4803,1.94101,-0.428836,0.22205,0.749753,0.324043,0.811183
430,452.28,1,20.5487,21.9435,24.6961,13.2472,1.96611,-0.428305,0.214535,0.751495,0.327808,0.841787
431,445.238,1,20.7659,22.2392,24.4479,12.6,1.92469,-0.428475,0.20378,0.678459,0.342173,0.847608
432,438.903,1,20.6223,24.0005,24.3968,12.3874,1.88778,-0.414008,0.218836,0.616369,0.326471,0.821343
433,441.786,1,20.2557,23.352,24.3564,12.9836,1.88121,-0.406752,0.225324,0.620789,0.331595,0.8806
434,436.199,1,20.8398,23.3182,24.5666,12.8822,1.79555,-0.427289,0.231778,0.6768,0.32267,0.879551
435,436.968,1,21.2976,25.2431,24.1168,11.3805,1.76056,-0.437185,0.238903,0.73978,0.337435,0.865431
436,436.529,1,21.3678,26.9383,23.4453,12.0855,1.78153,-0.43416,0.239392,0.723734,0.33801,0.814937
437,441.922,1,20.5341,27.873,24.0866,11.6036,1.8354,-0.403609,0.231705,0.723948,0.336795,0.835294
438,440.61,1,20.5383,29.0264,23.8359,11.6772,1.85331,-0.404857,0.220848,0.687596,0.324236,0.869636
439,440.609,1,19.9333,29.8747,23.9241,11.8705,1.85508,-0.381559,0.221808,0.751164,0.324837,0.79133
440,435.075,1,20.859,28.9582,24.0188,11.5499,1.85941,-0.422502,0.227232,0.629152,0.311271,0.785279
441,437.055,1,20.4018,28.6286,24.3069,12.5604,1.85097,-0.40988,0.225052,0.620335,0.323609,0.844774
442,440.697,1,20.348,25.3066,23.8313,11.9662,1.89958,-0.403012,0.229276,0.624853,0.339167,0.758211
443,432.398,1,20.0081,25.9279,23.7333,11.7326,1.84592,-0.385344,0.220393,0.604152,0.329993,0.760494
444,426.947,1,20.3789,26.1384,23.8409,12.6394,1.76865,-0.40437,0.226425,0.61485,0.338428,0.770205
445,426.461,1,20.2316,26.2347,24.1503,12.5545,1.77164,-0.401156,0.223229,0.590449,0.330897,0.806056
446,430.184,1,20.1155,26.6918,24.112,12.7488,1.8335,-0.398095,0.223611,0.595383,0.313795,0.773966
447,432.189,1,20.4784,26.3608,24.3618,12.5076,1.80946,-0.409953,0.236512,0.628964,0.332031,0.754184
448,443.866,1,20.2197,26.4771,24.3068,13.1575,1.90761,-0.398073,0.235218,0.636984,0.32953,0.816642
449,438.991,1,20.8233,25.7555,23.942,11.9433,1.88274,-0.420805,0.231483,0.623391,0.336245,0.767153
450,435.696,1,20.6342,25.9056,23.9922,11.6389,1.92111,-0.412019,0.222602,0.583971,0.315652,0.716926
451,436.775,1,20.6211,25.3387,23.957,12.0504,1.91981,-0.413866,0.219869,0.586917,0.320508,0.741274
452,431.102,1,20.7866,25.4706,24.2833,11.6901,1.84259,-0.419915,0.230873,0.61339,0.341623,0.671829
453,427.013,1,20.8135,28.3867,24.059,11.9528,1.84017,-0.423741,0.226261,0.565652,0.326571,0.681319
454,436.828,1,20.8273,28.2845,24.1351,11.736,1.97775,-0.422712,0.214065,0.585303,0.32588,0.628461
455,439.276,1,21.0341,28.1253,23.9135,11.8134,1.97475,-0.431042,0.217783,0.574357,0.334197,0.673547
456,435.627,1,21.1241,30.1196,23.6336,11.6666,1.9637,-0.436481,0.231076,0.519641,0.316773,0.678772
457,438.278,1,21.1329,31.7158,23.4157,11.6735,2.00149,-0.440866,0.23461,0.517285,0.329065,0.625919
458,441.923,1,21.0104,31.0011,23.4427,11.6343,2.06055,-0.430252,0.229141,0.527676,0.320003,0.619116
