iteration,convergenceIndicator,phase,Cl_pop,Q2_pop,Q3_pop,V1_pop,V2_pop,V3_pop,a,omega_Cl,omega_Q2,omega_Q3,omega_V1,omega_V2,omega_V3
26,-1835.09,1,13.6695,5.41825e-08,2.34789,28.9831,207.178,36.3114,0.178576,0.226225,3.52091e-08,2.48063,1.21765e-07,5.6189e-08,2.49837e-08
27,-1844.77,1,13.7109,5.41825e-08,2.25752,28.9831,207.178,36.3114,0.171343,0.228101,3.25373e-08,2.43327,1.14773e-07,5.55473e-08,2.72285e-08
28,-1848.8,1,13.7545,5.41825e-08,3.1081,28.9831,207.178,36.3114,0.175367,0.231248,2.82593e-08,2.10226,1.19259e-07,5.52289e-08,2.63505e-08
29,-1855.26,1,13.5306,5.41825e-08,2.88376,28.9831,207.178,36.3114,0.17134,0.221431,2.63389e-08,2.27076,1.18533e-07,5.32253e-08,2.64463e-08
30,-1861.55,1,13.7186,5.41825e-08,2.86624,28.9831,207.178,36.3114,0.169719,0.241035,2.08803e-08,2.06554,1.14192e-07,5.42747e-08,2.94442e-08
31,-1861.21,1,13.6138,5.41825e-08,3.18402,28.9831,207.178,36.3114,0.176682,0.238959,2.06348e-08,2.08685,1.07212e-07,4.71333e-08,2.89941e-08
32,-1870.49,1,13.5269,5.41825e-08,2.63224,28.9831,207.178,36.3114,0.172795,0.225582,2.07371e-08,1.98462,1.04974e-07,4.40617e-08,2.94399e-08
33,-1874.21,1,13.6816,5.41825e-08,2.52573,28.9831,207.178,36.3114,0.172412,0.223637,2.05376e-08,2.26996,1.03961e-07,3.84517e-08,2.71569e-08
34,-1878.74,1,13.7284,5.41825e-08,2.72281,28.9831,207.178,36.3114,0.181489,0.221058,2.09695e-08,2.19409,9.77713e-08,3.21262e-08,2.23912e-08
35,-1866.06,1,13.7255,5.41825e-08,3.00395,28.9831,207.178,36.3114,0.184518,0.229221,2.15251e-08,2.24703,1.08603e-07,3.57887e-08,2.29376e-08
36,-1872.61,1,13.6412,5.41825e-08,2.70724,28.9831,207.178,36.3114,0.179777,0.230689,2.08269e-08,2.18298,1.10994e-07,3.2051e-08,2.48974e-08
37,-1870.72,1,13.5352,5.41825e-08,2.68055,28.9831,207.178,36.3114,0.179506,0.221691,2.48575e-08,2.051,1.10543e-07,3.2989e-08,2.42178e-08
38,-1879.72,1,13.6468,5.41825e-08,3.15051,28.9831,207.178,36.3114,0.172756,0.232974,2.5553e-08,2.10486,1.19479e-07,3.14497e-08,1.97694e-08
39,-1878.04,1,13.7041,5.41825e-08,3.16261,28.9831,207.178,36.3114,0.175914,0.23184,2.57634e-08,2.26628,1.23627e-07,2.96759e-08,1.77788e-08
40,-1863.13,1,13.6918,5.41825e-08,2.30454,28.9831,207.178,36.3114,0.175892,0.229866,2.91265e-08,2.58458,1.32659e-07,2.98573e-08,2.11905e-08
41,-1865.46,1,13.5681,5.41825e-08,2.68513,28.9831,207.178,36.3114,0.175714,0.225447,2.89124e-08,2.4545,1.29504e-07,2.98312e-08,2.1879e-08
42,-1861.3,1,13.7249,5.41825e-08,3.0532,28.9831,207.178,36.3114,0.178395,0.233858,2.96144e-08,2.43998,1.27839e-07,3.03515e-08,2.16323e-08
43,-1857.71,1,13.7099,5.41825e-08,2.83568,28.9831,207.178,36.3114,0.180193,0.22876,2.32901e-08,2.51118,1.22556e-07,3.40212e-08,2.69808e-08
44,-1849.06,1,13.646,5.41825e-08,2.99368,28.9831,207.178,36.3114,0.182852,0.219295,2.36733e-08,2.52641,1.19223e-07,4.42183e-08,2.66065e-08
45,-1867.08,1,13.7927,5.41825e-08,3.10118,28.9831,207.178,36.3114,0.174349,0.222174,2.37516e-08,2.44896,1.26193e-07,3.75852e-08,2.19038e-08
46,-1870.58,1,13.8552,5.41825e-08,3.7062,28.9831,207.178,36.3114,0.170926,0.224017,2.43916e-08,2.48344,1.25213e-07,3.81075e-08,2.07789e-08
47,-1871.3,1,13.955,5.41825e-08,3.38908,28.9831,207.178,36.3114,0.171193,0.22229,2.56374e-08,2.56271,1.12232e-07,3.87669e-08,2.04821e-08
48,-1865.81,1,13.9014,5.41825e-08,3.33297,28.9831,207.178,36.3114,0.17323,0.230905,2.1987e-08,2.15954,1.29583e-07,4.63096e-08,2.21206e-08
49,-1866.77,1,13.8475,5.41825e-08,2.83166,28.9831,207.178,36.3114,0.171766,0.222757,2.34726e-08,2.17551,1.2486e-07,4.79138e-08,2.18017e-08
50,-1866.18,1,13.601,5.41825e-08,2.63533,28.9831,207.178,36.3114,0.170511,0.228386,2.22926e-08,2.32434,1.18998e-07,5.29514e-08,2.1204e-08
51,-1869.05,1,13.5434,5.41825e-08,2.30932,28.9831,207.178,36.3114,0.166665,0.224751,2.25075e-08,2.30391,1.27174e-07,4.95304e-08,2.24443e-08
52,-1870.17,1,13.7979,5.41825e-08,2.6659,28.9831,207.178,36.3114,0.171489,0.223325,2.26569e-08,2.31372,1.12458e-07,5.03042e-08,2.01956e-08
53,-1868.58,1,13.63,5.41825e-08,2.9251,28.9831,207.178,36.3114,0.17061,0.223751,2.35782e-08,2.08901,1.23818e-07,5.28152e-08,2.01763e-08
54,-1860.33,1,13.5895,5.41825e-08,3.25413,28.9831,207.178,36.3114,0.177055,0.22499,2.37981e-08,2.00039,1.43464e-07,5.09386e-08,1.95797e-08
55,-1860.08,1,13.7772,5.41825e-08,3.70836,28.9831,207.178,36.3114,0.179908,0.229681,2.25788e-08,1.94532,1.34975e-07,5.15008e-08,2.00265e-08
56,-1855.78,1,13.8661,5.41825e-08,3.72865,28.9831,207.178,36.3114,0.177833,0.229478,2.21471e-08,2.17013,1.42277e-07,5.37638e-08,2.05929e-08
57,-1849.88,1,13.9473,5.41825e-08,3.44006,28.9831,207.178,36.3114,0.174288,0.236073,2.45715e-08,2.01507,1.54754e-07,5.73795e-08,2.29969e-08
58,-1844.57,1,13.9668,5.41825e-08,3.228,28.9831,207.178,36.3114,0.172742,0.231761,2.33704e-08,2.25563,1.65108e-07,6.30836e-08,2.36201e-08
59,-1840.89,1,13.7279,5.41825e-08,3.0188,28.9831,207.178,36.3114,0.179366,0.229012,2.18666e-08,2.1007,1.5562e-07,6.65619e-08,2.48755e-08
60,-1851.16,1,13.9111,5.41825e-08,3.52411,28.9831,207.178,36.3114,0.176407,0.223694,2.12656e-08,1.8995,1.50881e-07,6.17291e-08,2.52773e-08
61,-1853.96,1,14.1337,5.41825e-08,3.18228,28.9831,207.178,36.3114,0.176735,0.224265,1.82412e-08,2.19059,1.46886e-07,5.446e-08,2.6728e-08
62,-1855.1,1,13.9172,5.41825e-08,3.23232,28.9831,207.178,36.3114,0.180394,0.222583,1.72765e-08,2.14205,1.3724e-07,5.47819e-08,2.63357e-08
63,-1863.2,1,13.6972,5.41825e-08,2.7557,28.9831,207.178,36.3114,0.175672,0.218385,1.68874e-08,2.21046,1.19284e-07,6.26095e-08,2.39817e-08
64,-1867.81,1,13.584,5.41825e-08,3.06132,28.9831,207.178,36.3114,0.169571,0.235839,1.86039e-08,2.38186,1.08319e-07,5.34433e-08,2.55842e-08
65,-1868.04,1,13.6515,5.41825e-08,2.57349,28.9831,207.178,36.3114,0.167305,0.235914,1.84724e-08,2.45005,1.13313e-07,4.90989e-08,2.80286e-08
66,-1857.38,1,13.8277,5.41825e-08,2.52853,28.9831,207.178,36.3114,0.172087,0.22583,2.11458e-08,2.36232,1.15042e-07,4.9557e-08,3.11875e-08
67,-1867.46,1,13.7362,5.41825e-08,2.49117,28.9831,207.178,36.3114,0.171865,0.226289,2.39665e-08,2.33082,9.9552e-08,4.18642e-08,2.74208e-08
68,-1854.99,1,13.6887,5.41825e-08,2.30432,28.9831,207.178,36.3114,0.180592,0.227446,2.43978e-08,2.4581,9.56381e-08,4.28258e-08,2.91148e-08
69,-1856.15,1,13.7201,5.41825e-08,2.73696,28.9831,207.178,36.3114,0.175184,0.233486,2.42531e-08,2.4863,1.01318e-07,4.362e-08,3.01836e-08
70,-1850.4,1,13.6357,5.41825e-08,2.70385,28.9831,207.178,36.3114,0.177652,0.233097,2.07797e-08,2.63488,1.1788e-07,4.56419e-08,3.04611e-08
71,-1855.25,1,13.7488,5.41825e-08,2.51103,28.9831,207.178,36.3114,0.175991,0.226124,1.84283e-08,2.77069,1.17674e-07,4.41769e-08,3.13589e-08
72,-1846.03,1,13.7877,5.41825e-08,2.80227,28.9831,207.178,36.3114,0.184228,0.222257,2.00119e-08,2.40524,1.12008e-07,4.81908e-08,3.36912e-08
73,-1849.08,1,13.7203,5.41825e-08,2.49195,28.9831,207.178,36.3114,0.183818,0.241449,1.94058e-08,2.56063,9.52739e-08,4.50966e-08,3.4549e-08
74,-1847.54,1,13.6151,5.41825e-08,2.47935,28.9831,207.178,36.3114,0.185558,0.217169,1.84179e-08,2.59008,1.05302e-07,4.62809e-08,3.50957e-08
75,-1846.88,1,13.6905,5.41825e-08,2.66391,28.9831,207.178,36.3114,0.175853,0.227104,1.95718e-08,2.32494,1.19697e-07,5.03528e-08,4.01363e-08
76,-1849.74,1,13.7519,5.41825e-08,3.03511,28.9831,207.178,36.3114,0.176435,0.217676,2.06437e-08,2.42155,1.09789e-07,4.52698e-08,4.11931e-08
77,-1844.75,1,13.7684,5.41825e-08,2.58785,28.9831,207.178,36.3114,0.177751,0.231167,2.00236e-08,2.49414,1.03778e-07,5.07952e-08,4.13434e-08
78,-1844.91,1,13.6758,5.41825e-08,2.8616,28.9831,207.178,36.3114,0.175825,0.233383,2.13038e-08,2.3368,1.02179e-07,5.64347e-08,3.9887e-08
79,-1849.13,1,13.7385,5.41825e-08,2.90385,28.9831,207.178,36.3114,0.174033,0.234574,2.025e-08,2.3221,1.01524e-07,5.45714e-08,4.03991e-08
80,-1860.6,1,13.779,5.41825e-08,2.60536,28.9831,207.178,36.3114,0.171118,0.222852,2.18904e-08,2.33382,9.18341e-08,5.33983e-08,3.33868e-08
81,-1857.21,1,13.51,5.41825e-08,2.40809,28.9831,207.178,36.3114,0.172307,0.221323,2.51397e-08,2.21338,8.80568e-08,5.82107e-08,3.17127e-08
82,-1856.04,1,13.6466,5.41825e-08,2.38854,28.9831,207.178,36.3114,0.178755,0.229752,2.39474e-08,2.09165,7.9281e-08,5.97211e-08,3.06412e-08
83,-1864.95,1,13.5279,5.41825e-08,2.83615,28.9831,207.178,36.3114,0.176589,0.229103,2.30011e-08,2.02138,7.39402e-08,5.33937e-08,3.1749e-08
84,-1867.6,1,13.6641,5.41825e-08,3.02995,28.9831,207.178,36.3114,0.175594,0.234437,2.20115e-08,2.14629,7.4736e-08,5.44672e-08,2.80442e-08
85,-1863.43,1,13.9242,5.41825e-08,3.62985,28.9831,207.178,36.3114,0.180266,0.239782,1.8225e-08,2.25178,7.23831e-08,5.84376e-08,2.98184e-08
86,-1867.51,1,13.8215,5.41825e-08,3.89737,28.9831,207.178,36.3114,0.175612,0.228829,1.61255e-08,2.27877,8.13452e-08,5.51784e-08,3.35712e-08
87,-1866.92,1,13.8113,5.41825e-08,2.73082,28.9831,207.178,36.3114,0.172647,0.226055,1.5971e-08,2.40038,7.06219e-08,6.33217e-08,3.69357e-08
88,-1865.35,1,13.8017,5.41825e-08,2.64358,28.9831,207.178,36.3114,0.176371,0.216249,1.71362e-08,2.44232,6.46607e-08,6.31849e-08,3.58832e-08
89,-1862.33,1,13.5965,5.41825e-08,3.36642,28.9831,207.178,36.3114,0.181081,0.225592,1.72803e-08,2.36539,7.3652e-08,5.47746e-08,3.36793e-08
90,-1864.47,1,13.7025,5.41825e-08,2.9393,28.9831,207.178,36.3114,0.177435,0.221609,1.78136e-08,2.24913,7.79094e-08,5.50914e-08,3.45899e-08
91,-1853.78,1,13.7337,5.41825e-08,2.99203,28.9831,207.178,36.3114,0.183029,0.227726,1.68454e-08,2.31032,7.87398e-08,5.46087e-08,4.10077e-08
92,-1866.95,1,13.512,5.41825e-08,2.41482,28.9831,207.178,36.3114,0.179052,0.227659,1.69205e-08,2.3257,7.96182e-08,4.72646e-08,3.4092e-08
93,-1878.34,1,13.6457,5.41825e-08,2.94557,28.9831,207.178,36.3114,0.176147,0.230411,1.55917e-08,2.12307,9.57533e-08,3.85773e-08,3.07861e-08
94,-1886.35,1,13.6191,5.41825e-08,2.87252,28.9831,207.178,36.3114,0.169633,0.231776,1.66704e-08,2.21228,9.25116e-08,3.37333e-08,3.12099e-08
95,-1886.27,1,13.7553,5.41825e-08,2.89803,28.9831,207.178,36.3114,0.169162,0.228194,1.62589e-08,2.19425,8.94917e-08,3.51144e-08,3.31768e-08
96,-1882.45,1,13.8137,5.41825e-08,3.234,28.9831,207.178,36.3114,0.175271,0.235198,1.54319e-08,2.31334,9.84572e-08,3.44155e-08,2.7388e-08
97,-1883.45,1,13.8488,5.41825e-08,3.55006,28.9831,207.178,36.3114,0.178628,0.219059,1.49012e-08,2.09388,9.85874e-08,3.5573e-08,2.81208e-08
98,-1816.55,1,13.7915,5.41825e-08,3.1375,28.9831,207.178,36.3114,0.184365,0.234004,1.20025e-07,2.10862,9.01574e-08,3.95116e-08,2.45218e-08
99,-1821.16,1,13.7494,5.41825e-08,3.10947,28.9831,207.178,36.3114,0.17716,0.228247,1.17546e-07,2.33359,8.53994e-08,3.99839e-08,2.6363e-08
100,-1830.8,1,13.7056,5.41825e-08,2.40364,28.9831,207.178,36.3114,0.182805,0.213981,1.032e-07,2.15761,8.97067e-08,3.69896e-08,2.14179e-08
101,-1832.64,1,13.7477,5.41825e-08,2.86228,28.9831,207.178,36.3114,0.179056,0.213661,1.13052e-07,2.27546,8.2964e-08,3.74488e-08,2.11192e-08
102,-1824.84,1,13.6721,5.41825e-08,3.56077,28.9831,207.178,36.3114,0.179607,0.22813,1.06391e-07,2.52811,8.08585e-08,4.0657e-08,2.27645e-08
103,-1815.11,1,13.7905,5.41825e-08,3.48575,28.9831,207.178,36.3114,0.176516,0.234233,1.15332e-07,2.48258,8.01209e-08,4.90481e-08,2.67425e-08
104,-1823.31,1,13.7637,5.41825e-08,3.14291,28.9831,207.178,36.3114,0.167972,0.23676,1.12172e-07,2.36316,7.43423e-08,5.28612e-08,2.92771e-08
105,-1821.17,1,13.6521,5.41825e-08,2.74175,28.9831,207.178,36.3114,0.174616,0.238517,1.17949e-07,2.49855,6.69481e-08,4.63377e-08,2.81807e-08
106,-1826.55,1,13.7163,5.41825e-08,2.88643,28.9831,207.178,36.3114,0.175163,0.237534,1.08068e-07,2.51105,6.27819e-08,4.43197e-08,2.81027e-08
107,-1839.55,1,13.8776,5.41825e-08,3.08381,28.9831,207.178,36.3114,0.172044,0.234119,1.00144e-07,2.39045,5.48972e-08,4.22345e-08,2.80073e-08
108,-1847.91,1,13.7263,5.41825e-08,2.8809,28.9831,207.178,36.3114,0.169172,0.229016,1.03776e-07,2.41879,5.09558e-08,3.77819e-08,2.75315e-08
109,-1862.53,1,13.7707,5.41825e-08,3.28895,28.9831,207.178,36.3114,0.168251,0.226186,8.97945e-08,2.37565,4.59516e-08,3.45023e-08,2.52859e-08
110,-1865.84,1,13.7312,5.41825e-08,3.17638,28.9831,207.178,36.3114,0.170275,0.225611,7.29489e-08,2.65836,4.3115e-08,3.58669e-08,2.3827e-08
111,-1866.36,1,13.6855,5.41825e-08,2.63906,28.9831,207.178,36.3114,0.176275,0.218258,7.12327e-08,2.51191,4.15546e-08,3.94177e-08,2.01261e-08
112,-1860.77,1,13.5784,5.41825e-08,2.31275,28.9831,207.178,36.3114,0.180971,0.205332,6.63533e-08,2.50628,4.78131e-08,4.36028e-08,1.86064e-08
113,-1858.92,1,13.6533,5.41825e-08,2.18878,28.9831,207.178,36.3114,0.17728,0.222246,7.36603e-08,2.30933,4.68592e-08,4.40389e-08,2.04336e-08
114,-1871.56,1,13.5421,5.41825e-08,2.14414,28.9831,207.178,36.3114,0.173827,0.221434,5.29832e-08,2.28603,4.49512e-08,4.2258e-08,2.31072e-08
115,-1872.21,1,13.4159,5.41825e-08,1.59444,28.9831,207.178,36.3114,0.178327,0.230643,4.66394e-08,2.64151,3.94932e-08,3.80394e-08,2.31498e-08
116,-1868.65,1,13.6075,5.41825e-08,2.46202,28.9831,207.178,36.3114,0.180659,0.234963,4.75016e-08,2.58724,3.83991e-08,4.20649e-08,2.20639e-08
117,-1877.66,1,13.6685,5.41825e-08,2.18676,28.9831,207.178,36.3114,0.171982,0.229555,4.20159e-08,2.49429,4.29985e-08,4.28801e-08,2.3091e-08
118,-1874.82,1,13.7206,5.41825e-08,2.56844,28.9831,207.178,36.3114,0.170723,0.223947,4.07613e-08,2.54266,4.78332e-08,4.55595e-08,2.32589e-08
119,-1871.56,1,13.8744,5.41825e-08,2.65718,28.9831,207.178,36.3114,0.176752,0.214966,4.64323e-08,2.47414,4.19469e-08,4.90812e-08,2.09499e-08
120,-1874.64,1,13.7908,5.41825e-08,2.73575,28.9831,207.178,36.3114,0.180448,0.212177,4.18604e-08,2.44616,3.84404e-08,4.80873e-08,2.11346e-08
121,-1881.73,1,13.6965,5.41825e-08,2.52808,28.9831,207.178,36.3114,0.172504,0.228615,3.94746e-08,2.64135,3.47164e-08,5.24665e-08,2.02248e-08
122,-1878.78,1,13.7221,5.41825e-08,2.78031,28.9831,207.178,36.3114,0.177843,0.232668,4.09462e-08,2.34816,3.66813e-08,5.33726e-08,1.84201e-08
123,-1878.28,1,13.6744,5.41825e-08,2.80061,28.9831,207.178,36.3114,0.177488,0.231946,4.26608e-08,2.51413,3.79842e-08,5.6463e-08,1.5561e-08
124,-1872.66,1,13.704,5.41825e-08,2.59422,28.9831,207.178,36.3114,0.180137,0.231619,4.18027e-08,2.51002,3.76012e-08,5.79391e-08,1.73032e-08
125,-1876.63,1,13.5709,5.41825e-08,2.13149,28.9831,207.178,36.3114,0.177222,0.239016,4.06197e-08,2.80607,3.53941e-08,5.15487e-08,1.78075e-08
126,-1881.32,1,13.6573,5.41825e-08,1.88944,28.9831,207.178,36.3114,0.17539,0.224182,3.61651e-08,2.66708,3.51803e-08,5.19699e-08,2.03845e-08
127,-1894.02,1,13.6147,5.41825e-08,2.41576,28.9831,207.178,36.3114,0.171948,0.228481,3.26405e-08,2.34347,3.63904e-08,4.55028e-08,2.05377e-08
128,-1894.99,1,13.6119,5.41825e-08,2.37834,28.9831,207.178,36.3114,0.173171,0.23225,3.19331e-08,2.37049,3.63418e-08,4.12468e-08,2.09229e-08
129,-1898.44,1,13.653,5.41825e-08,2.31335,28.9831,207.178,36.3114,0.172501,0.236429,3.14434e-08,2.40875,3.75283e-08,3.57206e-08,2.09607e-08
130,-1898.08,1,13.8237,5.41825e-08,2.82775,28.9831,207.178,36.3114,0.1721,0.226932,3.63941e-08,2.29952,3.50878e-08,3.63315e-08,2.133e-08
131,-1902.29,1,13.713,5.41825e-08,2.73311,28.9831,207.178,36.3114,0.176251,0.217783,3.24211e-08,2.19753,3.70476e-08,3.385e-08,1.99921e-08
132,-1904.46,1,13.8612,5.41825e-08,4.05855,28.9831,207.178,36.3114,0.174014,0.219601,3.05741e-08,2.00329,4.08882e-08,3.7452e-08,1.89664e-08
133,-1901.58,1,13.6556,5.41825e-08,2.76261,28.9831,207.178,36.3114,0.176159,0.223603,3.44839e-08,2.06593,4.11022e-08,3.07825e-08,1.98191e-08
134,-1907.26,1,13.589,5.41825e-08,2.77397,28.9831,207.178,36.3114,0.172341,0.229644,3.41894e-08,2.10376,3.87504e-08,2.91816e-08,2.0188e-08
135,-1919.2,1,13.6681,5.41825e-08,2.74743,28.9831,207.178,36.3114,0.169972,0.239762,3.35703e-08,2.12752,3.31727e-08,2.74213e-08,1.76647e-08
136,-1912.61,1,13.5883,5.41825e-08,2.46465,28.9831,207.178,36.3114,0.175416,0.231447,3.44216e-08,2.27044,3.39988e-08,2.90515e-08,1.58794e-08
137,-1920.86,1,13.6423,5.41825e-08,2.81297,28.9831,207.178,36.3114,0.173784,0.216449,3.10586e-08,2.33826,3.02465e-08,2.7734e-08,1.7284e-08
138,-1918.66,1,13.6981,5.41825e-08,2.49476,28.9831,207.178,36.3114,0.177295,0.217054,3.31644e-08,2.25346,2.94016e-08,2.90876e-08,1.56806e-08
139,-1923.85,1,13.7021,5.41825e-08,2.91201,28.9831,207.178,36.3114,0.176348,0.226614,3.64837e-08,2.14968,2.62544e-08,2.5937e-08,1.56141e-08
140,-1932.89,1,13.993,5.41825e-08,3.04529,28.9831,207.178,36.3114,0.175037,0.22247,3.97075e-08,1.93186,2.61872e-08,2.33658e-08,1.49012e-08
141,-1869.32,1,13.8215,5.41825e-08,3.20105,28.9831,207.178,36.3114,0.170958,0.221624,3.84717e-08,2.20607,2.73812e-08,2.51661e-08,1.08139e-07
142,-1845.18,1,13.5566,5.41825e-08,3.02277,28.9831,207.178,36.3114,0.179401,0.226434,4.67175e-08,2.28778,2.87841e-08,2.79339e-08,1.20618e-07
143,-1850.27,1,13.6452,5.41825e-08,3.10435,28.9831,207.178,36.3114,0.173427,0.223632,4.59917e-08,2.24561,3.04062e-08,2.86239e-08,1.20736e-07
144,-1854.51,1,13.7063,5.41825e-08,2.77157,28.9831,207.178,36.3114,0.173557,0.213193,3.92798e-08,2.3947,2.94088e-08,3.11639e-08,1.14136e-07
145,-1850.97,1,13.5745,5.41825e-08,2.48337,28.9831,207.178,36.3114,0.180199,0.219068,3.68717e-08,2.38992,2.80963e-08,3.0001e-08,1.15781e-07
146,-1844.47,1,13.6868,5.41825e-08,2.31506,28.9831,207.178,36.3114,0.181223,0.217109,3.8397e-08,2.45879,2.95516e-08,3.01251e-08,1.23947e-07
147,-1852.82,1,13.5825,5.41825e-08,2.40462,28.9831,207.178,36.3114,0.175314,0.230553,3.9202e-08,2.42063,2.69807e-08,2.89559e-08,1.22217e-07
148,-1857.26,1,13.6152,5.41825e-08,2.42735,28.9831,207.178,36.3114,0.173293,0.240745,4.10153e-08,2.4761,2.67526e-08,2.30495e-08,1.28108e-07
149,-1865.45,1,13.7698,5.41825e-08,2.87996,28.9831,207.178,36.3114,0.174414,0.225556,3.88615e-08,2.23626,2.45462e-08,2.21692e-08,1.32575e-07
150,-1863.46,1,13.71,5.41825e-08,2.7784,28.9831,207.178,36.3114,0.170833,0.228749,4.35238e-08,2.16411,2.6685e-08,2.5205e-08,1.18118e-07
151,-1860.88,1,13.5702,5.41825e-08,2.97035,28.9831,207.178,36.3114,0.181546,0.218669,4.15794e-08,2.05305,2.65988e-08,2.22429e-08,1.17269e-07
152,-1865.44,1,13.7459,5.41825e-08,3.24259,28.9831,207.178,36.3114,0.179443,0.232439,4.36587e-08,1.92512,2.04561e-08,2.34078e-08,1.27509e-07
153,-1866.52,1,13.7196,5.41825e-08,3.02519,28.9831,207.178,36.3114,0.181131,0.221742,4.25338e-08,1.80226,1.78172e-08,2.78403e-08,1.29025e-07
154,-1871.45,1,13.6462,5.41825e-08,2.91363,28.9831,207.178,36.3114,0.172808,0.231218,4.24391e-08,1.96991,1.70829e-08,3.1145e-08,1.19017e-07
155,-1865.24,1,13.6001,5.41825e-08,2.87698,28.9831,207.178,36.3114,0.178424,0.236004,3.76312e-08,2.16455,1.97171e-08,2.93882e-08,1.11535e-07
