Cl_abscissa,Cl_cdf,V1_abscissa,V1_cdf,Q2_abscissa,Q2_cdf,V2_abscissa,V2_cdf,Q3_abscissa,Q3_cdf,V3_abscissa,V3_cdf,split
10.924,0.253333,19.304,0.253333,14.9021,0.26,7.15266,0.26,4.44049e-05,0.253333,8.37265,0.253333,All
10.9363,0.26,19.3752,0.26,14.9274,0.266667,7.3369,0.266667,4.44049e-05,0.26,8.37265,0.26,All
10.9763,0.266667,19.3789,0.266667,15.796,0.273333,7.46032,0.273333,4.44049e-05,0.266667,8.37265,0.266667,All
10.9859,0.273333,19.4458,0.273333,16.3945,0.28,7.659,0.28,4.44049e-05,0.273333,8.37265,0.273333,All
11.1497,0.28,19.6468,0.28,16.4552,0.286667,8.01222,0.286667,4.44049e-05,0.28,8.37265,0.28,All
11.2008,0.286667,19.6902,0.286667,16.7064,0.293333,8.20089,0.293333,4.44049e-05,0.286667,8.37265,0.286667,All
11.2089,0.293333,19.7277,0.293333,16.9198,0.3,8.27886,0.3,4.44049e-05,0.293333,8.37265,0.293333,All
11.2337,0.3,19.7487,0.3,16.9418,0.306667,8.29481,0.306667,4.44049e-05,0.3,8.37265,0.3,All
11.2731,0.306667,19.9119,0.306667,18.5213,0.313333,8.29887,0.313333,4.44049e-05,0.306667,8.37265,0.306667,All
11.3327,0.313333,20.0597,0.313333,18.9244,0.32,8.44122,0.32,4.44049e-05,0.313333,8.37265,0.313333,All
11.4934,0.32,20.0944,0.32,19.0132,0.326667,8.56593,0.326667,4.44049e-05,0.32,8.37265,0.32,All
11.5264,0.326667,20.0949,0.326667,19.1856,0.333333,8.61712,0.333333,4.44049e-05,0.326667,8.37265,0.326667,All
11.65,0.333333,20.1521,0.333333,19.696,0.34,8.83756,0.34,4.44049e-05,0.333333,8.37265,0.333333,All
11.6645,0.34,20.2253,0.34,21.4216,0.346667,8.93897,0.346667,4.44049e-05,0.34,8.37265,0.34,All
11.7866,0.346667,20.3255,0.346667,21.5298,0.353333,9.0807,0.353333,4.44049e-05,0.346667,8.37265,0.346667,All
11.799,0.353333,20.84,0.353333,21.5354,0.36,9.11936,0.36,4.44049e-05,0.353333,8.37265,0.353333,All
11.9746,0.36,20.9832,0.36,21.5694,0.366667,9.65448,0.366667,4.44049e-05,0.36,8.37265,0.36,All
12.0609,0.366667,21.0354,0.366667,21.6838,0.373333,9.69646,0.373333,4.44049e-05,0.366667,8.37265,0.366667,All
12.0634,0.373333,21.1646,0.373333,21.9792,0.38,9.86377,0.38,4.44049e-05,0.373333,8.37265,0.373333,All
12.0933,0.38,21.1727,0.38,21.9873,0.386667,9.97511,0.386667,4.44049e-05,0.38,8.37265,0.38,All
12.1136,0.386667,21.2475,0.386667,22.0041,0.393333,9.98226,0.393333,4.44049e-05,0.386667,8.37265,0.386667,All
12.134,0.393333,21.4455,0.393333,22.1382,0.4,10.0439,0.4,4.44049e-05,0.393333,8.37265,0.393333,All
12.1404,0.4,21.5044,0.4,22.7547,0.406667,10.1993,0.406667,4.44049e-05,0.4,8.37265,0.4,All
12.1505,0.406667,21.8716,0.406667,22.9821,0.413333,10.3119,0.413333,4.44049e-05,0.406667,8.37265,0.406667,All
12.3949,0.413333,21.8926,0.413333,23.0459,0.42,10.797,0.42,4.44049e-05,0.413333,8.37265,0.413333,All
12.4118,0.42,21.9151,0.42,23.5806,0.426667,11.1061,0.426667,4.44049e-05,0.42,8.37265,0.42,All
12.4945,0.426667,21.9338,0.426667,23.591,0.433333,11.2746,0.433333,4.44049e-05,0.426667,8.37265,0.426667,All
12.6137,0.433333,21.9759,0.433333,23.6138,0.44,11.3578,0.44,4.44049e-05,0.433333,8.37265,0.433333,All
12.7805,0.44,22.1631,0.44,23.7853,0.446667,11.4819,0.446667,4.44049e-05,0.44,8.37265,0.44,All
12.7817,0.446667,22.5969,0.446667,23.9182,0.453333,11.5105,0.453333,4.44049e-05,0.446667,8.37265,0.446667,All
12.8659,0.453333,22.7692,0.453333,24.1658,0.46,11.7337,0.46,4.44049e-05,0.453333,8.37265,0.453333,All
12.8953,0.46,22.9217,0.46,24.6411,0.466667,11.9231,0.466667,4.44049e-05,0.46,8.37265,0.46,All
13.1598,0.466667,23.0267,0.466667,25.0583,0.473333,11.9811,0.473333,4.44049e-05,0.466667,8.37265,0.466667,All
13.1967,0.473333,23.0799,0.473333,25.6123,0.48,12.0465,0.48,4.44049e-05,0.473333,8.37265,0.473333,All
13.9215,0.48,23.1108,0.48,26.988,0.486667,12.3345,0.486667,4.44049e-05,0.48,8.37265,0.48,All
13.9999,0.486667,23.1195,0.486667,27.1287,0.493333,12.4481,0.493333,4.44049e-05,0.486667,8.37265,0.486667,All
14.0529,0.493333,23.2521,0.493333,27.2123,0.5,12.4713,0.5,4.44049e-05,0.493333,8.37265,0.493333,All
14.2363,0.5,23.3568,0.5,27.6498,0.506667,12.5746,0.506667,4.44049e-05,0.5,8.37265,0.5,All
14.3928,0.506667,23.3858,0.506667,28.2827,0.513333,12.5766,0.513333,4.44049e-05,0.506667,8.37265,0.506667,All
14.403,0.513333,23.4477,0.513333,29.6128,0.52,12.799,0.52,4.44049e-05,0.513333,8.37265,0.513333,All
14.4169,0.52,23.7837,0.52,29.983,0.526667,13.5783,0.526667,4.44049e-05,0.52,8.37265,0.52,All
14.5929,0.526667,23.8049,0.526667,30.0439,0.533333,13.7124,0.533333,4.44049e-05,0.526667,8.37265,0.526667,All
14.6542,0.533333,23.8541,0.533333,30.5276,0.54,13.752,0.54,4.44049e-05,0.533333,8.37265,0.533333,All
14.6742,0.54,23.9159,0.54,31.2709,0.546667,13.7687,0.546667,4.44049e-05,0.54,8.37265,0.54,All
14.6919,0.546667,23.9555,0.546667,32.6363,0.553333,13.8505,0.553333,4.44049e-05,0.546667,8.37265,0.546667,All
14.7352,0.553333,23.9846,0.553333,32.6364,0.56,13.9379,0.56,4.44049e-05,0.553333,8.37265,0.553333,All
14.7556,0.56,24.1308,0.56,32.6618,0.566667,14.2041,0.566667,4.44049e-05,0.56,8.37265,0.56,All
14.7988,0.566667,24.1463,0.566667,32.6717,0.573333,14.3129,0.573333,4.44049e-05,0.566667,8.37265,0.566667,All
14.8589,0.573333,24.6012,0.573333,32.688,0.58,14.3913,0.58,4.44049e-05,0.573333,8.37265,0.573333,All
14.8678,0.58,24.6526,0.58,32.6953,0.586667,14.434,0.586667,4.44049e-05,0.58,8.37265,0.58,All
14.9661,0.586667,24.7641,0.586667,33.2811,0.593333,14.679,0.593333,4.44049e-05,0.586667,8.37265,0.586667,All
15.0676,0.593333,24.9607,0.593333,33.449,0.6,14.8126,0.6,4.44049e-05,0.593333,8.37265,0.593333,All
15.071,0.6,25.0181,0.6,34.8476,0.606667,14.8137,0.606667,4.44049e-05,0.6,8.37265,0.6,All
15.1945,0.606667,25.1557,0.606667,35.0843,0.613333,14.9095,0.613333,4.44049e-05,0.606667,8.37265,0.606667,All
15.2178,0.613333,25.1991,0.613333,35.251,0.62,15.4101,0.62,4.44049e-05,0.613333,8.37265,0.613333,All
15.3157,0.62,25.2032,0.62,36.0006,0.626667,15.8074,0.626667,4.44049e-05,0.62,8.37265,0.62,All
15.3711,0.626667,25.84,0.626667,36.1442,0.633333,15.8597,0.633333,4.44049e-05,0.626667,8.37265,0.626667,All
15.5236,0.633333,25.871,0.633333,36.3957,0.64,16.1199,0.64,4.44049e-05,0.633333,8.37265,0.633333,All
15.7085,0.64,25.8959,0.64,36.5789,0.646667,16.1496,0.646667,4.44049e-05,0.64,8.37265,0.64,All
15.8199,0.646667,26.1367,0.646667,37.6055,0.653333,16.4888,0.653333,4.44049e-05,0.646667,8.37265,0.646667,All
15.9591,0.653333,26.2999,0.653333,37.8865,0.66,16.6595,0.66,4.44049e-05,0.653333,8.37265,0.653333,All
16.0314,0.66,26.418,0.66,38.4803,0.666667,16.7672,0.666667,4.44049e-05,0.66,8.37265,0.66,All
16.1132,0.666667,26.5146,0.666667,39.562,0.673333,16.8108,0.673333,4.44049e-05,0.666667,8.37265,0.666667,All
16.2565,0.673333,26.7554,0.673333,39.5763,0.68,16.8108,0.68,4.44049e-05,0.673333,8.37265,0.673333,All
16.2575,0.68,26.7888,0.68,39.9342,0.686667,17.052,0.686667,4.44049e-05,0.68,8.37265,0.68,All
16.3489,0.686667,26.9352,0.686667,40.4763,0.693333,17.9832,0.693333,4.44049e-05,0.686667,8.37265,0.686667,All
16.587,0.693333,27.3678,0.693333,40.5146,0.7,19.7519,0.7,4.44049e-05,0.693333,8.37265,0.693333,All
16.7089,0.7,27.6218,0.7,40.9359,0.706667,20.7559,0.706667,4.44049e-05,0.7,8.37265,0.7,All
16.7291,0.706667,27.8916,0.706667,41.8964,0.713333,21.0495,0.713333,4.44049e-05,0.706667,8.37265,0.706667,All
16.768,0.713333,28.0197,0.713333,42.7352,0.72,21.5578,0.72,4.44049e-05,0.713333,8.37265,0.713333,All
16.8192,0.72,28.0417,0.72,46.4523,0.726667,21.657,0.726667,4.44049e-05,0.72,8.37265,0.72,All
16.8547,0.726667,28.2159,0.726667,46.7015,0.733333,23.192,0.733333,4.44049e-05,0.726667,8.37265,0.726667,All
16.9003,0.733333,28.2533,0.733333,46.7107,0.74,23.3214,0.74,4.44049e-05,0.733333,8.37265,0.733333,All
16.9138,0.74,28.6887,0.74,47.2918,0.746667,23.4214,0.746667,4.44049e-05,0.74,8.37265,0.74,All
17.0721,0.746667,29.1348,0.746667,47.5847,0.753333,23.4859,0.753333,4.44049e-05,0.746667,8.37265,0.746667,All
17.3214,0.753333,29.3512,0.753333,47.593,0.76,23.7486,0.76,4.44049e-05,0.753333,8.37265,0.753333,All
17.3612,0.76,29.3967,0.76,49.3979,0.766667,24.0624,0.766667,4.44049e-05,0.76,8.37265,0.76,All
17.3615,0.766667,29.3979,0.766667,50.0775,0.773333,25.2118,0.773333,4.44049e-05,0.766667,8.37265,0.766667,All
17.5315,0.773333,29.5607,0.773333,50.4001,0.78,26.4361,0.78,4.44049e-05,0.773333,8.37265,0.773333,All
17.613,0.78,29.5737,0.78,51.0587,0.786667,27.6694,0.786667,4.44049e-05,0.78,8.37265,0.78,All
17.7021,0.786667,29.6946,0.786667,52.3867,0.793333,27.8999,0.793333,4.44049e-05,0.786667,8.37265,0.786667,All
17.7475,0.793333,29.7062,0.793333,52.5054,0.8,27.9469,0.8,4.44049e-05,0.793333,8.37265,0.793333,All
17.8297,0.8,30.2186,0.8,54.4078,0.806667,29.6311,0.806667,4.44049e-05,0.8,8.37265,0.8,All
17.8512,0.806667,30.3428,0.806667,54.8435,0.813333,29.7183,0.813333,4.44049e-05,0.806667,8.37265,0.806667,All
17.8963,0.813333,30.3679,0.813333,54.861,0.82,30.3014,0.82,4.44049e-05,0.813333,8.37265,0.813333,All
17.9512,0.82,30.5007,0.82,55.9782,0.826667,30.8811,0.826667,4.44049e-05,0.82,8.37265,0.82,All
18.0312,0.826667,31.0651,0.826667,58.1336,0.833333,33.4083,0.833333,4.44049e-05,0.826667,8.37265,0.826667,All
18.1451,0.833333,31.0659,0.833333,58.6016,0.84,33.4403,0.84,4.44049e-05,0.833333,8.37265,0.833333,All
18.1527,0.84,31.2578,0.84,59.8991,0.846667,33.4418,0.846667,4.44049e-05,0.84,8.37265,0.84,All
18.2201,0.846667,31.4671,0.846667,62.3345,0.853333,34.2034,0.853333,4.44049e-05,0.846667,8.37265,0.846667,All
18.2862,0.853333,31.7931,0.853333,63.5613,0.86,34.4583,0.86,4.44049e-05,0.853333,8.37265,0.853333,All
18.3169,0.86,31.9508,0.86,63.9365,0.866667,35.3426,0.866667,4.44049e-05,0.86,8.37265,0.86,All
18.3426,0.866667,32.364,0.866667,65.1328,0.873333,35.889,0.873333,4.44049e-05,0.866667,8.37265,0.866667,All
18.535,0.873333,32.8694,0.873333,67.7968,0.88,36.3141,0.88,4.44049e-05,0.873333,8.37265,0.873333,All
18.5781,0.88,33.03,0.88,68.1999,0.886667,37.3842,0.886667,4.44049e-05,0.88,8.37265,0.88,All
18.5878,0.886667,33.1554,0.886667,74.3864,0.893333,38.7939,0.893333,4.44049e-05,0.886667,8.37265,0.886667,All
18.7378,0.893333,34.6982,0.893333,74.5982,0.9,39.5046,0.9,4.44049e-05,0.893333,8.37265,0.893333,All
18.7809,0.9,34.7397,0.9,79.2901,0.906667,40.514,0.906667,4.44049e-05,0.9,8.37265,0.9,All
18.8553,0.906667,36.3178,0.906667,79.7871,0.913333,40.9679,0.913333,4.44049e-05,0.906667,8.37265,0.906667,All
18.8776,0.913333,36.6744,0.913333,82.2448,0.92,41.0339,0.92,4.44049e-05,0.913333,8.37265,0.913333,All
18.9574,0.92,36.9437,0.92,84.1725,0.926667,41.766,0.926667,4.44049e-05,0.92,8.37265,0.92,All
19.012,0.926667,37.439,0.926667,84.969,0.933333,42.8283,0.933333,4.44049e-05,0.926667,8.37265,0.926667,All
19.0161,0.933333,41.1691,0.933333,88.6416,0.94,43.549,0.94,4.44049e-05,0.933333,8.37265,0.933333,All
19.0826,0.94,42.2756,0.94,90.6253,0.946667,44.2767,0.946667,4.44049e-05,0.94,8.37265,0.94,All
19.3259,0.946667,42.8596,0.946667,96.0762,0.953333,44.284,0.953333,4.44049e-05,0.946667,8.37265,0.946667,All
19.3279,0.953333,43.5985,0.953333,96.3003,0.96,46.656,0.96,4.44049e-05,0.953333,8.37265,0.953333,All
19.4923,0.96,46.2135,0.96,116.201,0.966667,50.7841,0.966667,4.44049e-05,0.96,8.37265,0.96,All
19.497,0.966667,46.7183,0.966667,120.106,0.973333,55.1451,0.973333,4.44049e-05,0.966667,8.37265,0.966667,All
19.6503,0.973333,47.2755,0.973333,121.126,0.98,57.7175,0.98,4.44049e-05,0.973333,8.37265,0.973333,All
19.7103,0.98,49.5622,0.98,187.844,0.986667,57.8209,0.986667,4.44049e-05,0.98,8.37265,0.98,All
20.422,0.986667,50.8482,0.986667,328.184,0.993333,69.9566,0.993333,4.44049e-05,0.986667,8.37265,0.986667,All
20.7987,0.993333,54.231,0.993333,470.081,1,84.0977,1,4.44049e-05,0.993333,8.37265,0.993333,All
21.5801,1,54.7877,1,470.081,1,84.0977,1,4.44049e-05,1,8.37265,1,All
36.7557,1,67.0102,1,470.081,1,84.0977,1,4.44251e-05,1,8.37646,1,All
