"","ETA","Covariable","full_AIC","reduced_AIC","full_df","reduced_df","LRT","p","interp"
"25","eta_Q_SAEM","LMP",484.223405228918,533.738827365704,3,2,51.5154221367863,7.10368744439027e-13,"< 0.05"
"26","eta_Q_SAEM","PROGDL",480.344527082222,533.738827365704,3,2,55.3943002834825,9.86220018967441e-14,"< 0.05"
"27","eta_Q_SAEM","RAL",477.277061407065,533.738827365704,3,2,58.4617659586393,2.0728025532783e-14,"< 0.05"
"28","eta_Q_SAEM","RAN",482.172463306577,533.738827365704,3,2,53.5663640591279,2.50003302853978e-13,"< 0.05"
"29","eta_Q_SAEM","SCM2",483.90014543058,533.738827365704,3,2,51.8386819351248,6.02529936739556e-13,"< 0.05"
"30","eta_Q_SAEM","SCRMGDL",483.001673864981,533.738827365704,3,2,52.7371535007231,3.8130927040976e-13,"< 0.05"
"31","eta_Q_SAEM","SEXF",475.107818851091,533.738827365704,3,2,60.6310085146135,6.88410247802892e-15,"< 0.05"
"32","eta_Q_SAEM","WTKG",476.098682978178,533.738827365704,3,2,59.6401443875264,1.13888173115612e-14,"< 0.05"
"33","eta_V1_SAEM","AGEA",-95.638632287015,-84.9646674881174,3,2,12.6739647988976,0.000370782444692068,"< 0.05"
"34","eta_V1_SAEM","ALBGDL",-97.1305446035038,-84.9646674881174,3,2,14.1658771153864,0.000167378616684833,"< 0.05"
"35","eta_V1_SAEM","ANTU",-87.3188640756437,-84.9646674881174,3,2,4.35419658752626,0.0369178687095038,"< 0.05"
"36","eta_V1_SAEM","CLCRMLMIN",-107.139419611195,-84.9646674881174,3,2,24.1747521230777,8.79781148713468e-07,"< 0.05"
"37","eta_V1_SAEM","DIND",-96.617403472189,-84.9646674881174,3,2,13.6527359840716,0.000219920635421203,"< 0.05"
"38","eta_V1_SAEM","HCM",-83.2967416831403,-84.9646674881174,3,2,0.332074195022912,0.564440271929212,"NS"
"39","eta_V1_SAEM","IMCKGM2",-86.7303766522993,-84.9646674881174,3,2,3.76570916418186,0.0523136701780311,"NS"
"40","eta_V1_SAEM","LLP",-95.8345204135266,-84.9646674881174,3,2,12.8698529254092,0.000333917850957616,"< 0.05"
"41","eta_V1_SAEM","LMP",-99.6303616897948,-84.9646674881174,3,2,16.6656942016774,4.45799387470065e-05,"< 0.05"
"42","eta_V1_SAEM","PROGDL",-160.634425447948,-84.9646674881174,3,2,77.6697579598307,1.21791892082513e-18,"< 0.05"
"43","eta_V1_SAEM","RAL",-84.8307823479371,-84.9646674881174,3,2,1.86611485981972,0.171920713521344,"NS"
"44","eta_V1_SAEM","RAN",-103.816916800205,-84.9646674881174,3,2,20.8522493120878,4.96109308397027e-06,"< 0.05"
"45","eta_V1_SAEM","SCM2",-83.0840724219689,-84.9646674881174,3,2,0.119404933851484,0.729680784937617,"NS"
"46","eta_V1_SAEM","SCRMGDL",-93.0729799564846,-84.9646674881174,3,2,10.1083124683672,0.00147602055580258,"< 0.05"
"47","eta_V1_SAEM","SEXF",-84.8171367472943,-84.9646674881174,3,2,1.8524692591769,0.173496477810737,"NS"
"48","eta_V1_SAEM","WTKG",-84.0110628251423,-84.9646674881174,3,2,1.04639533702486,0.306338736181044,"NS"
"49","eta_V2_SAEM","AGEA",525.816114169182,533.738827365704,3,2,9.92271319652195,0.00163251551733166,"< 0.05"
"50","eta_V2_SAEM","ALBGDL",500.215372109931,533.738827365704,3,2,35.5234552557734,2.51997805268725e-09,"< 0.05"
"51","eta_V2_SAEM","ANTU",519.247506005947,533.738827365704,3,2,16.4913213597573,4.88732720706019e-05,"< 0.05"
"52","eta_V2_SAEM","CLCRMLMIN",530.361983034387,533.738827365704,3,2,5.3768443313171,0.0204057558093506,"< 0.05"
"53","eta_V2_SAEM","DIND",525.378627111582,533.738827365704,3,2,10.3602002541224,0.0012876123601195,"< 0.05"
"54","eta_V2_SAEM","HCM",532.013802824468,533.738827365704,3,2,3.72502454123662,0.0536028401754247,"NS"
"55","eta_V2_SAEM","IMCKGM2",526.251356656306,533.738827365704,3,2,9.48747070939851,0.00206879825568778,"< 0.05"
"56","eta_V2_SAEM","LLP",503.736019291204,533.738827365704,3,2,32.0028080745005,1.53949880334613e-08,"< 0.05"
"57","eta_V2_SAEM","LMP",518.863782111792,533.738827365704,3,2,16.8750452539122,3.99230228951348e-05,"< 0.05"
"58","eta_V2_SAEM","PROGDL",507.979743319095,533.738827365704,3,2,27.7590840466092,1.37401506284861e-07,"< 0.05"
"59","eta_V2_SAEM","RAL",524.843815813092,533.738827365704,3,2,10.8950115526129,0.000964235876668945,"< 0.05"
"60","eta_V2_SAEM","RAN",533.974627513791,533.738827365704,3,2,1.76419985191296,0.184101525018696,"NS"
"61","eta_V2_SAEM","SCM2",521.868152317424,533.738827365704,3,2,13.8706750482804,0.000195830340741787,"< 0.05"
"62","eta_V2_SAEM","SCRMGDL",526.466008635727,533.738827365704,3,2,9.27281872997719,0.00232579499492033,"< 0.05"
"63","eta_V2_SAEM","SEXF",471.384283291733,533.738827365704,3,2,64.354544073971,1.03928419032504e-15,"< 0.05"
"64","eta_V2_SAEM","WTKG",518.791699496143,533.738827365704,3,2,16.9471278695619,3.84354248788859e-05,"< 0.05"
