trans_Cl_vs_SCRMGDL_abscissa,trans_Cl_vs_SCRMGDL_spline,trans_Cl_vs_SCRMGDL_regression,trans_Cl_vs_WTKG_abscissa,trans_Cl_vs_WTKG_spline,trans_Cl_vs_WTKG_regression,trans_Cl_vs_logtWTKG_abscissa,trans_Cl_vs_logtWTKG_spline,trans_Cl_vs_logtWTKG_regression,trans_Cl_vs_tSCRMGDL_abscissa,trans_Cl_vs_tSCRMGDL_spline,trans_Cl_vs_tSCRMGDL_regression,trans_Q_vs_SCRMGDL_abscissa,trans_Q_vs_SCRMGDL_spline,trans_Q_vs_SCRMGDL_regression,trans_Q_vs_WTKG_abscissa,trans_Q_vs_WTKG_spline,trans_Q_vs_WTKG_regression,trans_Q_vs_logtWTKG_abscissa,trans_Q_vs_logtWTKG_spline,trans_Q_vs_logtWTKG_regression,trans_Q_vs_tSCRMGDL_abscissa,trans_Q_vs_tSCRMGDL_spline,trans_Q_vs_tSCRMGDL_regression,trans_V1_vs_SCRMGDL_abscissa,trans_V1_vs_SCRMGDL_spline,trans_V1_vs_SCRMGDL_regression,trans_V1_vs_WTKG_abscissa,trans_V1_vs_WTKG_spline,trans_V1_vs_WTKG_regression,trans_V1_vs_logtWTKG_abscissa,trans_V1_vs_logtWTKG_spline,trans_V1_vs_logtWTKG_regression,trans_V1_vs_tSCRMGDL_abscissa,trans_V1_vs_tSCRMGDL_spline,trans_V1_vs_tSCRMGDL_regression,trans_V2_vs_SCRMGDL_abscissa,trans_V2_vs_SCRMGDL_spline,trans_V2_vs_SCRMGDL_regression,trans_V2_vs_WTKG_abscissa,trans_V2_vs_WTKG_spline,trans_V2_vs_WTKG_regression,trans_V2_vs_logtWTKG_abscissa,trans_V2_vs_logtWTKG_spline,trans_V2_vs_logtWTKG_regression,trans_V2_vs_tSCRMGDL_abscissa,trans_V2_vs_tSCRMGDL_spline,trans_V2_vs_tSCRMGDL_regression,split
0.367475,2.71641,2.73931,63.3838,2.59576,2.55004,-0.0782765,2.63743,2.54252,0.680509,2.71641,2.73931,0.367475,2.72707,3.11544,63.3838,3.3533,3.07246,-0.0782765,3.37862,3.06026,0.680509,2.72707,3.11544,0.367475,3.25074,3.16382,63.3838,3.23707,3.2126,-0.0782765,3.19849,3.21414,0.680509,3.25074,3.16382,0.367475,2.87624,2.76099,63.3838,3.02787,2.70882,-0.0782765,3.12866,2.74992,0.680509,2.87624,2.76099,All
0.375152,2.72406,2.73378,63.697,2.5785,2.55409,-0.0740111,2.62255,2.54634,0.694725,2.72406,2.73378,0.375152,2.78315,3.11739,63.697,3.34032,3.07893,-0.0740111,3.36926,3.06637,0.694725,2.78315,3.11739,0.375152,3.23706,3.16555,63.697,3.25335,3.21209,-0.0740111,3.21301,3.21362,0.694725,3.23706,3.16555,0.375152,2.91093,2.75237,63.697,2.98689,2.69766,-0.0740111,3.09309,2.73818,0.694725,2.91093,2.75237,All
0.382828,2.73171,2.72824,64.0101,2.56123,2.55814,-0.0697458,2.60767,2.55015,0.708941,2.73171,2.72824,0.382828,2.83924,3.11933,64.0101,3.32735,3.0854,-0.0697458,3.35989,3.07247,0.708941,2.83924,3.11933,0.382828,3.22339,3.16728,64.0101,3.26963,3.21157,-0.0697458,3.22753,3.2131,0.708941,3.22339,3.16728,0.382828,2.94563,2.74374,64.0101,2.94591,2.6865,-0.0697458,3.05751,2.72645,0.708941,2.94563,2.74374,All
0.390505,2.73936,2.72271,64.3232,2.54396,2.56219,-0.0654804,2.5928,2.55397,0.723158,2.73936,2.72271,0.390505,2.89532,3.12128,64.3232,3.31437,3.09186,-0.0654804,3.35053,3.07857,0.723158,2.89532,3.12128,0.390505,3.20972,3.16902,64.3232,3.28591,3.21106,-0.0654804,3.24205,3.21258,0.723158,3.20972,3.16902,0.390505,2.98032,2.73512,64.3232,2.90492,2.67533,-0.0654804,3.02194,2.71472,0.723158,2.98032,2.73512,All
0.398182,2.74701,2.71718,64.6364,2.5267,2.56624,-0.061215,2.57792,2.55778,0.737374,2.74701,2.71718,0.398182,2.95141,3.12323,64.6364,3.3014,3.09833,-0.061215,3.34116,3.08467,0.737374,2.95141,3.12323,0.398182,3.19605,3.17075,64.6364,3.30218,3.21055,-0.061215,3.25657,3.21206,0.737374,3.19605,3.17075,0.398182,3.01501,2.7265,64.6364,2.86394,2.66417,-0.061215,2.98637,2.70299,0.737374,3.01501,2.7265,All
0.405859,2.75466,2.71164,64.9495,2.50943,2.57029,-0.0569496,2.56305,2.5616,0.75159,2.75466,2.71164,0.405859,3.0075,3.12518,64.9495,3.28842,3.10479,-0.0569496,3.3318,3.09077,0.75159,3.0075,3.12518,0.405859,3.18238,3.17248,64.9495,3.31846,3.21003,-0.0569496,3.27108,3.21155,0.75159,3.18238,3.17248,0.405859,3.0497,2.71788,64.9495,2.82296,2.653,-0.0569496,2.95079,2.69126,0.75159,3.0497,2.71788,All
0.413535,2.76231,2.70611,65.2626,2.50174,2.57434,-0.0526842,2.54817,2.56541,0.765806,2.76231,2.70611,0.413535,3.06358,3.12713,65.2626,3.2533,3.11126,-0.0526842,3.32243,3.09687,0.765806,3.06358,3.12713,0.413535,3.16871,3.17422,65.2626,3.2998,3.20952,-0.0526842,3.2856,3.21103,0.765806,3.16871,3.17422,0.413535,3.08439,2.70926,65.2626,2.71747,2.64184,-0.0526842,2.91522,2.67952,0.765806,3.08439,2.70926,All
0.421212,2.76996,2.70058,65.5758,2.49589,2.5784,-0.0484189,2.5333,2.56923,0.780022,2.76996,2.70058,0.421212,3.11967,3.12908,65.5758,3.21393,3.11772,-0.0484189,3.31307,3.10297,0.780022,3.11967,3.12908,0.421212,3.15504,3.17595,65.5758,3.27441,3.20901,-0.0484189,3.30012,3.21051,0.780022,3.15504,3.17595,0.421212,3.11909,2.70064,65.5758,2.59959,2.63068,-0.0484189,2.87964,2.66779,0.780022,3.11909,2.70064,All
0.428889,2.77761,2.69504,65.8889,2.49004,2.58245,-0.0441535,2.51842,2.57304,0.794239,2.77761,2.69504,0.428889,3.17575,3.13103,65.8889,3.17455,3.12419,-0.0441535,3.3037,3.10907,0.794239,3.17575,3.13103,0.428889,3.14137,3.17768,65.8889,3.24902,3.20849,-0.0441535,3.31464,3.20999,0.794239,3.14137,3.17768,0.428889,3.15378,2.69202,65.8889,2.4817,2.61951,-0.0441535,2.84407,2.65606,0.794239,3.15378,2.69202,All
0.436566,2.78526,2.68951,66.202,2.48419,2.5865,-0.0398881,2.5064,2.57686,0.808455,2.78526,2.68951,0.436566,3.23184,3.13297,66.202,3.13518,3.13066,-0.0398881,3.28599,3.11517,0.808455,3.23184,3.13297,0.436566,3.12769,3.17941,66.202,3.22364,3.20798,-0.0398881,3.31753,3.20947,0.808455,3.12769,3.17941,0.436566,3.18847,2.68339,66.202,2.36381,2.60835,-0.0398881,2.78671,2.64433,0.808455,3.18847,2.68339,All
0.444242,2.79291,2.68398,66.5152,2.47833,2.59055,-0.0356227,2.50125,2.58067,0.822671,2.79291,2.68398,0.444242,3.28792,3.13492,66.5152,3.0958,3.13712,-0.0356227,3.24824,3.12127,0.822671,3.28792,3.13492,0.444242,3.11402,3.18115,66.5152,3.19825,3.20747,-0.0356227,3.29251,3.20895,0.822671,3.11402,3.18115,0.444242,3.22316,2.67477,66.5152,2.24592,2.59718,-0.0356227,2.67702,2.6326,0.822671,3.22316,2.67477,All
0.451919,2.80056,2.67845,66.8283,2.47248,2.5946,-0.0313574,2.4961,2.58449,0.836887,2.80056,2.67845,0.451919,3.34401,3.13687,66.8283,3.05643,3.14359,-0.0313574,3.21048,3.12738,0.836887,3.34401,3.13687,0.451919,3.10035,3.18288,66.8283,3.17287,3.20695,-0.0313574,3.26748,3.20844,0.836887,3.10035,3.18288,0.451919,3.25785,2.66615,66.8283,2.12803,2.58602,-0.0313574,2.56732,2.62086,0.836887,3.25785,2.66615,All
0.459596,2.80822,2.67291,67.1414,2.47924,2.59865,-0.027092,2.49096,2.5883,0.851104,2.80822,2.67291,0.459596,3.40009,3.13882,67.1414,3.02312,3.15005,-0.027092,3.17273,3.13348,0.851104,3.40009,3.13882,0.459596,3.08668,3.18461,67.1414,3.14838,3.20644,-0.027092,3.24245,3.20792,0.851104,3.08668,3.18461,0.459596,3.29255,2.65753,67.1414,2.03251,2.57486,-0.027092,2.45763,2.60913,0.851104,3.29255,2.65753,All
0.467273,2.79503,2.66738,67.4545,2.5013,2.6027,-0.0228266,2.48581,2.59212,0.86532,2.79503,2.66738,0.467273,3.3537,3.14077,67.4545,2.9972,3.15652,-0.0228266,3.13497,3.13958,0.86532,3.3537,3.14077,0.467273,3.14078,3.18635,67.4545,3.125,3.20593,-0.0228266,3.21743,3.2074,0.86532,3.14078,3.18635,0.467273,3.17631,2.64891,67.4545,1.96415,2.56369,-0.0228266,2.34793,2.5974,0.86532,3.17631,2.64891,All
0.474949,2.78069,2.66185,67.7677,2.52336,2.60676,-0.0185612,2.48066,2.59593,0.879536,2.78069,2.66185,0.474949,3.30162,3.14272,67.7677,2.97127,3.16298,-0.0185612,3.09722,3.14568,0.879536,3.30162,3.14272,0.474949,3.19865,3.18808,67.7677,3.10161,3.20541,-0.0185612,3.1924,3.20688,0.879536,3.19865,3.18808,0.474949,3.05169,2.64029,67.7677,1.89579,2.55253,-0.0185612,2.23824,2.58567,0.879536,3.05169,2.64029,All
0.482626,2.75204,2.65631,68.0808,2.5496,2.61081,-0.0142959,2.47551,2.59975,0.893752,2.75204,2.65631,0.482626,3.27485,3.14467,68.0808,2.94758,3.16945,-0.0142959,3.05946,3.15178,0.893752,3.27485,3.14467,0.482626,3.23745,3.18981,68.0808,3.08691,3.2049,-0.0142959,3.16738,3.20636,0.893752,3.23745,3.18981,0.482626,2.86607,2.63166,68.0808,1.8553,2.54136,-0.0142959,2.12854,2.57394,0.893752,2.86607,2.63166,All
0.490303,2.69587,2.65078,68.3939,2.58786,2.61486,-0.0100305,2.47517,2.60356,0.907969,2.69587,2.65078,0.490303,3.29674,3.14661,68.3939,2.93035,3.17592,-0.0100305,3.02392,3.15788,0.907969,3.29674,3.14661,0.490303,3.23958,3.19154,68.3939,3.09716,3.20439,-0.0100305,3.14324,3.20584,0.907969,3.23958,3.19154,0.490303,2.56314,2.62304,68.3939,1.8949,2.5302,-0.0100305,2.02814,2.5622,0.907969,2.56314,2.62304,All
0.49798,2.6397,2.64525,68.7071,2.62612,2.61891,-0.00576511,2.4955,2.60738,0.922185,2.6397,2.64525,0.49798,3.31863,3.14856,68.7071,2.91311,3.18238,-0.00576511,2.99789,3.16398,0.922185,3.31863,3.14856,0.49798,3.2417,3.19328,68.7071,3.10742,3.20387,-0.00576511,3.12288,3.20533,0.922185,3.2417,3.19328,0.49798,2.2602,2.61442,68.7071,1.9345,2.51904,-0.00576511,1.96762,2.55047,0.922185,2.2602,2.61442,All
0.505657,2.61437,2.63971,69.0202,2.66438,2.62296,-0.00149974,2.51583,2.61119,0.936401,2.61437,2.63971,0.505657,3.30725,3.15051,69.0202,2.89587,3.18885,-0.00149974,2.97186,3.17008,0.936401,3.30725,3.15051,0.505657,3.22733,3.19501,69.0202,3.11768,3.20336,-0.00149974,3.10252,3.20481,0.936401,3.22733,3.19501,0.505657,2.18732,2.6058,69.0202,1.9741,2.50787,-0.00149974,1.90709,2.53874,0.936401,2.18732,2.6058,All
0.513333,2.60005,2.63418,69.3333,2.70264,2.62701,0.00276564,2.53616,2.61501,0.950617,2.60005,2.63418,0.513333,3.28397,3.15246,69.3333,2.87864,3.19531,0.00276564,2.94582,3.17618,0.950617,3.28397,3.15246,0.513333,3.20706,3.19674,69.3333,3.12794,3.20285,0.00276564,3.08216,3.20429,0.950617,3.20706,3.19674,0.513333,2.1966,2.59718,69.3333,2.0137,2.49671,0.00276564,1.84657,2.52701,0.950617,2.1966,2.59718,All
0.52101,2.58572,2.62865,69.6465,2.7409,2.63106,0.00703102,2.56814,2.61882,0.964834,2.58572,2.62865,0.52101,3.2607,3.15441,69.6465,2.8614,3.20178,0.00703102,2.92932,3.18228,0.964834,3.2607,3.15441,0.52101,3.18679,3.19848,69.6465,3.13819,3.20234,0.00703102,3.08526,3.20377,0.964834,3.18679,3.19848,0.52101,2.20587,2.58856,69.6465,2.0533,2.48554,0.00703102,1.85884,2.51527,0.964834,2.20587,2.58856,All
0.528687,2.5714,2.62311,69.9596,2.77916,2.63511,0.0112964,2.60476,2.62264,0.97905,2.5714,2.62311,0.528687,3.23743,3.15636,69.9596,2.84416,3.20824,0.0112964,2.91661,3.18839,0.97905,3.23743,3.15636,0.528687,3.16652,3.20021,69.9596,3.14845,3.20182,0.0112964,3.09769,3.20325,0.97905,3.16652,3.20021,0.528687,2.21515,2.57993,69.9596,2.0929,2.47438,0.0112964,1.90004,2.50354,0.97905,2.21515,2.57993,All
0.536364,2.55708,2.61758,70.2727,2.78145,2.63917,0.0155618,2.64138,2.62645,0.993266,2.55708,2.61758,0.536364,3.21416,3.15831,70.2727,2.85729,3.21471,0.0155618,2.9039,3.19449,0.993266,3.21416,3.15831,0.536364,3.14625,3.20194,70.2727,3.15488,3.20131,0.0155618,3.11012,3.20273,0.993266,3.14625,3.20194,0.536364,2.22443,2.57131,70.2727,2.11798,2.46322,0.0155618,1.94124,2.49181,0.993266,2.22443,2.57131,All
0.54404,2.5665,2.61205,70.5859,2.77841,2.64322,0.0198271,2.678,2.63027,1.00748,2.5665,2.61205,0.54404,3.10014,3.16025,70.5859,2.87491,3.22118,0.0198271,2.89119,3.20059,1.00748,3.10014,3.16025,0.54404,3.09421,3.20367,70.5859,3.16074,3.2008,0.0198271,3.12255,3.20222,1.00748,3.09421,3.20367,0.54404,2.17361,2.56269,70.5859,2.14091,2.45205,0.0198271,1.98244,2.48008,1.00748,2.17361,2.56269,All
0.551717,2.60183,2.60651,70.899,2.77537,2.64727,0.0240925,2.71461,2.63408,1.0217,2.60183,2.60651,0.551717,2.9494,3.1622,70.899,2.89254,3.22764,0.0240925,2.87848,3.20669,1.0217,2.9494,3.1622,0.551717,3.04829,3.20541,70.899,3.1666,3.20028,0.0240925,3.13498,3.2017,1.0217,3.04829,3.20541,0.551717,2.10703,2.55407,70.899,2.16384,2.44089,0.0240925,2.02364,2.46835,1.0217,2.10703,2.55407,All
0.559394,2.65291,2.60098,71.2121,2.77233,2.65132,0.0283579,2.75123,2.6379,1.03591,2.65291,2.60098,0.559394,2.95465,3.16415,71.2121,2.91016,3.23411,0.0283579,2.86577,3.21279,1.03591,2.95465,3.16415,0.559394,3.12284,3.20714,71.2121,3.17247,3.19977,0.0283579,3.14741,3.20118,1.03591,3.12284,3.20714,0.559394,2.1734,2.54545,71.2121,2.18677,2.42972,0.0283579,2.06484,2.45661,1.03591,2.1734,2.54545,All
0.567071,2.70398,2.59545,71.5253,2.76929,2.65537,0.0326233,2.78785,2.64171,1.05013,2.70398,2.59545,0.567071,2.9599,3.1661,71.5253,2.92779,3.24057,0.0326233,2.85306,3.21889,1.05013,2.9599,3.1661,0.567071,3.19739,3.20887,71.5253,3.17833,3.19926,0.0326233,3.15985,3.20066,1.05013,3.19739,3.20887,0.567071,2.23978,2.53683,71.5253,2.20969,2.41856,0.0326233,2.10604,2.44488,1.05013,2.23978,2.53683,All
0.574747,2.70376,2.58992,71.8384,2.76626,2.65942,0.0368886,2.78714,2.64553,1.06435,2.70376,2.58992,0.574747,2.91381,3.16805,71.8384,2.94541,3.24704,0.0368886,2.86905,3.22499,1.06435,2.91381,3.16805,0.574747,3.21648,3.21061,71.8384,3.18419,3.19874,0.0368886,3.16519,3.20014,1.06435,3.21648,3.21061,0.574747,2.33078,2.52821,71.8384,2.23262,2.4074,0.0368886,2.12654,2.43315,1.06435,2.33078,2.52821,All
0.582424,2.6719,2.58438,72.1515,2.76322,2.66347,0.041154,2.78317,2.64934,1.07856,2.6719,2.58438,0.582424,2.83604,3.17,72.1515,2.96304,3.2535,0.041154,2.88755,3.23109,1.07856,2.83604,3.17,0.582424,3.20134,3.21234,72.1515,3.19005,3.19823,0.041154,3.16993,3.19962,1.07856,3.20134,3.21234,0.582424,2.43697,2.51958,72.1515,2.25555,2.39623,0.041154,2.14523,2.42142,1.07856,2.43697,2.51958,All
0.590101,2.64003,2.57885,72.4646,2.76018,2.66753,0.0454194,2.7792,2.65316,1.09278,2.64003,2.57885,0.590101,2.75827,3.17195,72.4646,2.98066,3.25997,0.0454194,2.90605,3.23719,1.09278,2.75827,3.17195,0.590101,3.1862,3.21407,72.4646,3.19591,3.19772,0.0454194,3.17466,3.19911,1.09278,3.1862,3.21407,0.590101,2.54317,2.51096,72.4646,2.27848,2.38507,0.0454194,2.16392,2.40969,1.09278,2.54317,2.51096,All
0.597778,2.60816,2.57332,72.7778,2.75714,2.67158,0.0496848,2.77522,2.65697,1.107,2.60816,2.57332,0.597778,2.6805,3.17389,72.7778,2.99829,3.26644,0.0496848,2.92455,3.24329,1.107,2.6805,3.17389,0.597778,3.17106,3.2158,72.7778,3.20178,3.1972,0.0496848,3.17939,3.19859,1.107,3.17106,3.2158,0.597778,2.64936,2.50234,72.7778,2.30141,2.3739,0.0496848,2.18261,2.39795,1.107,2.64936,2.50234,All
0.605455,2.57629,2.56778,73.0909,2.7541,2.67563,0.0539502,2.77125,2.66079,1.12121,2.57629,2.56778,0.605455,2.60273,3.17584,73.0909,3.01591,3.2729,0.0539502,2.94305,3.2494,1.12121,2.60273,3.17584,0.605455,3.15593,3.21754,73.0909,3.20764,3.19669,0.0539502,3.18412,3.19807,1.12121,3.15593,3.21754,0.605455,2.75555,2.49372,73.0909,2.32434,2.36274,0.0539502,2.2013,2.38622,1.12121,2.75555,2.49372,All
0.613131,2.54442,2.56225,73.404,2.75106,2.67968,0.0582155,2.76728,2.6646,1.13543,2.54442,2.56225,0.613131,2.52496,3.17779,73.404,3.03354,3.27937,0.0582155,2.96155,3.2555,1.13543,2.52496,3.17779,0.613131,3.14079,3.21927,73.404,3.2135,3.19618,0.0582155,3.18885,3.19755,1.13543,3.14079,3.21927,0.613131,2.86175,2.4851,73.404,2.34726,2.35158,0.0582155,2.22,2.37449,1.13543,2.86175,2.4851,All
0.620808,2.51255,2.55672,73.7172,2.74803,2.68373,0.0624809,2.76331,2.66842,1.14964,2.51255,2.55672,0.620808,2.44719,3.17974,73.7172,3.05116,3.28583,0.0624809,2.98006,3.2616,1.14964,2.44719,3.17974,0.620808,3.12565,3.221,73.7172,3.21936,3.19566,0.0624809,3.19358,3.19703,1.14964,3.12565,3.221,0.620808,2.96794,2.47648,73.7172,2.37019,2.34041,0.0624809,2.23869,2.36276,1.14964,2.96794,2.47648,All
