rep,ID,eta_Cl_simulated,eta_V1_simulated,eta_Q2_simulated,eta_V2_simulated,eta_Q3_simulated,eta_V3_simulated,split,color,filter
7,3,0.255525,-3.87356e-09,-4.47822e-08,4.54838e-08,0.0224229,1.21438e-08,All,#4682B4,0
8,3,0.222869,-3.66987e-08,-1.12341e-07,-1.29812e-07,0.225135,1.90265e-08,All,#4682B4,0
9,3,0.071575,6.33717e-08,1.82292e-08,-6.14231e-08,-0.382839,-1.16228e-08,All,#4682B4,0
0,4,-0.0335362,-2.92211e-08,-1.01227e-08,-3.71137e-08,-0.319838,-2.40334e-08,All,#4682B4,0
1,4,-0.159957,-1.07459e-08,1.1969e-07,-4.60682e-08,-3.38636,4.52957e-09,All,#4682B4,0
2,4,-0.0776541,-2.44393e-08,-1.10369e-07,-1.71168e-08,-0.801265,3.37539e-08,All,#4682B4,0
3,4,-0.0893353,-5.48532e-08,1.10317e-07,1.87173e-07,-4.6186,1.57448e-08,All,#4682B4,0
4,4,-0.126346,9.48467e-09,5.5013e-08,-1.34184e-08,-2.41731,-2.42749e-08,All,#4682B4,0
5,4,-0.0936063,7.21645e-09,-3.11964e-07,-1.06618e-07,-1.90937,1.27891e-08,All,#4682B4,0
6,4,-0.0735435,-3.55292e-08,-1.30206e-07,1.59529e-07,-4.30002,-4.98021e-08,All,#4682B4,0
7,4,-0.165892,-7.30932e-09,3.53524e-08,2.36671e-07,-4.53633,2.40683e-08,All,#4682B4,0
8,4,-0.145768,4.09372e-09,2.62977e-07,-1.89579e-08,-3.80717,2.74235e-09,All,#4682B4,0
9,4,-0.061064,-2.13345e-08,2.32855e-07,1.23286e-07,-0.554041,9.56492e-09,All,#4682B4,0
0,5,-0.180769,3.03549e-08,1.03869e-07,-1.24129e-07,0.909053,1.90732e-08,All,#4682B4,0
1,5,-0.13589,7.16695e-09,8.49048e-09,7.57495e-08,0.619664,1.50413e-08,All,#4682B4,0
2,5,-0.0719242,3.74747e-08,4.26492e-08,-5.1958e-08,1.20512,-1.47353e-09,All,#4682B4,0
3,5,-0.126818,5.4942e-08,1.41689e-07,-1.29866e-07,0.333491,-2.90305e-08,All,#4682B4,0
4,5,-0.196869,-5.21369e-08,1.34414e-07,-5.26915e-08,-0.173824,2.96703e-08,All,#4682B4,0
5,5,-0.0651038,-5.5279e-09,2.25226e-08,5.32837e-08,0.451205,-3.87638e-08,All,#4682B4,0
6,5,-0.036869,1.16965e-08,-1.20289e-07,9.13812e-08,1.05362,1.5477e-08,All,#4682B4,0
7,5,-0.165595,3.96682e-08,2.33332e-08,-6.33366e-08,0.863475,1.96281e-08,All,#4682B4,0
8,5,-0.0679076,-1.76856e-08,-1.27897e-07,4.25598e-08,1.04814,-8.53885e-09,All,#4682B4,0
9,5,-0.205136,-7.24763e-09,1.41122e-08,-6.46779e-10,-0.905489,-7.86523e-09,All,#4682B4,0
0,6,0.0271849,-2.76128e-08,8.49856e-08,-1.7898e-08,0.564726,9.53046e-09,All,#4682B4,0
1,6,0.0767806,-4.10796e-08,-2.92647e-09,-5.48423e-08,1.11511,4.01779e-08,All,#4682B4,0
2,6,0.048226,2.27127e-09,1.66873e-07,1.61237e-08,1.3237,1.92105e-08,All,#4682B4,0
3,6,0.106017,8.53404e-08,1.35527e-07,4.13395e-08,1.19625,4.60929e-08,All,#4682B4,0
4,6,0.0267001,-8.07914e-08,-8.8204e-08,5.15658e-08,1.35582,3.0745e-08,All,#4682B4,0
5,6,-0.0101269,1.5989e-08,2.04462e-08,-4.82005e-08,1.22962,-4.32505e-09,All,#4682B4,0
6,6,0.0275144,5.1319e-09,1.34048e-07,-5.09912e-08,1.35914,-4.08901e-08,All,#4682B4,0
7,6,0.0844081,8.06815e-08,1.70224e-07,-1.55969e-08,1.66759,-2.00104e-08,All,#4682B4,0
8,6,0.117651,5.03271e-08,2.01816e-07,-6.48427e-08,1.01163,-1.79691e-08,All,#4682B4,0
9,6,0.142845,-5.66242e-10,-9.44385e-08,-2.45548e-07,1.24788,1.37086e-08,All,#4682B4,0
0,7,-0.489717,-3.32133e-08,-6.63278e-08,1.00674e-07,4.63778,5.08367e-09,All,#4682B4,0
1,7,-0.417859,8.7604e-08,3.21079e-08,-1.86047e-07,2.86011,-3.39361e-09,All,#4682B4,0
2,7,-0.427967,1.60483e-08,-1.10703e-08,1.84592e-07,3.30774,-5.26243e-09,All,#4682B4,0
3,7,-0.39395,4.95446e-09,-1.10016e-07,1.0928e-08,5.0903,-2.19173e-08,All,#4682B4,0
4,7,-0.39522,-6.26112e-08,-4.77609e-08,3.44839e-09,3.46561,-4.15793e-09,All,#4682B4,0
5,7,-0.415824,8.81525e-09,-7.81997e-08,-6.43791e-08,2.4598,7.43599e-09,All,#4682B4,0
6,7,-0.377687,-3.383e-08,2.02937e-08,9.29101e-08,2.9947,1.33932e-09,All,#4682B4,0
7,7,-0.50427,-1.71551e-08,1.19492e-07,-9.73073e-08,3.56922,-1.12775e-08,All,#4682B4,0
8,7,-0.464914,-4.79806e-09,7.94857e-08,6.16048e-08,3.75575,2.51275e-08,All,#4682B4,0
9,7,-0.387593,-1.55359e-08,5.50083e-08,8.63928e-08,4.30915,-1.04095e-08,All,#4682B4,0
0,8,-0.22114,2.06709e-08,1.16057e-07,4.46528e-08,-1.96907,3.01475e-08,All,#4682B4,0
1,8,-0.189784,1.56273e-08,-2.69777e-08,9.50149e-08,-3.2126,4.74577e-09,All,#4682B4,0
2,8,-0.277136,1.47119e-08,-2.0635e-07,-1.48451e-07,-1.47895,-2.63662e-10,All,#4682B4,0
3,8,-0.211976,2.43706e-09,6.98309e-08,-1.35138e-08,-1.01245,2.92423e-08,All,#4682B4,0
4,8,-0.246457,4.61943e-08,-3.07887e-08,1.69167e-07,-1.80106,4.33038e-08,All,#4682B4,0
5,8,-0.289283,-5.92235e-08,5.17279e-08,-8.12757e-08,-1.2718,-6.03332e-09,All,#4682B4,0
6,8,-0.172581,-3.79154e-08,-2.89149e-08,3.61812e-08,-4.26517,2.03103e-08,All,#4682B4,0
7,8,-0.232077,-1.12379e-09,1.54762e-07,6.33041e-08,-3.52797,3.3554e-08,All,#4682B4,0
8,8,-0.352717,3.44381e-08,1.7773e-07,-8.39968e-08,-3.29966,-2.73603e-08,All,#4682B4,0
9,8,-0.348145,2.4064e-08,-3.65628e-08,5.30805e-08,-0.791978,-3.78652e-08,All,#4682B4,0
0,9,0.312354,-1.00115e-07,-3.91741e-08,-1.0523e-08,-1.22685,-1.16231e-08,All,#4682B4,0
1,9,0.256777,-2.10624e-08,4.67441e-08,1.43966e-07,-1.96422,-4.50578e-09,All,#4682B4,0
2,9,0.253542,-8.32527e-09,5.30569e-08,-3.47592e-08,-0.866441,1.18409e-08,All,#4682B4,0
3,9,0.228404,-5.37543e-08,6.21384e-08,7.08977e-08,-2.62742,-1.35345e-09,All,#4682B4,0
4,9,0.264026,6.81002e-09,6.71501e-08,-1.2406e-07,-1.97413,7.5758e-09,All,#4682B4,0
5,9,0.15208,2.28956e-08,3.96471e-09,6.85113e-08,-3.42184,-2.71159e-08,All,#4682B4,0
6,9,0.242396,-4.67864e-09,-3.2554e-08,6.48548e-08,-4.76939,-8.25285e-09,All,#4682B4,0
7,9,0.203223,-1.56504e-08,-4.68915e-08,1.33391e-07,-1.69189,-3.3575e-08,All,#4682B4,0
8,9,0.218361,-4.68867e-08,-1.87304e-07,1.35507e-08,-4.0108,6.17656e-09,All,#4682B4,0
9,9,0.246993,-5.87138e-08,-7.97842e-08,1.68157e-08,-1.57044,1.02199e-08,All,#4682B4,0
0,10,0.177014,-1.70576e-08,-5.28502e-08,-1.01717e-07,-0.0459866,8.56937e-09,All,#4682B4,0
1,10,0.388954,-3.67473e-08,1.08029e-07,1.78331e-07,0.211878,-9.18578e-09,All,#4682B4,0
2,10,0.24964,-3.42213e-08,-3.1744e-08,2.20403e-08,0.46632,1.02501e-08,All,#4682B4,0
3,10,0.294413,-5.88515e-08,-1.06041e-08,7.69564e-08,0.691304,7.85641e-09,All,#4682B4,0
4,10,0.165046,-2.54837e-09,5.39159e-09,-1.49906e-07,0.227218,1.39086e-09,All,#4682B4,0
5,10,0.306517,4.17455e-08,-5.09074e-08,9.47124e-08,0.473074,3.1142e-08,All,#4682B4,0
6,10,0.296248,8.76315e-09,-5.08672e-08,2.41263e-08,0.452203,-2.66028e-08,All,#4682B4,0
7,10,0.341353,-1.87272e-08,-1.14994e-07,3.16306e-08,0.517638,-1.99278e-08,All,#4682B4,0
8,10,0.248649,7.28181e-09,-1.30424e-07,2.23785e-08,-0.352758,-6.36313e-09,All,#4682B4,0
9,10,0.173273,-3.30644e-08,2.79606e-08,-1.35803e-07,0.0820916,3.11694e-09,All,#4682B4,0
0,11,0.162162,2.1614e-08,-6.34087e-08,-2.01655e-08,1.47066,1.44844e-08,All,#4682B4,0
1,11,0.147821,-6.52343e-08,5.516e-08,3.10209e-08,2.31849,6.1379e-09,All,#4682B4,0
2,11,0.0493313,2.46172e-08,1.57986e-07,-4.29496e-08,1.72679,-6.46901e-10,All,#4682B4,0
3,11,0.168999,-2.87728e-08,2.55238e-08,9.64074e-08,1.58173,2.43533e-08,All,#4682B4,0
4,11,0.0666422,-1.29826e-08,1.45594e-07,-4.29458e-08,1.48862,3.45316e-09,All,#4682B4,0
5,11,0.163206,-4.43507e-09,-8.07475e-08,1.8563e-08,2.27433,-3.09868e-08,All,#4682B4,0
6,11,0.124149,-1.19383e-08,2.30345e-08,-1.76295e-07,1.96621,2.67097e-08,All,#4682B4,0
7,11,0.0831039,1.83711e-08,-2.94557e-08,4.91521e-08,2.12393,-1.72662e-08,All,#4682B4,0
8,11,0.126902,4.44954e-08,5.66276e-08,-2.50235e-08,2.03502,-2.61079e-08,All,#4682B4,0
9,11,0.0660761,3.61839e-09,1.52881e-07,-3.68943e-08,1.59786,-1.87869e-08,All,#4682B4,0
0,12,0.010045,5.90432e-08,-1.25472e-07,-1.46829e-08,-0.617981,-3.00513e-08,All,#4682B4,0
1,12,0.0870448,-1.12541e-08,2.89191e-08,-4.6429e-08,-0.558395,-1.06376e-08,All,#4682B4,0
2,12,0.177699,4.0126e-08,2.25867e-07,-7.00551e-08,0.139024,-1.0731e-08,All,#4682B4,0
3,12,0.0422022,-5.21189e-10,1.13795e-07,5.67962e-08,-0.740829,2.13026e-08,All,#4682B4,0
4,12,0.14182,3.11173e-08,-2.974e-07,1.33492e-07,0.50039,-2.97489e-08,All,#4682B4,0
5,12,0.0221305,3.8653e-08,6.52474e-08,-1.66371e-07,-0.651794,-2.46058e-08,All,#4682B4,0
6,12,0.0651756,-6.75928e-08,6.77166e-08,-6.06239e-08,0.281172,-8.83604e-10,All,#4682B4,0
7,12,0.0691946,2.28607e-08,7.14458e-08,-6.57468e-08,-0.175663,-7.06751e-09,All,#4682B4,0
8,12,0.0959625,-5.93154e-08,-2.04235e-08,-3.26286e-08,-0.738576,-2.3885e-09,All,#4682B4,0
9,12,0.17354,1.04634e-08,-3.29228e-07,-4.07559e-08,0.464841,-8.9887e-09,All,#4682B4,0
0,13,-0.204573,1.34757e-08,2.9846e-07,-1.93988e-08,3.46998,-4.63978e-09,All,#4682B4,0
1,13,-0.0915514,-3.72122e-09,2.97835e-09,5.24317e-09,2.67332,3.23342e-09,All,#4682B4,0
2,13,-0.22228,-5.50916e-08,-8.45069e-08,-4.4134e-08,3.36878,4.99864e-10,All,#4682B4,0
3,13,-0.105842,-1.77825e-08,-5.45891e-08,-5.61718e-08,2.83212,1.8305e-08,All,#4682B4,0
4,13,-0.145906,8.71523e-08,-9.92649e-09,9.74081e-09,2.7732,2.31828e-08,All,#4682B4,0
5,13,-0.212135,-3.18382e-08,1.47368e-07,-9.47995e-09,2.46811,4.55245e-09,All,#4682B4,0
6,13,-0.277683,3.24813e-08,1.67556e-07,4.50116e-08,2.39483,2.50503e-08,All,#4682B4,0
7,13,-0.178265,4.94941e-08,8.72272e-08,-4.49976e-08,3.8359,-1.50754e-08,All,#4682B4,0
8,13,-0.195536,-7.00192e-09,1.08596e-07,-8.95239e-08,3.03019,-2.97522e-08,All,#4682B4,0
9,13,-0.193134,1.17554e-08,2.94241e-08,-3.19477e-08,3.46649,-4.17924e-08,All,#4682B4,0
0,14,-0.220274,1.05809e-08,-3.1798e-08,-9.97957e-10,-0.0194734,4.52364e-08,All,#4682B4,0
1,14,-0.321695,-1.12638e-08,-3.60963e-09,-1.1272e-07,-1.55021,-1.48663e-08,All,#4682B4,0
2,14,-0.234603,3.3386e-08,4.167e-08,-4.88911e-08,0.164097,-2.91853e-08,All,#4682B4,0
3,14,-0.252815,-3.82955e-09,-2.54411e-07,-2.0662e-08,-0.86499,9.26603e-09,All,#4682B4,0
4,14,-0.249143,-1.04281e-08,5.39754e-08,-3.43162e-08,-0.28251,-2.79791e-08,All,#4682B4,0
5,14,-0.280811,5.85204e-08,5.75194e-08,-8.99627e-08,-1.43405,1.38372e-08,All,#4682B4,0
6,14,-0.250805,3.09656e-11,-1.66516e-10,1.38432e-07,-3.41663,-2.60929e-08,All,#4682B4,0
7,14,-0.28493,2.19607e-08,-7.74765e-08,2.60095e-08,-2.58942,2.00632e-08,All,#4682B4,0
8,14,-0.310677,-2.61341e-08,3.29914e-08,-5.75807e-08,-1.69276,2.63998e-08,All,#4682B4,0
9,14,-0.26868,1.8435e-08,-8.39599e-08,5.19052e-08,-0.487982,-6.65619e-09,All,#4682B4,0
0,15,-0.0830732,2.97426e-08,-9.47702e-08,-7.59621e-08,-1.31233,-2.08349e-09,All,#4682B4,0
1,15,-0.214813,5.38122e-09,-1.6653e-07,-8.92916e-09,-3.06299,8.09762e-09,All,#4682B4,0
2,15,-0.142523,-3.24177e-08,-1.22383e-07,6.80527e-08,-3.58213,-1.49343e-08,All,#4682B4,0
3,15,-0.170863,-7.60486e-08,2.11542e-07,-1.29048e-08,-1.79583,-3.10569e-08,All,#4682B4,0
4,15,-0.0954506,-7.37198e-08,-7.97122e-08,-4.42757e-09,-0.583138,1.2601e-08,All,#4682B4,0
5,15,-0.126501,2.24984e-08,2.1327e-07,-9.45753e-08,-0.202422,2.62984e-09,All,#4682B4,0
6,15,-0.136398,-1.83717e-08,7.70628e-08,-4.54617e-08,-1.1626,8.55596e-09,All,#4682B4,0
7,15,-0.100318,3.99288e-08,5.72401e-08,5.81947e-08,-1.4343,-1.2357e-08,All,#4682B4,0
8,15,-0.169217,-3.48373e-08,7.87145e-09,3.8701e-08,-7.05689,-1.28853e-08,All,#4682B4,0
9,15,-0.0910635,-2.79013e-08,1.73489e-07,-1.13783e-07,-1.37486,-5.1693e-10,All,#4682B4,0
