V_abscissa,V_pdf,V_cdf,Cl_abscissa,Cl_pdf,Cl_cdf,split
36.7254,0.0504162,0.483362,13.6957,0.126512,0.507529,All
37.504,0.0493359,0.522222,13.9946,0.123048,0.544857,All
38.2826,0.0478576,0.560082,14.2936,0.118732,0.581019,All
39.0611,0.0460434,0.596656,14.5926,0.11372,0.615782,All
39.8397,0.0439571,0.631707,14.8915,0.108163,0.648961,All
40.6183,0.0416615,0.665049,15.1905,0.102208,0.680416,All
41.3968,0.0392167,0.696541,15.4895,0.0959896,0.710048,All
42.1754,0.0366787,0.72609,15.7884,0.0896316,0.737797,All
42.954,0.0340975,0.753644,16.0874,0.0832424,0.763638,All
43.7325,0.0315173,0.779185,16.3864,0.0769158,0.787577,All
44.5111,0.0289758,0.802731,16.6853,0.0707299,0.809643,All
45.2897,0.026504,0.824323,16.9843,0.0647485,0.829889,All
46.0682,0.0241268,0.844026,17.2833,0.0590212,0.848383,All
46.8468,0.0218635,0.861921,17.5822,0.0535853,0.865208,All
47.6254,0.0197277,0.878103,17.8812,0.0484663,0.880455,All
48.404,0.0177286,0.892675,18.1802,0.0436803,0.894221,All
49.1825,0.015871,0.905746,18.4791,0.0392347,0.906607,All
49.9611,0.0141567,0.917426,18.7781,0.0351297,0.917715,All
50.7397,0.0125842,0.927827,19.077,0.03136,0.927645,All
51.5182,0.0111502,0.937057,19.376,0.0279156,0.936498,All
52.2968,0.00984918,0.945223,19.675,0.024783,0.944368,All
53.0754,0.00867466,0.952427,19.9739,0.0219464,0.951346,All
53.8539,0.00761915,0.958762,20.2729,0.0193881,0.957518,All
54.6325,0.00667459,0.964319,20.5719,0.0170894,0.962965,All
55.4111,0.00583265,0.969182,20.8708,0.015031,0.96776,All
56.1897,0.00508495,0.973426,21.1698,0.0131939,0.971974,All
56.9682,0.00442324,0.977122,21.4688,0.0115593,0.97567,All
57.7468,0.00383953,0.980334,21.7677,0.0101089,0.978904,All
58.5254,0.00332618,0.983119,22.0667,0.00882539,0.981731,All
59.3039,0.00287601,0.98553,22.3657,0.00769245,0.984196,All
60.0825,0.0024823,0.987612,22.6646,0.00669473,0.986344,All
60.8611,0.00213883,0.989408,22.9636,0.00581802,0.988211,All
61.6396,0.00183992,0.990954,23.2626,0.00504924,0.989833,All
62.4182,0.00158035,0.992283,23.5615,0.00437641,0.99124,All
63.1968,0.00135544,0.993424,23.8605,0.00378862,0.992458,All
63.9753,0.00116094,0.994402,24.1595,0.00327602,0.993513,All
64.7539,0.00099305,0.995239,24.4584,0.0028297,0.994424,All
65.5325,0.000848394,0.995954,24.7574,0.00244169,0.995211,All
66.3111,0.000723963,0.996565,25.0563,0.00210485,0.995889,All
67.0896,0.0006171,0.997086,25.3553,0.00181283,0.996474,All
67.8682,0.00052546,0.99753,25.6543,0.00155998,0.996977,All
68.6468,0.000446986,0.997908,25.9532,0.00134132,0.99741,All
69.4253,0.000379876,0.998229,26.2522,0.00115243,0.997782,All
70.2039,0.000322556,0.998502,26.5512,0.000989434,0.998101,All
70.9825,0.000273657,0.998733,26.8501,0.000848921,0.998376,All
71.761,0.000231988,0.99893,27.1491,0.000727904,0.998611,All
72.5396,0.000196517,0.999096,27.4481,0.000623769,0.998813,All
73.3182,0.000166353,0.999237,27.747,0.000534235,0.998985,All
74.0968,0.000140726,0.999356,28.046,0.000457316,0.999133,All
74.8753,0.000118973,0.999457,28.345,0.000391282,0.99926,All
75.6539,0.000100524,0.999542,28.6439,0.000334632,0.999368,All
76.4325,8.48892e-05,0.999614,28.9429,0.000286063,0.999461,All
77.211,7.16493e-05,0.999675,29.2419,0.000244448,0.99954,All
77.9896,6.04452e-05,0.999726,29.5408,0.00020881,0.999607,All
78.7682,5.09701e-05,0.99977,29.8398,0.000178309,0.999665,All
79.5467,4.29623e-05,0.999806,30.1388,0.000152215,0.999715,All
80.3253,3.61983e-05,0.999837,30.4377,0.000129903,0.999757,All
81.1039,3.04881e-05,0.999863,30.7367,0.000110832,0.999793,All
81.8824,2.567e-05,0.999885,31.0357,9.45388e-05,0.999823,All
82.661,2.16065e-05,0.999903,31.3346,8.06229e-05,0.999849,All
83.4396,1.8181e-05,0.999919,31.6336,6.87418e-05,0.999872,All
84.2182,1.52945e-05,0.999932,31.9325,5.86012e-05,0.999891,All
84.9967,1.28631e-05,0.999942,32.2315,4.99485e-05,0.999907,All
85.7753,1.08158e-05,0.999952,32.5305,4.25675e-05,0.999921,All
86.5539,9.09253e-06,0.999959,32.8294,3.62726e-05,0.999932,All
87.3324,7.64241e-06,0.999966,33.1284,3.09054e-05,0.999942,All
88.111,6.4225e-06,0.999971,33.4274,2.63299e-05,0.999951,All
88.8896,5.39652e-06,0.999976,33.7263,2.24301e-05,0.999958,All
89.6681,4.53384e-06,0.99998,34.0253,1.91067e-05,0.999964,All
90.4467,3.80864e-06,0.999983,34.3243,1.6275e-05,0.99997,All
91.2253,3.19912e-06,0.999986,34.6232,1.38625e-05,0.999974,All
92.0039,2.68693e-06,0.999988,34.9222,1.18073e-05,0.999978,All
