iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,b,beta_Q_LMP_1,beta_Q_logtAGEA,beta_Q_logtALBGDL,beta_Q_logtPROGDL,beta_V1_ANTU_1,beta_V1_logtCLCRMLMIN,beta_V1_logtPROGDL,beta_V2_SEXF_1,beta_V2_logtHCM,beta_V2_logtRAL,omega_Cl,omega_Q,omega_V1,omega_V2
1125,-546.513,2,13.5105,25.3561,2.47978,1.33277,0.0423361,1.02003,1.40352,19.1199,-18.9652,-0.308893,-1.39957,-0.446822,4.88198,40.0894,0.226065,0.260164,8.45231e-08,0.102969,1.10508e-07
1126,-542.911,2,13.5313,25.4369,2.47978,1.36706,0.0406275,1.02003,1.40352,19.1199,-18.9652,-0.297315,-1.38502,-0.492117,4.88198,40.0894,0.226065,0.261735,8.88852e-08,0.103896,1.09328e-07
1127,-550.567,2,13.5673,25.4929,2.47978,1.37711,0.0403564,1.02003,1.40352,19.1199,-18.9652,-0.290452,-1.34431,-0.523126,4.88198,40.0894,0.226065,0.261676,8.65782e-08,0.102779,1.04533e-07
1128,-556.528,2,13.5974,25.4675,2.47978,1.37711,0.0402117,1.02003,1.40352,19.1199,-18.9652,-0.280908,-1.33919,-0.506285,4.88198,40.0894,0.226065,0.260612,8.58034e-08,0.100498,9.70486e-08
1129,-547.229,2,13.5318,25.4065,2.47978,1.37835,0.0423256,1.02003,1.40352,19.1199,-18.9652,-0.277285,-1.33374,-0.496877,4.88198,40.0894,0.226065,0.262917,8.45864e-08,0.0963839,9.52216e-08
1130,-548.085,2,13.4648,25.3587,2.47978,1.38868,0.0434547,1.02003,1.40352,19.1199,-18.9652,-0.286541,-1.29146,-0.506693,4.88198,40.0894,0.226065,0.262094,8.39178e-08,0.0945926,9.11397e-08
1131,-554.268,2,13.4728,25.2546,2.47978,1.37145,0.0424714,1.02003,1.40352,19.1199,-18.9652,-0.290689,-1.29956,-0.489297,4.88198,40.0894,0.226065,0.260851,8.92337e-08,0.095455,8.76836e-08
1132,-556.491,2,13.4985,25.2543,2.47978,1.37144,0.0422737,1.02003,1.40352,19.1199,-18.9652,-0.280371,-1.35062,-0.499183,4.88198,40.0894,0.226065,0.260125,8.58237e-08,0.0991474,8.38055e-08
1133,-555.195,2,13.4777,25.2358,2.47978,1.3587,0.0414162,1.02003,1.40352,19.1199,-18.9652,-0.282013,-1.38483,-0.519519,4.88198,40.0894,0.226065,0.259988,8.81691e-08,0.102763,8.26775e-08
1134,-553.08,2,13.4742,25.2691,2.47978,1.33919,0.0425425,1.02003,1.40352,19.1199,-18.9652,-0.2888,-1.40621,-0.538257,4.88198,40.0894,0.226065,0.259538,8.74296e-08,0.101433,8.51484e-08
1135,-554.181,2,13.4905,25.3413,2.47978,1.33918,0.0424103,1.02003,1.40352,19.1199,-18.9652,-0.298693,-1.4291,-0.570987,4.88198,40.0894,0.226065,0.260443,8.54338e-08,0.102829,8.64327e-08
1136,-565.203,2,13.4864,25.4241,2.47978,1.32806,0.0427676,1.02003,1.40352,19.1199,-18.9652,-0.300083,-1.40018,-0.557718,4.88198,40.0894,0.226065,0.258926,8.03216e-08,0.0985553,8.42253e-08
1137,-557.318,2,13.5166,25.4649,2.47978,1.31981,0.0429196,1.02003,1.40352,19.1199,-18.9652,-0.28902,-1.40157,-0.560311,4.88198,40.0894,0.226065,0.259879,7.73693e-08,0.100796,8.79003e-08
1138,-560.126,2,13.5202,25.398,2.47978,1.33282,0.0410802,1.02003,1.40352,19.1199,-18.9652,-0.285447,-1.39398,-0.571156,4.88198,40.0894,0.226065,0.259296,7.54907e-08,0.103023,9.07207e-08
1139,-555.841,2,13.5357,25.4823,2.47978,1.33282,0.0410121,1.02003,1.40352,19.1199,-18.9652,-0.276949,-1.35197,-0.583363,4.88198,40.0894,0.226065,0.259439,7.5491e-08,0.107253,9.0921e-08
1140,-565.29,2,13.5493,25.4241,2.47978,1.3187,0.0411583,1.02003,1.40352,19.1199,-18.9652,-0.273431,-1.33292,-0.578339,4.88198,40.0894,0.226065,0.256493,7.46351e-08,0.108411,8.65119e-08
1141,-567.745,2,13.5095,25.2366,2.47978,1.32738,0.0410942,1.02003,1.40352,19.1199,-18.9652,-0.258504,-1.37239,-0.59785,4.88198,40.0894,0.226065,0.258068,7.05363e-08,0.104339,8.41567e-08
1142,-571.267,2,13.511,25.402,2.47978,1.31697,0.0422882,1.02003,1.40352,19.1199,-18.9652,-0.269375,-1.37797,-0.629828,4.88198,40.0894,0.226065,0.258979,6.5349e-08,0.0995893,8.31652e-08
1143,-563.373,2,13.54,25.4925,2.47978,1.30718,0.0433215,1.02003,1.40352,19.1199,-18.9652,-0.2681,-1.37228,-0.640282,4.88198,40.0894,0.226065,0.259386,6.7265e-08,0.0975263,8.33547e-08
1144,-574.296,2,13.5431,25.5328,2.47978,1.2997,0.0431692,1.02003,1.40352,19.1199,-18.9652,-0.27231,-1.34302,-0.553561,4.88198,40.0894,0.226065,0.259854,6.42431e-08,0.0966704,8.1001e-08
1145,-566.451,2,13.5305,25.6022,2.47978,1.29969,0.0425315,1.02003,1.40352,19.1199,-18.9652,-0.288349,-1.37902,-0.581041,4.88198,40.0894,0.226065,0.261802,6.48372e-08,0.0961991,8.55947e-08
1146,-565.804,2,13.5416,25.4675,2.47978,1.29371,0.042717,1.02003,1.40352,19.1199,-18.9652,-0.284708,-1.35755,-0.50613,4.88198,40.0894,0.226065,0.263343,6.74609e-08,0.0930881,8.68479e-08
1147,-563.105,2,13.4901,25.3805,2.47978,1.31424,0.0432023,1.02003,1.40352,19.1199,-18.9652,-0.291006,-1.35112,-0.504744,4.88198,40.0894,0.226065,0.263692,6.46933e-08,0.0899258,8.93984e-08
1148,-565.362,2,13.4984,25.4319,2.47978,1.32183,0.0427804,1.02003,1.40352,19.1199,-18.9652,-0.29953,-1.37185,-0.515134,4.88198,40.0894,0.226065,0.26408,6.69506e-08,0.088184,8.81809e-08
1149,-564.506,2,13.512,25.3727,2.47978,1.32182,0.0424869,1.02003,1.40352,19.1199,-18.9652,-0.29503,-1.35992,-0.504046,4.88198,40.0894,0.226065,0.261279,7.04767e-08,0.0884123,8.71898e-08
1150,-561.884,2,13.5095,25.4232,2.47978,1.31429,0.0441221,1.02003,1.40352,19.1199,-18.9652,-0.298162,-1.37733,-0.496343,4.88198,40.0894,0.226065,0.261106,7.04611e-08,0.0893331,8.39171e-08
1151,-562.899,2,13.4806,25.5457,2.47978,1.30702,0.0445457,1.02003,1.40352,19.1199,-18.9652,-0.294746,-1.34544,-0.525985,4.88198,40.0894,0.226065,0.260637,6.83706e-08,0.0926462,8.4364e-08
1152,-555.834,2,13.4656,25.5874,2.47978,1.32568,0.0438928,1.02003,1.40352,19.1199,-18.9652,-0.281781,-1.30553,-0.547519,4.88198,40.0894,0.226065,0.259311,7.10067e-08,0.0932073,8.7053e-08
1153,-564.13,2,13.5144,25.5462,2.47978,1.33495,0.0439529,1.02003,1.40352,19.1199,-18.9652,-0.283145,-1.29914,-0.539905,4.88198,40.0894,0.226065,0.259296,7.08454e-08,0.0912437,8.38803e-08
1154,-568.902,2,13.5153,25.7223,2.47978,1.32024,0.044544,1.02003,1.40352,19.1199,-18.9652,-0.283932,-1.26578,-0.5069,4.88198,40.0894,0.226065,0.257092,6.72531e-08,0.0896157,8.51829e-08
1155,-566.401,2,13.525,25.7186,2.47978,1.32023,0.0441794,1.02003,1.40352,19.1199,-18.9652,-0.276196,-1.25919,-0.496644,4.88198,40.0894,0.226065,0.257393,6.70119e-08,0.0895778,8.53083e-08
1156,-569.934,2,13.5589,25.6129,2.47978,1.3268,0.0425894,1.02003,1.40352,19.1199,-18.9652,-0.270125,-1.28882,-0.47794,4.88198,40.0894,0.226065,0.259388,6.54916e-08,0.092049,8.50672e-08
1157,-571.438,2,13.5466,25.5173,2.47978,1.31299,0.0433179,1.02003,1.40352,19.1199,-18.9652,-0.267635,-1.30235,-0.469833,4.88198,40.0894,0.226065,0.260131,6.29188e-08,0.09233,8.32966e-08
1158,-577.188,2,13.4988,25.5014,2.47978,1.3262,0.0428499,1.02003,1.40352,19.1199,-18.9652,-0.277612,-1.32377,-0.474084,4.88198,40.0894,0.226065,0.25888,5.92894e-08,0.0892748,8.19974e-08
1159,-570.233,2,13.508,25.4553,2.47978,1.33348,0.0416284,1.02003,1.40352,19.1199,-18.9652,-0.265269,-1.36218,-0.475713,4.88198,40.0894,0.226065,0.260532,5.8361e-08,0.0914782,8.51702e-08
1160,-572.375,2,13.5149,25.3848,2.47978,1.35225,0.0408131,1.02003,1.40352,19.1199,-18.9652,-0.262422,-1.37258,-0.468243,4.88198,40.0894,0.226065,0.26108,5.56153e-08,0.0954912,8.31936e-08
1161,-561.266,2,13.5335,25.3848,2.47978,1.38319,0.0401381,1.02003,1.40352,19.1199,-18.9652,-0.270662,-1.34869,-0.470067,4.88198,40.0894,0.226065,0.260598,5.69748e-08,0.0928566,8.84928e-08
1162,-572.254,2,13.523,25.4124,2.47978,1.37599,0.0404552,1.02003,1.40352,19.1199,-18.9652,-0.269316,-1.30918,-0.470044,4.88198,40.0894,0.226065,0.262044,5.78236e-08,0.094511,8.20671e-08
1163,-565.566,2,13.5059,25.5185,2.47978,1.36764,0.0413988,1.02003,1.40352,19.1199,-18.9652,-0.272882,-1.2704,-0.474003,4.88198,40.0894,0.226065,0.25972,5.67239e-08,0.0950962,8.51629e-08
1164,-573.421,2,13.5216,25.4871,2.47978,1.36011,0.0411754,1.02003,1.40352,19.1199,-18.9652,-0.272196,-1.29344,-0.486742,4.88198,40.0894,0.226065,0.260202,5.37013e-08,0.0958785,8.74062e-08
1165,-569.764,2,13.4902,25.4619,2.47978,1.36746,0.04019,1.02003,1.40352,19.1199,-18.9652,-0.276352,-1.33254,-0.518421,4.88198,40.0894,0.226065,0.258496,5.38796e-08,0.100927,8.55052e-08
1166,-569.331,2,13.4998,25.4021,2.47978,1.36746,0.0402044,1.02003,1.40352,19.1199,-18.9652,-0.27094,-1.38323,-0.532356,4.88198,40.0894,0.226065,0.258702,5.47152e-08,0.100593,8.50617e-08
1167,-568.646,2,13.4874,25.4396,2.47978,1.35057,0.0414149,1.02003,1.40352,19.1199,-18.9652,-0.279241,-1.4001,-0.532653,4.88198,40.0894,0.226065,0.258268,5.51499e-08,0.0991653,8.48645e-08
1168,-560.787,2,13.488,25.319,2.47978,1.34739,0.0424526,1.02003,1.40352,19.1199,-18.9652,-0.277864,-1.37032,-0.519364,4.88198,40.0894,0.226065,0.259208,5.48211e-08,0.0962933,9.11909e-08
1169,-561.761,2,13.4965,25.2615,2.47978,1.34739,0.042833,1.02003,1.40352,19.1199,-18.9652,-0.275669,-1.39835,-0.531034,4.88198,40.0894,0.226065,0.258309,5.49153e-08,0.0970647,9.32983e-08
1170,-561.377,2,13.5263,25.3307,2.47978,1.36309,0.0426509,1.02003,1.40352,19.1199,-18.9652,-0.273444,-1.40545,-0.525554,4.88198,40.0894,0.226065,0.260995,5.54062e-08,0.0962391,9.28593e-08
1171,-565.862,2,13.5258,25.2537,2.47978,1.3691,0.0425556,1.02003,1.40352,19.1199,-18.9652,-0.276634,-1.40287,-0.505199,4.88198,40.0894,0.226065,0.262852,5.41945e-08,0.0955411,9.19873e-08
1172,-567.416,2,13.5404,25.2657,2.47978,1.38091,0.0418866,1.02003,1.40352,19.1199,-18.9652,-0.275898,-1.37568,-0.502382,4.88198,40.0894,0.226065,0.263047,5.31627e-08,0.0923037,9.46296e-08
1173,-565.011,2,13.539,25.3425,2.47978,1.3721,0.0415708,1.02003,1.40352,19.1199,-18.9652,-0.277293,-1.34936,-0.505874,4.88198,40.0894,0.226065,0.262228,5.38793e-08,0.0931696,9.72066e-08
1174,-564.004,2,13.5702,25.2806,2.47978,1.3721,0.0418574,1.02003,1.40352,19.1199,-18.9652,-0.274705,-1.38178,-0.515311,4.88198,40.0894,0.226065,0.263884,5.29721e-08,0.0947946,9.74225e-08
1175,-572.324,2,13.5498,25.2924,2.47978,1.34625,0.0427714,1.02003,1.40352,19.1199,-18.9652,-0.278403,-1.399,-0.513929,4.88198,40.0894,0.226065,0.263302,5.2217e-08,0.0939323,9.4989e-08
1176,-563.057,2,13.5534,25.3055,2.47978,1.33866,0.0437267,1.02003,1.40352,19.1199,-18.9652,-0.276092,-1.36624,-0.518317,4.88198,40.0894,0.226065,0.263483,5.34667e-08,0.0908661,9.6618e-08
1177,-555.241,2,13.5558,25.2748,2.47978,1.35035,0.0438832,1.02003,1.40352,19.1199,-18.9652,-0.274373,-1.36903,-0.491655,4.88198,40.0894,0.226065,0.261365,5.75336e-08,0.0924553,9.47087e-08
1178,-566.793,2,13.5604,25.3786,2.47978,1.34555,0.04397,1.02003,1.40352,19.1199,-18.9652,-0.283655,-1.37263,-0.497224,4.88198,40.0894,0.226065,0.260967,5.72931e-08,0.09078,9.45164e-08
1179,-557.345,2,13.5314,25.3939,2.47978,1.35371,0.0445018,1.02003,1.40352,19.1199,-18.9652,-0.283033,-1.37358,-0.497036,4.88198,40.0894,0.226065,0.261135,5.63671e-08,0.0917117,9.56678e-08
1180,-562.763,2,13.534,25.4459,2.47978,1.35944,0.0447576,1.02003,1.40352,19.1199,-18.9652,-0.290463,-1.37537,-0.474248,4.88198,40.0894,0.226065,0.264035,5.61654e-08,0.0917348,9.1822e-08
1181,-552.758,2,13.5433,25.5113,2.47978,1.38821,0.0434635,1.02003,1.40352,19.1199,-18.9652,-0.296246,-1.38566,-0.482867,4.88198,40.0894,0.226065,0.263053,5.95148e-08,0.093732,9.16067e-08
1182,-564.886,2,13.5486,25.5186,2.47978,1.38244,0.0432094,1.02003,1.40352,19.1199,-18.9652,-0.291032,-1.39389,-0.497211,4.88198,40.0894,0.226065,0.261959,6.05442e-08,0.094457,8.83614e-08
1183,-564.266,2,13.5481,25.5757,2.47978,1.35997,0.044052,1.02003,1.40352,19.1199,-18.9652,-0.298667,-1.36899,-0.489297,4.88198,40.0894,0.226065,0.261272,6.07243e-08,0.0937909,8.79964e-08
1184,-568.416,2,13.5387,25.6086,2.47978,1.35192,0.0446579,1.02003,1.40352,19.1199,-18.9652,-0.296634,-1.34152,-0.49156,4.88198,40.0894,0.226065,0.25977,5.79311e-08,0.0926191,8.81839e-08
1185,-568.109,2,13.5155,25.6343,2.47978,1.35191,0.0446384,1.02003,1.40352,19.1199,-18.9652,-0.29223,-1.33945,-0.476076,4.88198,40.0894,0.226065,0.257969,5.88648e-08,0.0893592,8.77933e-08
1186,-585.542,2,13.5041,25.644,2.47978,1.34138,0.0437474,1.02003,1.40352,19.1199,-18.9652,-0.290484,-1.33586,-0.489593,4.88198,40.0894,0.226065,0.258188,5.56722e-08,0.0901154,8.29425e-08
1187,-571.556,2,13.5031,25.6359,2.47978,1.34531,0.043371,1.02003,1.40352,19.1199,-18.9652,-0.291432,-1.32184,-0.491672,4.88198,40.0894,0.226065,0.257821,5.56056e-08,0.090761,8.20422e-08
1188,-561.416,2,13.5258,25.6146,2.47978,1.35619,0.0443605,1.02003,1.40352,19.1199,-18.9652,-0.296846,-1.31495,-0.484849,4.88198,40.0894,0.226065,0.259573,5.62312e-08,0.0914125,7.96522e-08
1189,-572.501,2,13.5383,25.657,2.47978,1.35139,0.044725,1.02003,1.40352,19.1199,-18.9652,-0.294389,-1.30558,-0.501899,4.88198,40.0894,0.226065,0.259583,5.58118e-08,0.0911762,7.72597e-08
1190,-576.315,2,13.539,25.6104,2.47978,1.35138,0.044123,1.02003,1.40352,19.1199,-18.9652,-0.289816,-1.31064,-0.517601,4.88198,40.0894,0.226065,0.2593,5.43868e-08,0.0916348,7.61845e-08
1191,-584.408,2,13.542,25.5816,2.47978,1.35016,0.0425555,1.02003,1.40352,19.1199,-18.9652,-0.288463,-1.34238,-0.578335,4.88198,40.0894,0.226065,0.258969,5.37781e-08,0.0920157,7.46622e-08
1192,-581.915,2,13.5237,25.5987,2.47978,1.35017,0.0424212,1.02003,1.40352,19.1199,-18.9652,-0.284807,-1.35025,-0.574674,4.88198,40.0894,0.226065,0.257322,5.20178e-08,0.0916722,7.34464e-08
1193,-573.518,2,13.5199,25.5655,2.47978,1.35002,0.0417192,1.02003,1.40352,19.1199,-18.9652,-0.277033,-1.35352,-0.594467,4.88198,40.0894,0.226065,0.258888,5.25178e-08,0.0926271,7.59639e-08
1194,-585.66,2,13.5211,25.5762,2.47978,1.33705,0.0416779,1.02003,1.40352,19.1199,-18.9652,-0.273164,-1.34419,-0.589274,4.88198,40.0894,0.226065,0.25894,4.97205e-08,0.0932398,7.67189e-08
1195,-561.648,2,13.5128,25.5086,2.47978,1.35701,0.0421985,1.02003,1.40352,19.1199,-18.9652,-0.273502,-1.35138,-0.593093,4.88198,40.0894,0.226065,0.258831,5.13706e-08,0.093947,7.71457e-08
1196,-572.628,2,13.4984,25.4423,2.47978,1.3724,0.0412685,1.02003,1.40352,19.1199,-18.9652,-0.265974,-1.37174,-0.596474,4.88198,40.0894,0.226065,0.256864,5.09201e-08,0.0964038,7.74346e-08
1197,-575.921,2,13.4855,25.4323,2.47978,1.37239,0.0409246,1.02003,1.40352,19.1199,-18.9652,-0.266057,-1.35568,-0.578964,4.88198,40.0894,0.226065,0.257817,4.93479e-08,0.0971909,7.86584e-08
1198,-575.18,2,13.4884,25.4428,2.47978,1.3609,0.0413713,1.02003,1.40352,19.1199,-18.9652,-0.265843,-1.35158,-0.586303,4.88198,40.0894,0.226065,0.257508,4.89678e-08,0.0996574,7.77157e-08
1199,-577.883,2,13.4716,25.2666,2.47978,1.3745,0.0412682,1.02003,1.40352,19.1199,-18.9652,-0.246595,-1.36499,-0.600013,4.88198,40.0894,0.226065,0.257964,4.86452e-08,0.0994231,7.38147e-08
1200,-585.313,2,13.4608,25.2376,2.47978,1.36828,0.0414188,1.02003,1.40352,19.1199,-18.9652,-0.254243,-1.37264,-0.587848,4.88198,40.0894,0.226065,0.258454,4.68407e-08,0.0986715,7.20912e-08
1201,-576.839,2,13.473,25.2191,2.47978,1.3787,0.0412193,1.02003,1.40352,19.1199,-18.9652,-0.249945,-1.37774,-0.572196,4.88198,40.0894,0.226065,0.260271,4.77056e-08,0.0986379,6.94603e-08
1202,-574.594,2,13.4605,25.25,2.47978,1.37871,0.0414021,1.02003,1.40352,19.1199,-18.9652,-0.248888,-1.39837,-0.568516,4.88198,40.0894,0.226065,0.261684,4.76831e-08,0.0999782,6.8462e-08
1203,-569.881,2,13.4485,25.3166,2.47978,1.38961,0.0422148,1.02003,1.40352,19.1199,-18.9652,-0.250026,-1.42709,-0.582461,4.88198,40.0894,0.226065,0.260227,4.71178e-08,0.100137,6.82102e-08
1204,-584.333,2,13.4586,25.3338,2.47978,1.3831,0.0425233,1.02003,1.40352,19.1199,-18.9652,-0.245312,-1.42962,-0.598266,4.88198,40.0894,0.226065,0.26065,4.57073e-08,0.0989277,6.68766e-08
1205,-588.297,2,13.4565,25.3368,2.47978,1.37937,0.042603,1.02003,1.40352,19.1199,-18.9652,-0.249406,-1.43542,-0.596142,4.88198,40.0894,0.226065,0.260208,4.44918e-08,0.098172,6.4525e-08
1206,-578.57,2,13.4594,25.2848,2.47978,1.38384,0.0427639,1.02003,1.40352,19.1199,-18.9652,-0.246102,-1.43914,-0.613468,4.88198,40.0894,0.226065,0.259842,4.4267e-08,0.0984246,6.39272e-08
1207,-583.029,2,13.4594,25.3434,2.47978,1.38383,0.0420919,1.02003,1.40352,19.1199,-18.9652,-0.245745,-1.42569,-0.621243,4.88198,40.0894,0.226065,0.259597,4.46807e-08,0.0998144,6.26094e-08
1208,-583.331,2,13.4753,25.3541,2.47978,1.36758,0.0423635,1.02003,1.40352,19.1199,-18.9652,-0.243971,-1.39346,-0.618947,4.88198,40.0894,0.226065,0.25945,4.5674e-08,0.0979846,6.32208e-08
1209,-585.264,2,13.4818,25.2832,2.47978,1.36758,0.0420083,1.02003,1.40352,19.1199,-18.9652,-0.237684,-1.39194,-0.620335,4.88198,40.0894,0.226065,0.257808,4.5717e-08,0.097131,6.33404e-08
1210,-586.303,2,13.4852,25.2929,2.47978,1.36757,0.0419048,1.02003,1.40352,19.1199,-18.9652,-0.23975,-1.37761,-0.613966,4.88198,40.0894,0.226065,0.259802,4.57081e-08,0.0948934,6.32051e-08
1211,-590.244,2,13.5075,25.2966,2.47978,1.36318,0.0416681,1.02003,1.40352,19.1199,-18.9652,-0.237228,-1.35602,-0.619768,4.88198,40.0894,0.226065,0.260556,4.47742e-08,0.092989,6.40195e-08
1212,-586.357,2,13.492,25.2616,2.47978,1.36317,0.0412845,1.02003,1.40352,19.1199,-18.9652,-0.239459,-1.35938,-0.637291,4.88198,40.0894,0.226065,0.259789,4.41793e-08,0.0948008,6.47489e-08
1213,-579.563,2,13.4619,25.2115,2.47978,1.36317,0.0415985,1.02003,1.40352,19.1199,-18.9652,-0.246919,-1.36928,-0.641989,4.88198,40.0894,0.226065,0.260875,4.51426e-08,0.094641,6.42815e-08
1214,-587.902,2,13.4468,25.1723,2.47978,1.35297,0.0417238,1.02003,1.40352,19.1199,-18.9652,-0.247109,-1.38164,-0.638996,4.88198,40.0894,0.226065,0.26087,4.55961e-08,0.0931162,6.38941e-08
1215,-580.471,2,13.4514,25.1762,2.47978,1.34571,0.0417778,1.02003,1.40352,19.1199,-18.9652,-0.245967,-1.39614,-0.632207,4.88198,40.0894,0.226065,0.26204,4.68045e-08,0.0935256,6.44012e-08
1216,-585.145,2,13.4514,25.2307,2.47978,1.34571,0.0416786,1.02003,1.40352,19.1199,-18.9652,-0.245705,-1.37019,-0.63658,4.88198,40.0894,0.226065,0.261129,4.70226e-08,0.0950163,6.29773e-08
1217,-582.503,2,13.4658,25.2118,2.47978,1.35349,0.0409774,1.02003,1.40352,19.1199,-18.9652,-0.241204,-1.35884,-0.637079,4.88198,40.0894,0.226065,0.260542,4.69361e-08,0.096316,6.38478e-08
1218,-575.083,2,13.477,25.2234,2.47978,1.3535,0.041754,1.02003,1.40352,19.1199,-18.9652,-0.236512,-1.35776,-0.653993,4.88198,40.0894,0.226065,0.259372,4.72662e-08,0.0985689,6.38391e-08
1219,-588.194,2,13.504,25.241,2.47978,1.36113,0.041276,1.02003,1.40352,19.1199,-18.9652,-0.235228,-1.36007,-0.639494,4.88198,40.0894,0.226065,0.261665,4.56631e-08,0.0971592,6.40766e-08
1220,-581.556,2,13.5176,25.1738,2.47978,1.37366,0.0406347,1.02003,1.40352,19.1199,-18.9652,-0.230786,-1.3718,-0.634728,4.88198,40.0894,0.226065,0.263346,4.53846e-08,0.0984862,6.34965e-08
1221,-578.764,2,13.5308,25.1591,2.47978,1.37366,0.0403302,1.02003,1.40352,19.1199,-18.9652,-0.22981,-1.37104,-0.638699,4.88198,40.0894,0.226065,0.26395,4.73071e-08,0.100647,6.2129e-08
1222,-588.56,2,13.5243,25.209,2.47978,1.36992,0.0407189,1.02003,1.40352,19.1199,-18.9652,-0.235613,-1.37289,-0.638869,4.88198,40.0894,0.226065,0.262972,4.62884e-08,0.0998449,6.1061e-08
1223,-576.76,2,13.5217,25.2142,2.47978,1.36994,0.0414836,1.02003,1.40352,19.1199,-18.9652,-0.239272,-1.39437,-0.644931,4.88198,40.0894,0.226065,0.262388,4.58585e-08,0.101593,6.06948e-08
1224,-577.067,2,13.5079,25.2442,2.47978,1.36994,0.0416108,1.02003,1.40352,19.1199,-18.9652,-0.242467,-1.39301,-0.646152,4.88198,40.0894,0.226065,0.262026,4.60327e-08,0.102794,6.12391e-08
1225,-581.616,2,13.5018,25.2162,2.47978,1.36085,0.04209,1.02003,1.40352,19.1199,-18.9652,-0.244405,-1.39021,-0.652159,4.88198,40.0894,0.226065,0.262267,4.62441e-08,0.102895,6.05347e-08
1226,-589.116,2,13.5223,25.2511,2.47978,1.36083,0.0410802,1.02003,1.40352,19.1199,-18.9652,-0.245129,-1.38724,-0.639747,4.88198,40.0894,0.226065,0.262669,4.59732e-08,0.102565,6.07639e-08
1227,-587.392,2,13.5224,25.3099,2.47978,1.35242,0.0408768,1.02003,1.40352,19.1199,-18.9652,-0.255191,-1.39088,-0.609681,4.88198,40.0894,0.226065,0.263039,4.60163e-08,0.104628,5.99385e-08
1228,-589.249,2,13.5516,25.2763,2.47978,1.35623,0.0410375,1.02003,1.40352,19.1199,-18.9652,-0.251804,-1.36569,-0.551962,4.88198,40.0894,0.226065,0.264341,4.46124e-08,0.101978,6.01517e-08
1229,-582.913,2,13.5567,25.2704,2.47978,1.34995,0.0416774,1.02003,1.40352,19.1199,-18.9652,-0.255355,-1.39109,-0.63002,4.88198,40.0894,0.226065,0.26451,4.4316e-08,0.10118,6.06359e-08
1230,-589.323,2,13.563,25.2737,2.47978,1.34477,0.041965,1.02003,1.40352,19.1199,-18.9652,-0.254735,-1.41136,-0.639779,4.88198,40.0894,0.226065,0.26399,4.48976e-08,0.10031,5.8857e-08
1231,-586.755,2,13.5772,25.2506,2.47978,1.33794,0.0420085,1.02003,1.40352,19.1199,-18.9652,-0.256152,-1.40889,-0.649822,4.88198,40.0894,0.226065,0.263776,4.5345e-08,0.0997035,5.92199e-08
1232,-584.13,2,13.5765,25.253,2.47978,1.33712,0.042207,1.02003,1.40352,19.1199,-18.9652,-0.254961,-1.4164,-0.654737,4.88198,40.0894,0.226065,0.263608,4.53565e-08,0.0994771,5.9359e-08
1233,-592.329,2,13.5798,25.2662,2.47978,1.32844,0.0421389,1.02003,1.40352,19.1199,-18.9652,-0.256441,-1.39833,-0.652307,4.88198,40.0894,0.226065,0.263235,4.50223e-08,0.100896,5.83662e-08
1234,-586.272,2,13.5699,25.2765,2.47978,1.32845,0.0422713,1.02003,1.40352,19.1199,-18.9652,-0.260802,-1.36884,-0.657162,4.88198,40.0894,0.226065,0.263096,4.48904e-08,0.100108,5.83015e-08
1235,-585.369,2,13.5702,25.3118,2.47978,1.32543,0.042785,1.02003,1.40352,19.1199,-18.9652,-0.257285,-1.37145,-0.646055,4.88198,40.0894,0.226065,0.263635,4.46294e-08,0.0999798,5.79168e-08
1236,-591.235,2,13.558,25.2943,2.47978,1.32975,0.0426249,1.02003,1.40352,19.1199,-18.9652,-0.252205,-1.37717,-0.642787,4.88198,40.0894,0.226065,0.263514,4.33563e-08,0.0998021,5.78951e-08
1237,-587.305,2,13.5481,25.2599,2.47978,1.32493,0.0429368,1.02003,1.40352,19.1199,-18.9652,-0.249655,-1.37739,-0.64308,4.88198,40.0894,0.226065,0.262753,4.38622e-08,0.0976831,5.83676e-08
1238,-589.569,2,13.5448,25.2534,2.47978,1.32968,0.0424706,1.02003,1.40352,19.1199,-18.9652,-0.245368,-1.39093,-0.637075,4.88198,40.0894,0.226065,0.262488,4.357e-08,0.0973868,5.88683e-08
1239,-592.019,2,13.542,25.257,2.47978,1.33318,0.0424531,1.02003,1.40352,19.1199,-18.9652,-0.243287,-1.39874,-0.641374,4.88198,40.0894,0.226065,0.26186,4.2851e-08,0.0976695,5.79422e-08
1240,-591.021,2,13.56,25.268,2.47978,1.33,0.042725,1.02003,1.40352,19.1199,-18.9652,-0.239456,-1.39775,-0.649538,4.88198,40.0894,0.226065,0.261458,4.30271e-08,0.0964376,5.75306e-08
1241,-593.185,2,13.5581,25.2038,2.47978,1.33,0.0429378,1.02003,1.40352,19.1199,-18.9652,-0.233818,-1.40124,-0.652536,4.88198,40.0894,0.226065,0.262065,4.21556e-08,0.0959366,5.71348e-08
1242,-583.604,2,13.5631,25.1726,2.47978,1.32514,0.0432445,1.02003,1.40352,19.1199,-18.9652,-0.232238,-1.39612,-0.655018,4.88198,40.0894,0.226065,0.262611,4.27127e-08,0.0969707,5.72023e-08
