iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V2_pop,a,b,omega_Cl,omega_Q,omega_V1,omega_V2
778,463.4,2,13.4465,36.5109,14.1561,1.57201,0.0424504,0.257838,1.01781,0.221962,0.837225
779,461.861,2,13.4445,36.3198,14.1012,1.57201,0.0425766,0.258021,1.00847,0.221635,0.851688
780,458.763,2,13.4596,35.8957,13.9261,1.56672,0.0426692,0.259215,1.0138,0.221183,0.848324
781,458.28,2,13.4803,35.3636,13.9003,1.57035,0.0423683,0.259608,1.00996,0.220854,0.850999
782,459.585,2,13.4898,35.0951,13.9317,1.57033,0.0416911,0.259766,1.01777,0.224547,0.860287
783,471.383,2,13.5032,35.1929,13.8509,1.58185,0.0411991,0.260547,1.04276,0.225755,0.871178
784,470.482,2,13.4901,35.0533,13.7953,1.58059,0.0415599,0.259792,1.05887,0.228976,0.872157
785,461.151,2,13.4767,34.7223,13.7538,1.58059,0.0415208,0.259215,1.04986,0.232047,0.863223
786,462.557,2,13.4559,33.9934,13.7105,1.58537,0.0411485,0.25912,1.04321,0.234312,0.864011
787,457.073,2,13.4329,34.4989,13.7632,1.59388,0.0408911,0.258249,1.03163,0.234006,0.848573
788,448.806,2,13.4268,34.8699,13.7534,1.59387,0.0402885,0.258882,1.01255,0.232727,0.841779
789,452.747,2,13.4228,35.2575,13.7635,1.59388,0.0406561,0.258894,0.992866,0.230602,0.830456
790,460.37,2,13.4123,35.592,13.8038,1.60393,0.0407829,0.257763,0.985785,0.23068,0.817031
791,451.632,2,13.4241,35.7385,13.9756,1.60967,0.0400818,0.258476,0.976454,0.229534,0.813322
792,456.467,2,13.4524,36.0219,14.0841,1.60966,0.0400161,0.259115,0.974919,0.228445,0.816032
793,453.391,2,13.4663,35.9418,14.0939,1.6046,0.0400253,0.259553,0.977401,0.22644,0.814944
794,448.523,2,13.4719,36.5302,14.0693,1.60442,0.0396897,0.260649,0.971924,0.22289,0.812057
795,446.835,2,13.4753,36.9407,14.0846,1.59055,0.0400191,0.260814,0.974218,0.218794,0.810271
796,451.067,2,13.4685,37.3821,14.0632,1.60237,0.0390394,0.261309,0.969408,0.217292,0.811458
797,451.684,2,13.4866,37.4579,14.1382,1.59123,0.0394075,0.261169,0.978785,0.214553,0.816457
798,453.859,2,13.4947,37.2652,14.1821,1.58679,0.0392974,0.261571,0.991693,0.215481,0.813257
799,459.475,2,13.4944,36.9759,14.2567,1.58366,0.039515,0.261022,1.01583,0.214432,0.81505
800,455.469,2,13.4921,36.4304,14.3109,1.57144,0.0400372,0.260406,1.018,0.219186,0.805374
801,452.128,2,13.4867,36.4166,14.2949,1.56407,0.0399701,0.260231,1.01811,0.22395,0.798259
802,454.357,2,13.4868,35.9842,14.3889,1.56407,0.0400013,0.260492,1.01153,0.226745,0.791879
803,449.014,2,13.4747,35.32,14.416,1.54608,0.0407187,0.260128,1.00412,0.227953,0.785652
804,459.531,2,13.4784,34.9472,14.4191,1.54147,0.0413872,0.260983,1.0033,0.230025,0.77731
805,451.084,2,13.475,35.1884,14.4636,1.53712,0.0413585,0.260717,0.995522,0.230649,0.783189
806,457.725,2,13.4856,34.9951,14.3593,1.53428,0.0419838,0.260999,0.991333,0.231377,0.775912
807,463.445,2,13.4828,34.9785,14.3109,1.53904,0.0422003,0.26025,0.991504,0.233484,0.778582
808,463.812,2,13.4983,35.119,14.318,1.54413,0.0420763,0.260345,0.999551,0.234629,0.786736
809,460.77,2,13.4972,35.0381,14.2524,1.54037,0.0421864,0.260374,1.00863,0.236583,0.789012
810,465.826,2,13.497,34.9531,14.1763,1.54264,0.0423071,0.260785,1.01127,0.239494,0.791067
811,464.832,2,13.4893,34.9453,14.1053,1.55456,0.0424042,0.260575,1.00292,0.239675,0.787899
812,463.625,2,13.495,35.3765,14.0826,1.56242,0.0423193,0.259774,1.00561,0.239215,0.791583
813,459.227,2,13.4964,35.4979,13.9894,1.56242,0.0425847,0.259718,1.0074,0.236937,0.791515
814,477.308,2,13.4963,35.6227,13.8714,1.57022,0.0431882,0.260088,1.01671,0.236875,0.792296
815,469.755,2,13.4976,35.7447,13.8388,1.57673,0.0427232,0.259858,1.03238,0.240682,0.794881
816,467.394,2,13.501,36.1161,13.9376,1.58294,0.0423969,0.260627,1.03447,0.242154,0.80039
817,468.729,2,13.5105,36.2096,13.9823,1.58469,0.0428665,0.260943,1.02663,0.241695,0.803695
818,468.609,2,13.5039,35.813,13.9886,1.59246,0.0428306,0.26091,1.01946,0.243331,0.803864
819,460.246,2,13.5007,36.0561,14.0591,1.59246,0.0426354,0.260618,1.01462,0.243281,0.809641
820,458.758,2,13.4967,36.5448,14.0719,1.58488,0.0427975,0.260285,1.01764,0.242263,0.809438
821,469.952,2,13.4842,37.4571,14.0085,1.59063,0.0428349,0.25998,1.03288,0.240405,0.8089
822,468.899,2,13.4916,38.2047,13.9295,1.59626,0.0428906,0.260226,1.03983,0.238526,0.809633
823,454.895,2,13.4919,38.8615,13.9866,1.59374,0.0425668,0.260871,1.0291,0.238698,0.809334
824,468.404,2,13.4776,39.2686,14.042,1.59537,0.0431323,0.259889,1.02526,0.237925,0.805129
825,459.796,2,13.4684,39.2775,14.1434,1.60111,0.0429414,0.259232,1.01808,0.237386,0.800324
826,454.801,2,13.4731,39.4178,14.2523,1.59607,0.042939,0.258939,1.01065,0.237364,0.79785
827,459.463,2,13.4749,39.9074,14.2147,1.60059,0.042507,0.258989,1.01072,0.237691,0.794454
828,459.347,2,13.4825,40.0793,14.1939,1.60316,0.0424944,0.259638,1.00498,0.236195,0.791281
829,462.481,2,13.4911,40.0559,14.1457,1.60316,0.0426078,0.260018,1.00717,0.236304,0.787226
830,459.156,2,13.4943,40.6778,14.1537,1.59255,0.0431669,0.26012,1.00961,0.234105,0.786573
831,459.584,2,13.5011,41.495,14.2824,1.58455,0.0434186,0.260357,1.02186,0.232582,0.783998
832,468.479,2,13.5043,41.8267,14.393,1.58455,0.0434984,0.260148,1.02744,0.233512,0.789377
833,463.203,2,13.5026,41.6934,14.423,1.58664,0.0434961,0.259799,1.02628,0.233779,0.788682
834,456.768,2,13.5062,41.5754,14.4811,1.59448,0.0427585,0.260121,1.02586,0.233225,0.785878
835,456.034,2,13.511,41.7124,14.4438,1.59261,0.042537,0.259955,1.03325,0.231999,0.784245
836,464.056,2,13.5043,41.5543,14.4296,1.59797,0.0424432,0.259582,1.04243,0.231235,0.779094
837,456.89,2,13.4942,41.5015,14.4682,1.59929,0.0424067,0.258731,1.04695,0.228486,0.776093
838,458.43,2,13.4868,41.0598,14.4971,1.60587,0.0424714,0.257932,1.04182,0.226095,0.769566
839,455.112,2,13.4744,40.6019,14.4412,1.60587,0.0424377,0.257833,1.03626,0.224771,0.767583
840,462.831,2,13.464,40.692,14.4439,1.61212,0.0423484,0.257657,1.03501,0.224172,0.765744
841,462.186,2,13.4623,40.7312,14.4397,1.61206,0.0424781,0.257373,1.02809,0.225458,0.766428
842,460.556,2,13.4704,40.5934,14.5154,1.61582,0.0422282,0.257764,1.02133,0.225708,0.770432
843,461.575,2,13.4698,41.2037,14.541,1.60822,0.0423619,0.257791,1.02278,0.226669,0.777607
844,453.89,2,13.4774,41.6906,14.5101,1.60813,0.0421041,0.258063,1.01802,0.225862,0.779077
845,451.384,2,13.484,41.756,14.4932,1.61108,0.0415215,0.258196,1.01147,0.225399,0.781622
846,461.189,2,13.4742,42,14.555,1.61821,0.0412004,0.258194,1.0158,0.223557,0.78389
847,459.969,2,13.4689,41.6578,14.6161,1.61966,0.0410838,0.258851,1.01495,0.222773,0.786474
848,456.168,2,13.4662,41.0221,14.5637,1.61502,0.0410022,0.259063,1.01627,0.222686,0.790203
849,455.923,2,13.4731,40.0327,14.5131,1.61232,0.0408339,0.259208,1.02614,0.22199,0.789536
850,451.781,2,13.4726,39.737,14.5258,1.61111,0.0402361,0.259146,1.03332,0.22173,0.792988
851,454.727,2,13.4739,39.288,14.5839,1.61522,0.0396012,0.258932,1.04223,0.221353,0.793158
852,453.788,2,13.4709,39.0264,14.601,1.60648,0.0399308,0.258343,1.04947,0.220191,0.791312
853,459.883,2,13.4607,38.9534,14.6635,1.60488,0.0400748,0.257773,1.05487,0.21861,0.796639
854,456.686,2,13.4616,38.9951,14.6052,1.60087,0.0401973,0.257962,1.05715,0.217183,0.800803
855,464.768,2,13.4701,39.1748,14.5929,1.60088,0.0403415,0.258999,1.06595,0.215627,0.803933
856,470.927,2,13.4744,39.4265,14.5768,1.60088,0.0406967,0.258918,1.06919,0.216954,0.808106
857,461.292,2,13.4786,39.6461,14.6155,1.60269,0.0406917,0.25907,1.06604,0.218594,0.804867
858,458.776,2,13.4733,39.4873,14.6871,1.59675,0.0410212,0.25851,1.06692,0.219773,0.80041
859,448.112,2,13.4686,39.3788,14.6893,1.59724,0.0406591,0.257996,1.06108,0.220176,0.796904
860,459.858,2,13.4617,39.3211,14.7378,1.60277,0.0404623,0.257398,1.05438,0.221865,0.794915
861,456.997,2,13.4584,39.0221,14.6942,1.60455,0.0403594,0.257479,1.04461,0.223515,0.793138
862,461.713,2,13.4563,38.9553,14.6461,1.59508,0.0404542,0.257183,1.04486,0.227108,0.802055
863,454.885,2,13.4585,38.7939,14.5872,1.59038,0.0404542,0.2571,1.04003,0.228666,0.804154
864,454.654,2,13.465,38.8233,14.5451,1.59499,0.0401547,0.257476,1.0347,0.228894,0.800776
865,466.737,2,13.4622,38.7072,14.4937,1.59905,0.040077,0.258095,1.0317,0.231191,0.80133
866,465.338,2,13.4635,38.5052,14.5079,1.60096,0.040035,0.2585,1.02946,0.234197,0.799857
867,459.378,2,13.4635,38.3283,14.4876,1.60412,0.0399324,0.25845,1.02514,0.235306,0.797112
868,468.262,2,13.4669,38.2897,14.4126,1.60188,0.0403672,0.258928,1.02185,0.236346,0.796869
869,458.255,2,13.4729,38.4235,14.4579,1.60029,0.040442,0.259228,1.01826,0.238137,0.791588
870,462.279,2,13.4759,38.707,14.4731,1.60029,0.0404918,0.25934,1.01894,0.239514,0.787969
871,467.758,2,13.4779,38.9276,14.5452,1.60284,0.0406356,0.25958,1.01605,0.241662,0.784783
872,455.572,2,13.4745,38.883,14.5995,1.60591,0.040262,0.259311,1.01167,0.243099,0.783043
873,458.877,2,13.4768,38.9822,14.6195,1.61462,0.0397726,0.258886,1.00552,0.244799,0.779461
874,460.161,2,13.4735,39.2099,14.6742,1.61463,0.0399707,0.258421,1.00563,0.244584,0.774784
875,457.913,2,13.4744,39.0928,14.7,1.62455,0.0394472,0.257829,1.0007,0.245042,0.771802
876,463.671,2,13.4729,39.0744,14.6892,1.62905,0.0393701,0.2581,0.996913,0.246043,0.77
877,463.61,2,13.4728,39.4181,14.6735,1.62905,0.0395612,0.258021,0.997599,0.246064,0.770221
878,461.019,2,13.4743,39.8651,14.7087,1.62905,0.0396463,0.257714,0.999411,0.246536,0.767993
879,461.153,2,13.4773,40.1204,14.7131,1.63184,0.0395276,0.257867,0.99676,0.247322,0.767169
880,463.778,2,13.4725,40.0121,14.6782,1.63046,0.0396875,0.257756,0.993263,0.24902,0.766981
881,460.381,2,13.4719,39.7452,14.6475,1.62658,0.0398777,0.258004,0.996491,0.248605,0.765891
882,457.414,2,13.4707,39.5618,14.6845,1.62171,0.0402136,0.258082,0.992651,0.247618,0.765175
883,459.439,2,13.4646,39.2979,14.6423,1.6246,0.0399446,0.257915,0.994171,0.247356,0.766593
884,468.828,2,13.4642,38.9904,14.6302,1.62937,0.0399649,0.257949,0.995181,0.246792,0.768648
885,463.946,2,13.4617,38.8193,14.5754,1.62937,0.040122,0.257975,0.996918,0.245117,0.771567
886,465.873,2,13.4675,38.8008,14.6289,1.61932,0.0407487,0.258427,0.99945,0.243902,0.774222
887,470.13,2,13.4685,38.8289,14.6658,1.61782,0.0411002,0.258325,1.0023,0.243728,0.775014
888,458.222,2,13.4669,38.7623,14.6934,1.61645,0.0411321,0.258906,0.999269,0.242881,0.775758
889,459.121,2,13.4726,38.7756,14.6739,1.61919,0.0410328,0.258878,1.0026,0.240966,0.774936
890,454.185,2,13.4738,38.9176,14.6706,1.61768,0.0408426,0.25869,1.00652,0.240973,0.773395
891,457.36,2,13.4712,39.1134,14.6459,1.61524,0.0409471,0.258539,1.01032,0.240456,0.769485
892,457.861,2,13.4743,39.1956,14.6034,1.61354,0.0409379,0.258447,1.01212,0.240983,0.767534
893,473.983,2,13.4727,39.3625,14.615,1.61804,0.0410046,0.259053,1.02028,0.240325,0.766642
894,467.718,2,13.4697,39.3986,14.6528,1.61987,0.0411764,0.259124,1.02325,0.239761,0.764418
895,458.363,2,13.4703,39.3539,14.6719,1.61553,0.0412675,0.259604,1.02412,0.240104,0.762784
896,455.337,2,13.4701,39.4073,14.6721,1.61723,0.0409838,0.259776,1.02454,0.239284,0.763054
897,467.211,2,13.4715,39.5325,14.7158,1.61964,0.0411169,0.259909,1.02795,0.237758,0.762846
898,458.504,2,13.4727,39.5439,14.7274,1.62226,0.0408301,0.259967,1.0337,0.236875,0.762149
899,461.108,2,13.4742,39.6755,14.6989,1.62283,0.0406839,0.259859,1.03871,0.237126,0.761715
900,456.781,2,13.475,39.6563,14.7133,1.62503,0.0405223,0.259632,1.03912,0.23614,0.761536
901,460.397,2,13.4759,39.7729,14.7359,1.62503,0.0404771,0.25926,1.04387,0.235653,0.761134
902,452.634,2,13.4746,39.8055,14.7487,1.62912,0.0401789,0.258969,1.03933,0.235228,0.758883
903,463.204,2,13.474,39.8601,14.8184,1.63102,0.0404273,0.2587,1.03284,0.235168,0.755729
904,457.515,2,13.4698,39.9615,14.8267,1.63102,0.0404006,0.258368,1.03061,0.235139,0.754862
905,465.416,2,13.468,40.0701,14.848,1.62965,0.0405903,0.258652,1.02839,0.234545,0.759195
906,470.284,2,13.47,40.0049,14.8861,1.62618,0.0409381,0.258825,1.02997,0.234041,0.763815
907,470.997,2,13.4771,39.8198,14.8921,1.62618,0.0410074,0.259621,1.03871,0.233321,0.766139
908,463.52,2,13.4849,39.9898,14.9217,1.62618,0.0410416,0.259853,1.04448,0.232841,0.764602
909,454.093,2,13.4844,40.2844,14.9438,1.62365,0.0410217,0.25979,1.04746,0.232209,0.762758
910,451.975,2,13.4837,40.5575,14.9097,1.62109,0.0408974,0.26027,1.04724,0.231672,0.762752
911,459.795,2,13.4826,40.7738,14.8476,1.62411,0.0407406,0.260447,1.04558,0.230781,0.764272
912,460.765,2,13.4873,40.8526,14.8125,1.62559,0.0407149,0.260721,1.04166,0.230814,0.764362
913,463.688,2,13.4895,40.7769,14.7614,1.62419,0.040955,0.260648,1.03918,0.230391,0.764839
914,461.771,2,13.4842,40.7137,14.6913,1.62914,0.0407873,0.260166,1.03907,0.229693,0.764952
915,461.333,2,13.485,40.6524,14.6256,1.63153,0.0407397,0.260454,1.03964,0.228232,0.765691
916,460.371,2,13.4851,40.4467,14.5743,1.63423,0.0405836,0.260403,1.0388,0.227649,0.767454
917,464.679,2,13.4872,40.3073,14.5708,1.63565,0.0405473,0.260577,1.04348,0.227404,0.766391
918,463.817,2,13.4848,40.1135,14.5922,1.63151,0.0407149,0.260329,1.04986,0.227678,0.766097
919,462.142,2,13.4852,40.0115,14.5957,1.63387,0.04052,0.260287,1.05196,0.227767,0.766801
920,463.076,2,13.4845,40.2696,14.5541,1.63387,0.0405862,0.26023,1.0545,0.227352,0.766762
921,474.537,2,13.4884,40.36,14.5307,1.63591,0.040771,0.26047,1.05806,0.227133,0.766131
922,460.153,2,13.4884,40.3149,14.4755,1.63082,0.040926,0.260232,1.06358,0.226488,0.767612
923,454.368,2,13.4861,40.4397,14.4478,1.62784,0.040884,0.260486,1.06416,0.225966,0.768729
924,456.251,2,13.4797,40.4745,14.4445,1.62653,0.0409098,0.260135,1.06449,0.225281,0.768782
925,463.671,2,13.4804,40.4152,14.4311,1.62654,0.0409582,0.260128,1.06574,0.22511,0.768832
926,463.303,2,13.482,40.3096,14.4158,1.62525,0.0410165,0.259919,1.06761,0.225599,0.76898
927,460.326,2,13.4815,40.3282,14.4255,1.62377,0.0409996,0.260042,1.06843,0.225952,0.769599
928,471.368,2,13.4818,40.3758,14.4247,1.62653,0.0408993,0.260216,1.07048,0.227291,0.769676
929,462.99,2,13.4847,40.3102,14.4308,1.62537,0.040959,0.260047,1.07329,0.227552,0.768937
930,462.304,2,13.4856,40.2399,14.4175,1.62542,0.0410541,0.259913,1.07269,0.227239,0.768296
931,464.047,2,13.4844,40.2301,14.4085,1.62714,0.0409892,0.260056,1.073,0.22752,0.767401
932,464.802,2,13.4901,40.3008,14.4098,1.62714,0.0409882,0.260279,1.07261,0.228529,0.76636
933,466.728,2,13.493,40.3055,14.4329,1.62864,0.0409544,0.26093,1.07135,0.228671,0.767002
934,466.612,2,13.4988,40.355,14.4315,1.62864,0.0409172,0.261067,1.07091,0.229758,0.768507
935,471.542,2,13.5005,40.08,14.4476,1.62985,0.0410279,0.261014,1.07217,0.230288,0.76733
936,467.901,2,13.4967,39.8792,14.4371,1.62985,0.041192,0.26093,1.07168,0.230716,0.765423
937,465.622,2,13.4907,39.6886,14.4588,1.62734,0.0412703,0.260579,1.07217,0.231811,0.766841
938,462.29,2,13.4896,39.6188,14.474,1.62508,0.0413495,0.260488,1.07255,0.232401,0.766153
939,465.672,2,13.486,39.5921,14.4674,1.62508,0.0412923,0.260393,1.07622,0.233359,0.765439
940,472.812,2,13.4862,39.5407,14.4616,1.62702,0.0411944,0.260551,1.07678,0.235103,0.766036
941,469.327,2,13.4879,39.4153,14.4903,1.62887,0.0412342,0.260622,1.07604,0.234939,0.766805
942,469.011,2,13.4893,39.3151,14.4917,1.6272,0.0414253,0.260777,1.07929,0.234272,0.766939
943,467.331,2,13.4861,39.0572,14.501,1.62582,0.0415242,0.260876,1.07896,0.234384,0.768583
944,454.679,2,13.4837,38.7918,14.499,1.62174,0.0415825,0.260884,1.07577,0.234604,0.769187
945,463.756,2,13.4805,38.6336,14.5039,1.6172,0.0418195,0.260671,1.07407,0.234908,0.770234
946,462.62,2,13.4813,38.5572,14.4798,1.61719,0.0417831,0.260585,1.0735,0.235857,0.768472
947,458.35,2,13.485,38.3454,14.4614,1.61463,0.041752,0.260745,1.07201,0.237018,0.767933
948,469.413,2,13.4893,38.1748,14.4328,1.61579,0.0417631,0.261076,1.06934,0.238443,0.766307
949,467.386,2,13.4895,37.9644,14.4083,1.61681,0.0417532,0.26088,1.06487,0.239945,0.766764
950,471.997,2,13.4909,37.7728,14.3739,1.61427,0.0418988,0.260849,1.06514,0.24129,0.768166
951,471.332,2,13.4898,37.6304,14.3795,1.61323,0.0419127,0.260635,1.06635,0.242881,0.769901
952,473.707,2,13.489,37.5807,14.3649,1.61192,0.0420156,0.260274,1.06685,0.244117,0.772455
953,470.88,2,13.4876,37.567,14.3753,1.6104,0.0420896,0.25995,1.06884,0.244963,0.774293
954,470.494,2,13.4838,37.5687,14.3794,1.60911,0.0422026,0.259707,1.07264,0.245123,0.77419
955,467.797,2,13.4827,37.5562,14.36,1.60785,0.0422507,0.259855,1.07438,0.245149,0.775342
956,467.273,2,13.4858,37.5916,14.3483,1.60991,0.0421723,0.260011,1.07368,0.245297,0.775213
957,466.704,2,13.4865,37.6144,14.3454,1.61035,0.0422255,0.260132,1.07291,0.245362,0.77398
958,466.085,2,13.4884,37.6944,14.346,1.61314,0.0421404,0.260254,1.07233,0.245063,0.773252
959,454.094,2,13.4866,37.768,14.3525,1.6126,0.0421414,0.260222,1.06861,0.244298,0.772783
960,462.476,2,13.4888,37.8551,14.3579,1.61519,0.0421282,0.260033,1.06567,0.24345,0.772432
961,453.858,2,13.4881,37.9876,14.3478,1.61573,0.0419512,0.259914,1.06357,0.243549,0.77191
962,461.644,2,13.4895,38.0394,14.3379,1.61468,0.0420494,0.259876,1.062,0.243335,0.771142
963,465.092,2,13.4894,38.0277,14.324,1.61558,0.0420969,0.259638,1.06165,0.242731,0.771252
964,463.805,2,13.4899,38.123,14.2882,1.61558,0.0420501,0.259624,1.06269,0.242303,0.774251
965,460.495,2,13.4905,38.0865,14.2581,1.61688,0.0419604,0.25977,1.0604,0.241965,0.774626
966,459.697,2,13.4902,37.9654,14.2129,1.61688,0.0419248,0.259779,1.05701,0.241642,0.776456
967,459.006,2,13.4906,37.9447,14.1903,1.61585,0.0419652,0.259978,1.0553,0.240815,0.777431
968,454.516,2,13.4891,37.9181,14.1828,1.61451,0.0419738,0.260191,1.05426,0.239824,0.777526
969,456.704,2,13.49,37.9445,14.185,1.61236,0.0419574,0.260467,1.05489,0.239353,0.77854
970,449.571,2,13.4896,37.908,14.2168,1.61045,0.0418848,0.260589,1.05536,0.238242,0.779692
971,452.801,2,13.4886,37.7424,14.2211,1.60746,0.041893,0.26061,1.054,0.238182,0.780354
972,458.546,2,13.4878,37.6088,14.2272,1.60587,0.0419312,0.260808,1.05299,0.238127,0.779974
973,462.206,2,13.4869,37.5564,14.2453,1.60399,0.0420759,0.260848,1.05151,0.237601,0.780561
974,457.725,2,13.4857,37.601,14.2422,1.60273,0.0420971,0.260888,1.04904,0.237659,0.780948
975,458.226,2,13.4841,37.5279,14.2522,1.60273,0.0420277,0.260846,1.04676,0.237762,0.782367
976,462.973,2,13.4851,37.4539,14.2537,1.60345,0.0420011,0.260786,1.04637,0.237806,0.78254
977,463.341,2,13.4831,37.3548,14.2343,1.60345,0.0419974,0.260998,1.04504,0.237736,0.78311
978,462.248,2,13.4819,37.4216,14.2229,1.60346,0.0420071,0.260888,1.04557,0.237546,0.78271
979,452.294,2,13.482,37.4496,14.2174,1.60356,0.0418569,0.260626,1.0474,0.237125,0.782655
980,462.625,2,13.482,37.4348,14.2182,1.60232,0.0418976,0.260544,1.05056,0.236885,0.782502
981,467.457,2,13.4849,37.4409,14.2159,1.60272,0.0419165,0.260784,1.0517,0.236672,0.783018
982,459.414,2,13.4879,37.414,14.2262,1.60086,0.0419994,0.260619,1.05234,0.236337,0.783433
983,471.254,2,13.4886,37.3903,14.2377,1.60087,0.0421015,0.260686,1.05272,0.236026,0.784844
984,470.321,2,13.4887,37.2863,14.2395,1.6005,0.0422321,0.260669,1.0524,0.23563,0.786282
985,460.821,2,13.4887,37.1406,14.2144,1.59894,0.0422631,0.260659,1.05216,0.235555,0.787732
986,451.09,2,13.4881,36.9908,14.1869,1.59899,0.0422007,0.260582,1.04958,0.234993,0.787921
987,448.681,2,13.4917,36.9622,14.1624,1.59964,0.042083,0.260635,1.04716,0.234316,0.787769
988,455.925,2,13.4929,37.0271,14.142,1.60004,0.0420355,0.260582,1.0458,0.234148,0.787341
989,463.395,2,13.4912,36.982,14.1452,1.60077,0.0421018,0.260555,1.04492,0.233675,0.786386
990,456.36,2,13.49,36.9674,14.137,1.60077,0.042076,0.260634,1.04225,0.233297,0.787221
991,462.787,2,13.4901,36.9697,14.1339,1.60207,0.0420314,0.260683,1.04071,0.233007,0.788575
992,451.667,2,13.491,37.0078,14.1365,1.60107,0.0419459,0.260764,1.04023,0.232828,0.789282
993,453.394,2,13.4895,37.0293,14.1522,1.60027,0.0418743,0.260816,1.04133,0.232679,0.78882
994,452.891,2,13.4887,37.1028,14.1566,1.59859,0.0418878,0.260807,1.04226,0.232207,0.788487
995,455.848,2,13.4902,37.0473,14.1604,1.59916,0.0418121,0.260839,1.04178,0.231961,0.7885
996,450.963,2,13.4894,37.0359,14.1722,1.599,0.0416982,0.260748,1.04125,0.231747,0.789385
997,452.322,2,13.4916,37.0385,14.1715,1.59734,0.0417142,0.260768,1.04133,0.231423,0.78926
998,455.416,2,13.4921,37.0409,14.1739,1.59611,0.0417835,0.260792,1.03995,0.230932,0.789452
999,446.245,2,13.4932,37.0156,14.1704,1.59495,0.0417332,0.260858,1.03847,0.230505,0.789536
1000,464.816,2,13.4951,37.0533,14.1693,1.59637,0.0417478,0.260917,1.0379,0.230085,0.789719
1001,449.188,2,13.4934,37.0731,14.1811,1.59591,0.0417011,0.260885,1.03601,0.229817,0.789674
1002,453.436,2,13.4933,37.1146,14.1878,1.597,0.041578,0.2609,1.03479,0.229709,0.789705
1003,447.892,2,13.4943,37.1517,14.184,1.59656,0.0414641,0.26101,1.03442,0.229449,0.789894
1004,461.677,2,13.4964,37.2609,14.1867,1.59656,0.0414472,0.260952,1.03548,0.229707,0.79026
1005,469.247,2,13.497,37.3562,14.2042,1.59689,0.0415044,0.261029,1.03545,0.229834,0.790686
1006,456.728,2,13.4978,37.4762,14.2179,1.59689,0.0414754,0.260917,1.03463,0.229736,0.791686
1007,454.463,2,13.4965,37.455,14.2429,1.5963,0.0415024,0.260848,1.03293,0.22957,0.791567
1008,454.385,2,13.4973,37.4478,14.2504,1.59599,0.041446,0.260815,1.03379,0.229499,0.791495
1009,458.798,2,13.4972,37.4734,14.2613,1.59497,0.0415266,0.26079,1.03368,0.229371,0.790551
1010,456.626,2,13.4967,37.5219,14.279,1.59497,0.0415534,0.26075,1.03367,0.229117,0.789468
1011,454.077,2,13.4951,37.5032,14.2938,1.59403,0.0415594,0.260803,1.03309,0.229277,0.788508
1012,449.076,2,13.4945,37.5385,14.3148,1.59395,0.0414761,0.260754,1.03273,0.229139,0.788197
1013,451.932,2,13.4946,37.5108,14.3141,1.59395,0.0414324,0.260789,1.03243,0.229039,0.787596
1014,450.836,2,13.4965,37.5175,14.3018,1.59473,0.0413134,0.260795,1.03242,0.228866,0.787153
1015,453.938,2,13.4953,37.6145,14.2928,1.59473,0.0412628,0.260846,1.03088,0.228833,0.78737
1016,459.964,2,13.4947,37.7055,14.299,1.59523,0.0412488,0.26077,1.03028,0.22903,0.786955
1017,459.183,2,13.4932,37.7862,14.3091,1.59561,0.0412464,0.260645,1.02839,0.229213,0.787343
1018,459.119,2,13.4924,37.8674,14.3193,1.59571,0.0412648,0.260712,1.02688,0.229254,0.787155
1019,460.531,2,13.4922,37.9206,14.3308,1.59571,0.0412603,0.260598,1.02625,0.229432,0.787653
1020,463.244,2,13.4922,37.9615,14.3469,1.59612,0.0412808,0.260683,1.02455,0.229675,0.787747
1021,458.531,2,13.4928,38.0567,14.3449,1.59549,0.0412796,0.260721,1.02356,0.230134,0.787919
1022,455.19,2,13.4931,38.1115,14.3478,1.59549,0.0412632,0.260736,1.02229,0.230057,0.788318
1023,455.152,2,13.4946,38.1561,14.3494,1.59616,0.0412377,0.260843,1.02043,0.229885,0.788155
1024,462.097,2,13.4962,38.1845,14.3484,1.59747,0.0411829,0.261042,1.01964,0.230039,0.787713
1025,457.003,2,13.496,38.1877,14.3503,1.5974,0.0411788,0.261045,1.01997,0.23003,0.787609
1026,453.883,2,13.496,38.1983,14.3512,1.59749,0.0411683,0.261039,1.02018,0.23,0.787472
1027,450.065,2,13.4954,38.1981,14.3535,1.59739,0.0411605,0.261024,1.02042,0.229973,0.787375
1028,459.748,2,13.4954,38.1886,14.355,1.5975,0.041158,0.26103,1.0205,0.229942,0.787256
1029,454.218,2,13.4955,38.1812,14.357,1.59745,0.0411578,0.261025,1.02063,0.229884,0.787236
1030,463.295,2,13.4953,38.1752,14.3573,1.59728,0.0411663,0.261017,1.02097,0.229872,0.787238
1031,459.87,2,13.4954,38.1667,14.3582,1.59711,0.0411809,0.261019,1.02101,0.229816,0.787219
1032,459.057,2,13.4953,38.1596,14.3587,1.59711,0.0411769,0.261004,1.02152,0.229784,0.787117
1033,459.146,2,13.4954,38.1537,14.3579,1.59702,0.0411815,0.261003,1.02171,0.229736,0.787143
1034,461.605,2,13.4955,38.1482,14.3577,1.5971,0.0411828,0.261017,1.02173,0.229698,0.787138
1035,453.114,2,13.4955,38.1416,14.3596,1.59724,0.0411693,0.261016,1.02176,0.229649,0.787132
1036,460.236,2,13.4954,38.1414,14.3608,1.59735,0.0411654,0.261028,1.02198,0.229565,0.787159
