standEta_Cl_abscissa,standEta_Cl_cdf,standEta_V1_abscissa,standEta_V1_cdf,standEta_Q2_abscissa,standEta_Q2_cdf,standEta_V2_abscissa,standEta_V2_cdf,standEta_Q3_abscissa,standEta_Q3_cdf,standEta_V3_abscissa,standEta_V3_cdf,split
-1.14601,0.153333,-1.14522,0.153333,-1.26747,0.153333,-1.12222,0.153333,-1.11068,0.153333,-1.03715,0.153333,All
-1.13861,0.16,-1.14029,0.16,-1.22619,0.16,-1.10739,0.16,-1.09154,0.16,-1.00514,0.16,All
-1.13205,0.166667,-1.05671,0.166667,-1.21939,0.166667,-1.10144,0.166667,-1.08212,0.166667,-1.0039,0.166667,All
-1.11957,0.173333,-0.994677,0.173333,-1.21605,0.173333,-1.03483,0.173333,-1.05497,0.173333,-0.977902,0.173333,All
-1.1106,0.18,-0.935177,0.18,-1.16924,0.18,-1.02614,0.18,-1.05059,0.18,-0.928296,0.18,All
-1.09506,0.186667,-0.920673,0.186667,-1.09809,0.186667,-0.990413,0.186667,-1.04469,0.186667,-0.863131,0.186667,All
-1.08066,0.193333,-0.912489,0.193333,-1.06695,0.193333,-0.986437,0.193333,-1.04086,0.193333,-0.791171,0.193333,All
-1.05327,0.2,-0.879002,0.2,-1.06192,0.2,-0.947102,0.2,-1.03793,0.2,-0.774858,0.2,All
-1.05115,0.206667,-0.856587,0.206667,-1.0616,0.206667,-0.928899,0.206667,-1.01209,0.206667,-0.752656,0.206667,All
-1.0362,0.213333,-0.823648,0.213333,-1.05869,0.213333,-0.91914,0.213333,-1.00323,0.213333,-0.750272,0.213333,All
-1.01065,0.22,-0.814675,0.22,-1.02462,0.22,-0.916631,0.22,-0.983266,0.22,-0.71046,0.22,All
-0.995431,0.226667,-0.794599,0.226667,-1.02197,0.226667,-0.90895,0.226667,-0.957632,0.226667,-0.69684,0.226667,All
-0.988656,0.233333,-0.73492,0.233333,-0.930116,0.233333,-0.895602,0.233333,-0.932404,0.233333,-0.675567,0.233333,All
-0.90294,0.24,-0.725964,0.24,-0.929374,0.24,-0.874158,0.24,-0.889707,0.24,-0.665383,0.24,All
-0.815188,0.246667,-0.715978,0.246667,-0.874242,0.246667,-0.772059,0.246667,-0.856866,0.246667,-0.649285,0.246667,All
-0.812108,0.253333,-0.699618,0.253333,-0.729076,0.253333,-0.73203,0.253333,-0.836629,0.253333,-0.626911,0.253333,All
-0.807804,0.26,-0.686677,0.26,-0.668604,0.26,-0.72508,0.26,-0.830589,0.26,-0.611447,0.26,All
-0.793803,0.266667,-0.686021,0.266667,-0.666752,0.266667,-0.693586,0.266667,-0.799653,0.266667,-0.60752,0.266667,All
-0.790476,0.273333,-0.673893,0.273333,-0.605031,0.273333,-0.672927,0.273333,-0.796657,0.273333,-0.605703,0.273333,All
-0.733749,0.28,-0.637766,0.28,-0.564448,0.28,-0.640377,0.28,-0.781545,0.28,-0.589258,0.28,All
-0.716253,0.286667,-0.630001,0.286667,-0.560418,0.286667,-0.584542,0.286667,-0.775497,0.286667,-0.564212,0.286667,All
-0.713487,0.293333,-0.62332,0.293333,-0.543881,0.293333,-0.555719,0.293333,-0.743226,0.293333,-0.502154,0.293333,All
-0.705016,0.3,-0.619581,0.3,-0.53003,0.3,-0.544,0.3,-0.73595,0.3,-0.481293,0.3,All
-0.691601,0.306667,-0.590655,0.306667,-0.528615,0.306667,-0.541617,0.306667,-0.718452,0.306667,-0.462704,0.306667,All
-0.671402,0.313333,-0.56466,0.313333,-0.431343,0.313333,-0.541011,0.313333,-0.714113,0.313333,-0.451541,0.313333,All
-0.617452,0.32,-0.558587,0.32,-0.407847,0.32,-0.519949,0.32,-0.709621,0.32,-0.433538,0.32,All
-0.60646,0.326667,-0.558499,0.326667,-0.402739,0.326667,-0.501787,0.326667,-0.704194,0.326667,-0.40018,0.326667,All
-0.56559,0.333333,-0.548518,0.333333,-0.392887,0.333333,-0.494409,0.333333,-0.695962,0.333333,-0.349351,0.333333,All
-0.560831,0.34,-0.535771,0.34,-0.364239,0.34,-0.463126,0.34,-0.667276,0.34,-0.277037,0.34,All
-0.520952,0.346667,-0.518406,0.346667,-0.272588,0.346667,-0.448996,0.346667,-0.64883,0.346667,-0.268709,0.346667,All
-0.516908,0.353333,-0.430542,0.353333,-0.267092,0.353333,-0.429516,0.353333,-0.62814,0.353333,-0.252655,0.353333,All
-0.460319,0.36,-0.406478,0.36,-0.266805,0.36,-0.424254,0.36,-0.61948,0.36,-0.200975,0.36,All
-0.432816,0.366667,-0.397735,0.366667,-0.265085,0.366667,-0.353638,0.366667,-0.610231,0.366667,-0.187357,0.366667,All
-0.432006,0.373333,-0.376215,0.373333,-0.25931,0.373333,-0.348264,0.373333,-0.589509,0.373333,-0.184881,0.373333,All
-0.422532,0.38,-0.374874,0.38,-0.244546,0.38,-0.327079,0.38,-0.573745,0.38,-0.178241,0.38,All
-0.416101,0.386667,-0.362487,0.386667,-0.244145,0.386667,-0.313178,0.386667,-0.53752,0.386667,-0.177124,0.386667,All
-0.40964,0.393333,-0.329878,0.393333,-0.243309,0.393333,-0.312291,0.393333,-0.535277,0.393333,-0.164265,0.393333,All
-0.407643,0.4,-0.320236,0.4,-0.236682,0.4,-0.304663,0.4,-0.521636,0.4,-0.116067,0.4,All
-0.404459,0.406667,-0.260727,0.406667,-0.206709,0.406667,-0.285652,0.406667,-0.514878,0.406667,-0.0834575,0.406667,All
-0.328152,0.413333,-0.257364,0.413333,-0.195854,0.413333,-0.272062,0.413333,-0.502862,0.413333,-0.0819225,0.413333,All
-0.322935,0.42,-0.253755,0.42,-0.19283,0.42,-0.215127,0.42,-0.490095,0.42,-0.0605466,0.42,All
-0.297492,0.426667,-0.25076,0.426667,-0.167802,0.426667,-0.180167,0.426667,-0.468514,0.426667,-0.0492821,0.426667,All
-0.261106,0.433333,-0.244015,0.433333,-0.167321,0.433333,-0.161524,0.433333,-0.458469,0.433333,-0.0436055,0.433333,All
-0.210786,0.44,-0.214204,0.44,-0.166267,0.44,-0.152424,0.44,-0.425161,0.44,-0.0284161,0.44,All
-0.210435,0.446667,-0.146082,0.446667,-0.158367,0.446667,-0.138967,0.446667,-0.415935,0.446667,-0.0259671,0.446667,All
-0.185266,0.453333,-0.119376,0.453333,-0.152289,0.453333,-0.135884,0.453333,-0.346399,0.453333,-0.0122941,0.453333,All
-0.176521,0.46,-0.0959106,0.46,-0.141048,0.46,-0.112099,0.46,-0.343316,0.46,-0.000306501,0.46,All
-0.0987406,0.466667,-0.0798577,0.466667,-0.119793,0.466667,-0.0922684,0.466667,-0.340435,0.466667,0.0155134,0.466667,All
-0.0880117,0.473333,-0.0717413,0.473333,-0.101474,0.473333,-0.0862568,0.473333,-0.339432,0.473333,0.0232041,0.473333,All
0.116819,0.48,-0.067044,0.48,-0.0776107,0.48,-0.079517,0.48,-0.282787,0.48,0.0505589,0.48,All
0.138353,0.486667,-0.0657114,0.486667,-0.020517,0.486667,-0.050253,0.486667,-0.282021,0.486667,0.0537714,0.486667,All
0.152821,0.493333,-0.0456154,0.493333,-0.0148402,0.493333,-0.0389021,0.493333,-0.256193,0.493333,0.0698,0.493333,All
0.202492,0.5,-0.0298317,0.5,-0.0114818,0.5,-0.0365936,0.5,-0.249773,0.5,0.0727132,0.5,All
0.244375,0.506667,-0.0254666,0.506667,0.00592267,0.506667,-0.0263816,0.506667,-0.241783,0.506667,0.0801297,0.506667,All
0.247081,0.513333,-0.0161841,0.513333,0.0306181,0.513333,-0.0261892,0.513333,-0.232707,0.513333,0.0827187,0.513333,All
0.250792,0.52,0.0338316,0.52,0.0807701,0.52,-0.0044805,0.52,-0.208581,0.52,0.0905059,0.52,All
0.297285,0.526667,0.036963,0.526667,0.0943266,0.526667,0.0687229,0.526667,-0.201617,0.526667,0.13571,0.526667,All
0.313341,0.533333,0.0442159,0.533333,0.096539,0.533333,0.0808919,0.533333,-0.190035,0.533333,0.138418,0.533333,All
0.318568,0.54,0.0533079,0.54,0.113968,0.54,0.0844572,0.54,-0.17021,0.54,0.184958,0.54,All
0.323166,0.546667,0.0591219,0.546667,0.14022,0.546667,0.0859607,0.546667,-0.140998,0.546667,0.198325,0.546667,All
0.33444,0.553333,0.0633967,0.553333,0.186858,0.553333,0.0932962,0.553333,-0.132924,0.553333,0.233805,0.553333,All
0.339763,0.56,0.0847553,0.56,0.186862,0.56,0.101087,0.56,-0.12335,0.56,0.273348,0.56,All
0.350941,0.566667,0.0870054,0.566667,0.187713,0.566667,0.124516,0.566667,-0.117661,0.566667,0.27651,0.566667,All
0.366476,0.573333,0.152607,0.573333,0.188042,0.573333,0.13397,0.573333,-0.0399204,0.573333,0.296484,0.573333,All
0.368767,0.58,0.15994,0.58,0.188586,0.58,0.140737,0.58,0.00256229,0.58,0.303394,0.58,All
0.394022,0.586667,0.175805,0.586667,0.18883,0.586667,0.144403,0.586667,0.00729889,0.586667,0.327361,0.586667,All
0.419917,0.593333,0.203593,0.593333,0.20821,0.593333,0.165245,0.593333,0.00900053,0.593333,0.330639,0.593333,All
0.420768,0.6,0.21166,0.6,0.2137,0.6,0.176467,0.6,0.0119361,0.6,0.362622,0.6,All
0.452049,0.606667,0.230943,0.606667,0.258399,0.606667,0.176554,0.606667,0.0429718,0.606667,0.375698,0.606667,All
0.457912,0.613333,0.236992,0.613333,0.265789,0.613333,0.184542,0.613333,0.0447056,0.613333,0.397715,0.613333,All
0.482482,0.62,0.23757,0.62,0.270959,0.62,0.225439,0.62,0.10473,0.62,0.455744,0.62,All
0.496314,0.626667,0.325266,0.626667,0.293923,0.626667,0.256962,0.626667,0.141764,0.626667,0.480594,0.626667,All
0.534126,0.633333,0.329488,0.633333,0.298268,0.633333,0.261056,0.633333,0.159494,0.633333,0.493222,0.633333,All
0.579489,0.64,0.332864,0.64,0.305835,0.64,0.281202,0.64,0.170369,0.64,0.505846,0.64,All
0.606566,0.646667,0.365395,0.646667,0.311313,0.646667,0.283488,0.646667,0.181637,0.646667,0.512269,0.646667,All
0.640127,0.653333,0.387273,0.653333,0.341517,0.653333,0.309223,0.653333,0.204183,0.653333,0.514959,0.653333,All
0.657451,0.66,0.403017,0.66,0.349641,0.66,0.321983,0.66,0.226971,0.66,0.544888,0.66,All
0.676945,0.666667,0.415841,0.666667,0.366611,0.666667,0.32996,0.666667,0.257027,0.666667,0.551208,0.666667,All
0.71086,0.673333,0.447621,0.673333,0.396864,0.673333,0.333178,0.673333,0.262441,0.673333,0.552728,0.673333,All
0.711113,0.68,0.452,0.68,0.397258,0.68,0.33318,0.68,0.268877,0.68,0.59003,0.68,All
0.732572,0.686667,0.471166,0.686667,0.407083,0.686667,0.350818,0.686667,0.301463,0.686667,0.610405,0.686667,All
0.787972,0.693333,0.527159,0.693333,0.421798,0.693333,0.416666,0.693333,0.309691,0.693333,0.626848,0.693333,All
0.816031,0.7,0.559622,0.7,0.422829,0.7,0.532844,0.7,0.345917,0.7,0.635885,0.7,All
0.820662,0.706667,0.593783,0.706667,0.434119,0.706667,0.59424,0.706667,0.350321,0.706667,0.63639,0.706667,All
0.829565,0.713333,0.609896,0.713333,0.459428,0.713333,0.611638,0.713333,0.387332,0.713333,0.666888,0.713333,All
0.841238,0.72,0.612647,0.72,0.481059,0.72,0.641189,0.72,0.396064,0.72,0.67148,0.72,All
0.849319,0.726667,0.634418,0.726667,0.572074,0.726667,0.646873,0.726667,0.429212,0.726667,0.73522,0.726667,All
0.859655,0.733333,0.639079,0.733333,0.577911,0.733333,0.731675,0.733333,0.441076,0.733333,0.739949,0.733333,All
0.862724,0.74,0.692825,0.74,0.578126,0.74,0.738569,0.74,0.447007,0.74,0.756423,0.74,All
0.898403,0.746667,0.747051,0.746667,0.591618,0.746667,0.743863,0.746667,0.448271,0.746667,0.763156,0.746667,All
0.953961,0.753333,0.773061,0.753333,0.598357,0.753333,0.747268,0.753333,0.459073,0.753333,0.763782,0.753333,All
0.962741,0.76,0.778504,0.76,0.598547,0.76,0.761048,0.76,0.495382,0.76,0.8134,0.76,All
0.96281,0.766667,0.778652,0.766667,0.639165,0.766667,0.777302,0.766667,0.49731,0.766667,0.862715,0.766667,All
1.00015,0.773333,0.798062,0.773333,0.654077,0.773333,0.835086,0.773333,0.506315,0.773333,0.864779,0.773333,All
1.01791,0.78,0.799606,0.78,0.661083,0.78,0.893811,0.78,0.526145,0.78,0.869178,0.78,All
1.03724,0.786667,0.813942,0.786667,0.675253,0.786667,0.950277,0.786667,0.536946,0.786667,0.897597,0.786667,All
1.04706,0.793333,0.815316,0.793333,0.703272,0.793333,0.960553,0.793333,0.540755,0.793333,0.950999,0.793333,All
1.06476,0.8,0.875421,0.8,0.705741,0.8,0.962638,0.8,0.542678,0.8,0.971679,0.8,All
1.06938,0.806667,0.889832,0.806667,0.744581,0.806667,1.0351,0.806667,0.591295,0.806667,0.98605,0.806667,All
1.07905,0.813333,0.892745,0.813333,0.753286,0.813333,1.03874,0.813333,0.595468,0.813333,0.990164,0.813333,All
1.09077,0.82,0.908077,0.82,0.753633,0.82,1.06281,0.82,0.70309,0.82,1.00817,0.82,All
1.10781,0.826667,0.972518,0.826667,0.775631,0.826667,1.08627,0.826667,0.776944,0.826667,1.01173,0.826667,All
1.13193,0.833333,0.972607,0.833333,0.816862,0.833333,1.18369,0.833333,0.863616,0.833333,1.01368,0.833333,All
1.13354,0.84,0.994256,0.84,0.825611,0.84,1.18487,0.84,0.866823,0.84,1.02085,0.84,All
1.14773,0.846667,1.01771,0.846667,0.84951,0.846667,1.18493,0.846667,0.866989,0.846667,1.02167,0.846667,All
1.16162,0.853333,1.05393,0.853333,0.892999,0.853333,1.21282,0.853333,0.891183,0.853333,1.02522,0.853333,All
1.16804,0.86,1.07132,0.86,0.914269,0.86,1.22201,0.86,0.914406,0.86,1.05223,0.86,All
1.17341,0.866667,1.11648,0.866667,0.920691,0.866667,1.25339,0.866667,0.974159,0.866667,1.05284,0.866667,All
1.21337,0.873333,1.17094,0.873333,0.940921,0.873333,1.27239,0.873333,0.992425,0.873333,1.05514,0.873333,All
1.22229,0.88,1.18808,0.88,0.984665,0.88,1.28697,0.88,1.01628,0.88,1.10803,0.88,All
1.22429,0.886667,1.20139,0.886667,0.991134,0.886667,1.32294,0.886667,1.06242,0.886667,1.19333,0.886667,All
1.25508,0.893333,1.36124,0.893333,1.08589,0.893333,1.36878,0.893333,1.06827,0.893333,1.25403,0.893333,All
1.26387,0.9,1.36544,0.9,1.08899,0.9,1.39126,0.9,1.09374,0.9,1.26023,0.9,All
1.27903,0.906667,1.52158,0.906667,1.15555,0.906667,1.4225,0.906667,1.11892,0.906667,1.31304,0.906667,All
1.28355,0.913333,1.55592,0.913333,1.16237,0.913333,1.4363,0.913333,1.15996,0.913333,1.3796,0.913333,All
1.29971,0.92,1.58163,0.92,1.19548,0.92,1.43829,0.92,1.25361,0.92,1.41653,0.92,All
1.31072,0.926667,1.62844,0.926667,1.22076,0.926667,1.46019,0.926667,1.27152,0.926667,1.462,0.926667,All
1.31155,0.933333,1.96223,0.933333,1.23104,0.933333,1.4913,0.933333,1.29781,0.933333,1.52781,0.933333,All
1.32494,0.94,2.05545,0.94,1.27722,0.94,1.51197,0.94,1.29784,0.94,1.55985,0.94,All
1.37347,0.946667,2.10367,0.946667,1.30137,0.946667,1.53249,0.946667,1.32585,0.946667,1.60526,0.946667,All
1.37387,0.953333,2.16374,0.953333,1.36511,0.953333,1.53269,0.953333,1.32957,0.953333,1.73702,0.953333,All
1.4063,0.96,2.36846,0.96,1.36765,0.96,1.59731,0.96,1.38329,0.96,1.80644,0.96,All
1.40725,0.966667,2.40665,0.966667,1.57264,0.966667,1.7023,0.966667,1.53828,0.966667,1.81095,0.966667,All
1.43724,0.973333,2.44832,0.973333,1.60871,0.973333,1.80433,0.973333,1.63597,0.973333,1.91398,0.973333,All
1.44892,0.98,2.61433,0.98,1.61794,0.98,1.86079,0.98,1.65101,0.98,1.93615,0.98,All
1.58482,0.986667,2.70437,0.986667,2.09676,0.986667,1.86301,0.986667,1.85074,0.986667,1.99976,0.986667,All
1.65484,0.993333,2.93073,0.993333,2.70564,0.993333,2.09895,0.993333,2.40052,0.993333,2.19414,0.993333,All
1.79614,1,2.96662,1,3.09776,1,2.32694,1,2.885,1,2.25015,1,All
4,1,4,1,4,1,4,1,4,1,4,1,All
