iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,b,beta_Cl_logtWTKG,beta_Cl_tSCRMGDL,beta_V2_logtWTKG,omega_Cl,omega_Q,omega_V1,omega_V2
1177,455.123,2,22.3255,24.4532,13.0822,1.44611,0.0493247,1.07445,-0.483782,-3.48736,0.187235,1.08866,0.227527,0.903706
1178,452.71,2,22.3259,24.4524,13.0843,1.44611,0.0493241,1.07437,-0.483816,-3.48728,0.187231,1.08859,0.227541,0.90364
1179,452.07,2,22.3266,24.4515,13.0858,1.44607,0.0493276,1.0743,-0.483845,-3.4863,0.187224,1.08855,0.22753,0.903578
1180,451.473,2,22.3266,24.4513,13.0873,1.44607,0.0493239,1.07422,-0.483849,-3.48587,0.187234,1.08842,0.22751,0.903777
1181,455.707,2,22.3272,24.4519,13.0867,1.44596,0.0493248,1.07431,-0.483868,-3.48707,0.18724,1.08831,0.227516,0.904045
1182,457.823,2,22.3274,24.4523,13.0852,1.44586,0.0493302,1.07429,-0.483862,-3.48812,0.187242,1.08825,0.227507,0.904282
1183,459.993,2,22.3273,24.4526,13.0828,1.44607,0.049327,1.07432,-0.483858,-3.48845,0.187232,1.08816,0.227485,0.904353
1184,448.571,2,22.3274,24.4528,13.0815,1.44599,0.0493314,1.07434,-0.483859,-3.48779,0.187229,1.08799,0.227452,0.904357
1185,455.146,2,22.3276,24.4534,13.0806,1.44594,0.0493346,1.0743,-0.483868,-3.48677,0.187217,1.08803,0.22742,0.904501
1186,455.65,2,22.327,24.4535,13.081,1.44577,0.0493401,1.07421,-0.483842,-3.48536,0.187212,1.08814,0.227404,0.904676
1187,460.92,2,22.3262,24.4531,13.0806,1.44583,0.0493386,1.07407,-0.483817,-3.4837,0.187219,1.08824,0.227396,0.904777
1188,462.207,2,22.3265,24.4523,13.0801,1.44598,0.0493361,1.07416,-0.483819,-3.48229,0.18723,1.08839,0.227387,0.904701
1189,455.388,2,22.3263,24.4522,13.0804,1.44611,0.0493275,1.07426,-0.483809,-3.48125,0.187228,1.08862,0.227387,0.904609
1190,447.987,2,22.3268,24.4517,13.0824,1.44618,0.049314,1.07444,-0.48383,-3.4829,0.18722,1.08868,0.227405,0.904595
1191,452.231,2,22.3265,24.4505,13.0841,1.44626,0.0493073,1.07452,-0.483817,-3.48359,0.187222,1.08868,0.22741,0.904536
1192,445.44,2,22.3262,24.4493,13.0853,1.44626,0.0492974,1.07469,-0.483806,-3.48395,0.187219,1.08872,0.227411,0.904484
1193,460.522,2,22.3255,24.4497,13.0856,1.44616,0.0493066,1.07478,-0.483789,-3.48465,0.187218,1.08866,0.227432,0.904487
1194,458.41,2,22.3253,24.4505,13.0873,1.44606,0.0493094,1.07484,-0.483783,-3.48483,0.187213,1.08885,0.227439,0.904586
1195,464.135,2,22.3249,24.45,13.0889,1.44612,0.0493145,1.07493,-0.483766,-3.48599,0.187224,1.08881,0.22746,0.904532
1196,450.804,2,22.3253,24.4499,13.0877,1.44618,0.0493128,1.07503,-0.483779,-3.48492,0.187211,1.08868,0.227448,0.904529
1197,444.45,2,22.3243,24.4499,13.0874,1.44621,0.049306,1.0751,-0.483743,-3.48481,0.187191,1.08849,0.227436,0.904582
1198,458.617,2,22.3236,24.4499,13.088,1.44614,0.0493099,1.07517,-0.483723,-3.48595,0.187177,1.08845,0.227457,0.904749
1199,453.368,2,22.3227,24.4504,13.0878,1.44618,0.04931,1.0753,-0.483692,-3.48697,0.187173,1.08838,0.227458,0.904666
1200,454.107,2,22.3221,24.4501,13.0886,1.44604,0.049318,1.07537,-0.483669,-3.48744,0.187179,1.08835,0.227437,0.904644
1201,448.204,2,22.3218,24.4501,13.0883,1.44599,0.0493156,1.07535,-0.483659,-3.4874,0.187194,1.08817,0.227441,0.904639
1202,454.025,2,22.3221,24.4503,13.0875,1.44585,0.0493213,1.07538,-0.483667,-3.48841,0.187189,1.08811,0.227465,0.904645
1203,448.652,2,22.3224,24.4507,13.0861,1.44576,0.0493201,1.07545,-0.48369,-3.48876,0.187177,1.08812,0.227482,0.904622
1204,455.973,2,22.3226,24.4515,13.0843,1.4457,0.0493288,1.07537,-0.483703,-3.48787,0.187165,1.08799,0.227475,0.90462
1205,456.292,2,22.3224,24.4513,13.0819,1.44586,0.0493228,1.07538,-0.483697,-3.48771,0.187167,1.08797,0.227454,0.904635
1206,454.159,2,22.3227,24.4517,13.0792,1.4459,0.049323,1.07536,-0.483709,-3.48806,0.187161,1.08798,0.227423,0.904653
1207,450.912,2,22.3225,24.4518,13.0794,1.44582,0.0493219,1.07536,-0.4837,-3.48892,0.18716,1.08801,0.227399,0.9048
1208,458.172,2,22.3229,24.452,13.0791,1.44575,0.0493307,1.07542,-0.483702,-3.49021,0.187173,1.08812,0.227336,0.904838
1209,455.459,2,22.3229,24.4526,13.0791,1.44559,0.0493398,1.0754,-0.483691,-3.49062,0.187185,1.08825,0.227289,0.904846
1210,451.499,2,22.3235,24.4531,13.0796,1.44559,0.0493348,1.07555,-0.483716,-3.49085,0.187186,1.08848,0.22726,0.904859
1211,453.667,2,22.3241,24.4531,13.0825,1.44566,0.0493348,1.07552,-0.483738,-3.49005,0.18718,1.08858,0.227223,0.904742
1212,462.635,2,22.324,24.4523,13.0835,1.44577,0.0493377,1.07554,-0.483746,-3.48883,0.187175,1.08862,0.227196,0.904763
1213,464.08,2,22.324,24.4516,13.0847,1.44582,0.0493423,1.07556,-0.483754,-3.48891,0.187164,1.0888,0.227219,0.90464
1214,463.09,2,22.3233,24.451,13.0868,1.44598,0.0493365,1.07544,-0.48373,-3.48819,0.187152,1.08914,0.227224,0.904586
1215,465.236,2,22.3227,24.4508,13.0871,1.44604,0.0493363,1.07549,-0.483719,-3.48698,0.187154,1.08958,0.22724,0.904467
1216,467.132,2,22.3224,24.4502,13.0859,1.44623,0.0493345,1.07547,-0.483703,-3.48661,0.187157,1.08962,0.227267,0.904443
1217,458.366,2,22.3217,24.4494,13.0888,1.44614,0.0493368,1.07543,-0.483681,-3.48656,0.187151,1.08965,0.227306,0.904545
1218,464.282,2,22.3217,24.4485,13.0897,1.44604,0.049344,1.07533,-0.483682,-3.48696,0.187144,1.08962,0.227367,0.904657
1219,455.636,2,22.3218,24.4479,13.0897,1.44599,0.0493457,1.07538,-0.48368,-3.48785,0.187158,1.08956,0.227393,0.904614
1220,462.952,2,22.3218,24.4466,13.0889,1.44605,0.0493464,1.07544,-0.483681,-3.48801,0.187163,1.08949,0.227429,0.904662
1221,460.119,2,22.3218,24.4454,13.0879,1.44612,0.0493434,1.07552,-0.483676,-3.48755,0.187163,1.08944,0.227477,0.90469
1222,460.979,2,22.322,24.4449,13.0864,1.44605,0.0493492,1.07541,-0.483679,-3.48692,0.187162,1.08945,0.227528,0.904653
1223,459.978,2,22.3227,24.445,13.0862,1.44605,0.0493489,1.07538,-0.483712,-3.48522,0.18715,1.08952,0.22756,0.904774
1224,461.073,2,22.3235,24.4457,13.0846,1.44608,0.049352,1.07537,-0.483736,-3.48536,0.187143,1.08943,0.227585,0.904857
1225,455.821,2,22.3245,24.4467,13.0825,1.446,0.0493528,1.07535,-0.483762,-3.4852,0.187151,1.08943,0.227593,0.904994
1226,469.499,2,22.3247,24.4477,13.0826,1.44593,0.0493628,1.07532,-0.483759,-3.48462,0.18714,1.08951,0.227639,0.905129
1227,453.342,2,22.3247,24.4491,13.083,1.44584,0.0493655,1.07538,-0.483761,-3.48522,0.187137,1.08954,0.227636,0.905136
1228,466.344,2,22.3253,24.4495,13.0815,1.44583,0.0493718,1.07541,-0.48378,-3.48635,0.187147,1.08979,0.227624,0.905157
1229,464.529,2,22.3259,24.45,13.0806,1.44584,0.0493779,1.0755,-0.483797,-3.48727,0.187161,1.08984,0.227621,0.905164
1230,460.77,2,22.3272,24.4513,13.0778,1.44592,0.0493776,1.07561,-0.483832,-3.48889,0.187171,1.08981,0.227614,0.905256
1231,465.432,2,22.3281,24.4527,13.0751,1.44599,0.0493793,1.07571,-0.483851,-3.48884,0.187167,1.08997,0.227644,0.905247
1232,462.149,2,22.3289,24.4534,13.0736,1.44585,0.0493919,1.07567,-0.483876,-3.49034,0.187173,1.08994,0.227676,0.905129
1233,454.672,2,22.3291,24.4539,13.0733,1.44593,0.0493869,1.07582,-0.483885,-3.49164,0.187181,1.09001,0.227697,0.904966
1234,452.619,2,22.3292,24.4541,13.0717,1.44593,0.0493893,1.07592,-0.483884,-3.4917,0.187194,1.08986,0.227696,0.904864
1235,451.512,2,22.3296,24.4541,13.0716,1.44593,0.0493939,1.07596,-0.483901,-3.49163,0.187192,1.0898,0.227691,0.904611
1236,449.515,2,22.3302,24.454,13.0728,1.44593,0.0493924,1.07597,-0.483919,-3.4912,0.18719,1.08982,0.227682,0.904475
1237,455.077,2,22.3302,24.454,13.0729,1.44596,0.0493931,1.07602,-0.48392,-3.49108,0.187187,1.08975,0.227668,0.904495
1238,458.162,2,22.3308,24.454,13.0733,1.44603,0.0493945,1.07607,-0.483944,-3.48985,0.187174,1.08978,0.227666,0.904428
1239,458.212,2,22.3309,24.4537,13.0731,1.4461,0.0493941,1.07604,-0.483956,-3.48892,0.187173,1.08982,0.227674,0.904379
1240,453.204,2,22.3315,24.4537,13.0724,1.44609,0.0493911,1.07611,-0.483973,-3.48917,0.187175,1.08971,0.227693,0.904467
1241,448.356,2,22.3305,24.4531,13.0724,1.44611,0.0493857,1.07611,-0.48394,-3.48831,0.187172,1.08966,0.227693,0.904425
1242,449.533,2,22.3303,24.4527,13.0737,1.44599,0.0493832,1.07617,-0.483931,-3.48832,0.18717,1.08962,0.227739,0.904442
1243,457.402,2,22.3297,24.4524,13.0725,1.44602,0.049379,1.07613,-0.483918,-3.48821,0.187168,1.08952,0.227763,0.904617
1244,456.933,2,22.3299,24.4528,13.0725,1.44613,0.0493713,1.07615,-0.483928,-3.48837,0.18717,1.08943,0.227808,0.904641
1245,452.913,2,22.3303,24.4525,13.0731,1.44606,0.0493715,1.07603,-0.483952,-3.4877,0.187172,1.0893,0.227831,0.904711
1246,447.331,2,22.3295,24.4514,13.0739,1.44611,0.0493696,1.07602,-0.483922,-3.48661,0.187166,1.08912,0.227852,0.904472
1247,456.43,2,22.3303,24.4513,13.0724,1.44614,0.0493722,1.076,-0.483947,-3.48623,0.187174,1.08895,0.227885,0.904329
1248,454.899,2,22.3308,24.4513,13.0711,1.44619,0.0493713,1.07604,-0.483973,-3.48532,0.187172,1.08889,0.227909,0.904201
1249,454.599,2,22.3311,24.4515,13.0694,1.4461,0.0493768,1.07606,-0.483994,-3.48489,0.187163,1.0887,0.227935,0.904224
1250,451.549,2,22.3309,24.4523,13.0667,1.4461,0.0493749,1.07607,-0.483987,-3.48501,0.187156,1.08844,0.227956,0.904325
1251,444.728,2,22.3301,24.4532,13.0646,1.446,0.0493694,1.07606,-0.483962,-3.48501,0.187151,1.08825,0.227985,0.904435
1252,457.843,2,22.3292,24.454,13.0643,1.44596,0.0493729,1.07599,-0.483932,-3.48464,0.187141,1.08813,0.228024,0.904474
1253,459.026,2,22.3282,24.4548,13.0633,1.44596,0.0493726,1.07607,-0.483897,-3.48454,0.187135,1.08813,0.228053,0.90457
1254,461.797,2,22.328,24.4553,13.0639,1.44603,0.0493723,1.076,-0.483886,-3.48398,0.187137,1.08807,0.228078,0.90464
1255,462.006,2,22.3272,24.4565,13.0621,1.44609,0.0493782,1.07591,-0.483858,-3.48341,0.187136,1.08796,0.228067,0.904629
1256,463.114,2,22.3267,24.4573,13.0619,1.44599,0.0493858,1.0759,-0.483848,-3.48438,0.187134,1.0881,0.228072,0.904694
1257,456.422,2,22.3272,24.4584,13.0627,1.44596,0.0493841,1.07593,-0.483864,-3.48396,0.187137,1.08837,0.228071,0.904664
1258,460.562,2,22.3274,24.4588,13.0634,1.44602,0.0493828,1.07592,-0.48386,-3.48403,0.18715,1.08862,0.228056,0.904605
1259,452.472,2,22.327,24.4589,13.0627,1.44602,0.0493796,1.07595,-0.483841,-3.4843,0.187156,1.0886,0.228083,0.904497
1260,459.094,2,22.3267,24.4599,13.0616,1.44611,0.0493773,1.07594,-0.483829,-3.48403,0.187157,1.08848,0.228098,0.904597
1261,455.328,2,22.326,24.4603,13.0643,1.44616,0.0493715,1.07593,-0.483807,-3.48338,0.18715,1.08842,0.228097,0.904839
1262,451.941,2,22.3255,24.4606,13.0669,1.44611,0.0493701,1.07595,-0.483788,-3.48304,0.187145,1.0884,0.228061,0.905083
1263,454.444,2,22.326,24.461,13.0666,1.44615,0.0493669,1.07597,-0.483798,-3.48246,0.187137,1.08831,0.228022,0.905399
1264,454.743,2,22.3258,24.4617,13.0668,1.44622,0.0493611,1.0759,-0.483785,-3.48167,0.18713,1.0883,0.22799,0.905654
1265,463.682,2,22.3254,24.4628,13.0644,1.44622,0.0493667,1.07593,-0.483767,-3.48104,0.187125,1.08831,0.227979,0.905837
1266,470.409,2,22.3253,24.4634,13.0617,1.44628,0.0493721,1.07589,-0.483763,-3.48104,0.187137,1.08846,0.227969,0.905907
1267,455.698,2,22.3246,24.4634,13.0615,1.44624,0.0493719,1.0758,-0.483739,-3.48157,0.187134,1.08855,0.227948,0.906033
1268,453.321,2,22.3243,24.4637,13.0609,1.44622,0.0493759,1.07586,-0.483735,-3.48205,0.187118,1.0886,0.227931,0.905944
1269,451.859,2,22.3237,24.4638,13.0611,1.44631,0.0493728,1.07581,-0.483712,-3.48156,0.18712,1.08855,0.227892,0.905915
1270,459.935,2,22.324,24.4629,13.0607,1.44641,0.0493739,1.07587,-0.483728,-3.48079,0.187121,1.08852,0.227872,0.90591
1271,457.094,2,22.324,24.4628,13.0603,1.44636,0.0493809,1.07583,-0.483725,-3.48027,0.187105,1.08857,0.22786,0.905903
1272,459.718,2,22.3238,24.4626,13.0593,1.44636,0.049386,1.07589,-0.48372,-3.48143,0.187097,1.08863,0.227867,0.90586
1273,460.668,2,22.323,24.4624,13.0596,1.44626,0.0493877,1.07587,-0.483691,-3.48168,0.187103,1.08881,0.227905,0.905876
1274,460.405,2,22.3227,24.4619,13.0582,1.44626,0.0493889,1.07599,-0.483698,-3.48159,0.187092,1.08903,0.227909,0.905885
1275,458.222,2,22.3229,24.4619,13.0589,1.44626,0.0493877,1.07612,-0.483715,-3.48284,0.187092,1.08914,0.227911,0.905925
1276,454.94,2,22.3228,24.4617,13.0576,1.44619,0.0493911,1.07613,-0.483723,-3.48383,0.187079,1.08934,0.227891,0.905891
1277,462.842,2,22.3227,24.4607,13.0568,1.44614,0.0493971,1.07615,-0.483728,-3.48294,0.187082,1.08951,0.227867,0.905951
1278,457.276,2,22.3223,24.4605,13.056,1.44594,0.0494025,1.07609,-0.483718,-3.48281,0.187089,1.0899,0.227842,0.905969
1279,455.651,2,22.3215,24.4608,13.0559,1.44581,0.0494087,1.07611,-0.483683,-3.48263,0.187095,1.09015,0.227796,0.905952
1280,460.663,2,22.3208,24.4611,13.0559,1.44584,0.0494118,1.07604,-0.483654,-3.48284,0.187093,1.09032,0.22777,0.905947
1281,458.39,2,22.321,24.4609,13.055,1.44596,0.0494047,1.07614,-0.483658,-3.48379,0.187091,1.09048,0.22776,0.905992
1282,461.706,2,22.321,24.461,13.0554,1.44599,0.0494105,1.07618,-0.483657,-3.48387,0.187102,1.09037,0.227752,0.905973
1283,451.777,2,22.3219,24.4617,13.0572,1.44595,0.0494134,1.07617,-0.48369,-3.48432,0.187103,1.09028,0.227754,0.905908
1284,455.024,2,22.3223,24.4627,13.0575,1.44587,0.0494202,1.07624,-0.483691,-3.4851,0.187112,1.09023,0.227759,0.905767
1285,457.231,2,22.3234,24.4633,13.0565,1.44576,0.0494258,1.07636,-0.483725,-3.48613,0.18712,1.09031,0.227786,0.905655
1286,460.587,2,22.3231,24.464,13.0567,1.44568,0.0494331,1.07628,-0.48371,-3.48618,0.187133,1.0903,0.2278,0.905603
1287,458.73,2,22.324,24.4638,13.056,1.44565,0.0494365,1.07631,-0.483737,-3.48636,0.187138,1.09039,0.227812,0.90555
1288,456.715,2,22.3236,24.4637,13.0556,1.44565,0.0494352,1.07625,-0.48372,-3.48592,0.18714,1.0904,0.227821,0.905615
1289,447.366,2,22.3234,24.4637,13.0555,1.44558,0.0494318,1.07617,-0.483708,-3.48682,0.187142,1.09042,0.227816,0.905617
1290,456.806,2,22.3233,24.4637,13.0559,1.44551,0.0494388,1.07617,-0.483701,-3.48651,0.187149,1.09046,0.227786,0.905591
1291,463.005,2,22.3233,24.4632,13.0557,1.44551,0.049444,1.07609,-0.483701,-3.48616,0.187149,1.0905,0.227764,0.905716
1292,450.581,2,22.3231,24.4636,13.0546,1.44557,0.049438,1.07613,-0.483691,-3.48534,0.187146,1.09047,0.227743,0.905779
1293,452.531,2,22.3228,24.4638,13.0536,1.44561,0.0494372,1.0761,-0.483685,-3.4856,0.187145,1.09038,0.227717,0.905793
1294,453.657,2,22.3229,24.4638,13.0543,1.44565,0.0494376,1.07614,-0.483685,-3.48499,0.18715,1.0904,0.227659,0.905822
1295,446.745,2,22.3234,24.4641,13.0543,1.44558,0.0494382,1.07614,-0.483711,-3.48619,0.187154,1.09027,0.227623,0.90588
1296,453.3,2,22.3227,24.4636,13.0552,1.44548,0.0494432,1.07611,-0.483694,-3.48723,0.187156,1.09028,0.227591,0.90591
1297,449.699,2,22.3223,24.4634,13.0554,1.44548,0.0494417,1.07599,-0.48369,-3.48779,0.18715,1.0902,0.227569,0.90592
1298,455.061,2,22.322,24.4619,13.0543,1.4454,0.0494454,1.07602,-0.483683,-3.48765,0.187147,1.09027,0.22755,0.905971
1299,454.128,2,22.3219,24.46,13.053,1.44537,0.0494437,1.07608,-0.483682,-3.48713,0.187143,1.09035,0.227568,0.905951
1300,463.133,2,22.3221,24.4593,13.0516,1.44537,0.049453,1.07616,-0.483696,-3.48626,0.187143,1.09035,0.227538,0.905963
1301,444.091,2,22.3216,24.4583,13.0513,1.44538,0.0494472,1.07614,-0.483679,-3.48532,0.187128,1.09037,0.2275,0.905976
1302,452.882,2,22.3209,24.4578,13.0502,1.44538,0.0494483,1.0761,-0.483645,-3.48551,0.187131,1.09033,0.227478,0.905998
1303,455.629,2,22.3204,24.4579,13.0499,1.44535,0.0494492,1.07608,-0.483614,-3.48657,0.18714,1.09047,0.227444,0.906034
1304,458.312,2,22.3198,24.4587,13.0478,1.44532,0.0494547,1.07604,-0.483597,-3.48754,0.187135,1.09045,0.22741,0.906171
1305,460.558,2,22.3186,24.4587,13.0462,1.44532,0.0494575,1.07605,-0.483541,-3.48884,0.187144,1.0905,0.227388,0.906306
1306,452.391,2,22.3194,24.4583,13.046,1.44528,0.0494603,1.07614,-0.483566,-3.49005,0.187151,1.09046,0.227343,0.906356
1307,450.959,2,22.3198,24.4578,13.0448,1.44524,0.0494594,1.07611,-0.483573,-3.49133,0.187154,1.09048,0.22732,0.906374
1308,447.07,2,22.3195,24.457,13.0438,1.4452,0.0494563,1.07614,-0.483567,-3.49133,0.187152,1.09056,0.227309,0.906289
1309,449.878,2,22.3196,24.4564,13.0432,1.44527,0.0494541,1.0762,-0.48357,-3.49182,0.187169,1.09049,0.227286,0.906092
1310,451.876,2,22.32,24.4564,13.043,1.44536,0.0494478,1.0762,-0.483587,-3.49248,0.187172,1.09055,0.227249,0.906108
1311,451.812,2,22.3201,24.456,13.0418,1.44536,0.0494495,1.07638,-0.483584,-3.4924,0.18716,1.09058,0.227207,0.906106
1312,447.286,2,22.3202,24.4559,13.0406,1.44534,0.0494499,1.0765,-0.483578,-3.4931,0.187156,1.09055,0.22716,0.906084
1313,446.23,2,22.3198,24.4546,13.0407,1.44523,0.0494526,1.0764,-0.483567,-3.49265,0.187145,1.09049,0.227126,0.906108
1314,453.086,2,22.3198,24.4536,13.0417,1.44516,0.0494565,1.07639,-0.483576,-3.49236,0.18714,1.09051,0.227108,0.906105
1315,443.92,2,22.3202,24.453,13.0413,1.44503,0.0494598,1.07639,-0.48359,-3.49267,0.187145,1.09044,0.227082,0.905965
1316,444.964,2,22.3201,24.4526,13.041,1.44499,0.0494571,1.07639,-0.483583,-3.4927,0.187151,1.09046,0.227056,0.905849
1317,448.993,2,22.3196,24.4522,13.0394,1.44496,0.0494573,1.0764,-0.483556,-3.49336,0.187163,1.09035,0.227039,0.90582
1318,446.79,2,22.3199,24.452,13.0385,1.44484,0.049457,1.07648,-0.483565,-3.49429,0.187177,1.09032,0.227037,0.905749
1319,460.601,2,22.32,24.451,13.0374,1.44484,0.0494592,1.07652,-0.483565,-3.49448,0.187187,1.0903,0.227056,0.905737
1320,449.385,2,22.3199,24.4502,13.036,1.44483,0.0494537,1.07654,-0.483553,-3.49402,0.187201,1.09033,0.227074,0.905622
1321,450.17,2,22.3207,24.4501,13.034,1.44475,0.0494519,1.0765,-0.483584,-3.49316,0.187214,1.09029,0.227108,0.905532
1322,445.338,2,22.3197,24.45,13.0342,1.44474,0.0494468,1.07647,-0.483544,-3.49249,0.187207,1.09017,0.227141,0.905404
1323,453.593,2,22.3199,24.4493,13.0337,1.44474,0.0494501,1.07649,-0.483549,-3.49171,0.187199,1.09009,0.22714,0.905319
1324,451.964,2,22.3193,24.4484,13.0341,1.44476,0.0494472,1.07643,-0.483534,-3.49172,0.187187,1.09008,0.227177,0.905203
1325,457.617,2,22.3195,24.4471,13.0332,1.4449,0.0494448,1.07645,-0.483543,-3.49129,0.187176,1.09006,0.227179,0.905131
1326,457.93,2,22.3197,24.4461,13.0312,1.44494,0.0494459,1.07651,-0.483559,-3.49208,0.187178,1.08998,0.227196,0.905072
1327,463.963,2,22.3194,24.4453,13.031,1.44497,0.0494506,1.07653,-0.483551,-3.49255,0.187183,1.08984,0.227254,0.904991
1328,457.516,2,22.3196,24.4441,13.0293,1.44506,0.0494481,1.07657,-0.483552,-3.49385,0.187193,1.0897,0.22727,0.904967
1329,458.032,2,22.3195,24.4434,13.0292,1.44502,0.0494548,1.07665,-0.483549,-3.49429,0.18719,1.08965,0.227268,0.904943
1330,449.368,2,22.3192,24.4435,13.0288,1.44495,0.0494573,1.0766,-0.483541,-3.49413,0.187182,1.08953,0.227258,0.904962
1331,448.161,2,22.3196,24.4437,13.0258,1.44487,0.0494558,1.07664,-0.483547,-3.49452,0.18718,1.08947,0.22728,0.904926
1332,453.742,2,22.3195,24.4441,13.0249,1.44479,0.0494571,1.07667,-0.483546,-3.4957,0.187182,1.08942,0.227296,0.904972
1333,458.062,2,22.3193,24.4444,13.0248,1.44476,0.0494591,1.0767,-0.483538,-3.49624,0.187177,1.08941,0.2273,0.905104
1334,457.188,2,22.3189,24.4442,13.0241,1.44475,0.0494628,1.07672,-0.483521,-3.4956,0.18718,1.08936,0.2273,0.905055
1335,458.947,2,22.3186,24.4443,13.0215,1.44489,0.049459,1.07668,-0.483513,-3.49518,0.187171,1.08932,0.227312,0.905078
1336,459.426,2,22.3183,24.444,13.0202,1.44489,0.0494637,1.07662,-0.483499,-3.49424,0.187166,1.0893,0.227311,0.905099
1337,445.387,2,22.3189,24.4437,13.0195,1.4449,0.0494586,1.0766,-0.483527,-3.49306,0.187168,1.08917,0.227304,0.90507
1338,451.334,2,22.3189,24.4428,13.0201,1.44497,0.0494553,1.0766,-0.483532,-3.4916,0.187168,1.08909,0.227305,0.904979
1339,465.37,2,22.319,24.4421,13.0214,1.44504,0.0494547,1.07666,-0.483547,-3.49059,0.187172,1.08914,0.227343,0.905001
1340,454.512,2,22.3188,24.4414,13.0207,1.4451,0.0494494,1.07661,-0.483541,-3.48944,0.187169,1.08896,0.227374,0.905105
1341,460.263,2,22.3192,24.4413,13.0192,1.4452,0.0494463,1.07656,-0.483547,-3.48746,0.187167,1.08876,0.227428,0.905158
1342,459.496,2,22.3188,24.4418,13.017,1.44528,0.0494413,1.07652,-0.48353,-3.48592,0.187167,1.08879,0.227469,0.905165
1343,465.729,2,22.3181,24.4417,13.0151,1.44537,0.0494403,1.0765,-0.483502,-3.4843,0.187168,1.08883,0.227511,0.905166
1344,466.381,2,22.317,24.442,13.0164,1.44551,0.049439,1.0764,-0.483466,-3.48404,0.187168,1.08889,0.227563,0.905041
1345,463.778,2,22.3167,24.442,13.0167,1.44553,0.0494417,1.07636,-0.483449,-3.4835,0.187171,1.08901,0.227589,0.904963
1346,469.967,2,22.3159,24.4419,13.0162,1.44562,0.0494447,1.07635,-0.483408,-3.48354,0.187177,1.08895,0.227643,0.904983
1347,471.584,2,22.316,24.4425,13.0166,1.44569,0.0494483,1.07635,-0.483411,-3.48305,0.18718,1.08903,0.227684,0.90503
1348,462.221,2,22.3156,24.4428,13.0158,1.44564,0.0494526,1.07633,-0.483393,-3.48333,0.187177,1.08893,0.227745,0.90507
1349,459.673,2,22.3153,24.4434,13.0151,1.44559,0.049454,1.07633,-0.483382,-3.4839,0.187175,1.08896,0.227802,0.90503
1350,460.759,2,22.3153,24.4437,13.0137,1.44559,0.0494539,1.07638,-0.483383,-3.48426,0.187163,1.089,0.22788,0.90493
1351,459.241,2,22.3163,24.4438,13.0128,1.44559,0.0494548,1.07644,-0.483417,-3.48564,0.187159,1.0891,0.227898,0.904918
1352,446.183,2,22.3169,24.4444,13.0119,1.44554,0.0494514,1.07642,-0.483444,-3.48684,0.187164,1.08909,0.227894,0.904872
1353,459.779,2,22.3172,24.4449,13.0121,1.44541,0.0494604,1.07652,-0.48345,-3.48808,0.187172,1.08902,0.227908,0.904861
1354,466.655,2,22.3176,24.4456,13.0119,1.44533,0.0494673,1.07659,-0.483477,-3.48958,0.18717,1.08914,0.227961,0.904832
1355,472.082,2,22.3182,24.4465,13.0129,1.44521,0.0494785,1.07678,-0.483488,-3.49138,0.18717,1.08935,0.227995,0.904889
1356,461.403,2,22.3182,24.447,13.013,1.4451,0.0494886,1.07679,-0.483489,-3.49295,0.187166,1.08932,0.228019,0.904833
1357,453.792,2,22.3182,24.4478,13.0124,1.44501,0.0494908,1.07678,-0.483486,-3.49497,0.187166,1.08937,0.228043,0.904766
1358,449.6,2,22.3185,24.4481,13.0119,1.44497,0.0494894,1.07687,-0.483495,-3.4957,0.187163,1.08931,0.228074,0.904678
1359,446.213,2,22.3189,24.4482,13.0125,1.44482,0.0494919,1.07695,-0.483504,-3.49638,0.187159,1.08924,0.228107,0.904548
1360,449.837,2,22.3186,24.4486,13.0113,1.44482,0.0494902,1.07699,-0.483494,-3.49657,0.187155,1.08926,0.228124,0.904384
1361,456.156,2,22.3183,24.4489,13.0103,1.44489,0.0494887,1.077,-0.483474,-3.4961,0.18716,1.08935,0.228114,0.904265
1362,450.047,2,22.3181,24.4487,13.0091,1.44487,0.0494892,1.07698,-0.483458,-3.49657,0.187163,1.08938,0.2281,0.904164
1363,457.612,2,22.3186,24.4492,13.0089,1.44477,0.0494921,1.07703,-0.483474,-3.49808,0.187164,1.08945,0.228121,0.904224
1364,456.414,2,22.319,24.4501,13.0091,1.44477,0.0494931,1.07702,-0.483479,-3.49818,0.187165,1.08942,0.228134,0.904233
1365,462.809,2,22.3185,24.4503,13.0095,1.44474,0.0495007,1.07694,-0.483454,-3.49817,0.18717,1.08933,0.228146,0.904243
1366,454.792,2,22.3187,24.4501,13.0096,1.44484,0.0494974,1.07691,-0.483454,-3.49807,0.187168,1.08929,0.228128,0.904253
1367,454.621,2,22.3187,24.4499,13.0108,1.44482,0.0495008,1.07695,-0.483454,-3.49792,0.187169,1.08916,0.228131,0.904238
1368,444.307,2,22.3187,24.45,13.011,1.44467,0.0495025,1.07696,-0.483459,-3.49864,0.187168,1.08907,0.228115,0.904252
1369,458.709,2,22.3188,24.4499,13.011,1.44467,0.0495017,1.07693,-0.483456,-3.4991,0.187162,1.08917,0.228132,0.904306
1370,454.91,2,22.3191,24.45,13.0104,1.44458,0.0495067,1.07691,-0.483468,-3.49862,0.187165,1.08911,0.22815,0.904213
