iteration,convergenceIndicator,phase,Cl_pop,V_pop,a,omega_Cl,omega_V
89,502.061,1,14.4822,31.728,3.63443,0.31332,0.301702
90,500.005,1,14.7075,31.1638,3.647,0.305386,0.294062
91,501.864,1,14.5798,31.0711,3.66537,0.315116,0.286617
92,499.217,1,14.6464,31.1134,3.62833,0.307137,0.285982
93,500.698,1,14.7564,30.929,3.68075,0.314109,0.27874
94,500.489,1,14.5614,31.2682,3.68772,0.306156,0.271682
95,500.278,1,14.4091,31.5104,3.67725,0.298404,0.278825
96,502.917,1,14.6232,31.8016,3.69848,0.305942,0.286275
97,510.205,1,14.6281,31.4224,3.82938,0.329586,0.279027
98,509.469,1,14.2909,31.7505,3.84955,0.321241,0.28028
99,510.3,1,14.1468,31.8168,3.83566,0.313107,0.295149
100,507.62,1,14.6679,31.6755,3.76254,0.320976,0.287934
101,499.566,1,14.6895,31.4726,3.67001,0.312849,0.280643
102,502.764,1,14.5845,31.8438,3.67323,0.310646,0.292278
103,507.365,1,14.7291,31.0154,3.77624,0.312694,0.286739
104,502.124,1,14.7077,31.7022,3.68062,0.30609,0.300888
105,501.416,1,14.6487,31.3667,3.67805,0.298339,0.293269
106,498.92,1,14.1783,31.8646,3.6671,0.290785,0.297619
107,501.87,1,14.4181,32.0338,3.67322,0.302902,0.290958
108,496.728,1,14.3366,31.161,3.66711,0.295232,0.283591
109,501.435,1,14.5371,31.1882,3.71828,0.306818,0.27641
110,504.386,1,14.6984,31.011,3.79154,0.301117,0.269411
111,502.218,1,14.3177,31.3963,3.73519,0.308223,0.26259
112,506.838,1,14.6298,31.4301,3.85749,0.310039,0.255941
113,508.351,1,14.2968,31.0385,3.9099,0.303551,0.24946
114,501.534,1,14.566,31.3818,3.8109,0.312951,0.260232
115,500.882,1,14.4899,31.4753,3.7625,0.305027,0.259611
116,498.234,1,14.421,30.9203,3.66723,0.302137,0.275231
117,499.853,1,14.5575,31.4175,3.68402,0.294487,0.275103
118,499.844,1,14.7837,31.5304,3.65483,0.301393,0.281676
119,502.425,1,14.5747,31.7085,3.72154,0.293762,0.288588
120,504.434,1,14.683,31.5241,3.74338,0.297166,0.288372
121,500.33,1,14.639,31.4548,3.64859,0.316551,0.283109
122,503.274,1,14.6283,31.5515,3.70308,0.308536,0.293913
123,508.761,1,14.3272,31.5933,3.81287,0.300723,0.299421
124,504.263,1,14.2913,31.5873,3.77999,0.293109,0.29184
125,496.766,1,14.069,32.026,3.68427,0.285687,0.289085
126,495.528,1,14.0067,32.363,3.6355,0.278454,0.281765
127,502.696,1,14.4554,32.1188,3.728,0.302753,0.274631
128,499.13,1,14.3188,31.3756,3.68476,0.295087,0.283927
129,495.611,1,14.6632,31.3899,3.59146,0.304866,0.276738
130,495.912,1,14.5752,31.0908,3.55787,0.306729,0.285277
131,498.722,1,14.3627,31.0846,3.6299,0.301183,0.282912
132,497.103,1,14.4405,31.18,3.61149,0.300751,0.276749
133,502.459,1,14.2276,32.0589,3.68388,0.295315,0.2991
134,500.034,1,14.4632,31.8306,3.66186,0.292128,0.291527
135,497.516,1,14.4889,31.2691,3.64549,0.284811,0.284145
136,496.586,1,14.4325,31.4527,3.59514,0.299413,0.280773
137,499.513,1,14.4341,31.5765,3.6773,0.291832,0.286481
138,496.812,1,14.306,32.0327,3.64616,0.284443,0.279635
139,498.657,1,14.1748,31.7737,3.66842,0.2845,0.280507
140,502.179,1,14.3698,31.5482,3.74428,0.278046,0.28547
141,501.815,1,14.4424,31.6074,3.71976,0.287341,0.283876
142,508.419,1,14.5455,31.253,3.77446,0.303921,0.306433
143,506.062,1,14.4818,31.4103,3.72655,0.306455,0.303312
144,500.578,1,14.7296,31.3804,3.63219,0.31529,0.305958
145,501.529,1,14.2805,31.8417,3.65374,0.307307,0.300611
146,496.051,1,14.3154,31.5645,3.56866,0.309334,0.292999
147,496.754,1,14.3687,31.6808,3.62875,0.301501,0.285581
148,499.77,1,14.4698,31.4511,3.64851,0.307337,0.278422
149,493.384,1,14.4329,30.8383,3.55613,0.302739,0.271372
150,498.625,1,14.2769,31.1095,3.67692,0.297237,0.264504
151,498.71,1,14.4627,31.0517,3.66618,0.29666,0.27047
152,502.601,1,14.4256,32.1324,3.77775,0.289149,0.276337
153,503.143,1,14.3385,31.5535,3.80326,0.281827,0.271462
154,495.059,1,14.5672,31.1434,3.70696,0.286978,0.264589
155,501.371,1,14.6523,31.0411,3.73158,0.285406,0.276289
156,502.703,1,14.662,30.8654,3.69332,0.312845,0.280315
157,500.812,1,14.7848,31.2964,3.64648,0.314171,0.282934
158,502.828,2,14.8669,31.1938,3.7004,0.3115,0.279471
159,504.435,2,14.6087,31.3793,3.69705,0.31833,0.290096
160,498.815,2,14.8578,31.2385,3.57548,0.326904,0.286266
161,498.835,2,14.7003,31.1718,3.58206,0.32016,0.289275
162,498.508,2,14.4802,31.3955,3.59741,0.300344,0.29751
163,498.222,2,14.5582,31.8351,3.59217,0.302254,0.29541
164,501.211,2,14.5411,31.6877,3.66941,0.300447,0.285848
165,503.897,2,14.6156,31.1063,3.74637,0.305757,0.270423
166,498.152,2,14.655,31.0009,3.70178,0.297425,0.257927
167,497.725,2,14.5119,31.1464,3.6465,0.292757,0.27693
168,497.782,2,14.5022,31.0065,3.66611,0.289539,0.269367
169,497.607,2,14.5424,31.2421,3.67117,0.295239,0.260537
170,498.709,2,14.3572,31.3878,3.6819,0.289833,0.267081
171,501.17,2,14.3822,31.4739,3.70007,0.295699,0.270148
172,508.182,2,14.4539,31.3727,3.77942,0.305999,0.271778
173,506.166,2,14.4097,31.3429,3.76516,0.311008,0.278614
174,499.234,2,14.4619,31.1924,3.71112,0.304379,0.274459
175,500.355,2,14.4427,31.3673,3.6931,0.297068,0.28074
176,499.797,2,14.5299,31.349,3.67048,0.302734,0.279255
177,499.072,2,14.5714,31.2508,3.6575,0.294503,0.286853
178,496.559,2,14.593,31.1386,3.62647,0.296709,0.285184
179,496.662,2,14.519,31.2945,3.61327,0.297835,0.283459
180,495.972,2,14.4379,31.2622,3.5966,0.300416,0.28256
181,502.391,2,14.5108,31.4106,3.60499,0.308465,0.291338
182,495.76,2,14.5263,31.4291,3.57725,0.312314,0.28959
183,497.583,2,14.516,31.4765,3.59636,0.305918,0.285514
184,504.531,2,14.5179,31.5574,3.64883,0.30479,0.282813
185,502.024,2,14.4633,31.7041,3.65925,0.304292,0.284269
186,501.593,2,14.4956,31.5705,3.65174,0.310644,0.284632
187,490.928,2,14.4494,31.5992,3.59895,0.308452,0.28615
188,494.745,2,14.4118,31.5364,3.59341,0.301434,0.287011
189,496.673,2,14.4224,31.4368,3.60468,0.295713,0.285642
190,501.469,2,14.432,31.4889,3.61813,0.299369,0.284948
191,507.707,2,14.448,31.4772,3.66455,0.301083,0.280993
192,503.556,2,14.4413,31.4355,3.68449,0.301468,0.277791
193,502.324,2,14.4705,31.4981,3.68657,0.303813,0.277193
194,499.372,2,14.4542,31.4667,3.68619,0.302773,0.27544
195,496.614,2,14.4328,31.4679,3.67616,0.300154,0.275977
196,500.738,2,14.4372,31.5231,3.68129,0.297952,0.276547
197,499.194,2,14.4292,31.6001,3.67923,0.29694,0.277021
198,501.218,2,14.4243,31.548,3.67897,0.299854,0.275864
199,502.574,2,14.4417,31.5593,3.68091,0.299844,0.277727
200,500.004,2,14.4589,31.545,3.67868,0.298082,0.279807
201,498.088,2,14.4714,31.5216,3.67688,0.297247,0.278938
202,498.275,2,14.4794,31.487,3.67376,0.297432,0.278312
203,503.762,2,14.4924,31.4586,3.67886,0.299824,0.277168
204,500.573,2,14.5097,31.4471,3.67832,0.300523,0.276926
205,503.265,2,14.5144,31.385,3.68213,0.301346,0.276699
206,501.605,2,14.5061,31.3864,3.68161,0.300923,0.278037
207,513.716,2,14.509,31.3721,3.70226,0.300923,0.277688
208,510.41,2,14.5029,31.3639,3.71539,0.299762,0.278479
209,497.733,2,14.503,31.3601,3.71375,0.299856,0.278282
210,504.847,2,14.494,31.3682,3.71573,0.299632,0.27808
211,504.123,2,14.4913,31.3756,3.71581,0.299763,0.278258
212,499.68,2,14.4874,31.3805,3.71429,0.299764,0.278483
213,496.233,2,14.4842,31.3853,3.71133,0.299765,0.278784
214,500.512,2,14.483,31.3843,3.71215,0.299627,0.278268
215,508.31,2,14.4848,31.3871,3.71411,0.299638,0.278407
216,503.75,2,14.4874,31.3979,3.71456,0.299814,0.278292
217,499.037,2,14.4868,31.39,3.71362,0.300051,0.277983
218,497.155,2,14.4873,31.3883,3.71252,0.30006,0.277677
219,499.197,2,14.4877,31.3812,3.71196,0.300027,0.27751
220,505.127,2,14.4865,31.3902,3.71241,0.300084,0.277722
221,504.286,2,14.4878,31.3889,3.71246,0.300183,0.277934
222,501.301,2,14.4849,31.3889,3.71232,0.300191,0.277869
223,509.02,2,14.4895,31.3832,3.71467,0.300215,0.277791
224,501.06,2,14.4902,31.3873,3.71389,0.30026,0.277932
225,503.667,2,14.4918,31.3898,3.71426,0.300303,0.277927
226,498.567,2,14.4884,31.3917,3.71396,0.300106,0.277737
227,500.354,2,14.4887,31.3892,3.71346,0.299977,0.277834
228,499.72,2,14.4889,31.3927,3.71236,0.299981,0.277995
229,502.721,2,14.4933,31.3887,3.71274,0.299883,0.277995
230,503.399,2,14.4952,31.3832,3.71325,0.299846,0.277967
231,501.998,2,14.4973,31.3876,3.71209,0.299966,0.278358
232,505.222,2,14.5009,31.3941,3.71236,0.299805,0.278781
233,506.163,2,14.4973,31.3986,3.71281,0.299883,0.279005
234,498.782,2,14.4958,31.4014,3.71218,0.299787,0.278947
235,494.819,2,14.494,31.4083,3.71018,0.299723,0.279011
236,495.545,2,14.493,31.4099,3.7079,0.299862,0.279119
237,495.848,2,14.4891,31.4197,3.706,0.299736,0.279357
238,498.686,2,14.4869,31.4206,3.70515,0.299598,0.279491
239,489.305,2,14.4842,31.4201,3.70283,0.299432,0.279232
240,501.566,2,14.4871,31.4195,3.70283,0.299508,0.279138
241,501.608,2,14.4843,31.4233,3.70311,0.299487,0.279018
242,504.64,2,14.4824,31.4303,3.70397,0.299462,0.278977
243,500.783,2,14.481,31.4343,3.7045,0.299314,0.278769
244,507.856,2,14.4801,31.4307,3.70605,0.299307,0.278741
245,502.712,2,14.4813,31.4269,3.70654,0.299402,0.278531
246,498.755,2,14.4852,31.4225,3.70539,0.299607,0.278527
247,499.203,2,14.4874,31.42,3.70395,0.299847,0.278682
248,504.28,2,14.4862,31.4194,3.70439,0.299873,0.27872
249,500.416,2,14.4865,31.4169,3.7041,0.299888,0.278693
250,496.712,2,14.4841,31.4182,3.70317,0.299774,0.278704
251,505.489,2,14.4822,31.4254,3.7037,0.29978,0.278836
252,498.881,2,14.4807,31.4269,3.70316,0.299663,0.278901
253,499.81,2,14.4783,31.4287,3.70288,0.299603,0.278893
254,499.402,2,14.4766,31.426,3.70245,0.299626,0.278838
