iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,b,beta_Cl_tCLCRMLMIN,omega_Cl,omega_Q,omega_V1,omega_V2
2902,569.789,1,5.76149,25.8615,12.4195,1.37168,0.0641241,8.14907,3.3141,1.42584,0.228218,1.07818
2903,558.94,1,5.31882,25.0907,11.5973,1.40929,0.054317,8.68903,3.23308,1.39763,0.233464,1.10746
2904,550.301,1,5.17994,24.8633,11.9548,1.40927,0.0515048,8.90111,3.29269,1.28287,0.227569,1.02643
2905,544.415,1,5.04522,24.488,12.8798,1.37126,0.0543227,8.85891,3.29071,1.11901,0.210534,1.0118
2906,531.384,1,5.2817,24.5932,12.563,1.37118,0.0511493,8.70639,3.28995,1.0267,0.187482,0.98081
2907,538.328,1,4.86913,24.8303,12.0275,1.33387,0.0532796,9.26277,3.37168,1.04965,0.197332,1.08614
2908,544.436,1,4.41898,24.8344,11.9214,1.38582,0.0548106,9.67172,3.29267,1.10165,0.188552,1.12076
2909,543.688,1,4.56336,24.5133,11.3667,1.41473,0.0525931,9.58821,3.42861,1.14103,0.192598,1.00984
2910,549.846,1,4.6928,25.0161,11.228,1.4148,0.0561137,9.43155,3.54455,1.12227,0.208941,0.968391
2911,550.916,1,5.60157,24.74,12.0985,1.44992,0.0536282,8.39447,3.45833,1.23129,0.21584,0.910336
2912,555.339,1,5.19338,24.2766,13.092,1.45007,0.0591032,8.60715,3.36429,1.18346,0.194752,0.928367
2913,561.057,1,4.71082,24.3022,13.0226,1.39275,0.0660512,9.06174,3.2496,1.30199,0.187393,0.927456
2914,541.822,1,4.53376,23.98,13.6659,1.35709,0.0587166,9.34898,3.26371,1.11584,0.181222,0.91836
2915,542.817,1,5.32293,23.764,14.8921,1.35712,0.0588028,8.67421,3.28718,1.17462,0.173114,0.935728
2916,537.089,1,6.31109,23.4028,14.574,1.34596,0.0552445,7.61527,3.35155,1.26875,0.155854,0.952337
2917,545.984,1,5.17861,23.2979,13.4713,1.38821,0.0596829,8.62131,3.18201,1.19573,0.172487,0.923913
2918,542.426,1,3.72803,23.7393,13.6808,1.46727,0.0522528,10.28,3.44758,1.17977,0.1828,0.869523
2919,547.423,1,6.4028,23.3394,13.6092,1.4369,0.0592003,7.62651,3.35452,1.17773,0.180968,0.844215
2920,545.854,1,5.69044,23.6262,12.4541,1.4596,0.0547325,8.30578,3.3394,1.05963,0.212662,0.877263
2921,548.492,1,5.22602,23.8833,13.857,1.38782,0.0600533,8.65536,3.11488,1.04266,0.218319,0.936352
2922,544.811,1,5.36297,24.0758,13.666,1.47232,0.0513236,8.54855,3.26167,1.01786,0.220814,0.982229
2923,557.695,1,5.46342,24.7579,13.1417,1.4725,0.0576637,8.48227,3.3365,1.12124,0.229668,0.964155
2924,545.024,1,5.03612,24.7063,12.8894,1.45859,0.0519679,8.89342,3.25735,1.17518,0.212471,0.887145
2925,541.246,1,5.58967,24.4893,13.3763,1.49721,0.0470941,8.39366,3.30001,1.11669,0.207749,0.946261
2926,554.908,1,5.25311,24.92,13.0958,1.51499,0.0580473,8.61997,3.29313,1.07983,0.197828,0.950008
2927,550.881,1,4.35525,23.6951,14.4919,1.44752,0.0570567,9.60433,3.34135,1.05192,0.212107,0.961702
2928,545.529,1,5.68757,23.8544,12.7491,1.4091,0.055758,8.12646,3.30076,1.09196,0.207461,0.919866
2929,548.087,1,5.37909,24.9521,13.3997,1.4976,0.0526028,8.66371,3.48683,1.06018,0.199367,0.98089
2930,551.934,1,6.39387,25.2735,13.6157,1.54135,0.0517373,7.65152,3.37403,1.12973,0.217416,0.926367
2931,551.921,1,6.31971,25.3076,14.2033,1.5653,0.0524525,7.76599,3.57434,1.02852,0.21012,0.905486
2932,548.896,1,5.50846,25.1727,13.6609,1.56523,0.0507418,8.55364,3.5412,1.03335,0.216591,0.897519
2933,537.813,1,4.9174,24.7697,13.1211,1.48105,0.0478663,9.1469,3.38444,1.06899,0.199275,0.918784
2934,537.954,1,5.85673,24.7373,13.6475,1.40709,0.0520243,8.13257,3.27664,1.01231,0.20964,0.949652
2935,539.086,1,6.82952,24.3555,13.5485,1.49851,0.048908,7.17553,3.42923,1.00904,0.197393,0.91795
2936,528.271,1,4.29399,24.4302,12.9628,1.4846,0.0434815,9.65359,3.27203,1.01478,0.18805,0.929207
2937,527.756,1,4.88933,24.3883,12.6149,1.51615,0.0410652,8.96693,3.22502,1.10201,0.178508,0.920883
2938,537.425,1,4.87005,23.9407,12.8513,1.46041,0.044992,9.18753,3.37427,1.19406,0.199307,0.977182
2939,532.692,1,4.88912,23.413,12.9848,1.51536,0.0399253,9.30768,3.45109,1.15374,0.203532,0.915629
2940,536.038,1,5.66611,23.4997,12.2971,1.5154,0.0419176,8.47528,3.40122,1.22957,0.205953,0.88571
2941,536.718,1,6.33597,23.7884,12.4308,1.60885,0.0371194,7.7286,3.4541,1.2223,0.197616,0.892917
2942,535.839,1,5.27913,23.4533,12.6909,1.6089,0.0402245,8.57301,3.30393,1.07311,0.202548,0.910825
2943,535.752,1,4.44281,23.8474,12.8159,1.45748,0.0460967,9.5947,3.38411,1.10191,0.213132,0.89115
2944,527.968,1,5.1267,23.4986,14.0595,1.52483,0.0405691,8.81849,3.29566,1.18828,0.191378,0.79328
2945,531.193,1,5.63241,23.1616,13.4754,1.57249,0.0362014,8.34981,3.32104,1.24863,0.192033,0.88908
2946,540.649,1,5.4903,22.8158,14.7772,1.60467,0.0404139,8.55012,3.38633,1.22029,0.191467,0.939324
2947,541.449,1,5.07912,22.4668,14.1761,1.45675,0.0516082,8.97621,3.31336,1.17593,0.204761,0.834236
2948,534.289,1,4.52288,22.5966,13.7164,1.57079,0.0370229,9.39226,3.40943,1.17392,0.229029,0.823303
2949,537.647,1,3.76512,22.1218,14.6362,1.57079,0.0364798,10.1567,3.41376,1.19268,0.254363,0.827133
2950,523.567,1,5.0028,22.986,14.3375,1.50141,0.0353586,8.89776,3.38189,1.23212,0.22847,0.735369
2951,526.926,1,6.02332,23.1269,14.7953,1.52506,0.0342177,7.87351,3.25311,1.14364,0.255748,0.816631
2952,526.15,1,5.1433,23.3519,15.3887,1.4747,0.0359199,8.80469,3.21838,1.17416,0.266272,0.805855
2953,522.818,1,5.33864,23.5042,15.3303,1.5039,0.0299076,8.56714,3.26669,1.24148,0.275629,0.787445
2954,533.682,1,6.17,23.5045,16.1707,1.5254,0.0346461,7.66097,3.26344,1.29267,0.28209,0.794067
2955,534.06,1,4.19587,23.4495,16.262,1.55706,0.0336161,9.77567,3.3918,1.27895,0.259409,0.816035
2956,534.771,1,4.58206,23.5985,16.4954,1.49899,0.0371923,9.45052,3.42875,1.3123,0.254232,0.819721
2957,538.026,1,5.11137,23.1,15.9331,1.56227,0.0400858,8.91639,3.40578,1.30557,0.253525,0.683636
2958,538.175,1,5.46285,23.296,14.4881,1.56227,0.0393197,8.43855,3.31188,1.23827,0.26922,0.703199
2959,544.867,1,6.143,23.9841,15.2978,1.51219,0.0414999,7.79993,3.46242,1.38059,0.255283,0.830486
2960,548.04,1,5.89911,24.0827,15.7181,1.57776,0.0426016,8.15441,3.45253,1.44164,0.25427,0.729385
2961,541.043,1,5.58544,23.8704,15.384,1.51285,0.0431533,8.32554,3.321,1.44638,0.248073,0.699139
2962,546.121,1,5.02519,23.5411,15.2025,1.55945,0.0428431,9.04144,3.43874,1.45591,0.23206,0.766766
2963,553.408,1,4.54058,22.9946,14.1173,1.66721,0.0433297,9.67107,3.36659,1.48369,0.232847,0.741796
2964,552.123,1,5.74585,22.5426,14.7396,1.65035,0.0403337,8.24395,3.47949,1.402,0.243427,0.805278
2965,549.965,1,5.04633,22.3519,15.8827,1.68067,0.0383949,8.95446,3.41798,1.36761,0.218238,0.878886
2966,548.241,1,4.63525,24.2026,15.1203,1.55312,0.0458766,9.29373,3.39105,1.3881,0.207519,0.868012
2967,546.385,1,4.54188,24.1839,14.6538,1.47142,0.0505928,9.38681,3.28798,1.39151,0.207478,0.838644
2968,551.521,1,5.90181,24.3736,13.0768,1.57084,0.0474875,8.07614,3.26722,1.30493,0.235268,0.848953
2969,544.972,1,4.68689,23.8039,13.049,1.51184,0.0464601,9.26117,3.29966,1.20735,0.214022,0.958997
2970,536.024,1,5.31792,23.9625,13.0034,1.48535,0.0419318,8.62907,3.30629,1.17608,0.213397,0.977235
2971,534.97,1,4.57976,23.8912,12.2913,1.46555,0.0482691,9.46913,3.3405,1.13345,0.183641,0.877501
2972,527.467,1,4.87595,24.2617,12.5983,1.46544,0.0440849,9.09096,3.44863,1.03799,0.189884,0.882734
2973,536.796,1,5.26839,23.7199,13.0242,1.54713,0.0449302,8.72974,3.41492,1.0708,0.197771,0.84294
2974,543.578,1,4.57823,23.631,11.4486,1.67223,0.0444207,9.45798,3.33615,1.03548,0.181171,0.920426
2975,540.21,1,5.42316,23.7665,11.7067,1.67217,0.0431823,8.70555,3.48762,0.983132,0.171796,0.958484
2976,539.293,1,5.84628,23.921,12.7373,1.52273,0.050874,8.11503,3.33475,0.960326,0.177592,0.946756
2977,545.218,1,4.475,24.1154,12.6108,1.55907,0.0518021,9.43841,3.17021,1.11706,0.171537,0.946698
2978,540.178,1,3.59381,23.6787,13.0575,1.46101,0.0546928,10.3479,3.22221,1.18708,0.145888,0.95787
2979,541.181,1,4.20533,23.7005,13.3093,1.58769,0.0509975,9.75412,3.16715,1.07321,0.154354,0.931668
2980,533.379,1,4.52614,23.211,13.2675,1.63331,0.043008,9.61057,3.47964,1.00993,0.162769,0.849543
2981,533.409,1,4.10747,23.5689,12.2594,1.54242,0.0431744,9.8608,3.34464,1.06824,0.165686,1.01414
2982,534.825,1,4.47014,23.3515,13.4703,1.47326,0.0473865,9.50814,3.20992,1.15609,0.163561,1.03347
2983,541.653,1,5.47608,23.3287,13.5982,1.47334,0.0494504,8.42458,3.27724,1.26679,0.161201,1.02906
2984,538.375,1,4.80564,23.5586,13.8084,1.58253,0.0431885,9.24117,3.425,1.33329,0.150597,0.935868
2985,533.008,1,4.96023,23.2409,13.9405,1.52,0.0413683,9.03734,3.42178,1.20574,0.174392,0.952775
2986,536.744,1,4.28531,23.1957,14.1872,1.61013,0.0389943,9.6475,3.45419,1.17265,0.185758,0.900549
2987,537.628,1,4.99578,22.0923,14.2602,1.63012,0.0398949,9.03903,3.38334,1.18914,0.189857,0.833776
2988,536.435,1,3.9727,21.9761,13.7896,1.63035,0.0368881,10.1124,3.43257,1.2271,0.196235,0.846819
2989,538.335,1,5.07278,22.6417,13.8276,1.545,0.0395608,8.83376,3.30578,1.25891,0.232052,0.855258
2990,533.006,1,3.76951,23.0009,13.9395,1.545,0.0398806,10.149,3.23712,1.0924,0.221809,0.874229
2991,529.222,1,4.34017,23.3952,13.4823,1.44124,0.042685,9.64298,3.46098,1.06402,0.216869,0.867899
2992,534.736,1,4.61425,23.3368,14.0504,1.45835,0.0475847,9.25569,3.33406,1.00646,0.200126,0.935561
2993,540.223,1,6.03391,22.7057,15.2618,1.53778,0.0433941,7.83776,3.31311,1.05073,0.211114,1.01824
2994,540.936,1,5.59043,22.891,14.9186,1.56412,0.0429481,8.30134,3.35578,1.06596,0.202332,1.01077
2995,535.608,1,5.20234,23.3305,14.4311,1.44484,0.0413467,8.78825,3.45924,1.14968,0.239021,0.954933
2996,527.488,1,5.29324,23.9963,13.7733,1.39364,0.0408951,8.6284,3.30961,1.2301,0.21584,0.937828
2997,528.39,1,4.3204,24.1941,12.6109,1.42837,0.0387821,9.68789,3.35,1.24284,0.219994,0.932521
2998,535.31,1,4.37485,24.1251,12.7025,1.48874,0.0401026,9.71878,3.44087,1.16689,0.230552,0.915646
2999,541.022,1,5.57864,23.9473,13.2462,1.45788,0.0462854,8.45326,3.39751,1.16062,0.243073,0.870279
3000,538.41,1,6.02177,24.5112,12.6112,1.45782,0.04399,8.00289,3.39126,1.19413,0.23766,0.910855
3001,545.513,1,5.28461,24.575,15.3663,1.49165,0.0461932,8.72765,3.44585,1.24303,0.214097,0.97537
3002,542.664,1,4.75431,24.9766,14.2715,1.41432,0.0537088,9.19836,3.32964,1.16143,0.212182,0.849506
3003,547.401,1,4.86999,24.7656,14.6904,1.46053,0.0522336,9.19017,3.40185,1.1772,0.210554,0.934283
3004,542.823,1,4.40793,24.6171,13.0297,1.33976,0.0552561,9.59853,3.36626,1.21248,0.195885,0.965275
3005,547.175,1,5.51987,24.3623,13.3107,1.30474,0.0562427,8.43695,3.32456,1.29913,0.209816,1.02275
3006,549.057,1,5.22247,24.5036,13.9218,1.38706,0.0522926,8.76051,3.47679,1.26492,0.219308,1.00394
3007,543.346,1,5.55417,24.6595,14.0058,1.28227,0.0581856,8.42971,3.3641,1.27338,0.208878,0.884811
3008,552.991,1,4.92487,24.4958,14.4063,1.41031,0.0576737,9.11046,3.54547,1.18554,0.209601,0.937605
3009,553.182,1,5.83373,24.4324,14.0986,1.47277,0.0537577,8.18626,3.58331,1.17135,0.217368,0.931399
3010,546.153,1,4.89384,24.3173,14.2806,1.49779,0.0479973,9.01869,3.44519,1.19862,0.234544,0.844548
3011,543.374,1,5.62254,24.0365,14.2538,1.47141,0.0490497,8.19335,3.32844,1.23882,0.23101,0.797757
3012,539.307,1,5.57775,23.7229,16.0781,1.43045,0.048652,8.33171,3.38174,1.26364,0.226054,0.780813
3013,539.219,1,4.90221,23.5967,14.7638,1.34661,0.0549737,8.92954,3.3519,1.25252,0.22291,0.715442
3014,546.829,1,4.79565,23.6216,14.4117,1.41342,0.0545036,9.10173,3.37987,1.20122,0.230166,0.80601
3015,553.014,1,5.38478,24.5397,14.3178,1.44876,0.0543524,8.56665,3.50395,1.16856,0.248395,0.8489
3016,554.765,1,5.05125,24.4565,14.2212,1.34944,0.0596196,8.83156,3.28205,1.26616,0.248192,0.87192
3017,547.352,1,4.85742,24.4841,14.6399,1.39119,0.054151,9.05101,3.26021,1.11561,0.258102,0.89768
3018,541.689,1,4.91923,24.0373,14.2081,1.44201,0.0453713,9.07069,3.44746,1.08569,0.266306,0.931659
3019,540.492,1,5.28904,24.0159,13.6758,1.46261,0.0440605,8.63219,3.29872,1.07659,0.276431,0.915441
3020,542.933,1,5.50436,24.4417,14.946,1.55135,0.0427442,8.35268,3.3095,1.00874,0.277841,0.88312
3021,546.482,1,5.62794,24.5857,16.0667,1.55133,0.0430435,8.36728,3.36532,1.07105,0.27884,0.940841
3022,550.768,1,5.17307,24.2172,13.5209,1.57479,0.0441581,8.97635,3.42118,1.14665,0.274587,0.882321
3023,544.345,1,5.82418,24.5478,13.2325,1.49997,0.0436064,8.20738,3.49365,1.16106,0.277983,0.843636
3024,548.025,1,5.56868,24.0634,13.8045,1.54569,0.0450374,8.42101,3.42459,1.11318,0.277386,0.842668
3025,554.494,1,5.63046,24.0489,12.4892,1.57552,0.0484658,8.43535,3.34301,1.08009,0.29493,0.834634
3026,544.716,1,5.69513,24.0187,13.0989,1.41402,0.0513608,8.17989,3.15274,1.02071,0.286233,0.894275
3027,549.341,1,5.39945,24.1758,11.9574,1.48835,0.0504092,8.5169,3.12402,1.04419,0.282524,0.919417
3028,541.827,1,4.18627,23.8327,12.8344,1.48373,0.0447763,9.79681,3.28381,1.08872,0.272248,0.888432
3029,543.649,1,5.28008,23.9898,14.0227,1.55183,0.0401658,8.57974,3.27085,1.2653,0.273499,0.835332
3030,546.369,1,5.34449,24.1667,13.469,1.46932,0.0426625,8.54745,3.25957,1.26322,0.286193,0.978449
3031,544.988,1,4.55489,24.2003,12.9262,1.48934,0.04086,9.40311,3.3337,1.21766,0.281043,0.997375
3032,538.265,1,4.87919,23.5068,13.5669,1.48932,0.0391194,9.05941,3.38036,1.10351,0.261479,0.992579
3033,532.772,1,5.51207,23.6936,14.0727,1.4548,0.0416222,8.39101,3.32182,0.999442,0.244902,0.985162
3034,538.281,1,6.10095,24.154,13.234,1.50548,0.0425671,7.81923,3.25787,0.967,0.25746,0.99267
3035,530.889,1,6.07757,25.1111,12.2127,1.43819,0.0428423,7.82291,3.26439,0.891483,0.277589,0.918504
3036,530.177,1,5.92182,25.4987,12.2094,1.48468,0.0392875,8.10147,3.41538,0.903137,0.276748,0.88762
3037,536.544,1,5.72239,24.7348,12.1862,1.43436,0.0446048,8.28621,3.43602,0.862628,0.274772,1.0063
3038,540.857,1,4.98553,24.0963,13.1841,1.47406,0.0468407,8.98648,3.43877,0.947348,0.256971,0.914531
3039,543.192,1,4.80324,24.2849,13.4566,1.47408,0.046632,8.99432,3.23558,1.01834,0.268753,0.923484
3040,538.035,1,4.64395,24.5029,13.2602,1.47404,0.0463931,9.21298,3.20295,0.937145,0.279786,0.873591
3041,543.655,1,5.26138,24.6419,13.224,1.41755,0.0511963,8.77902,3.36905,0.987294,0.264872,0.915033
3042,544.675,1,5.73267,24.7231,12.3567,1.52113,0.0482148,8.25891,3.39947,0.96185,0.244264,0.920157
3043,543.668,1,5.04343,24.8761,12.2547,1.46334,0.0516228,8.95986,3.38453,0.907163,0.235998,0.966685
3044,535.952,1,5.15794,24.3576,12.9154,1.50168,0.0418522,8.78583,3.37075,0.894385,0.250857,1.01321
3045,534.15,1,4.75158,24.5892,12.2354,1.50167,0.0401657,9.19351,3.33561,0.909887,0.270194,0.944763
3046,543.421,1,5.32713,24.1635,12.5875,1.55124,0.0413003,8.69927,3.36251,1.00054,0.270923,0.984672
3047,550.029,1,5.33231,24.1788,12.5563,1.63494,0.0421346,8.50536,3.30787,0.977659,0.286363,0.93069
3048,544.782,1,5.9181,24.2922,12.3128,1.63489,0.0389404,8.0403,3.38452,1.00669,0.291118,0.865001
3049,542.201,1,5.08957,24.1415,12.0287,1.59841,0.0352393,9.03382,3.42364,1.05013,0.288432,0.965212
3050,536.501,1,4.85691,23.6639,12.7575,1.53129,0.0362408,9.15369,3.28988,0.951623,0.305616,0.996577
3051,535.651,1,4.96631,23.8268,13.5294,1.5313,0.0376544,8.95291,3.24911,0.965505,0.289864,0.968815
3052,536.303,1,4.72351,23.8251,14.0403,1.66457,0.0281174,9.24466,3.41919,1.06434,0.272343,0.930901
3053,540.538,1,4.85926,23.7656,13.5238,1.66473,0.0330027,9.12937,3.28172,1.08515,0.272683,0.91118
3054,537.408,1,5.13256,23.5615,13.1498,1.57215,0.0356784,8.77122,3.23914,1.10273,0.274912,0.912691
3055,533.592,1,5.46821,23.7976,13.9401,1.61196,0.0324859,8.39145,3.15185,1.0616,0.270314,0.903479
3056,535.452,1,4.87127,23.802,13.1665,1.57344,0.0351491,9.03628,3.33593,1.12629,0.264251,0.862988
3057,536.787,1,5.32424,23.5061,12.8173,1.57339,0.0344148,8.58692,3.3311,1.2377,0.278386,0.825545
3058,543.055,1,5.11636,23.1611,13.0059,1.59905,0.032272,8.94064,3.48563,1.37863,0.244145,0.999552
3059,545.749,1,4.4651,23.5755,13.983,1.596,0.0379047,9.55642,3.34102,1.32888,0.245609,0.918267
3060,542.731,1,4.90884,23.1933,12.7143,1.70378,0.0304944,9.16162,3.43105,1.18739,0.255413,0.888903
3061,539.22,1,4.66702,23.531,13.7366,1.64229,0.0327285,9.38686,3.37911,1.17025,0.254368,0.891061
3062,538.81,1,5.07624,23.4521,13.6737,1.57262,0.0319191,9.08403,3.52797,1.24291,0.274643,0.928797
3063,539.706,1,5.60452,23.5888,15.2069,1.57262,0.0318193,8.47278,3.52453,1.26126,0.281738,0.930003
3064,534.145,1,5.20086,23.5641,14.6732,1.47152,0.0351712,8.72068,3.17768,1.32009,0.275614,0.947999
3065,540.696,1,5.3716,23.9179,14.5103,1.44415,0.0412414,8.63627,3.4061,1.22791,0.274195,0.953512
3066,536.943,1,5.04656,24.0778,14.1455,1.46917,0.0393366,9.02184,3.42216,1.32506,0.250393,0.878596
3067,533.214,1,5.27891,24.1233,13.4933,1.4692,0.0400842,8.69119,3.23225,1.17182,0.2538,0.87419
3068,532.36,1,5.33256,24.0859,14.1034,1.46919,0.0382857,8.64346,3.36952,1.20389,0.259615,0.838824
3069,530.31,1,5.88208,23.7313,14.4745,1.52907,0.0321168,7.99945,3.33439,1.26972,0.263787,0.83835
3070,531.928,1,6.07321,24.2232,14.9589,1.52912,0.0337923,7.8383,3.39835,1.24912,0.261404,0.816756
3071,533.034,1,6.46899,24.0543,14.525,1.55146,0.0356627,7.45671,3.29351,1.30342,0.265546,0.718581
3072,524.924,1,6.82346,23.8904,14.9953,1.55133,0.0315426,7.15562,3.45012,1.25244,0.271539,0.678664
3073,536.514,1,6.9672,23.6904,14.2315,1.55373,0.0376575,6.88669,3.42368,1.21371,0.279125,0.710631
3074,541.461,1,6.31923,23.4365,13.6222,1.5778,0.0377462,7.79853,3.67093,1.2398,0.286073,0.701605
3075,540.088,1,6.02961,23.3316,14.2752,1.55319,0.040644,8.10002,3.62793,1.2065,0.27599,0.674142
3076,548.298,1,5.63343,23.3595,12.8589,1.55329,0.0434468,8.3332,3.47626,1.12186,0.29625,0.808644
3077,548.314,1,5.55946,22.9269,14.096,1.4963,0.045824,8.38766,3.57862,1.04892,0.304247,0.855444
3078,550.655,1,5.18103,23.09,12.8403,1.57819,0.0426361,8.75665,3.49423,1.08183,0.299932,0.867574
3079,539.477,1,5.1577,23.1362,12.0342,1.66846,0.0315248,8.8884,3.46156,1.04327,0.287363,0.850447
3080,546.897,1,4.96053,23.0728,11.6946,1.69096,0.0349951,9.34876,3.74892,1.0856,0.246823,0.914483
3081,538.182,1,4.22205,23.3326,12.4525,1.64325,0.0310091,9.9114,3.5791,1.1171,0.26076,0.889482
3082,534.648,1,5.20538,23.0713,13.5978,1.55858,0.0320509,8.81681,3.40612,1.18418,0.272971,0.909867
3083,536.129,1,5.32696,23.4799,12.4896,1.56326,0.0378071,8.55798,3.20428,1.12043,0.235334,0.948296
3084,540.97,1,5.38421,23.4409,11.9217,1.60635,0.0386477,8.48791,3.20439,1.15724,0.237899,0.91432
3085,535.822,1,4.13178,23.6547,12.4805,1.6341,0.0371459,9.91102,3.27646,0.964644,0.231901,0.926277
3086,532.348,1,4.14,23.5152,13.0448,1.53006,0.0439554,9.75279,3.11615,0.949917,0.204186,0.953956
3087,531.657,1,4.66938,23.1406,12.5044,1.52029,0.0406932,9.21841,3.27757,1.02997,0.211176,0.938153
3088,535.887,1,4.64867,23.0592,13.4835,1.55555,0.0399652,9.27128,3.39955,1.05648,0.240922,0.837355
3089,537.782,1,4.51446,23.397,12.924,1.55549,0.0389961,9.48262,3.42956,1.06272,0.254066,0.91078
3090,547.051,1,4.59118,23.1408,13.5478,1.55559,0.0425205,9.27722,3.30852,1.1765,0.271923,0.923319
3091,550.407,1,4.9239,23.5489,13.563,1.59906,0.0424471,9.03415,3.35358,1.17398,0.295634,0.81909
3092,542.514,1,4.20416,22.7577,14.4713,1.51407,0.0402892,9.79824,3.20173,1.22084,0.295663,0.878279
3093,535.953,1,5.26818,23.2592,13.2682,1.47802,0.0384033,8.80016,3.32664,1.10544,0.296892,0.903694
3094,538.051,1,6.06685,23.1166,13.0745,1.51582,0.0391432,7.90496,3.27963,1.22552,0.26379,0.85199
3095,531.067,1,5.46119,23.1853,13.2242,1.51576,0.0370586,8.65326,3.41318,1.06853,0.266871,0.84376
3096,530.653,1,5.7182,22.7979,14.9438,1.45239,0.0417003,8.27384,3.38135,1.09096,0.249908,0.806483
3097,528.133,1,4.99977,22.9011,15.2266,1.45234,0.0409264,9.01795,3.34293,1.1797,0.239673,0.782907
3098,531.56,1,5.23291,22.8809,15.1617,1.5581,0.0391535,8.62057,3.31812,1.08534,0.228345,0.792353
3099,531.679,1,5.39956,23.2592,13.683,1.5709,0.0361425,8.5044,3.36087,1.09378,0.253458,0.777834
3100,530.98,1,5.05303,23.5214,14.0863,1.59945,0.0335512,8.84624,3.34869,1.15609,0.266729,0.706505
3101,530.436,1,5.27931,23.7835,13.6073,1.49753,0.0390902,8.70956,3.36963,1.02718,0.26861,0.797448
3102,524.768,1,5.87016,24.4497,14.1926,1.49091,0.0355402,8.073,3.29799,1.06043,0.265723,0.803919
3103,517.309,1,5.07519,23.7783,14.3828,1.61048,0.028953,8.67604,3.14134,0.936523,0.248842,0.755713
3104,525.68,1,5.33754,23.9848,14.232,1.68433,0.026103,8.41768,3.2135,0.991953,0.258953,0.80716
3105,526.546,1,4.73436,23.5931,14.0534,1.6296,0.0306758,9.00433,3.14074,0.964506,0.274128,0.795348
3106,534.187,1,4.56803,23.5869,14.5186,1.62968,0.0325507,9.2757,3.24824,0.972049,0.278915,0.859603
3107,532.903,1,4.52047,23.3948,13.5536,1.62969,0.0341241,9.33532,3.27507,0.946862,0.285968,0.803608
3108,541.716,1,4.00913,23.626,13.6027,1.65341,0.0381166,9.91049,3.2077,1.01513,0.289136,0.794242
3109,544.085,1,5.00795,23.73,13.1864,1.58229,0.0399338,8.89179,3.21606,1.06356,0.313311,0.831185
3110,542.723,1,5.45849,23.9315,12.9283,1.52757,0.0421863,8.5502,3.32498,1.03251,0.28904,0.908457
3111,537.044,1,4.98879,24.1439,13.702,1.57198,0.0351039,8.87919,3.25481,1.07338,0.281053,0.930265
3112,525.318,1,4.67462,24.0708,14.315,1.50259,0.03495,9.30501,3.32672,1.01355,0.267941,0.839412
3113,531.383,1,4.68113,23.7021,14.7009,1.51095,0.0384859,9.24039,3.205,1.03814,0.267397,0.856184
3114,528.48,1,4.40837,23.3185,16.1923,1.55282,0.0345676,9.37725,3.21684,1.07027,0.237089,0.898225
3115,525.931,1,5.05315,23.4571,15.9775,1.55281,0.034064,8.72146,3.23714,1.02372,0.262299,0.808192
3116,527.179,1,4.52007,23.2544,15.3865,1.49148,0.0394499,9.38921,3.21894,0.958747,0.255786,0.849645
3117,530.775,1,5.88849,23.5069,15.2112,1.4915,0.0393387,8.03457,3.39367,1.01824,0.258448,0.825897
3118,525.781,1,5.00766,23.295,14.7295,1.52974,0.0335069,8.77007,3.26922,1.13953,0.250112,0.80303
3119,528.193,1,4.83221,23.4963,13.87,1.57883,0.0316253,9.07881,3.25023,1.12158,0.263457,0.808057
3120,525.992,1,4.02632,23.6244,13.3474,1.57883,0.0300447,9.9895,3.34305,1.06351,0.281812,0.754212
3121,528.935,1,5.18588,23.7997,13.7371,1.51248,0.0372771,8.71643,3.32341,1.00967,0.272599,0.802494
3122,535.261,1,4.88035,23.6968,13.4951,1.56555,0.0385437,9.10658,3.33205,0.975206,0.282467,0.820198
3123,533.79,1,4.38879,23.7087,13.1515,1.59391,0.0374393,9.58536,3.32771,0.947043,0.272377,0.803003
3124,531.861,1,4.20446,23.1728,13.336,1.5939,0.0375937,9.77019,3.29593,1.00944,0.251541,0.77455
3125,533.094,1,5.14812,23.5423,12.8932,1.48927,0.0409923,8.86148,3.42706,1.03412,0.245407,0.873281
3126,526.775,1,5.53924,23.3669,13.9632,1.4051,0.0401588,8.46563,3.34657,1.02991,0.275055,0.857195
3127,523.115,1,5.69089,23.3389,14.1921,1.42691,0.0383891,8.20071,3.44521,1.02976,0.263248,0.779933
3128,529.068,1,5.65094,23.4992,13.1103,1.58691,0.035054,8.26982,3.37911,1.0161,0.255318,0.759581
