rep,ID,standEta_Cl_simulated,standEta_V1_simulated,standEta_Q2_simulated,standEta_V2_simulated,standEta_Q3_simulated,standEta_V3_simulated,filter
2,9,1.11566,-0.20355,0.448625,-0.411089,-0.378279,0.576913,0
3,9,1.00505,-1.31428,0.525414,0.83849,-1.1471,-0.0659431,0
4,9,1.1618,0.166503,0.567791,-1.46723,-0.861882,0.369109,0
5,9,0.669199,0.55979,0.0335238,0.810267,-1.49394,-1.32115,0
6,9,1.06662,-0.114391,-0.275262,0.767022,-2.08226,-0.402096,0
7,9,0.894245,-0.382647,-0.396493,1.57759,-0.73866,-1.63585,0
8,9,0.960858,-1.14636,-1.58376,0.160261,-1.75107,0.300935,0
9,9,1.08685,-1.43553,-0.674619,0.198875,-0.685637,0.497933,0
0,10,0.778916,-0.417054,-0.446877,-1.20299,-0.0200772,0.417518,0
1,10,1.71152,-0.89846,0.913444,2.10907,0.0925037,-0.44755,0
2,10,1.09849,-0.836701,-0.268413,0.260665,0.20359,0.499408,0
3,10,1.29551,-1.4389,-0.0896632,0.910145,0.301816,0.382781,0
4,10,0.726252,-0.062307,0.0455889,-1.7729,0.0992007,0.0677658,0
5,10,1.34877,1.02067,-0.43045,1.12014,0.206539,1.51731,0
6,10,1.30358,0.214256,-0.43011,0.285337,0.197427,-1.29614,0
7,10,1.50206,-0.457874,-0.972336,0.374087,0.225995,-0.970923,0
8,10,1.09413,0.178038,-1.1028,0.264665,-0.15401,-0.310025,0
9,10,0.762456,-0.808413,0.236423,-1.60611,0.0358403,0.151864,0
0,11,0.713564,0.528455,-0.536155,-0.238492,0.642073,0.705709,0
1,11,0.65046,-1.59496,0.466408,0.366876,1.01223,0.299051,0
2,11,0.217073,0.601882,1.33586,-0.507955,0.753898,-0.0315184,0
3,11,0.74365,-0.703485,0.215817,1.14019,0.690565,1.18654,0
4,11,0.293246,-0.31742,1.23108,-0.50791,0.649915,0.168245,0
5,11,0.718155,-0.108436,-0.682764,0.21954,0.992948,-1.50974,0
6,11,0.546294,-0.291887,0.19477,-2.085,0.858428,1.30135,0
7,11,0.365683,0.449169,-0.249064,0.58131,0.927286,-0.841247,0
8,11,0.55841,1.0879,0.478817,-0.295947,0.888466,-1.27203,0
9,11,0.290755,0.0884684,1.29269,-0.43634,0.697608,-0.915335,0
0,12,0.0442013,1.44359,-1.06093,-0.173651,-0.269804,-1.46416,0
1,12,0.383024,-0.27516,0.244527,-0.549104,-0.243789,-0.518284,0
2,12,0.781931,0.981069,1.90983,-0.828525,0.0606962,-0.522837,0
3,12,0.185703,-0.0127429,0.962195,0.671715,-0.323438,1.03791,0
4,12,0.624052,0.760809,-2.51468,1.57878,0.218465,-1.44943,0
5,12,0.097381,0.945054,0.551703,-1.96763,-0.284566,-1.19884,0
6,12,0.286793,-1.65262,0.57258,-0.716984,0.122757,-0.0430511,0
7,12,0.304478,0.558937,0.604113,-0.777571,-0.0766926,-0.344344,0
8,12,0.422265,-1.45024,-0.172692,-0.385891,-0.322454,-0.116373,0
9,12,0.763628,0.255828,-2.78381,-0.482011,0.202945,-0.437948,0
0,13,-0.900185,0.329477,2.52365,-0.229425,1.51495,-0.22606,0
1,13,-0.402854,-0.0909828,0.0251836,0.0620098,1.16714,0.157539,0
2,13,-0.978099,-1.34697,-0.714552,-0.521962,1.47077,0.0243544,0
3,13,-0.46574,-0.434778,-0.461581,-0.66433,1.23647,0.891857,0
4,13,-0.642032,2.13085,-0.0839339,0.115202,1.21075,1.12951,0
5,13,-0.933458,-0.778434,1.24608,-0.112117,1.07755,0.221805,0
6,13,-1.22189,0.794157,1.41678,0.532341,1.04556,1.22051,0
7,13,-0.784423,1.21012,0.737553,-0.532176,1.67471,-0.734508,0
8,13,-0.860418,-0.171195,0.918241,-1.05878,1.32295,-1.44959,0
9,13,-0.84985,0.287417,0.248797,-0.377838,1.51343,-2.03621,0
0,14,-0.969273,0.2587,-0.268869,-0.0118026,-0.00850188,2.20401,0
1,14,-1.41556,-0.275398,-0.0305214,-1.33311,-0.676806,-0.724316,0
2,14,-1.03233,0.816277,0.352343,-0.578223,0.071643,-1.42197,0
3,14,-1.11246,-0.0936313,-2.15118,-0.244364,-0.377645,0.451461,0
4,14,-1.0963,-0.254963,0.456392,-0.405849,-0.123341,-1.3632,0
5,14,-1.23565,1.43081,0.486358,-1.06397,-0.626089,0.674179,0
6,14,-1.10362,0.0007571,-0.00140798,1.6372,-1.49166,-1.2713,0
7,14,-1.25378,0.536933,-0.655106,0.307608,-1.13051,0.977523,0
8,14,-1.36708,-0.63897,0.27896,-0.680993,-0.73904,1.28626,0
9,14,-1.18227,0.450729,-0.709927,0.61387,-0.213048,-0.324304,0
0,15,-0.365548,0.727197,-0.801333,-0.898386,-0.57295,-0.101512,0
1,15,-0.945243,0.131569,-1.4081,-0.105603,-1.33727,0.394533,0
2,15,-0.627144,-0.792603,-1.03481,0.804843,-1.56392,-0.727632,0
3,15,-0.751849,-1.85937,1.7887,-0.152622,-0.78404,-1.51316,0
4,15,-0.420012,-1.80243,-0.674011,-0.0523638,-0.254592,0.61395,0
5,15,-0.556645,0.55008,1.80331,-1.11852,-0.0883751,0.128131,0
6,15,-0.600192,-0.449182,0.651608,-0.537665,-0.507578,0.416864,0
7,15,-0.441429,0.976246,0.483997,0.688255,-0.626199,-0.602061,0
8,15,-0.744606,-0.851762,0.0665574,0.457708,-3.08096,-0.627797,0
9,15,-0.400708,-0.682179,1.46694,-1.34569,-0.600247,-0.0251859,0
