iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,b,beta_Cl_logtWTKG,beta_Cl_tSCRMGDL,beta_Q_logtWTKG,beta_V2_logtWTKG,omega_Cl,omega_Q,omega_V1,omega_V2
360,481.722,1,22.3951,25.2763,11.3525,1.33543,0.0711633,1.09214,-0.486871,2.18443,-4.23542,0.188054,1.29711,0.216509,0.920602
361,469.491,1,22.4959,25.0839,13.0251,1.39725,0.0625909,1.12932,-0.488648,0.326456,-3.42089,0.181796,1.20709,0.205015,0.926622
362,463.519,1,22.4858,25.0014,13.8441,1.34289,0.0590879,1.0783,-0.493627,-1.83483,-4.60254,0.190053,1.17578,0.215037,0.949712
363,466.48,1,22.7263,25.1183,13.984,1.41574,0.0572149,1.13316,-0.498326,-1.49347,-4.59976,0.185558,1.22057,0.198266,1.02646
364,468.056,1,22.4742,25.1582,11.4353,1.36694,0.060908,1.0926,-0.485924,-0.816353,-4.44464,0.18491,1.13524,0.198496,1.11054
365,464.601,1,22.366,24.7192,9.71294,1.28596,0.0634995,1.12129,-0.488866,-1.71237,-6.57804,0.187492,1.1748,0.19536,1.00153
366,463.101,1,22.9623,25.1178,9.86885,1.31209,0.0628952,1.17666,-0.506858,-2.58605,-7.40981,0.197161,1.13557,0.18669,0.951688
367,463.117,1,23.1166,25.3504,11.0833,1.20731,0.066205,1.13078,-0.515414,-0.344953,-6.78368,0.186777,1.22401,0.189004,1.03107
368,466.92,1,22.7242,25.8139,9.79612,1.30181,0.0643021,1.11539,-0.491697,1.57769,-6.62613,0.186007,1.21313,0.191369,1.0376
369,467.269,1,21.9615,25.7289,10.4903,1.27653,0.0656387,1.12533,-0.476596,1.29807,-5.66656,0.178191,1.24833,0.186614,1.04205
370,470.241,1,22.6748,25.535,11.2427,1.27654,0.0657641,1.08422,-0.494029,2.0599,-7.52808,0.182091,1.29051,0.193949,1.07405
371,467.718,1,22.5026,25.3444,11.3337,1.30413,0.0636714,1.15233,-0.486025,2.27839,-6.42348,0.182943,1.26457,0.19443,1.04069
372,468.16,1,22.0956,24.9715,11.0979,1.32295,0.0612117,1.14778,-0.465044,1.17232,-6.25959,0.184985,1.39383,0.194583,1.01311
373,465.171,1,22.8004,25.3398,10.4479,1.32295,0.0593773,1.14347,-0.501449,1.18145,-6.83523,0.185649,1.23502,0.201312,1.05194
374,470.654,1,21.4794,24.9178,11.123,1.32301,0.0639889,1.14213,-0.455124,0.26354,-7.47111,0.17123,1.15094,0.222149,1.13348
375,476.695,1,22.1874,24.9088,11.0117,1.3053,0.0650832,1.09951,-0.489817,-0.314766,-6.12418,0.171312,1.13457,0.240874,1.21442
376,467.331,1,22.0447,25.4371,10.9171,1.27305,0.0650886,1.15391,-0.480694,0.922304,-5.69762,0.173728,1.10032,0.206546,1.13314
377,475.153,1,22.2967,24.9331,10.927,1.39086,0.0622357,1.09928,-0.472302,0.686465,-3.85318,0.185298,1.24931,0.211118,1.08359
378,464.376,1,22.1862,24.6694,12.2054,1.26684,0.0622711,1.11683,-0.47507,0.353993,-4.36278,0.187157,1.23704,0.194758,1.09021
379,462.954,1,22.389,24.439,12.0241,1.29026,0.0617666,1.04297,-0.478921,0.985033,-4.37513,0.198946,1.07982,0.192793,1.09559
380,467.8,1,23.2415,24.5887,13.7882,1.39673,0.05643,1.1213,-0.514101,0.797842,-4.92597,0.189937,1.17704,0.217302,1.0938
381,460.573,1,22.4651,24.5393,14.4201,1.3967,0.0531446,1.10993,-0.488522,1.72068,-4.74761,0.196075,1.12302,0.194652,1.11815
382,457.938,1,21.6642,24.5731,14.2524,1.42291,0.0500726,1.09636,-0.461608,0.675379,-5.81557,0.181397,1.2943,0.194278,1.0437
383,450.131,1,22.3279,24.3861,14.3205,1.42283,0.0452178,1.13942,-0.493704,-0.0718432,-4.47528,0.18232,1.25011,0.19303,1.03325
384,465.771,1,21.7369,24.6323,12.6492,1.47022,0.0544657,1.06421,-0.467554,1.0602,-4.18701,0.19103,1.05385,0.191568,1.14676
385,456.79,1,21.6546,24.9003,13.3765,1.34867,0.0527907,1.07509,-0.464049,1.77236,-4.5507,0.185841,1.04235,0.20314,1.21747
386,455.757,1,22.3459,25.501,12.989,1.40202,0.0498281,1.05597,-0.490963,1.5981,-5.02173,0.189978,1.02177,0.194291,1.24832
387,450.137,1,21.9877,25.2753,12.6471,1.36475,0.0483471,1.08692,-0.473895,1.7874,-4.13214,0.192924,1.01999,0.198374,1.18806
388,451.39,1,21.7015,24.2258,14.0792,1.36481,0.0504204,1.13913,-0.458752,0.874604,-4.62871,0.195955,1.02769,0.211539,1.05782
389,454.768,1,22.3913,23.8887,13.5554,1.36486,0.0534594,1.12727,-0.48784,1.26875,-3.7137,0.195512,1.08663,0.199788,0.994762
390,450.673,1,22.0118,23.8976,14.3651,1.328,0.0521928,1.00719,-0.469902,1.26939,-3.47523,0.193439,1.23282,0.200473,0.909644
391,448.035,1,22.2081,24.3099,12.8713,1.41873,0.0460383,1.05587,-0.477113,0.142758,-4.04774,0.184279,1.15804,0.208032,0.941905
392,437.372,1,22.0492,25.1636,13.9354,1.38186,0.0451592,1.13402,-0.472695,0.519203,-5.01721,0.18582,1.13355,0.201302,0.805005
393,444.043,1,22.4066,24.9409,13.6692,1.41714,0.0467077,1.07138,-0.487992,0.243775,-5.12397,0.194162,1.11856,0.209887,0.785809
394,442.037,1,23.4097,24.5989,13.2351,1.4171,0.0443787,1.05746,-0.519298,0.315987,-4.62944,0.186999,1.11696,0.21414,0.869866
395,447.572,1,22.8691,24.9211,12.1408,1.4173,0.0516739,1.17768,-0.492553,0.0979752,-5.14724,0.187511,1.00545,0.203652,0.82726
396,456.914,1,22.4842,25.4427,10.5598,1.47251,0.0534405,1.06155,-0.486808,-0.0582157,-5.27226,0.185655,1.06314,0.225095,0.785283
397,464.905,1,22.9124,25.3655,10.2303,1.34724,0.0614544,1.08198,-0.505176,1.0468,-5.56091,0.187119,1.03088,0.241322,0.904984
398,456.606,1,22.595,25.7616,9.61084,1.30946,0.0644338,1.05919,-0.492996,1.71436,-4.90738,0.184054,0.9299,0.214125,0.829497
399,457.803,1,22.9404,25.7964,10.092,1.39137,0.0625449,1.11529,-0.503137,1.38129,-5.88203,0.182035,0.851918,0.234222,0.795805
400,461.685,1,23.342,25.4002,11.0273,1.31869,0.0644875,1.0903,-0.522458,2.35259,-5.75188,0.184866,0.921048,0.235124,0.881347
401,450.364,1,22.2848,25.4715,13.2103,1.26866,0.0611402,1.06871,-0.485811,1.19747,-5.78911,0.179772,0.92064,0.229353,0.839491
402,447.281,1,22.0186,25.0886,12.9213,1.28874,0.0559633,1.11423,-0.477332,0.136682,-5.27361,0.179747,0.936428,0.249517,0.820331
403,447.117,1,22.0671,24.7004,11.96,1.28873,0.055501,0.99952,-0.470464,-0.223364,-6.01994,0.187123,0.94111,0.256584,0.799295
404,456.535,1,22.0269,25.3734,11.3797,1.38292,0.0550018,1.08527,-0.471723,1.63235,-5.35351,0.185115,0.906409,0.262957,0.892163
405,459.496,1,21.5349,25.1677,11.4341,1.32632,0.0607292,1.05322,-0.451794,0.697993,-4.80365,0.176387,0.921544,0.257937,0.900002
406,453.381,1,22.5969,25.4964,13.2893,1.33543,0.0565866,1.0408,-0.489619,1.10386,-4.89743,0.193416,0.862418,0.2423,0.930892
407,448.666,1,22.3547,25.7289,13.0173,1.25618,0.0582911,1.05063,-0.487423,1.97857,-4.77307,0.191136,0.856095,0.24327,0.884984
408,448.177,1,22.1886,26.0128,12.5889,1.2853,0.0565826,1.16599,-0.473976,1.24957,-5.51692,0.182755,0.904528,0.240171,0.89986
409,459.711,1,21.8072,25.5361,11.6089,1.30513,0.0588797,1.14197,-0.461457,1.32645,-5.10991,0.178364,1.04415,0.239807,0.985076
410,457.096,1,22.8639,26.2457,11.7037,1.35536,0.0522286,1.1271,-0.50152,1.28336,-3.92948,0.187044,1.09151,0.2317,1.04878
411,453.842,1,22.7067,26.3883,12.249,1.31524,0.0529549,1.01538,-0.497844,1.23385,-4.51078,0.188847,1.05033,0.235523,1.02474
412,451.923,1,22.2037,25.7427,12.7462,1.29713,0.0552924,1.07792,-0.475899,0.800595,-4.09853,0.190582,1.00037,0.223278,0.974183
413,454.57,1,22.488,25.6029,12.9961,1.31557,0.0552212,1.07147,-0.491914,0.843887,-4.07781,0.184494,0.99202,0.225168,1.05679
414,454.939,1,21.8139,25.8736,11.9602,1.33286,0.0539016,1.04712,-0.465337,1.9946,-3.98715,0.176556,1.04224,0.243271,1.00124
415,459.73,1,22.1121,25.5934,12.5723,1.40389,0.0518956,0.952833,-0.475419,2.81451,-4.3452,0.19002,1.08493,0.242828,0.973779
416,459.514,1,22.2135,25.4093,11.9585,1.45484,0.0504823,1.12388,-0.472271,0.455785,-3.65209,0.184579,1.03641,0.272426,0.88414
417,468.288,1,21.6228,24.5806,11.0182,1.44513,0.0573616,1.1397,-0.456779,0.325538,-4.0627,0.193149,1.02584,0.265108,0.849693
418,476.806,1,21.5046,24.7607,10.0994,1.45534,0.0601684,1.15005,-0.447897,1.28999,-4.69068,0.18927,1.04176,0.292515,0.883727
419,473.864,1,21.8401,24.3873,10.7625,1.41414,0.0596381,1.08521,-0.471478,0.380082,-4.7023,0.183683,0.996663,0.302576,0.930451
420,468.214,1,22.194,24.5799,11.2564,1.4141,0.0574671,1.0902,-0.485714,1.18177,-5.31475,0.186512,1.00914,0.282518,0.88654
421,464.374,1,22.1609,24.5464,11.6322,1.37657,0.0598327,1.09517,-0.478398,0.649872,-4.7191,0.182199,0.928584,0.272166,0.895259
422,468.377,1,21.9339,24.2395,12.0898,1.50447,0.0563243,1.01771,-0.470239,0.457137,-4.77402,0.182757,0.958998,0.300976,0.774985
423,456.885,1,22.5245,24.4963,11.4405,1.54333,0.0477384,1.17294,-0.488323,-0.0212311,-4.90537,0.1867,0.876545,0.307012,0.753142
424,461.745,1,22.5804,24.7027,12.7804,1.52683,0.0524897,1.11295,-0.494244,0.195361,-4.99774,0.18699,0.928079,0.3139,0.694264
425,460.884,1,22.2582,24.6333,12.1452,1.61837,0.0469266,1.06588,-0.4917,0.599977,-4.07111,0.183682,0.951074,0.315218,0.676941
426,451.119,1,22.4323,24.5186,11.6593,1.49523,0.0449953,1.11351,-0.495117,0.195836,-4.44363,0.190849,0.996498,0.316072,0.651839
427,446.4,1,22.6842,24.3459,12.2494,1.45755,0.0438572,1.10157,-0.494315,-0.186589,-4.07362,0.204208,0.999974,0.3065,0.635502
428,441.028,1,22.1096,24.4618,12.8252,1.50587,0.0384607,1.07424,-0.470931,-0.880414,-3.40499,0.19221,0.987316,0.306101,0.654859
429,447.809,1,22.9389,24.0219,12.5289,1.58271,0.0388329,1.07983,-0.502329,-0.84037,-3.56004,0.187532,0.954042,0.313093,0.679649
430,450.236,1,22.3002,23.9886,14.112,1.53335,0.0425518,1.06972,-0.491861,0.296788,-3.46128,0.183838,0.929134,0.325112,0.703122
431,444.417,1,22.8088,24.0544,13.5175,1.5093,0.0419425,1.17792,-0.502993,0.52329,-2.68245,0.194024,0.867463,0.321038,0.658918
432,447.341,1,22.6747,23.7838,13.4868,1.42196,0.0477794,1.10648,-0.496937,0.900626,-2.98121,0.188319,0.867003,0.327914,0.700706
433,443.359,1,22.7814,24.0838,12.8607,1.46944,0.0433657,1.07123,-0.505484,0.443612,-2.88845,0.192541,0.877046,0.306382,0.689865
434,450.685,1,22.6477,23.9939,13.8124,1.4918,0.0497985,1.10227,-0.496131,0.692457,-2.59264,0.187772,0.827943,0.297632,0.692453
435,452.775,1,22.8392,23.7988,14.1067,1.44582,0.0509161,1.19057,-0.495735,1.66938,-3.24754,0.190777,0.896426,0.322428,0.673596
436,457.712,1,22.586,24.3951,14.0146,1.36575,0.0574952,1.10122,-0.497079,1.66383,-2.82087,0.179453,0.951075,0.31938,0.710013
437,458.335,1,22.9225,24.1952,13.5006,1.3657,0.0555791,1.01769,-0.504885,1.41434,-2.50989,0.191084,0.97346,0.333335,0.723515
438,453.347,1,22.3145,23.9529,13.509,1.36945,0.0505205,0.993559,-0.48614,1.05787,-3.36504,0.184541,1.01451,0.325138,0.756364
439,447.397,1,22.2312,24.3687,13.7779,1.39001,0.0452488,1.0685,-0.483174,1.73681,-3.03619,0.191791,0.956855,0.325151,0.775514
440,444.401,1,22.8519,24.1232,13.2425,1.48169,0.0394308,1.04179,-0.500835,1.61348,-3.08278,0.199985,0.948637,0.310138,0.739301
441,447.349,1,22.298,24.3618,13.5805,1.5611,0.0388845,1.16887,-0.487731,1.41222,-3.1366,0.191166,0.949703,0.293436,0.737186
442,454.108,1,22.2572,24.4506,13.9597,1.58886,0.0407578,1.08171,-0.485711,0.960745,-3.1983,0.196135,0.930855,0.306346,0.753541
443,455.578,1,22.4048,24.1585,13.8947,1.51869,0.0466558,1.09857,-0.492048,1.60793,-3.05515,0.195121,1.03198,0.298995,0.668603
444,457.547,1,21.9004,24.1383,12.9027,1.54368,0.0422302,1.14158,-0.465198,2.21653,-2.76627,0.196912,1.02724,0.314015,0.780207
445,448.977,1,22.6323,24.3802,13.2693,1.43089,0.042601,1.08212,-0.498022,1.75179,-3.28058,0.189848,1.07437,0.304337,0.799958
446,446.979,1,22.3222,24.6191,12.6982,1.36903,0.0420205,1.07386,-0.478722,1.4553,-3.72813,0.190134,1.13962,0.286794,0.922187
447,455.814,1,21.99,24.6357,12.9374,1.47081,0.0370952,1.08867,-0.467281,1.73079,-2.17947,0.194424,1.30629,0.306677,0.946291
448,450.098,1,22.9131,24.954,13.1364,1.5192,0.0358858,1.05159,-0.499709,1.85488,-2.58964,0.203153,1.12024,0.302334,0.817766
449,449.746,1,22.3803,24.7199,13.3876,1.51924,0.0385457,1.02315,-0.482348,1.09388,-2.34521,0.189901,1.0749,0.302583,0.820515
450,446.626,1,22.1322,25.1261,13.965,1.56036,0.0342619,1.04229,-0.483698,1.31413,-2.84428,0.184746,1.15009,0.28661,0.78669
451,451.094,1,22.0152,24.2638,13.7967,1.56034,0.0348909,1.03164,-0.483145,1.59456,-2.05712,0.188183,1.18105,0.314569,0.790934
452,455.077,1,22.5229,24.206,13.9635,1.55622,0.0408753,1.01871,-0.490221,2.37599,-2.69795,0.178914,1.2068,0.319773,0.687263
453,456.108,1,22.7637,23.6964,14.1223,1.46093,0.0458305,1.09707,-0.499938,2.77134,-3.27987,0.184576,1.27839,0.309609,0.681867
454,455.866,1,22.6357,23.9712,14.9872,1.54111,0.0413782,1.15204,-0.501501,2.48955,-3.83258,0.18981,1.25925,0.314612,0.650933
455,455.207,1,22.1551,24.8558,14.4936,1.49094,0.0470712,1.06083,-0.482065,1.5503,-3.96081,0.184367,1.12244,0.305373,0.673409
456,457.28,1,22.5108,24.8008,14.0906,1.49096,0.0462164,0.980416,-0.494099,0.415878,-3.56481,0.192522,1.09656,0.31223,0.69079
457,450.248,1,22.1013,24.7066,14.1545,1.4449,0.0464308,1.05341,-0.473521,0.602886,-3.50473,0.18298,1.11236,0.274999,0.74902
458,461.877,1,22.2098,24.4138,11.8993,1.51838,0.0481348,1.11621,-0.469115,1.23921,-3.02346,0.188179,1.14751,0.273714,0.802416
459,458.507,1,21.427,24.2374,12.2345,1.44518,0.0497195,1.00792,-0.444914,1.69332,-3.42091,0.193982,1.18357,0.270386,0.753977
460,453.326,1,22.3346,24.2639,11.8517,1.42268,0.0466487,1.08344,-0.487296,0.735217,-4.06137,0.180093,1.24979,0.260993,0.816311
461,465.343,1,22.0657,24.3538,12.4188,1.55823,0.0482757,1.14556,-0.468755,0.813011,-4.17839,0.181165,1.27842,0.250508,0.823239
462,460.525,1,23.1228,24.6192,13.0016,1.47928,0.0480589,1.18906,-0.507522,0.801689,-3.91511,0.182825,1.25427,0.26406,0.831709
463,467.482,1,22.7697,24.9585,13.4309,1.43816,0.0521484,1.14678,-0.49569,0.201117,-3.87121,0.187137,1.17775,0.299572,0.883234
464,464.645,1,22.5442,24.7261,12.3255,1.43814,0.0503507,1.13673,-0.493448,0.184171,-4.68215,0.191895,1.11804,0.279128,0.940441
465,468.673,1,22.1987,24.5381,12.5962,1.43822,0.0537186,1.10421,-0.479202,0.179687,-4.38564,0.190727,1.14709,0.268525,0.949066
466,472.068,1,22.6517,23.5828,12.6625,1.61604,0.0469043,1.15517,-0.49631,0.666307,-3.58326,0.194912,1.10836,0.276347,0.908808
467,462.124,1,22.686,24.1252,11.7471,1.50056,0.0473439,1.14282,-0.496273,1.1775,-3.96041,0.196917,1.0915,0.250546,0.947384
468,467.706,1,22.1318,24.2679,13.7428,1.59389,0.0442389,1.05833,-0.473774,1.12826,-4.46661,0.194136,1.19438,0.263475,0.920346
469,457.69,1,22.93,24.0732,12.961,1.52388,0.0433321,1.11879,-0.506976,0.225826,-4.07405,0.189039,1.17375,0.253794,0.88883
470,453.875,1,22.8861,23.6531,13.5241,1.56238,0.0421797,1.02583,-0.514913,0.0374091,-2.80196,0.189504,1.08796,0.247636,0.815595
471,456.716,1,22.9651,23.7448,13.0882,1.56241,0.0424471,1.07346,-0.512078,0.324476,-3.10916,0.194813,1.17229,0.252361,0.772201
472,455.56,1,21.8809,23.6116,14.6084,1.59227,0.0398348,1.04485,-0.469332,0.728112,-2.47475,0.182251,1.24859,0.227085,0.887535
473,460.332,1,22.771,23.1768,14.6596,1.61164,0.0422153,1.11384,-0.508379,0.967329,-2.81819,0.187784,1.22063,0.221221,0.899603
474,452.877,1,22.5982,23.2861,15.9128,1.51688,0.0446216,1.05019,-0.497325,0.404419,-2.85929,0.181813,1.16501,0.241876,0.802562
475,457.049,1,22.6619,23.4816,14.5093,1.5423,0.0456113,1.04969,-0.499135,1.48717,-3.2436,0.184961,1.18009,0.213982,0.89583
476,458.131,1,21.9582,24.2822,12.9385,1.54229,0.0446057,0.986589,-0.471014,0.355916,-3.6089,0.188862,1.14355,0.231829,0.897528
477,447.137,1,21.8639,24.2285,13.6611,1.44145,0.0451285,1.04366,-0.467479,0.689831,-3.68403,0.184926,1.14112,0.228547,0.831101
478,450.988,1,22.3326,24.585,13.8488,1.52302,0.0404226,1.02357,-0.486775,0.114804,-2.47551,0.185857,1.08183,0.258701,0.888652
479,456.462,1,21.5606,24.7024,12.9172,1.45652,0.0456997,1.03024,-0.455946,-0.230026,-3.47639,0.184953,1.08634,0.264959,0.961873
480,459.449,1,22.4869,24.6257,13.0298,1.42525,0.0507377,1.05456,-0.493443,-0.06581,-3.13125,0.186776,0.953324,0.283662,0.949986
481,461.653,1,21.9679,24.8491,13.3298,1.42523,0.0482101,1.05083,-0.470915,0.383613,-3.1753,0.18885,1.02684,0.301761,0.981379
482,459.44,1,22.3807,24.4318,13.3028,1.55232,0.044151,1.05751,-0.486136,0.621742,-2.72138,0.191129,0.991561,0.275559,0.908498
483,449.294,1,22.7519,24.998,12.1848,1.47722,0.0406451,1.14698,-0.503482,0.60721,-3.4239,0.18925,1.08257,0.278252,0.852237
484,451.369,1,22.9475,25.1928,11.4016,1.53014,0.0361312,1.13188,-0.506838,0.0100691,-3.30946,0.195303,1.17378,0.271732,0.896028
485,454.54,1,22.6048,25.458,11.7832,1.48172,0.0435004,1.04957,-0.495561,0.581193,-3.28572,0.193955,1.09183,0.263791,0.893706
486,463.412,1,22.1364,25.2022,11.6835,1.4818,0.047199,1.09022,-0.480649,1.1271,-3.63077,0.183898,1.13585,0.291871,0.935758
487,459.399,1,21.7738,24.9782,11.8609,1.53009,0.0456968,1.08769,-0.466693,-0.471234,-3.02114,0.17592,1.11037,0.291864,0.816552
488,447.838,1,22.4206,24.9629,12.334,1.48951,0.0431787,1.09305,-0.493213,0.399585,-4.01136,0.179249,1.15266,0.268446,0.712688
489,442.047,1,22.7696,24.6275,12.2421,1.46239,0.0376624,1.13117,-0.498767,-0.132521,-4.21238,0.179417,1.17667,0.283537,0.771997
490,457.36,1,22.7005,24.9079,13.206,1.43679,0.0457679,1.19237,-0.493507,0.569781,-4.67486,0.184952,1.19566,0.286225,0.879426
491,466.071,1,22.0116,25.5385,12.2146,1.40569,0.0489172,1.08625,-0.466775,1.10632,-5.80787,0.187789,1.28424,0.286906,1.01097
492,463.687,1,22.6658,25.4692,11.5179,1.43312,0.0498152,1.10092,-0.489923,2.22377,-5.39241,0.187895,1.17485,0.255861,1.01837
493,464.184,1,22.3304,25.1757,11.6013,1.43315,0.0504226,1.1471,-0.479184,1.9432,-4.75062,0.193043,1.20019,0.259723,0.931838
494,462.03,1,22.8069,25.0823,12.5344,1.47334,0.0494295,1.09852,-0.499356,1.86736,-4.16896,0.195304,1.24518,0.245987,0.832557
495,468.3,1,22.2027,24.4521,12.3767,1.49577,0.0530193,1.11543,-0.476997,1.35664,-4.28944,0.189875,1.22895,0.236548,0.889857
496,470.104,1,22.6371,24.0209,12.4997,1.49579,0.0540449,1.00971,-0.502464,1.34996,-4.10602,0.191476,1.26824,0.258942,0.780542
497,469.277,1,21.89,24.118,12.5187,1.54312,0.0530019,0.981345,-0.475052,0.902759,-4.52458,0.187356,1.14579,0.245719,0.845641
498,469.889,1,22.563,24.0121,12.2121,1.47764,0.057003,1.19593,-0.488344,1.27876,-4.98677,0.18429,1.142,0.252517,0.860767
499,466.438,1,22.8406,24.337,10.679,1.40125,0.0606521,1.18951,-0.50216,1.05243,-4.81305,0.192462,1.08785,0.254897,0.757173
500,464.047,2,21.92,24.5655,12.1369,1.36905,0.0574812,1.08215,-0.468157,1.21494,-3.68246,0.194919,1.16943,0.250428,0.813939
501,462.157,2,22.2008,24.7015,12.7284,1.30278,0.0619149,1.11636,-0.476933,2.63589,-3.56212,0.196617,1.10375,0.231605,0.82954
502,459.897,2,22.6765,24.3459,13.1205,1.34755,0.0591314,1.18123,-0.491825,1.37402,-4.01611,0.183656,1.07622,0.23166,0.878904
503,462.579,2,22.8226,24.0434,12.676,1.38037,0.059371,1.14775,-0.50159,1.83723,-4.467,0.181249,1.09882,0.222666,0.90136
504,457.294,2,22.541,24.6832,11.9141,1.3442,0.056823,1.06516,-0.493526,0.915198,-4.51249,0.179898,1.1068,0.221807,0.931327
505,452.791,2,22.7018,24.4834,12.5,1.34495,0.0521565,1.10951,-0.493725,0.0903127,-3.90457,0.189025,1.10143,0.231778,0.928242
506,454.633,2,22.0346,25.1824,11.594,1.3191,0.0544282,1.06257,-0.469247,0.200882,-3.99515,0.184352,1.07483,0.248269,0.915231
507,457.699,2,22.0019,25.2439,11.6719,1.39379,0.0533039,1.06423,-0.469458,0.832987,-3.87888,0.187987,1.00701,0.248973,0.919605
508,455.597,2,22.8193,25.1469,12.5026,1.429,0.0492375,1.12618,-0.506609,0.318615,-3.84258,0.185891,1.0529,0.260864,0.878498
509,457.918,2,22.7627,25.4539,11.653,1.42897,0.0478658,1.0461,-0.499495,0.575386,-3.96574,0.195697,1.04136,0.268113,0.965087
510,454.85,2,23.1492,25.4974,12.2735,1.5409,0.0418013,1.17116,-0.515073,0.880497,-3.81626,0.194216,0.975351,0.264301,0.937402
511,461.38,2,22.1716,24.769,12.0572,1.57189,0.0475192,1.11735,-0.480686,0.530518,-3.32578,0.189435,1.0579,0.237042,0.855483
512,453.107,2,22.0777,24.6921,13.4536,1.57179,0.0439037,1.037,-0.478019,1.90861,-3.08243,0.188283,1.06281,0.230352,0.827074
513,450.671,2,22.1131,24.7235,13.2829,1.47172,0.045808,1.02217,-0.481673,1.99603,-3.1212,0.185845,1.12442,0.234399,0.825572
514,454.123,2,22.5474,24.2664,12.463,1.50065,0.0447614,1.10268,-0.493954,1.35557,-3.19846,0.185247,1.16176,0.233452,0.8722
515,455.929,2,22.1786,25.3184,11.5514,1.52707,0.046255,1.10136,-0.477371,1.19206,-3.9095,0.185994,1.06237,0.229552,0.90111
516,449.295,2,22.5538,25.1357,12.3951,1.52699,0.0427509,1.08413,-0.486453,0.864315,-4.1913,0.184394,1.0847,0.240422,0.848156
517,454.69,2,21.9795,25.5989,13.1868,1.48423,0.0422501,1.08859,-0.47423,1.27405,-3.40966,0.189892,1.07992,0.265676,0.961974
518,456.715,2,21.9642,25.611,13.7337,1.53899,0.039327,1.10122,-0.472303,1.09177,-2.68606,0.186524,1.173,0.287075,0.893215
519,457.89,2,22.3976,25.5525,12.3457,1.53895,0.0385672,1.07374,-0.490914,2.30227,-3.33002,0.190661,1.26378,0.281866,0.905697
520,469.756,2,22.3638,25.5631,13.6207,1.57105,0.0416115,1.07165,-0.486608,2.68992,-2.37415,0.191271,1.33081,0.285735,0.953879
521,463.905,2,22.0505,25.4212,13.9831,1.45722,0.0436194,1.15695,-0.475182,2.52288,-2.81797,0.186308,1.29728,0.308384,0.980908
522,467.7,2,22.3667,25.1875,15.0078,1.48713,0.0463299,1.16245,-0.496332,1.25396,-3.57472,0.18478,1.15648,0.302545,1.00346
523,473.605,2,22.2927,24.9933,14.868,1.48725,0.0531856,1.12075,-0.492781,2.59423,-3.55587,0.18504,1.10842,0.29502,0.966373
524,471.751,2,22.5554,25.0723,12.9687,1.48724,0.052328,1.16908,-0.490353,2.65,-4.25617,0.18572,1.08914,0.27605,1.0404
525,476.362,2,21.5805,25.2801,13.4932,1.43721,0.0567342,1.04795,-0.456974,1.74762,-4.32196,0.189056,1.07146,0.275315,1.09424
526,478.053,2,22.4566,25.5158,13.4285,1.4017,0.0603905,1.16662,-0.490187,3.78509,-4.8063,0.194799,0.989133,0.282139,1.10609
527,467.717,2,22.2363,24.8907,13.3692,1.39729,0.0542607,1.15671,-0.487556,3.34401,-4.99815,0.186557,1.03267,0.284616,1.07909
528,464.2,2,22.3393,25.5902,12.7555,1.3305,0.0561607,1.12133,-0.487628,3.92751,-5.09436,0.18841,0.977151,0.279292,1.08719
529,461.093,2,22.2095,25.76,12.9539,1.35175,0.0541582,1.14965,-0.484282,4.24491,-4.44558,0.185267,0.961632,0.281271,1.05581
530,467.805,2,22.2289,26.3165,13.3556,1.43463,0.0531796,1.15139,-0.491546,2.22193,-5.53669,0.176387,0.992381,0.289697,1.05401
531,461.866,2,22.6913,25.9509,12.2463,1.47137,0.0513325,1.18441,-0.503681,1.45496,-4.34105,0.179616,0.863006,0.307328,0.972073
532,458.084,2,22.5483,25.8201,11.8699,1.47134,0.0499944,1.15554,-0.498019,2.28086,-3.40064,0.17717,0.870343,0.303528,0.93241
533,453.205,2,22.0635,26.0432,12.1445,1.48203,0.0421349,1.05803,-0.48058,1.91748,-3.77055,0.186039,0.882523,0.318117,0.994298
534,461.544,2,22.3967,26.1083,11.1338,1.51219,0.0425985,1.02216,-0.487229,1.60143,-4.89692,0.201385,0.943418,0.306412,1.00646
535,473.793,2,22.7234,25.6326,10.5874,1.54661,0.0494938,1.12249,-0.487216,0.265592,-4.09794,0.202869,0.889341,0.320712,0.998927
536,471.763,2,22.8896,25.2257,10.9782,1.46014,0.0543219,1.1665,-0.494758,0.400385,-4.61153,0.201267,0.942395,0.320344,0.947975
537,463.166,2,22.4081,25.4811,11.4014,1.46009,0.0528527,1.17007,-0.481904,1.11458,-4.45386,0.187761,0.99768,0.294279,0.903395
538,456.279,2,22.1718,25.5752,11.5387,1.37748,0.0544237,1.0998,-0.47206,1.16784,-4.62282,0.183955,0.934399,0.282749,0.899816
539,455.734,2,21.8327,25.3555,11.5013,1.37741,0.0529647,1.02224,-0.456347,1.64249,-4.81569,0.182659,0.94498,0.273385,0.959825
540,454.203,2,22.2922,25.2996,12.0159,1.3611,0.0516439,1.03324,-0.479301,0.819578,-4.02136,0.188796,1.00159,0.268808,0.917887
541,452.07,2,22.0695,25.5205,12.1941,1.30893,0.0503169,1.08074,-0.479542,0.628929,-3.97198,0.185998,1.06585,0.265042,0.993625
542,460.225,2,22.1684,25.1217,11.7237,1.30907,0.056338,1.06954,-0.479659,0.845621,-4.25407,0.188724,1.05203,0.266025,0.911691
