iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,b,beta_Cl_logtWTKG,beta_Cl_tSCRMGDL,beta_Q_logtWTKG,beta_V2_logtWTKG,omega_Cl,omega_Q,omega_V1,omega_V2
909,454.714,2,22.2911,24.4522,13.5097,1.41992,0.0497538,1.07753,-0.482742,1.37904,-3.22096,0.188793,1.09842,0.232186,0.911619
910,453.298,2,22.2842,24.4513,13.4928,1.41992,0.049708,1.07982,-0.482427,1.38302,-3.24456,0.189141,1.09411,0.232862,0.912371
911,461.878,2,22.2765,24.4517,13.4185,1.42498,0.0495489,1.07897,-0.482254,1.38335,-3.22881,0.189102,1.09394,0.233064,0.912811
912,465.716,2,22.2626,24.4483,13.3377,1.43064,0.0494424,1.0811,-0.481608,1.40117,-3.21246,0.189195,1.0919,0.233455,0.913441
913,462.518,2,22.2732,24.4365,13.301,1.43334,0.0494545,1.08088,-0.48214,1.42683,-3.21342,0.189088,1.09002,0.233713,0.914101
914,471.395,2,22.2831,24.4362,13.2418,1.43601,0.049615,1.07916,-0.482936,1.43917,-3.21766,0.188838,1.08987,0.234583,0.912766
915,461.063,2,22.2738,24.4483,13.1859,1.43791,0.0495507,1.08025,-0.482632,1.39942,-3.23432,0.188964,1.09284,0.234922,0.911008
916,456.916,2,22.2519,24.4496,13.1473,1.43991,0.0494604,1.07683,-0.482024,1.38021,-3.23476,0.18893,1.09164,0.235304,0.909866
917,459.493,2,22.2731,24.4488,13.1588,1.44134,0.0494696,1.07463,-0.482882,1.37867,-3.25612,0.188931,1.08943,0.235968,0.908692
918,447.822,2,22.2708,24.4538,13.181,1.43888,0.0494947,1.07472,-0.482896,1.38828,-3.26109,0.188684,1.09019,0.235844,0.906715
919,452.491,2,22.2847,24.4456,13.207,1.43658,0.0495953,1.07587,-0.483524,1.38688,-3.2493,0.188402,1.09042,0.235466,0.906976
920,457.82,2,22.2786,24.4375,13.1846,1.43774,0.0495359,1.07378,-0.483254,1.39072,-3.22444,0.187902,1.09152,0.235663,0.909199
921,463.853,2,22.2847,24.4227,13.1842,1.43668,0.0498035,1.07147,-0.483484,1.38135,-3.20651,0.187456,1.09251,0.235182,0.909439
922,457.631,2,22.2759,24.4177,13.1672,1.43444,0.0498991,1.07066,-0.483124,1.39157,-3.21013,0.187087,1.09549,0.235228,0.910649
923,448.855,2,22.2814,24.4094,13.1402,1.43374,0.0498656,1.07144,-0.483455,1.36294,-3.20371,0.186988,1.09432,0.234915,0.910109
924,455.359,2,22.2588,24.3956,13.1174,1.43374,0.0499198,1.06928,-0.482729,1.32947,-3.19904,0.186842,1.094,0.234527,0.910219
925,445.488,2,22.2495,24.3857,13.0971,1.43374,0.0498458,1.06911,-0.482217,1.28513,-3.20149,0.187065,1.09217,0.2339,0.908499
926,445.554,2,22.2429,24.3918,13.0594,1.43309,0.0498127,1.06816,-0.481852,1.25863,-3.22761,0.186899,1.0916,0.233692,0.905247
927,456.149,2,22.2438,24.4004,13.0514,1.4337,0.0498091,1.06891,-0.481912,1.25124,-3.26461,0.18686,1.09166,0.233681,0.904943
928,458.162,2,22.2461,24.3897,13.0457,1.4337,0.0498085,1.06979,-0.481966,1.23941,-3.27134,0.186995,1.09444,0.234004,0.903233
929,450.103,2,22.248,24.3789,13.0273,1.4349,0.0497485,1.06961,-0.481908,1.2399,-3.27715,0.187019,1.09483,0.23329,0.901098
930,456.228,2,22.2362,24.3682,13.0264,1.43621,0.0498429,1.06861,-0.481338,1.23644,-3.27471,0.187269,1.09229,0.23276,0.897668
931,449.873,2,22.2363,24.3615,13.0125,1.43562,0.0499151,1.06686,-0.481342,1.2255,-3.28467,0.187019,1.08947,0.232176,0.897314
932,454.027,2,22.2405,24.3732,13.0031,1.43807,0.0498357,1.06644,-0.481291,1.23416,-3.30125,0.186867,1.08678,0.232262,0.896961
933,462.338,2,22.2624,24.3803,12.9995,1.43969,0.0498105,1.06702,-0.481959,1.25361,-3.3119,0.18698,1.08748,0.232443,0.898104
934,459.233,2,22.2697,24.3891,12.9776,1.43969,0.0498375,1.06538,-0.481959,1.28037,-3.3211,0.186975,1.08895,0.23282,0.897105
935,459.942,2,22.2736,24.3825,12.9781,1.43969,0.0498372,1.06527,-0.482015,1.26814,-3.32092,0.187105,1.09097,0.233189,0.896722
936,467.287,2,22.2688,24.3793,12.9507,1.44236,0.049901,1.06443,-0.481879,1.26259,-3.31484,0.187233,1.09032,0.233162,0.896208
937,459.061,2,22.2655,24.3893,12.939,1.44236,0.0499542,1.06235,-0.481726,1.24985,-3.32858,0.187162,1.08849,0.233395,0.897484
938,457.597,2,22.257,24.3874,12.923,1.4409,0.050053,1.06338,-0.481329,1.2526,-3.30823,0.186978,1.08802,0.233716,0.897496
939,452.589,2,22.2478,24.4049,12.9329,1.43982,0.0500325,1.06463,-0.481082,1.27187,-3.31698,0.186915,1.08745,0.233827,0.898652
940,448.614,2,22.2493,24.4132,12.9412,1.43888,0.0498912,1.06624,-0.481033,1.29758,-3.31881,0.187127,1.08518,0.234277,0.90035
941,451.188,2,22.2429,24.4143,12.9667,1.43888,0.049815,1.06669,-0.480746,1.30002,-3.31038,0.187073,1.08373,0.234671,0.900708
942,461.896,2,22.258,24.4002,12.9771,1.44143,0.0496967,1.06588,-0.481239,1.33117,-3.30317,0.187195,1.08391,0.235013,0.902049
943,451.38,2,22.2452,24.3818,13.0093,1.44236,0.0496552,1.06635,-0.481002,1.35489,-3.28236,0.187023,1.08082,0.235091,0.901514
944,449.74,2,22.2528,24.3783,13.03,1.4415,0.0496535,1.06679,-0.48134,1.37012,-3.27466,0.186929,1.07834,0.235241,0.901486
945,442.963,2,22.2457,24.3817,13.0358,1.43884,0.0497131,1.06537,-0.48122,1.38524,-3.27417,0.186786,1.07554,0.234769,0.900835
946,448.29,2,22.2491,24.3911,13.0377,1.43685,0.0497355,1.06619,-0.481201,1.39279,-3.27539,0.186889,1.07356,0.234772,0.901024
947,448.322,2,22.2558,24.3904,13.0359,1.43516,0.049745,1.06616,-0.481394,1.40398,-3.28461,0.187121,1.06984,0.234839,0.901586
948,454.422,2,22.2626,24.3974,13.0149,1.43387,0.0498355,1.0665,-0.48141,1.40884,-3.29707,0.187246,1.06708,0.235257,0.900512
949,446.758,2,22.2725,24.4063,12.9959,1.43276,0.0498336,1.06663,-0.481759,1.39939,-3.28842,0.187106,1.06364,0.235646,0.900076
950,453.652,2,22.2729,24.4224,12.971,1.43131,0.0498835,1.06847,-0.481737,1.40214,-3.30624,0.187073,1.06334,0.235607,0.900955
951,459.962,2,22.278,24.4432,12.964,1.43137,0.0499155,1.06883,-0.481931,1.38973,-3.33561,0.186973,1.06304,0.236069,0.901914
952,455.816,2,22.2684,24.4614,12.9615,1.43008,0.0500072,1.06954,-0.481584,1.3708,-3.36272,0.186591,1.06184,0.236167,0.903975
953,456.831,2,22.2556,24.4821,12.965,1.42892,0.0500327,1.06951,-0.481265,1.36336,-3.39263,0.186309,1.06095,0.236641,0.906803
954,452.992,2,22.2384,24.4979,12.9798,1.42726,0.05005,1.06813,-0.480711,1.35518,-3.41844,0.186125,1.06253,0.236792,0.907477
955,450.976,2,22.2453,24.5033,12.979,1.42894,0.0498319,1.06662,-0.481129,1.3628,-3.41108,0.186223,1.06381,0.236655,0.908317
956,459.299,2,22.2555,24.4996,12.9835,1.43106,0.049857,1.06735,-0.481512,1.37706,-3.4208,0.18597,1.06272,0.236443,0.907848
957,460.655,2,22.2403,24.491,12.9923,1.43152,0.0499329,1.06716,-0.480924,1.38118,-3.41003,0.186071,1.0631,0.236311,0.906358
958,459.039,2,22.2407,24.4931,12.9967,1.43238,0.049918,1.06895,-0.480953,1.39882,-3.39215,0.186239,1.06436,0.236105,0.906285
959,454.567,2,22.2483,24.487,12.997,1.43171,0.0500141,1.06978,-0.481257,1.41408,-3.38766,0.18627,1.06307,0.235816,0.905281
960,459.677,2,22.257,24.4877,13.0041,1.43231,0.0500257,1.07052,-0.481512,1.41889,-3.38331,0.186432,1.06342,0.235371,0.906888
961,448.907,2,22.2648,24.4832,12.9789,1.43231,0.0500153,1.06986,-0.481721,1.42401,-3.37126,0.186471,1.05979,0.235271,0.907492
962,450.7,2,22.2734,24.4852,12.9794,1.43399,0.0499449,1.07023,-0.481969,1.41604,-3.36768,0.18656,1.05808,0.234997,0.906248
963,455.01,2,22.2776,24.4894,13.0013,1.43355,0.0499696,1.07059,-0.482163,1.43092,-3.35988,0.186524,1.05743,0.234651,0.908226
964,455.375,2,22.2805,24.4982,12.988,1.43229,0.0500629,1.07081,-0.482332,1.42132,-3.3626,0.186494,1.05711,0.234616,0.907635
965,452.52,2,22.2844,24.5046,12.9726,1.4336,0.0499772,1.07127,-0.482492,1.45561,-3.36406,0.186518,1.05779,0.234495,0.906429
966,455.13,2,22.2839,24.521,12.9668,1.43443,0.0499598,1.07074,-0.482411,1.46339,-3.39298,0.186623,1.05606,0.234529,0.90629
967,452.199,2,22.2952,24.529,12.9529,1.43443,0.0499466,1.07171,-0.482856,1.48037,-3.41865,0.186731,1.05634,0.234331,0.905427
968,449.079,2,22.3013,24.5394,12.9403,1.43394,0.0499444,1.07249,-0.483132,1.48543,-3.41842,0.186938,1.0557,0.233974,0.904308
969,450.456,2,22.3156,24.5441,12.9129,1.43259,0.0499665,1.07351,-0.48364,1.48438,-3.43338,0.187099,1.05426,0.234045,0.904285
970,449.284,2,22.3242,24.546,12.9217,1.43136,0.0500116,1.07322,-0.483995,1.48686,-3.44882,0.187134,1.05387,0.233665,0.904029
971,463.153,2,22.3338,24.5426,12.9055,1.43186,0.0500836,1.07487,-0.484378,1.47399,-3.45724,0.187093,1.05414,0.233737,0.903882
972,452.37,2,22.3371,24.5454,12.9052,1.43186,0.0500868,1.07499,-0.484474,1.46907,-3.4676,0.187247,1.05311,0.233391,0.903762
973,451.927,2,22.3389,24.5494,12.8942,1.43136,0.050057,1.07426,-0.484505,1.45974,-3.48133,0.18725,1.0543,0.232891,0.905667
974,453.808,2,22.3486,24.5479,12.8804,1.43136,0.0500826,1.07603,-0.484962,1.44759,-3.48506,0.187274,1.05304,0.232757,0.905544
975,451.75,2,22.3505,24.5494,12.8977,1.43193,0.0500593,1.07675,-0.485123,1.45675,-3.4855,0.187241,1.05136,0.232685,0.905625
976,454.623,2,22.3528,24.5615,12.892,1.433,0.0500354,1.07519,-0.485155,1.46738,-3.47167,0.187253,1.05115,0.23244,0.905487
977,459.902,2,22.3401,24.5654,12.8843,1.43259,0.0501222,1.0737,-0.484671,1.4669,-3.46504,0.187477,1.05113,0.232545,0.903562
978,451.287,2,22.3261,24.5706,12.8928,1.43259,0.0501344,1.07307,-0.484032,1.46055,-3.45413,0.187572,1.04989,0.232603,0.901839
979,449.767,2,22.3169,24.5701,12.8996,1.43031,0.050178,1.07311,-0.48375,1.45414,-3.46389,0.187555,1.04969,0.232459,0.903251
980,453.297,2,22.314,24.5617,12.9099,1.42918,0.0501677,1.07369,-0.483609,1.42916,-3.4612,0.187413,1.05078,0.23283,0.904113
981,456.509,2,22.3147,24.5557,12.9335,1.42917,0.0501631,1.07334,-0.483547,1.40291,-3.45652,0.187479,1.05091,0.233107,0.904322
982,453.831,2,22.3112,24.5507,12.9389,1.42778,0.0502141,1.07251,-0.483318,1.38598,-3.4564,0.187538,1.05052,0.233077,0.905087
983,457.122,2,22.3111,24.5485,12.9399,1.42722,0.0502265,1.07191,-0.483361,1.38448,-3.47495,0.187538,1.05166,0.232964,0.906447
984,456.621,2,22.3082,24.5468,12.9478,1.42589,0.050272,1.07251,-0.483301,1.38044,-3.48317,0.187493,1.05382,0.233125,0.906058
985,462.69,2,22.3138,24.5478,12.9371,1.42589,0.0502508,1.07251,-0.483505,1.38336,-3.4827,0.18759,1.05516,0.233832,0.90663
986,448.875,2,22.3106,24.5562,12.9324,1.42477,0.0502272,1.07333,-0.483356,1.3716,-3.4953,0.187667,1.05449,0.234181,0.906365
987,454.941,2,22.3051,24.5658,12.9209,1.4257,0.050152,1.07375,-0.48308,1.37575,-3.50727,0.187735,1.05425,0.234376,0.906633
988,455.392,2,22.2984,24.5747,12.9313,1.42609,0.0501465,1.07305,-0.482717,1.36668,-3.50734,0.187728,1.05347,0.234813,0.905539
989,454.223,2,22.2942,24.5768,12.9533,1.42519,0.0501757,1.07123,-0.4826,1.38034,-3.49653,0.187805,1.05299,0.235332,0.904169
990,447.375,2,22.2923,24.5736,12.9706,1.42397,0.0501744,1.07186,-0.482603,1.38015,-3.48796,0.187753,1.05178,0.235721,0.903452
991,464.12,2,22.2934,24.5737,12.9885,1.42398,0.0502455,1.07213,-0.482681,1.37462,-3.48362,0.187723,1.0526,0.235979,0.903169
992,460.546,2,22.2938,24.5747,12.999,1.42443,0.0502381,1.07311,-0.482646,1.37614,-3.49099,0.187768,1.05412,0.236222,0.902635
993,457.112,2,22.2896,24.5779,13.0169,1.42499,0.0502014,1.0731,-0.482556,1.36667,-3.49609,0.187877,1.05391,0.236429,0.902805
994,459.073,2,22.2876,24.5804,13.0276,1.42539,0.050215,1.07351,-0.482536,1.35496,-3.4996,0.187902,1.05437,0.236444,0.90244
995,458.048,2,22.2856,24.5764,13.0406,1.42662,0.0501835,1.0734,-0.482403,1.33986,-3.50275,0.187949,1.05455,0.23628,0.902532
996,455.308,2,22.2817,24.5776,13.038,1.42604,0.0501983,1.07348,-0.482283,1.3208,-3.50742,0.18792,1.05461,0.236222,0.903798
997,452.174,2,22.2817,24.5694,13.0248,1.42466,0.0502839,1.07351,-0.482278,1.31971,-3.50554,0.187852,1.05388,0.236189,0.902904
998,462.522,2,22.2768,24.569,13.0152,1.42349,0.050389,1.07317,-0.482124,1.31179,-3.49909,0.187747,1.05421,0.236285,0.903541
999,467.514,2,22.2764,24.5718,13.0139,1.42356,0.0504751,1.07281,-0.482065,1.29795,-3.49954,0.187836,1.05409,0.236486,0.903443
1000,469.705,2,22.2767,24.5878,12.9995,1.42508,0.0504775,1.07448,-0.482057,1.29674,-3.4967,0.187842,1.05301,0.237087,0.904103
1001,455.313,2,22.2772,24.5893,12.9997,1.42515,0.0504735,1.07461,-0.482089,1.29779,-3.49699,0.187852,1.05284,0.237163,0.903922
1002,449.762,2,22.2762,24.5903,12.9977,1.42515,0.0504643,1.07473,-0.482049,1.29807,-3.49654,0.187866,1.05275,0.237232,0.90371
1003,454.069,2,22.2758,24.5903,12.9971,1.42512,0.0504558,1.07477,-0.482023,1.29875,-3.49511,0.187885,1.05259,0.237336,0.903705
1004,460.191,2,22.2769,24.59,12.9946,1.42501,0.0504589,1.07477,-0.482056,1.30002,-3.49415,0.187871,1.05273,0.237438,0.903682
1005,462.928,2,22.277,24.5894,12.9946,1.42494,0.0504652,1.07483,-0.482048,1.29974,-3.49518,0.187884,1.05279,0.237518,0.903628
1006,454.761,2,22.2771,24.5896,12.9965,1.42503,0.0504572,1.07486,-0.482047,1.29842,-3.49458,0.187876,1.05287,0.23755,0.903587
1007,451.858,2,22.2765,24.5899,12.9965,1.42476,0.050467,1.07483,-0.482029,1.29816,-3.49468,0.187869,1.05274,0.23757,0.903581
1008,451.37,2,22.2765,24.5901,12.9965,1.42453,0.0504713,1.07495,-0.482021,1.29705,-3.49562,0.187867,1.05264,0.237621,0.903575
1009,457.489,2,22.2762,24.5894,12.9962,1.42445,0.0504712,1.0748,-0.482005,1.29694,-3.49578,0.18789,1.05255,0.237689,0.903593
1010,462.845,2,22.2758,24.5892,12.9964,1.42439,0.0504745,1.0747,-0.482001,1.29532,-3.49633,0.187887,1.05272,0.237757,0.90364
1011,462.033,2,22.2757,24.5886,12.9972,1.42432,0.0504738,1.07474,-0.481998,1.2954,-3.49754,0.187891,1.05279,0.237859,0.903785
1012,456.294,2,22.2761,24.588,13.001,1.42432,0.0504694,1.07481,-0.482009,1.29648,-3.49968,0.187892,1.05274,0.237911,0.903909
1013,458.942,2,22.2764,24.5871,13.0029,1.42432,0.0504718,1.07481,-0.482026,1.2979,-3.50048,0.187891,1.05294,0.237956,0.903721
1014,452.847,2,22.2764,24.5864,13.0038,1.42427,0.0504678,1.0747,-0.482041,1.29813,-3.50048,0.18788,1.05314,0.238018,0.903476
1015,458.655,2,22.2755,24.5852,13.0042,1.42445,0.0504634,1.07476,-0.482017,1.29625,-3.50281,0.18789,1.05297,0.238053,0.903394
1016,457.294,2,22.2754,24.5831,13.0044,1.4246,0.0504579,1.07477,-0.482007,1.29507,-3.50277,0.187896,1.05277,0.238122,0.903262
1017,464.156,2,22.2748,24.582,13.0042,1.42448,0.0504684,1.07461,-0.481968,1.29403,-3.50492,0.18792,1.05265,0.238219,0.903201
1018,460.075,2,22.2742,24.5799,13.0055,1.42455,0.0504706,1.07466,-0.48194,1.29504,-3.50626,0.187927,1.05265,0.238262,0.903033
1019,460.431,2,22.274,24.578,13.0096,1.42446,0.0504718,1.07474,-0.481934,1.29568,-3.50946,0.187918,1.05296,0.238316,0.903058
1020,463.936,2,22.2747,24.5766,13.0148,1.42446,0.0504689,1.07494,-0.481964,1.29604,-3.51228,0.187915,1.05339,0.238357,0.903252
1021,455.755,2,22.2742,24.5753,13.0159,1.42428,0.0504736,1.07504,-0.481949,1.29466,-3.51413,0.187913,1.05359,0.238375,0.903224
1022,459.475,2,22.2727,24.5741,13.0168,1.4242,0.0504794,1.07505,-0.481893,1.29324,-3.51674,0.18791,1.05377,0.238366,0.903262
1023,467.072,2,22.2731,24.5732,13.0167,1.42421,0.0504961,1.07517,-0.481904,1.28993,-3.51995,0.187905,1.05379,0.238374,0.903138
1024,457.088,2,22.2728,24.5731,13.0177,1.42414,0.0504981,1.07525,-0.481879,1.28923,-3.522,0.187916,1.0541,0.238388,0.902976
1025,464.303,2,22.2729,24.5732,13.0172,1.42426,0.0504929,1.07516,-0.481893,1.28765,-3.52416,0.187912,1.05452,0.2384,0.902999
1026,456.695,2,22.2734,24.5739,13.0184,1.4243,0.0504945,1.07497,-0.481917,1.28616,-3.5237,0.187932,1.05458,0.238372,0.902899
1027,445.696,2,22.2732,24.5736,13.0204,1.42432,0.0504819,1.07514,-0.481924,1.28505,-3.52372,0.187916,1.05489,0.238336,0.902762
1028,452.34,2,22.2734,24.5731,13.0226,1.42448,0.0504724,1.07506,-0.481922,1.28511,-3.5236,0.187933,1.05497,0.238284,0.902657
1029,453.798,2,22.2728,24.5736,13.0248,1.42461,0.0504651,1.0751,-0.481898,1.28689,-3.52289,0.187924,1.05502,0.238263,0.902658
1030,454.184,2,22.2721,24.5726,13.0267,1.42458,0.0504585,1.07508,-0.481873,1.28648,-3.5232,0.187919,1.05543,0.238266,0.90259
1031,457.458,2,22.2724,24.5721,13.0273,1.42463,0.0504573,1.07507,-0.481872,1.28751,-3.52443,0.18795,1.05563,0.238205,0.902572
1032,455.922,2,22.2731,24.5713,13.0279,1.42463,0.0504587,1.07498,-0.481899,1.28656,-3.52473,0.18796,1.05579,0.238146,0.90258
1033,446.027,2,22.2737,24.5705,13.0289,1.42436,0.0504563,1.075,-0.481906,1.28664,-3.52671,0.187978,1.056,0.238144,0.902488
1034,455.741,2,22.2741,24.5705,13.0287,1.42427,0.0504557,1.0749,-0.481916,1.28782,-3.52786,0.187995,1.05611,0.238179,0.902453
1035,457.681,2,22.2751,24.5705,13.0306,1.42447,0.0504454,1.07493,-0.48196,1.28698,-3.52954,0.187991,1.05626,0.238197,0.90237
1036,456.843,2,22.2758,24.5697,13.0316,1.42456,0.0504421,1.07497,-0.481996,1.28745,-3.53065,0.187991,1.05639,0.238155,0.902433
1037,458.144,2,22.2757,24.5696,13.0329,1.42452,0.0504496,1.07495,-0.481995,1.28617,-3.53183,0.187997,1.05636,0.238166,0.90232
1038,459.457,2,22.2751,24.569,13.0325,1.42442,0.0504591,1.07494,-0.481985,1.28473,-3.53184,0.187995,1.05644,0.23817,0.902281
1039,457.621,2,22.2761,24.5688,13.0305,1.42432,0.0504656,1.07499,-0.482011,1.28467,-3.53114,0.18798,1.0565,0.238209,0.90225
1040,453.452,2,22.2766,24.5675,13.0294,1.42428,0.0504732,1.07512,-0.482026,1.28537,-3.53087,0.18797,1.05639,0.2382,0.902087
1041,455.31,2,22.2779,24.5662,13.0273,1.42434,0.050472,1.0751,-0.482075,1.28577,-3.5303,0.187967,1.05626,0.238225,0.902015
1042,459.815,2,22.2788,24.5652,13.0257,1.42438,0.0504766,1.07511,-0.482099,1.28398,-3.5297,0.187956,1.05642,0.238216,0.901934
1043,458.421,2,22.2786,24.5653,13.0247,1.42438,0.0504765,1.07506,-0.482098,1.28234,-3.53034,0.187964,1.05644,0.238228,0.90202
1044,457.704,2,22.2779,24.566,13.026,1.42438,0.0504724,1.07512,-0.482077,1.28148,-3.53277,0.187953,1.05638,0.23827,0.902207
1045,457.374,2,22.2768,24.5677,13.0246,1.42444,0.0504677,1.07527,-0.482026,1.28064,-3.53369,0.187961,1.05634,0.2383,0.902259
1046,450.465,2,22.2768,24.5688,13.0243,1.42451,0.0504613,1.07534,-0.482023,1.28178,-3.53274,0.187955,1.05622,0.23832,0.902169
1047,450.836,2,22.2779,24.5696,13.0233,1.42474,0.0504478,1.07514,-0.482053,1.28309,-3.53011,0.187949,1.05597,0.238341,0.902114
1048,457.749,2,22.2785,24.5693,13.0221,1.42469,0.0504521,1.07505,-0.482075,1.28438,-3.5287,0.187947,1.05589,0.238384,0.902078
1049,456.08,2,22.278,24.5698,13.0217,1.42469,0.0504511,1.07508,-0.482054,1.28471,-3.52982,0.187939,1.05574,0.238453,0.902068
1050,458.007,2,22.2781,24.5699,13.0217,1.42457,0.0504582,1.0753,-0.48205,1.28416,-3.5302,0.187919,1.05579,0.238535,0.901925
1051,458.064,2,22.2776,24.5704,13.0224,1.42443,0.050461,1.0753,-0.482033,1.28688,-3.5295,0.187912,1.0559,0.238596,0.901968
1052,461.915,2,22.2781,24.5718,13.0235,1.4245,0.0504595,1.07542,-0.482043,1.28929,-3.53041,0.187915,1.056,0.238619,0.90206
1053,455.446,2,22.279,24.572,13.0245,1.42445,0.0504565,1.07533,-0.48208,1.28967,-3.52811,0.187926,1.05603,0.238695,0.901963
1054,449.902,2,22.2782,24.5716,13.0253,1.42432,0.0504517,1.07509,-0.482038,1.2916,-3.5267,0.187939,1.0558,0.238754,0.902053
1055,448.12,2,22.2775,24.5723,13.0247,1.42418,0.0504498,1.07492,-0.482011,1.29316,-3.52708,0.187935,1.05567,0.238779,0.9021
1056,448.537,2,22.2773,24.5725,13.0226,1.42418,0.0504418,1.07505,-0.481999,1.29516,-3.52462,0.187941,1.0555,0.238807,0.902066
1057,462.955,2,22.2768,24.5729,13.0203,1.42399,0.0504512,1.07502,-0.481984,1.29823,-3.5247,0.187942,1.05567,0.238829,0.902231
1058,454.038,2,22.2762,24.5732,13.02,1.42373,0.0504552,1.07501,-0.481958,1.30065,-3.52557,0.187934,1.05587,0.238883,0.902205
1059,464.319,2,22.2751,24.5736,13.0208,1.42368,0.0504578,1.07489,-0.481922,1.30367,-3.52661,0.187932,1.05611,0.238928,0.902311
1060,456.519,2,22.2744,24.5729,13.0216,1.42359,0.0504633,1.0747,-0.481905,1.305,-3.52551,0.187933,1.05603,0.238951,0.902309
1061,454.34,2,22.2739,24.5723,13.0222,1.42355,0.0504663,1.07451,-0.481871,1.30553,-3.52544,0.187929,1.05591,0.238949,0.902384
1062,447.744,2,22.2737,24.572,13.024,1.42334,0.0504668,1.07443,-0.48186,1.3077,-3.52573,0.187921,1.0559,0.238947,0.902481
1063,449.832,2,22.2733,24.5718,13.0259,1.42329,0.0504616,1.07437,-0.481846,1.30745,-3.52701,0.187923,1.05602,0.238945,0.902404
1064,464.926,2,22.2734,24.5725,13.0276,1.42326,0.0504743,1.07436,-0.481842,1.30921,-3.52816,0.187919,1.05601,0.238976,0.902309
1065,456.652,2,22.2737,24.5727,13.0297,1.42301,0.0504896,1.07442,-0.481843,1.31087,-3.52998,0.187922,1.05597,0.238984,0.902211
1066,460.573,2,22.2735,24.573,13.0314,1.42286,0.0504984,1.07443,-0.481834,1.31231,-3.53223,0.187936,1.05606,0.239001,0.902192
1067,463.933,2,22.2737,24.5742,13.0334,1.42298,0.0505016,1.07439,-0.48183,1.3108,-3.53398,0.187939,1.0562,0.239015,0.902084
1068,463.503,2,22.2745,24.5754,13.0341,1.42291,0.0505073,1.07445,-0.481857,1.31017,-3.53618,0.18796,1.05629,0.239025,0.90221
1069,453.254,2,22.2742,24.5757,13.0318,1.42276,0.0505163,1.07445,-0.481838,1.30997,-3.53791,0.187961,1.05635,0.238984,0.902112
1070,457.199,2,22.2742,24.576,13.0305,1.42288,0.0505084,1.07442,-0.481835,1.31163,-3.53864,0.187971,1.05651,0.238955,0.902179
1071,463.357,2,22.2753,24.5759,13.0298,1.42281,0.0505127,1.07432,-0.481873,1.31263,-3.53823,0.187984,1.05676,0.238932,0.902394
1072,454.475,2,22.2748,24.5758,13.0312,1.42274,0.0505114,1.07437,-0.481869,1.31198,-3.53812,0.187988,1.05678,0.23894,0.902477
1073,455.398,2,22.2738,24.5751,13.032,1.42279,0.0505111,1.07429,-0.481833,1.31074,-3.53741,0.187983,1.0569,0.23892,0.902372
1074,464.403,2,22.2723,24.575,13.0324,1.42287,0.0505121,1.07418,-0.48178,1.31039,-3.53832,0.187962,1.0573,0.238932,0.902338
1075,454.721,2,22.2723,24.5751,13.0301,1.42273,0.0505187,1.07419,-0.481787,1.3103,-3.53912,0.187953,1.05727,0.238936,0.902385
1076,459.133,2,22.273,24.5757,13.0302,1.42278,0.0505145,1.07423,-0.481811,1.30926,-3.54053,0.187957,1.05756,0.238948,0.902337
1077,466.822,2,22.2737,24.5766,13.0315,1.42303,0.0505158,1.07418,-0.481832,1.30842,-3.54173,0.187949,1.05772,0.238931,0.902247
1078,459.096,2,22.2755,24.5775,13.0317,1.42294,0.0505281,1.0743,-0.481902,1.30797,-3.542,0.187946,1.05773,0.238905,0.902196
1079,455.36,2,22.2762,24.5776,13.0329,1.42309,0.050522,1.07435,-0.481933,1.30622,-3.54294,0.187945,1.05769,0.238892,0.902194
1080,453.795,2,22.2777,24.5782,13.0326,1.42313,0.0505186,1.07447,-0.481994,1.30491,-3.5432,0.187948,1.0577,0.238869,0.90221
1081,452.82,2,22.2788,24.5779,13.0328,1.42313,0.0505181,1.07454,-0.482036,1.30488,-3.54288,0.187938,1.05763,0.238863,0.902214
1082,464.572,2,22.279,24.5786,13.0343,1.42344,0.0505143,1.07462,-0.482053,1.30325,-3.54458,0.18792,1.05752,0.238839,0.902341
1083,463.054,2,22.2791,24.5807,13.0349,1.4234,0.0505198,1.07459,-0.482077,1.30207,-3.54826,0.187909,1.05754,0.238855,0.902533
1084,449.976,2,22.2806,24.5821,13.0339,1.42327,0.050524,1.0746,-0.482135,1.30122,-3.54909,0.187911,1.05743,0.238842,0.902477
1085,453.055,2,22.2812,24.5841,13.0327,1.42315,0.0505326,1.07472,-0.482146,1.30002,-3.54946,0.187905,1.0574,0.238821,0.902408
1086,445.413,2,22.2816,24.5854,13.0306,1.42305,0.0505263,1.07469,-0.482151,1.29774,-3.54927,0.187904,1.05743,0.238803,0.90243
1087,440.156,2,22.2816,24.5862,13.0299,1.42293,0.0505203,1.07477,-0.48214,1.29472,-3.54898,0.187892,1.05731,0.238822,0.902295
1088,450.072,2,22.2827,24.5865,13.0282,1.42284,0.0505165,1.07486,-0.482177,1.29464,-3.54946,0.187886,1.05721,0.238904,0.902184
1089,443.08,2,22.2828,24.587,13.0271,1.4228,0.050507,1.07481,-0.482172,1.29376,-3.54907,0.187878,1.057,0.238937,0.902164
1090,452.548,2,22.2832,24.5871,13.0278,1.42272,0.0505073,1.07495,-0.482193,1.29396,-3.54923,0.187862,1.05704,0.238945,0.902193
