iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a,b,c,omega_Cl,omega_Q,omega_V1,omega_V2
36,505.936,1,13.3655,14.3048,24.5254,19.5163,3.08195,4.63006e-07,3,0.249547,1.55042,0.179666,0.471586
37,504.786,1,13.3537,14.7473,24.9382,19.6269,3.08195,2.22045e-16,3,0.257235,1.67698,0.186655,0.523052
38,510.417,1,13.3553,11.8511,24.7758,20.0238,3.08195,1.34412e-06,3,0.246599,1.68509,0.196136,0.479092
39,510.487,1,13.2993,14.3983,25.3879,20.8015,3.08195,1.93592e-06,3,0.245173,1.70605,0.186729,0.507988
40,515.097,1,13.3846,11.7776,25.2687,21.6444,3.08195,1.69833e-06,3,0.2466,1.78677,0.192857,0.601482
41,518.015,1,13.5965,11.8146,25.1482,23.7404,3.08195,1.05869e-06,3,0.264049,1.90351,0.182962,0.569492
42,520.265,1,13.6797,12.336,24.7149,20.0876,3.08195,2.5775e-06,3,0.274368,1.76152,0.186365,0.550979
43,511.274,1,13.3254,14.9153,24.6452,19.534,3.08195,2.56093e-06,3,0.266793,1.42253,0.192637,0.542855
44,511.611,1,13.572,13.5251,26.0112,19.4428,3.08195,2.21268e-06,3,0.256639,1.42567,0.184162,0.653968
45,511.085,1,13.3796,12.1024,26.2785,19.6788,3.08195,1.14966e-06,3,0.260956,1.63258,0.171956,0.588321
46,503.462,1,13.5929,12.1082,26.2253,18.25,3.08195,2.22045e-16,3,0.263528,1.62154,0.176196,0.549775
47,501.712,1,13.6999,13.1012,25.0717,17.9304,2.48753,3.42461e-06,3,0.282982,1.63665,0.187572,0.588197
48,503.253,1,13.7621,12.7844,24.8565,16.6329,2.48753,2.43715e-06,3,0.275868,1.60583,0.188654,0.570423
49,492.494,1,13.6066,12.571,25.5372,16.2942,2.48753,2.33069e-06,3,0.267755,1.57694,0.202064,0.589706
50,485.509,1,13.6407,12.6229,25.6758,16.0299,2.48753,2.16287e-06,3,0.26329,1.50561,0.199417,0.653865
51,488.6,1,13.3563,13.1108,25.746,17.5775,2.48753,2.47916e-06,3,0.249246,1.43841,0.198946,0.716743
52,501.185,1,13.4605,13.7379,26.0901,15.8405,2.48753,3.78217e-06,3,0.25242,1.50533,0.210391,0.784549
53,497.142,1,13.436,13.6165,26.2813,17.8012,2.48753,3.19188e-06,3,0.256855,1.56173,0.226189,0.816016
54,495.955,1,13.4917,13.5275,25.9868,18.893,2.48753,2.89903e-06,3,0.257922,1.53491,0.20964,0.910916
55,503.734,1,13.5309,13.3716,25.5711,18.4035,2.48753,2.26984e-06,3,0.259801,1.58288,0.195469,1.01042
56,509.176,1,13.6234,14.8712,24.8471,16.7085,2.48753,2.26984e-06,3,0.269552,1.67259,0.179196,1.0203
57,505.986,1,13.5209,14.987,24.7336,16.8366,2.48753,2.33308e-06,3,0.262934,1.59634,0.182233,0.896912
58,494.15,1,13.5308,17.8991,24.6974,15.9657,2.48753,2.22045e-16,3,0.266627,1.5596,0.184574,0.846231
59,488.088,1,13.4438,19.3059,24.6959,17.1154,2.48753,1.88956e-07,3,0.270119,1.58816,0.16738,0.787687
60,487.594,1,13.5558,18.3438,24.5012,16.3361,2.48753,2.54069e-06,3,0.268538,1.42934,0.164014,0.789198
61,486.094,1,13.5278,21.7288,23.5244,14.5947,2.48753,3.13078e-06,3,0.259013,1.4255,0.169734,0.761257
62,492.633,1,13.5818,24.058,23.3185,14.473,2.48753,3.48654e-06,3,0.256225,1.4397,0.168688,0.75562
63,489.692,1,13.6061,22.0854,23.0676,15.1085,2.48753,5.18958e-06,3,0.250754,1.43815,0.158945,0.686736
64,494.546,1,13.5446,23.4455,22.8149,15.5038,2.48753,4.5459e-06,3,0.25372,1.36163,0.164114,0.723572
65,497.81,1,13.563,29.4228,22.9422,12.7922,2.48753,4.22001e-06,3,0.260376,1.40938,0.160978,0.735209
66,488.348,1,13.5827,28.7885,23.7624,12.3778,2.48753,3.06423e-06,3,0.261513,1.3791,0.167324,0.722763
67,480.652,1,13.6993,25.7154,23.2984,12.2019,2.48753,2.22998e-06,3,0.274297,1.49375,0.153925,0.696392
68,482.602,1,13.4618,26.8637,23.3306,13.1916,2.48753,7.04132e-07,3,0.266285,1.49885,0.160802,0.740769
69,477.607,1,13.5323,28.3326,23.2714,13.4674,2.48753,1.64341e-06,3,0.272298,1.48531,0.158592,0.749753
70,467.073,1,13.5213,25.9259,22.4008,14.3783,2.48753,2.22045e-16,3,0.271266,1.42517,0.136796,0.737621
71,471.028,1,13.5923,22.9176,22.2927,15.3765,2.48753,7.84773e-07,3,0.274356,1.41461,0.134934,0.673916
72,466.716,1,13.4481,25.5792,22.339,16.7887,2.48753,2.22045e-16,3,0.264265,1.41276,0.140858,0.699344
73,477.68,1,13.4059,24.4359,22.7573,16.8333,2.48753,1.028e-06,3,0.256518,1.3398,0.141483,0.77343
74,482.624,1,13.3724,28.0706,22.5585,15.7383,2.48753,2.12948e-06,3,0.259357,1.41287,0.141571,0.782353
75,476.063,1,13.4118,26.155,22.6475,15.6409,2.48753,1.76044e-06,3,0.27038,1.3968,0.134028,0.777702
76,480.605,1,13.5164,27.3839,23.1266,14.2156,2.48753,1.10364e-06,3,0.263989,1.39026,0.126812,0.732519
77,485.45,1,13.4973,26.6165,22.812,13.3168,2.48753,9.77873e-07,3,0.268155,1.4497,0.139416,0.809258
78,481.868,1,13.6678,32.3829,22.8326,13.5033,2.48753,2.22045e-16,3,0.263045,1.51722,0.146495,0.836503
79,481.293,1,13.5369,30.6111,22.6689,12.6473,2.12077,1.35807e-06,3,0.257297,1.57577,0.158922,0.894336
80,478.978,1,13.6362,33.7061,23.1077,12.4323,2.12077,2.50674e-06,3,0.2582,1.44082,0.166892,0.908414
81,472.116,1,13.808,33.8672,22.8551,12.3771,2.12077,3.26964e-06,3,0.28012,1.24464,0.168871,0.824002
82,477.937,1,13.8129,31.3887,23.0337,12.3633,2.12077,4.2882e-06,3,0.265312,1.19436,0.180417,0.907396
83,474.665,1,13.7478,34.2484,23.1929,11.9062,2.12077,6.31756e-06,3,0.265945,1.11732,0.16827,0.918308
84,484,1,13.4734,31.4041,22.6782,14.1488,2.12077,6.6301e-06,3,0.259933,1.0265,0.16723,0.920732
85,483.189,1,13.4939,30.0029,23.1494,12.4513,2.12077,5.91244e-06,3,0.251722,1.08707,0.186182,1.03443
86,470.548,1,13.5449,27.4992,23.5532,12.0749,2.12077,6.27954e-06,3,0.259421,1.03337,0.151165,1.02321
87,463.702,1,13.6623,28.3186,23.4745,11.9584,2.12077,5.28022e-06,3,0.267521,0.968519,0.138518,1.10182
88,468.4,1,13.5729,32.905,23.4211,11.8432,2.12077,5.65069e-06,3,0.256925,0.93813,0.148412,1.00487
89,471.027,1,13.4809,32.1028,23.437,11.7375,2.12077,5.09256e-06,3,0.258758,0.961257,0.141495,0.939044
90,463.666,1,13.5252,35.3133,23.349,11.1953,2.12077,4.49941e-06,3,0.253261,0.951713,0.15057,0.950527
91,466.115,1,13.4486,31.5409,23.1207,12.5595,2.12077,4.02291e-06,3,0.255154,1.0001,0.145318,0.996484
92,467.241,1,13.4727,30.9978,22.9832,13.5046,2.12077,4.27535e-06,3,0.263727,1.05113,0.136051,1.01975
93,471.502,1,13.4951,33.8059,23.1284,13.742,2.12077,3.68322e-06,3,0.265047,1.1583,0.137131,0.98117
94,466.452,1,13.4676,37.0699,23.0229,13.2342,2.12077,5.09665e-06,3,0.259236,1.20893,0.121832,0.995623
95,472.398,1,13.4562,35.1561,22.5795,13.0799,2.12077,5.88508e-06,3,0.251861,1.19698,0.122885,0.98619
96,473.804,1,13.4968,38.7565,22.5129,12.6969,2.12077,6.32282e-06,3,0.245005,1.11847,0.12413,1.0689
97,462.273,1,13.5602,37.1421,22.4686,12.9842,2.12077,7.36281e-06,3,0.255328,0.982857,0.126663,0.951161
98,467.556,1,13.4943,34.3406,22.5118,12.2352,2.12077,6.71654e-06,3,0.254722,0.997123,0.127942,0.946738
99,474.504,1,13.5817,33.8303,22.6886,11.5021,2.12077,7.703e-06,3,0.265798,0.964906,0.140883,0.937062
100,472.692,1,13.4799,33.6879,23.2115,10.7357,2.12077,6.46218e-06,3,0.258767,1.0317,0.138584,0.983808
101,480.959,1,13.5518,33.7635,23.2117,12.5179,2.12077,6.62052e-06,3,0.260905,1.00258,0.160851,1.07141
102,484.233,1,13.5477,35.6471,22.9629,12.1792,2.12077,6.09838e-06,3,0.256949,1.05797,0.159364,1.02124
103,480.133,1,13.7515,37.9773,23.0328,12.2074,2.12077,6.42528e-06,3,0.271286,1.08747,0.171349,0.968635
104,487.13,1,13.757,39.5569,23.011,11.6794,2.12077,6.45364e-06,3,0.268639,1.14123,0.178689,0.971939
105,492.949,1,13.7355,38.554,23.3064,13.131,2.12077,7.83593e-06,3,0.272204,1.14959,0.175022,1.01469
106,485.454,1,13.762,43.8663,23.3488,12.169,2.12077,6.50852e-06,3,0.266816,1.05863,0.177732,0.989966
107,477.473,1,13.5216,34.1269,23.2899,12.3792,2.12077,5.03179e-06,3,0.258989,1.13336,0.196321,0.866635
108,474.804,1,13.6177,34.0847,23.2503,12.7738,2.12077,5.23704e-06,3,0.26056,1.02394,0.198172,0.882479
109,472.696,1,13.4969,39.2826,22.3966,13.1923,2.12077,5.07492e-06,3,0.266237,0.980752,0.193843,0.877414
110,467.373,1,13.4269,38.2121,22.9497,12.11,2.12077,3.61954e-06,3,0.252042,0.990755,0.212636,0.792746
111,468.925,1,13.5058,37.3427,22.9697,12.4713,2.12077,4.9146e-06,3,0.255175,0.939065,0.211417,0.811761
112,476.178,1,13.5108,33.3205,22.8931,13.8162,2.12077,3.90042e-06,3,0.258122,0.994544,0.208183,0.874924
113,473.683,1,13.4516,29.5774,23.6474,12.5743,2.12077,5.4537e-06,3,0.260223,0.968959,0.191258,0.823001
114,465.89,1,13.5621,31.5875,23.6536,11.9295,2.12077,4.03021e-06,3,0.266505,1.00952,0.186822,0.842616
115,470.504,1,13.3936,35.2234,23.1561,12.6946,2.12077,4.1111e-06,3,0.262933,1.0138,0.180259,0.784788
116,471.482,1,13.5273,37.6985,22.4742,13.1181,2.12077,3.89321e-06,3,0.261568,0.952076,0.210246,0.86145
117,469.295,1,13.5187,34.9142,22.5622,13.1256,2.12077,5.79784e-06,3,0.263096,1.0288,0.202124,0.81669
118,467.37,1,13.4954,35.8922,21.8835,12.8168,2.12077,3.99881e-06,3,0.268491,0.938236,0.200552,0.75293
119,477.17,1,13.4257,35.0266,22.2721,14.3004,2.12077,4.57744e-06,3,0.261185,0.986163,0.205208,0.829638
120,472.252,1,13.3923,34.5682,22.1881,14.7762,2.12077,2.20378e-06,3,0.265221,1.01887,0.21941,0.873015
121,465.64,1,13.4599,33.6283,22.3879,13.3629,2.12077,2.38214e-06,3,0.2641,0.962744,0.211126,0.849275
122,470.626,1,13.6312,29.543,22.1808,12.4704,2.12077,3.62983e-06,3,0.272811,0.864506,0.225149,0.854123
123,476.788,1,13.781,31.3815,22.5005,11.8576,2.12077,5.95508e-06,3,0.277483,0.767588,0.227056,0.820965
124,477.819,1,13.7247,29.4024,23.1628,11.4089,2.12077,5.26085e-06,3,0.277877,0.837565,0.224353,0.791215
125,474.802,1,13.4746,28.958,22.783,12.4665,2.12077,4.70664e-06,3,0.270867,0.938219,0.24157,0.804959
126,473.759,1,13.5306,33.3419,22.4523,12.9751,2.12077,4.02755e-06,3,0.269049,0.942757,0.231552,0.789255
127,461.071,1,13.3336,33.4013,22.3704,13.8596,2.12077,3.47214e-06,3,0.248616,0.95944,0.215653,0.795327
128,462.202,1,13.6247,30.4672,22.7099,13.6908,2.12077,9.60195e-07,3,0.267891,0.9752,0.209396,0.723558
129,467.303,1,13.5343,29.9927,23.1141,14.3274,2.12077,1.54025e-06,3,0.265553,1.09829,0.221257,0.729259
130,465.651,1,13.5027,33.6375,22.3497,14.3686,2.12077,1.2986e-06,3,0.264893,1.14897,0.219343,0.759798
131,465.511,1,13.6123,32.7875,22.0015,14.7115,2.12077,1.98549e-06,3,0.266346,1.19076,0.181164,0.698865
132,463.316,1,13.4907,31.1645,22.0388,14.5179,2.12077,2.34075e-06,3,0.259886,1.15001,0.181818,0.721859
133,467.036,1,13.6021,29.1159,22.7187,14.012,2.12077,2.88106e-06,3,0.26794,1.2012,0.18806,0.753636
134,465.129,1,13.6111,32.2359,22.9006,12.5661,2.12077,2.53942e-06,3,0.27103,1.12781,0.194599,0.807719
135,462.648,1,13.7175,32.6853,22.9248,13.4561,2.12077,2.36773e-06,3,0.264846,1.08752,0.191176,0.802128
136,465.843,1,13.5766,37.6846,22.4229,13.4746,2.12077,3.46902e-06,3,0.267495,0.969305,0.173132,0.851571
137,459.362,1,13.6069,34.5321,22.8317,14.6944,2.12077,3.30348e-06,3,0.268095,0.990781,0.185525,0.872585
138,468.618,1,13.5733,31.8776,22.9962,13.1584,2.12077,3.0136e-06,3,0.266391,1.03755,0.184536,0.894146
139,469.54,1,13.6481,35.1232,23.0214,12.5069,2.12077,4.61773e-06,3,0.267342,1.08183,0.195351,0.846692
140,470.127,1,13.5894,36.7897,22.1957,12.5326,2.12077,3.80846e-06,3,0.258334,0.963002,0.183956,0.892747
141,471.611,1,13.6846,40.1869,22.1667,12.1051,2.12077,4.71556e-06,3,0.260859,0.99863,0.18858,0.939729
142,473.405,1,13.4998,41.7523,22.264,11.8845,2.12077,4.44667e-06,3,0.25498,0.998392,0.198051,0.887041
143,463.076,1,13.5986,36.3831,22.5827,11.628,2.12077,3.65329e-06,3,0.259673,0.882929,0.208019,0.933996
144,466.822,1,13.6149,37.2197,22.5675,11.6608,2.12077,3.82257e-06,3,0.255717,0.862306,0.22629,0.882989
145,472.329,1,13.472,37.8516,22.5789,12.1642,2.12077,3.48608e-06,3,0.258489,0.919636,0.223363,0.900568
146,473.109,1,13.3865,43.3782,22.5755,12.4511,2.12077,4.16658e-06,3,0.250829,0.970481,0.219192,0.858484
147,470.25,1,13.3569,40.2919,22.0544,13.3942,2.12077,3.42937e-06,3,0.243328,0.958079,0.212672,0.811027
148,474.18,1,13.3946,40.5101,22.1491,13.3559,2.12077,3.54207e-06,3,0.250337,0.946257,0.22419,0.82057
149,464.906,1,13.4425,37.7418,22.7227,12.7738,2.12077,2.71198e-06,3,0.252411,0.96592,0.232134,0.79678
150,468.983,1,13.5306,35.889,22.749,13.5316,2.12077,2.52557e-06,3,0.260199,0.950843,0.243863,0.76929
151,468.86,1,13.4169,34.339,22.9608,12.8201,2.12077,2.80052e-06,3,0.244148,0.938651,0.22874,0.886869
152,464.773,1,13.644,35.2816,23.146,12.8841,2.12077,2.37776e-06,3,0.258251,0.865968,0.241753,0.874937
153,469.59,1,13.5907,38.3772,22.6999,12.9014,2.12077,2.48663e-06,3,0.259708,0.907815,0.240289,0.839287
154,469.94,1,13.5568,33.9017,23.1894,12.6621,2.12077,2.54901e-06,3,0.265127,0.93872,0.238543,0.872181
155,470.385,1,13.5263,34.9714,23.5244,12.3299,2.12077,2.42509e-06,3,0.248256,0.955368,0.233414,0.882768
156,463.271,1,13.55,33.6731,23.0929,12.8845,2.12077,2.70374e-06,3,0.254091,0.856052,0.23283,0.828003
157,477.938,1,13.4619,34.0031,22.7772,13.0674,2.12077,4.6481e-06,3,0.247861,0.823023,0.261348,0.945466
158,474.37,1,13.6098,29.1043,22.7898,12.6567,2.12077,4.6421e-06,3,0.257586,0.88467,0.278478,0.900528
159,474.777,1,13.6442,30.8322,22.6824,13.2131,2.12077,4.16836e-06,3,0.260277,0.880225,0.294112,0.847347
160,470.233,1,13.6049,33.9093,22.4197,12.9909,2.12077,4.51947e-06,3,0.264621,0.83134,0.28971,0.770155
161,466.182,1,13.5123,33.5943,22.1619,12.4383,2.12077,3.16342e-06,3,0.25296,0.764858,0.263012,0.753572
162,465.86,1,13.4564,33.9926,22.617,13.3471,2.12077,5.02136e-06,3,0.244755,0.842588,0.263423,0.76101
163,475.586,1,13.4799,32.2714,22.6043,13.6489,2.12077,4.30157e-06,3,0.249042,0.836821,0.274448,0.772324
164,473.964,1,13.5538,33.4589,22.5099,12.914,2.12077,4.20648e-06,3,0.249103,0.744085,0.271441,0.782512
165,470.835,1,13.4958,37.5107,21.7461,13.7983,2.12077,4.36288e-06,3,0.253875,0.834923,0.278026,0.796731
166,471.786,1,13.6289,34.7742,21.637,13.9485,2.12077,3.8288e-06,3,0.263627,0.849717,0.263906,0.77965
167,465.42,1,13.455,31.0412,22.7645,13.5407,2.12077,2.64279e-06,3,0.262538,0.795553,0.226243,0.820204
168,467.486,1,13.5842,34.7108,23.2088,12.7843,2.12077,2.64279e-06,3,0.269011,0.836637,0.223517,0.876033
169,466.416,1,13.6597,39.978,22.5584,11.9311,2.12077,3.14808e-06,3,0.261886,0.784207,0.20682,0.818276
170,469.111,1,13.4559,40.1207,22.5804,12.2287,2.12077,2.87019e-06,3,0.266038,0.776002,0.236816,0.74943
171,468.15,1,13.7034,39.4113,22.2958,12.1964,2.12077,2.76375e-06,3,0.273171,0.784942,0.239669,0.788382
172,461.301,1,13.6183,36.7814,22.7142,12.8463,2.12077,2.43952e-06,3,0.274081,0.81743,0.22101,0.764039
173,457.633,1,13.6751,36.8548,22.292,12.5964,2.12077,1.69377e-06,3,0.266502,0.796213,0.213351,0.760926
174,457.507,1,13.4534,37.1004,22.9235,12.432,2.12077,1.80816e-06,3,0.25479,0.916675,0.224033,0.796639
175,465.881,1,13.408,36.0196,22.7169,12.4759,2.12077,1.52776e-06,3,0.243257,0.984282,0.234349,0.908762
176,461.194,1,13.5406,34.258,23.0887,11.9492,2.12077,2.82859e-06,3,0.259509,0.885907,0.241984,0.86143
177,479.107,1,13.5339,29.2824,23.2283,12.2108,2.12077,2.96411e-06,3,0.257694,0.908061,0.246379,0.873828
178,468.392,1,13.5585,29.7126,22.8846,12.1535,2.12077,4.23146e-06,3,0.262485,0.838456,0.226656,0.840788
179,475.349,1,13.4863,31.4725,22.8061,13.7406,2.12077,3.81276e-06,3,0.263637,0.832036,0.24541,0.844812
180,476.84,1,13.4966,30.5368,22.588,12.7948,2.12077,3.60869e-06,3,0.266675,0.916205,0.244774,0.84388
181,473.124,1,13.5623,30.2566,22.2441,13.3778,2.12077,4.25767e-06,3,0.25784,0.880089,0.228165,0.820861
182,471.65,1,13.3665,31.675,22.5827,13.1287,2.12077,3.73653e-06,3,0.263406,0.910137,0.219846,0.798497
183,465.253,1,13.4712,32.9992,22.7596,12.9329,2.12077,3.34615e-06,3,0.26499,0.916374,0.222099,0.790375
184,469.332,1,13.5503,31.4032,22.5315,13.4092,2.12077,3.09141e-06,3,0.26798,0.969264,0.228045,0.81121
185,475.432,1,13.5887,33.9495,22.259,13.2875,2.12077,3.33342e-06,3,0.260394,1.12806,0.23565,0.731513
186,466.679,1,13.5526,39.5255,22.1809,13.3375,2.12077,2.99132e-06,3,0.263565,1.14134,0.219816,0.748221
187,471.874,1,13.603,38.9683,22.484,12.4107,2.12077,3.21146e-06,3,0.260785,1.08552,0.226469,0.781037
188,462.694,1,13.609,35.1919,22.6703,11.818,2.12077,2.67468e-06,3,0.262462,0.949518,0.242133,0.781861
189,461.436,1,13.6724,35.3636,22.9781,12.6853,2.12077,2.45056e-06,3,0.265067,0.974175,0.242912,0.763086
190,464.725,1,13.5657,30.9516,22.5999,12.4761,2.12077,2.8268e-06,3,0.264014,0.888455,0.2577,0.785703
191,466.145,1,13.4797,31.6759,22.4522,13.5099,2.12077,2.61459e-06,3,0.260499,0.964565,0.241106,0.735993
192,467.443,1,13.4769,27.507,22.8487,13.9548,2.12077,3.33932e-06,3,0.265642,0.971369,0.260499,0.754607
193,474.191,1,13.3769,25.3388,22.749,14.0845,2.12077,3.66636e-06,3,0.249085,0.99651,0.23424,0.765919
194,472.693,1,13.5224,25.4374,22.806,14.9332,2.12077,3.36008e-06,3,0.270852,0.963538,0.263435,0.678985
195,472.578,1,13.4829,26.3383,22.9891,14.5574,2.12077,2.84796e-06,3,0.264654,0.984026,0.247111,0.699945
196,470.303,1,13.438,28.6975,22.9167,14.1359,2.12077,4.24702e-06,3,0.255159,1.00139,0.230573,0.7648
197,471.216,1,13.3698,27.9196,23.2232,13.6364,2.12077,4.97342e-06,3,0.25287,1.02821,0.258995,0.72437
198,471.881,1,13.4362,29.8702,23.5523,12.7716,2.12077,4.23466e-06,3,0.253218,1.01134,0.26507,0.723713
199,473.381,1,13.6419,32.9045,23.7999,12.1122,2.12077,3.79823e-06,3,0.261255,1.05104,0.254552,0.79902
200,470.77,1,13.6827,26.7368,24.3138,11.9409,2.12077,3.34094e-06,3,0.265349,1.00021,0.251738,0.789967
201,472.09,1,13.6231,26.7868,23.6236,11.9324,2.12077,3.33488e-06,3,0.259045,1.05477,0.247005,0.785696
202,481.588,1,13.6497,27.8304,23.7757,11.5976,2.12077,4.41306e-06,3,0.267009,0.952297,0.274404,0.805723
203,482.73,1,13.4731,30.4125,23.3964,11.4029,2.12077,4.37871e-06,3,0.250061,0.844543,0.262066,0.791328
204,474.718,1,13.62,31.9575,23.3603,11.8632,2.12077,3.55393e-06,3,0.262192,0.820919,0.251114,0.817946
205,483.297,1,13.567,33.8629,22.9749,11.759,2.12077,3.88724e-06,3,0.259027,0.949631,0.246576,0.890745
206,473.948,1,13.4443,33.0734,23.3678,12.1748,2.12077,4.25306e-06,3,0.257745,1.0064,0.236894,0.845866
207,491.629,1,13.5891,30.3785,22.8381,12.974,2.12077,4.57696e-06,3,0.264095,1.02559,0.263279,0.916791
208,479.415,1,13.3779,32.1861,23.1009,14.5474,2.12077,5.16825e-06,3,0.258839,0.933368,0.257964,0.927032
209,477.175,1,13.3743,36.0635,23.2377,12.9057,2.12077,4.62359e-06,3,0.25669,0.974332,0.274578,0.917857
210,480.621,1,13.4063,33.7355,23.5362,13.1463,2.12077,4.03859e-06,3,0.2496,0.925895,0.269144,0.982556
211,475.316,1,13.4939,30.7748,23.4118,12.1678,2.12077,3.1873e-06,3,0.264813,0.75902,0.288263,0.972137
212,464.169,1,13.4432,30.3998,23.2704,11.5642,2.12077,2.27532e-06,3,0.254754,0.761976,0.27472,0.840439
213,466.746,1,13.5155,29.0468,23.2156,12.0153,2.12077,2.92549e-06,3,0.272626,0.735453,0.279485,0.803441
214,466.987,1,13.4861,31.0249,23.4503,11.3404,2.12077,2.36904e-06,3,0.26548,0.733951,0.273651,0.825507
215,465.758,1,13.505,32.357,23.2807,10.9833,2.12077,2.6785e-06,3,0.255001,0.678718,0.293729,0.824906
216,473.758,1,13.6039,29.1561,23.5612,10.904,2.12077,3.24349e-06,3,0.257365,0.691034,0.300629,0.825884
217,467.531,1,13.5878,31.1699,23.4875,11.6174,2.12077,3.24349e-06,3,0.251014,0.663083,0.271527,0.798343
218,472.602,1,13.5237,28.8705,23.4252,11.926,2.12077,4.98927e-06,3,0.262777,0.659469,0.276444,0.752793
219,469.144,1,13.574,28.4626,23.5947,11.8447,2.12077,4.91548e-06,3,0.267776,0.58696,0.293163,0.681669
220,473.295,1,13.6203,26.843,24.0822,11.8154,2.12077,4.73265e-06,3,0.254053,0.643592,0.295439,0.764326
221,466.614,1,13.5852,24.8024,24.3939,10.8535,2.12077,5.04917e-06,3,0.250762,0.555095,0.292204,0.769552
