iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a,omega_Cl,omega_Q,omega_V1,omega_V2
51,449.131,1,13.3875,31.0973,22.4278,15.6878,1.80005,0.26023,1.13994,0.336115,0.681054
52,449.568,1,13.5684,26.1143,22.671,14.9379,1.82842,0.256706,1.13286,0.34384,0.629002
53,454.959,1,13.6678,27.2354,22.4486,15.5513,1.87613,0.256825,1.25572,0.320949,0.619528
54,449.628,1,13.492,27.8254,22.4088,15.735,1.79682,0.261155,1.24548,0.328681,0.654861
55,449.688,1,13.4259,29.5137,22.5832,15.7116,1.84291,0.251397,1.13903,0.327788,0.644592
56,460.217,1,13.5046,26.8264,22.627,15.6366,1.88227,0.260212,1.16146,0.347084,0.717663
57,459.681,1,13.5112,27.726,22.2203,15.8703,1.89671,0.257332,1.12203,0.313993,0.784736
58,453.142,1,13.4324,31.2305,22.2705,14.013,1.89823,0.259056,1.02447,0.309338,0.693138
59,451.082,1,13.3323,32.6424,22.7109,14.5874,1.86832,0.25758,1.03573,0.295882,0.732499
60,444.893,1,13.3891,28.5528,22.5092,13.9221,1.8274,0.25903,1.00636,0.298818,0.702547
61,447.554,1,13.4767,29.6983,22.0864,15.9239,1.80753,0.258897,1.02899,0.309075,0.760475
62,439.418,1,13.4666,31.2777,22.1312,15.2203,1.74192,0.255013,1.049,0.309031,0.721839
63,448.663,1,13.5146,34.3498,22.2041,15.1264,1.82817,0.264755,1.03589,0.302988,0.746784
64,446.403,1,13.4218,34.0052,22.6989,14.1452,1.80182,0.268331,1.02592,0.298908,0.764678
65,449.985,1,13.3601,33.9626,22.4887,15.3071,1.82647,0.257228,1.08236,0.301894,0.768344
66,441.611,1,13.322,31.4042,22.2222,14.2304,1.7478,0.260414,1.11253,0.311613,0.701911
67,448.068,1,13.4362,32.1461,22.1797,13.5408,1.80133,0.268885,1.08045,0.327744,0.689091
68,447.405,1,13.4655,33.2565,22.4844,14.3833,1.83688,0.267163,1.0858,0.323682,0.603491
69,449.358,1,13.4014,27.3846,23.1684,14.9309,1.87741,0.260576,1.06156,0.32661,0.582629
70,446.27,1,13.3373,29.348,22.7706,15.0885,1.82188,0.262797,1.11463,0.324379,0.604291
71,446.002,1,13.4631,29.9834,22.6676,15.2899,1.80322,0.266129,1.19736,0.327974,0.578942
72,459.666,1,13.4446,31.846,22.5731,14.9453,1.89771,0.258224,1.3082,0.32474,0.642937
73,456.611,1,13.4962,32.7493,22.1604,14.4092,1.91253,0.264318,1.19206,0.309189,0.628501
74,453.168,1,13.5165,31.0132,22.2173,14.7739,1.8751,0.265688,1.15292,0.30938,0.638766
75,455.32,1,13.6268,30.7961,22.3145,15.4721,1.91055,0.266488,1.0583,0.310462,0.669182
76,449.858,1,13.5292,30.5011,22.3096,14.9142,1.86319,0.259968,1.04288,0.331029,0.630358
77,445.804,1,13.4992,29.5234,22.639,14.7346,1.85526,0.256591,1.01177,0.315237,0.615172
78,443.571,1,13.5585,25.898,23.0477,14.0188,1.82903,0.25497,0.96101,0.338925,0.620834
79,448.674,1,13.5994,26.132,22.9919,13.8487,1.85966,0.258541,0.948418,0.339706,0.653949
80,452.921,1,13.4838,24.7128,23.2831,13.8717,1.92838,0.25621,0.907831,0.354212,0.614553
81,458.047,1,13.4798,25.0044,23.4306,13.5308,1.93634,0.260474,0.910408,0.36215,0.69409
82,454.436,1,13.5376,25.9628,22.9911,13.4371,1.88942,0.267386,0.905965,0.360095,0.69957
83,452.213,1,13.5646,24.7755,23.4194,12.6161,1.85989,0.265628,0.984332,0.343112,0.685514
84,452.401,1,13.5903,23.8118,23.2993,13.0597,1.89594,0.264704,1.01402,0.325788,0.631206
85,442.28,1,13.4515,27.0882,23.4014,13.6019,1.86036,0.259529,0.945085,0.304119,0.597171
86,443.363,1,13.4314,26.5952,23.3844,13.2398,1.84079,0.254064,0.91169,0.318385,0.66546
87,441.899,1,13.3657,26.8625,23.0256,13.4123,1.83453,0.245243,0.835187,0.351254,0.657037
88,430.93,1,13.3445,25.6611,22.9405,14.3493,1.75228,0.252437,0.845695,0.325878,0.627283
89,426.129,1,13.4058,24.5719,23.1912,13.8218,1.69708,0.250092,0.791903,0.337849,0.674722
90,435.404,1,13.557,24.5858,23.3472,14.1201,1.79153,0.258936,0.822184,0.326196,0.636147
91,443.171,1,13.5505,28.1503,23.2672,13.7034,1.81329,0.264534,0.88804,0.339354,0.667783
92,441.117,1,13.5729,27.9894,23.1063,13.4656,1.7924,0.268638,0.926169,0.320901,0.672457
93,442.382,1,13.5201,29.2035,22.79,14.0893,1.81475,0.258607,0.901311,0.349583,0.638108
94,441.161,1,13.493,26.9099,23.2835,14.6275,1.83559,0.269462,0.837477,0.335093,0.617061
95,442.395,1,13.3826,29.8744,23.0124,13.8254,1.8345,0.257404,0.88015,0.323132,0.662059
96,453.78,1,13.3032,30.474,22.881,14.546,1.96976,0.257459,0.950965,0.331382,0.575707
97,450.685,1,13.3134,24.6016,23.2873,14.0946,1.92391,0.256586,0.906294,0.330354,0.635031
98,451.023,1,13.4441,25.0395,23.4367,14.6365,1.94557,0.259938,0.933837,0.320317,0.583728
99,454.042,1,13.4588,25.8843,23.3215,13.8498,1.98907,0.263155,0.91506,0.341151,0.542603
100,451.154,1,13.5058,25.1449,23.5355,13.628,1.94251,0.262648,0.937937,0.349258,0.538774
101,450.259,1,13.4969,26.5172,23.2758,14.1192,1.90625,0.264779,0.955763,0.34388,0.575909
102,441.878,1,13.4515,25.8239,23.0246,14.1836,1.82214,0.263467,0.888264,0.342568,0.622994
103,447.277,1,13.509,25.3598,23.2718,13.556,1.88829,0.258706,0.889212,0.327514,0.641751
104,444.153,1,13.4544,24.0308,23.9772,13.5939,1.85843,0.261045,0.880643,0.325369,0.636192
105,454.687,1,13.5529,23.5766,23.4295,14.4289,1.89091,0.262934,1.00757,0.336357,0.68528
106,454.042,1,13.4193,25.6727,23.3178,13.9658,1.86084,0.257594,0.999999,0.329502,0.773491
107,449.346,1,13.5305,24.22,23.4581,12.6988,1.83496,0.260883,0.972932,0.331404,0.727641
108,454.997,1,13.5346,23.2543,23.3945,13.8972,1.90165,0.266734,0.887301,0.323448,0.776892
109,451.795,1,13.518,23.006,23.5336,13.2766,1.84547,0.260578,0.975228,0.317131,0.780907
110,442.825,1,13.5381,24.0689,23.5214,13.6878,1.79964,0.265811,0.83518,0.323785,0.765537
111,442.933,1,13.525,23.3027,23.4578,14.3136,1.78657,0.259601,0.956089,0.317789,0.736538
112,445.266,1,13.4257,23.8329,23.2994,14.0625,1.83753,0.262285,0.808047,0.312661,0.798155
113,444.435,1,13.5062,24.6703,23.1708,13.1556,1.81852,0.263593,0.802527,0.322769,0.802636
114,446.101,1,13.4356,27.7117,23.485,12.5438,1.83315,0.265341,0.790419,0.333626,0.789742
115,443.342,1,13.4747,25.1056,24.0415,11.7659,1.83513,0.264327,0.774755,0.327596,0.747531
116,442.508,1,13.523,23.8763,24.0179,12.3343,1.80608,0.264982,0.853388,0.319749,0.737435
117,446.821,1,13.3357,25.9323,24.2501,12.0576,1.84823,0.257172,0.805387,0.334183,0.784266
118,438.191,1,13.3461,23.3993,24.3081,12.3401,1.73184,0.254639,0.861624,0.345829,0.785044
119,443.129,1,13.3492,23.7508,23.8228,12.5938,1.79382,0.259606,0.861502,0.358464,0.716511
120,454.335,1,13.5592,23.1241,24.0118,12.458,1.85591,0.264755,0.877056,0.365547,0.793011
121,460.511,1,13.5176,23.6951,23.8842,12.4985,1.8367,0.267676,0.940066,0.377164,0.92622
122,461.276,1,13.4682,24.2707,23.8127,12.9973,1.88455,0.270276,0.854006,0.361562,0.931323
123,462.789,1,13.4217,25.3832,23.6325,13.2847,1.92128,0.253849,0.935554,0.345061,0.891733
124,469.949,1,13.458,27.6107,23.2903,12.8443,1.96801,0.257285,0.931164,0.344208,0.957968
125,473.917,1,13.4486,26.5228,23.7483,12.7499,2.00538,0.254089,0.950841,0.346563,0.968213
126,470.607,1,13.4518,29.6095,23.8086,12.3864,1.97713,0.260702,0.945053,0.337412,0.953631
127,451.851,1,13.4165,26.1541,23.1773,13.2336,1.88083,0.257222,0.884525,0.311651,0.808069
128,454.003,1,13.3837,27.5838,23.3623,12.6303,1.91162,0.261719,0.922712,0.293631,0.797111
129,454.448,1,13.4567,26.8591,23.8348,12.2867,1.91629,0.258893,0.94968,0.291254,0.774731
130,462.011,1,13.3001,25.4995,24.3059,13.4084,1.96955,0.249505,0.984959,0.305754,0.811825
131,458.029,1,13.3779,24.9896,24.2153,12.0133,1.98552,0.253018,0.862685,0.297691,0.779384
132,446.96,1,13.4572,25.2324,23.9352,12.2551,1.91781,0.26601,0.721608,0.30544,0.737212
133,444.523,1,13.3832,22.8453,24.5714,12.6901,1.85499,0.261509,0.724122,0.303233,0.851621
134,451.767,1,13.4419,23.6341,24.3441,12.6301,1.89413,0.261895,0.779954,0.306871,0.864391
135,457.678,1,13.7113,25.5954,24.4493,10.9612,1.96373,0.265934,0.723844,0.301774,0.926996
136,451.413,1,13.6326,23.9196,24.1838,11.7423,1.86775,0.270762,0.796674,0.311963,0.877724
137,446.568,1,13.6309,24.5593,24.4054,12.6086,1.82684,0.263217,0.792667,0.311439,0.878413
138,452.078,1,13.5691,23.0086,24.2787,12.7086,1.88092,0.250698,0.881489,0.299065,0.869208
139,441.502,1,13.5982,23.8118,24.1518,13.3288,1.83544,0.253542,0.794858,0.290934,0.799683
140,448.337,1,13.4508,24.7254,24.3845,12.4309,1.87206,0.260895,0.870246,0.277039,0.839081
141,449.346,1,13.3858,25.1668,24.8106,12.8525,1.8584,0.260681,0.843071,0.298715,0.863854
142,456.515,1,13.3536,24.2988,24.3341,12.7036,1.93642,0.261622,0.819585,0.314709,0.837922
143,459.464,1,13.4912,23.8947,24.0419,11.7459,2.01928,0.254413,0.731708,0.317116,0.81599
144,449.72,1,13.4253,22.1151,24.307,12.8706,1.93621,0.256289,0.661334,0.328303,0.802195
145,447.701,1,13.372,23.8744,24.6252,12.7516,1.9172,0.255613,0.689082,0.314399,0.804074
146,442.986,1,13.4539,23.5832,24.5519,12.8852,1.88835,0.253798,0.681137,0.308875,0.776638
147,446.658,1,13.54,25.029,24.3084,12.7235,1.90255,0.273021,0.707126,0.319053,0.725876
148,449.874,1,13.5383,27.1127,24.0858,13.203,1.88891,0.269173,0.746657,0.326861,0.794521
149,451.155,1,13.5969,28.3426,23.9687,11.1781,1.90102,0.266249,0.816789,0.327327,0.740692
150,444.305,1,13.5219,28.6123,23.388,11.2641,1.91845,0.254891,0.730395,0.299618,0.705286
151,444.368,1,13.4401,29.741,23.3537,11.6927,1.89029,0.262414,0.754979,0.287563,0.75644
152,440.779,1,13.4701,29.5243,23.7286,12.2063,1.82262,0.270953,0.824506,0.296727,0.727718
153,436.208,1,13.3994,28.187,23.8071,12.7208,1.80028,0.2591,0.819207,0.29563,0.699429
154,447.394,1,13.559,25.9505,23.9397,12.8983,1.88608,0.263601,0.847272,0.294881,0.735759
155,439.267,1,13.4832,27.1098,23.7896,12.5534,1.85649,0.253181,0.817964,0.289409,0.676135
156,444.414,1,13.4685,28.3554,23.7217,12.93,1.89025,0.2622,0.827743,0.290277,0.689486
157,445.304,1,13.4842,26.6141,23.889,12.1853,1.91971,0.262919,0.768381,0.287861,0.692373
158,446.996,1,13.4808,27.43,23.8917,12.2832,1.91734,0.271596,0.814092,0.30294,0.655982
159,446.996,1,13.4865,26.1126,23.6397,11.9618,1.94237,0.263775,0.765258,0.305282,0.648783
160,445.321,1,13.4614,24.8935,24.092,12.0616,1.90816,0.259589,0.747115,0.290849,0.746311
161,447.444,1,13.5113,25.8363,24.0573,12.4046,1.9451,0.266088,0.714287,0.289337,0.737954
162,455.816,1,13.5364,26.7736,24.5348,11.7756,1.98115,0.266315,0.77316,0.278275,0.835158
163,455.658,1,13.6208,24.3081,24.4444,11.1594,2.01481,0.263793,0.745588,0.287354,0.762971
164,451.767,1,13.5598,24.1566,24.2404,10.3895,2.02611,0.26557,0.652287,0.289934,0.729488
165,450.567,1,13.6826,25.6643,24.2258,10.5349,1.96663,0.26906,0.671173,0.309738,0.751318
166,450.752,1,13.6992,26.3744,24.2055,10.816,2.01724,0.257549,0.611126,0.292649,0.798416
167,442.833,1,13.6691,26.6275,23.8742,10.4694,1.95387,0.264859,0.575668,0.280721,0.790678
168,441.32,1,13.6097,26.3477,24.3292,10.226,1.91298,0.263432,0.571027,0.293486,0.825002
169,454.683,1,13.6215,26.9623,24.002,10.1212,2.05833,0.2668,0.538029,0.307872,0.835352
170,455.263,1,13.6298,24.7902,24.3755,10.665,2.04246,0.262077,0.598586,0.321805,0.783352
171,449.075,1,13.5897,26.5942,24.591,10.6025,2.0137,0.252532,0.529201,0.319503,0.808461
172,460.576,1,13.472,25.0964,24.8076,10.0243,2.06051,0.255452,0.608656,0.327493,0.871061
173,462.188,1,13.6181,23.2723,24.8062,10.0682,2.02515,0.263085,0.627127,0.363438,0.859316
174,458.998,1,13.5601,23.3533,24.9238,10.6452,2.01809,0.255426,0.634814,0.342126,0.856427
175,465.54,1,13.56,23.936,24.304,11.0393,2.00844,0.256458,0.777874,0.335433,0.923228
176,456.779,1,13.4947,26.7614,24.093,10.8764,1.93401,0.262901,0.726946,0.325481,0.919743
177,450.588,1,13.59,25.4925,24.6287,11.0993,1.89176,0.265248,0.66579,0.332839,0.900352
178,453.058,1,13.6968,24.6899,24.2957,11.2756,1.89007,0.271162,0.638659,0.34099,0.984883
179,453.663,1,13.5491,24.4445,24.7771,11.1333,1.91682,0.255219,0.662956,0.353868,0.911362
180,450.659,1,13.5531,21.991,24.8799,10.0471,1.90246,0.26483,0.662766,0.357652,0.828454
181,450.096,1,13.5852,23.392,24.6134,10.2573,1.91923,0.262601,0.644553,0.34435,0.813844
182,450.862,1,13.6546,23.6908,24.5892,10.7736,1.95246,0.263975,0.590628,0.348525,0.818463
183,460.23,1,13.5828,21.8004,24.983,11.3343,2.04011,0.257694,0.592144,0.334898,0.909091
184,457.815,1,13.4655,23.0779,24.9591,10.4477,2.02731,0.255173,0.617983,0.314601,0.900399
185,453.201,1,13.4758,25.151,25.1151,10.3162,1.94747,0.256277,0.630391,0.34201,0.873555
186,447.071,1,13.6071,23.9556,24.9126,11.754,1.9107,0.261514,0.656955,0.334152,0.771848
187,452.932,1,13.5659,26.9248,24.6739,11.6768,1.97023,0.262988,0.652402,0.319534,0.823622
188,450.5,1,13.5757,28.4159,24.3502,11.261,1.97446,0.250952,0.62245,0.326624,0.801341
189,452.679,1,13.5599,25.1812,24.5228,10.7688,2.02909,0.262694,0.589954,0.323187,0.7508
190,435.118,1,13.5711,25.3219,24.7442,11.2796,1.878,0.268469,0.463237,0.33911,0.797151
191,434.491,1,13.6216,25.9011,24.6143,11.2493,1.83725,0.268177,0.485307,0.330696,0.859651
192,435.73,1,13.5662,26.1441,24.568,10.5112,1.8335,0.261478,0.531529,0.327734,0.861413
193,443.656,1,13.4561,26.9977,24.3768,10.5209,1.874,0.258826,0.630491,0.327383,0.827876
194,446.108,1,13.4107,26.2525,24.5908,10.541,1.88697,0.260655,0.630346,0.341545,0.824364
195,444.238,1,13.4549,26.78,24.4454,10.6745,1.90906,0.250439,0.688326,0.305039,0.776768
196,451.096,1,13.3525,27.0896,24.0513,11.3029,1.95192,0.250989,0.703926,0.31721,0.798111
197,447.636,1,13.442,27.1308,23.9969,12.0147,1.90711,0.25469,0.679174,0.323858,0.818879
198,451.606,1,13.5266,26.9656,24.0595,11.9258,1.98469,0.257055,0.639016,0.315804,0.795215
199,451.13,1,13.6246,24.2643,23.9669,12.2642,1.99064,0.260599,0.709027,0.29642,0.727002
200,448.553,1,13.5695,24.3552,23.9959,12.1556,1.92509,0.260252,0.71139,0.299436,0.798412
201,448.247,1,13.5569,25.4171,23.9687,12.8374,1.94145,0.25685,0.754038,0.283529,0.767263
202,460.301,1,13.5893,25.0752,23.9269,12.7062,2.03093,0.258267,0.878267,0.263927,0.798721
203,452.638,1,13.5387,26.1302,23.845,11.8633,1.9045,0.265743,0.911992,0.275378,0.820368
204,457.592,1,13.6888,26.3447,23.6576,11.5187,1.95541,0.265253,0.86578,0.285554,0.833985
205,446.921,1,13.4351,25.3322,23.7414,11.6948,1.8884,0.262311,0.794367,0.272626,0.83304
206,450.197,1,13.3815,26.2701,23.7537,13.5672,1.91051,0.25881,0.792731,0.272803,0.877158
207,452.34,1,13.4875,25.2637,23.575,12.0012,1.89301,0.25565,0.845626,0.27855,0.932584
208,450.773,1,13.462,26.4101,23.9525,12.235,1.85144,0.254779,0.933265,0.283748,0.911715
209,447.26,1,13.4437,27.7384,23.9547,12.3309,1.82337,0.258121,0.864634,0.282943,0.925157
210,450.155,1,13.5726,26.9891,23.6191,12.3209,1.85547,0.258978,0.886907,0.278097,0.916926
211,453.195,1,13.4932,26.9607,23.5415,12.3396,1.88642,0.269204,0.875886,0.283215,0.876484
212,451.899,1,13.5229,27.3076,24.2159,12.8013,1.83542,0.263263,0.934034,0.289781,0.929014
213,451.311,1,13.652,25.2291,24.3305,12.8548,1.84059,0.257039,0.890436,0.290897,0.970875
214,456.26,1,13.4342,25.5088,24.4567,13.6628,1.88136,0.266266,0.959884,0.296809,0.873478
215,459.233,1,13.3892,24.4624,24.0841,12.7901,1.91764,0.261923,1.00247,0.289107,0.853208
216,452.823,1,13.5857,29.0797,23.9249,12.415,1.87494,0.258466,0.989696,0.280658,0.849033
217,451.705,1,13.5558,26.1101,23.9692,12.9919,1.91924,0.25747,0.927267,0.264601,0.799155
218,456.93,1,13.4725,25.0895,23.399,13.4245,1.98593,0.260198,0.913191,0.266084,0.775927
219,454.167,1,13.568,26.3967,23.3882,12.8179,1.88828,0.26499,0.890821,0.289488,0.889733
220,446.741,1,13.5476,27.083,23.4582,12.4815,1.82383,0.260268,0.913817,0.286135,0.856728
221,451.401,1,13.4813,27.2573,23.3131,13.2599,1.87884,0.26004,0.921503,0.273165,0.871639
222,446.991,1,13.4956,26.3286,23.4674,12.8202,1.81031,0.2574,0.95544,0.281825,0.876544
223,440.54,1,13.4807,25.4289,24.0337,13.9784,1.77191,0.257705,0.903808,0.283041,0.852698
224,436.587,1,13.4217,26.2459,23.9254,13.7812,1.73218,0.256212,0.910634,0.282911,0.84717
225,430.988,1,13.415,26.3614,23.9119,13.2545,1.71826,0.253474,0.850076,0.291796,0.775771
226,430.21,1,13.5415,25.8746,23.9376,13.2253,1.69634,0.262604,0.811305,0.286425,0.845186
227,441.352,1,13.4623,26.1608,23.6759,13.4037,1.77637,0.261405,0.818194,0.295617,0.899156
228,448.603,1,13.545,24.3566,23.6502,12.1073,1.82201,0.267178,0.848149,0.32002,0.845944
229,445.263,1,13.521,24.9478,23.5838,12.8986,1.8099,0.261895,0.847526,0.302389,0.856412
230,448.337,1,13.3766,27.2313,23.8227,13.1339,1.84039,0.253195,0.845162,0.300599,0.89766
231,453.776,1,13.4516,25.1729,23.8985,12.5341,1.90729,0.262753,0.907264,0.287802,0.833565
232,460.22,1,13.4871,25.5765,23.8341,13.0779,1.92268,0.264424,0.851989,0.299271,0.984498
233,464.552,1,13.5042,27.293,23.6141,12.7879,1.90901,0.267903,0.925651,0.320986,1.00407
234,463.597,1,13.4675,24.5343,23.6434,13.5038,1.91546,0.272992,0.888459,0.317887,0.979177
235,456.924,1,13.3788,24.0417,23.704,13.2721,1.92389,0.261084,0.779851,0.320308,0.90451
236,451.529,1,13.4096,24.004,24.2573,11.9717,1.84778,0.261704,0.80777,0.319533,0.925122
237,445.928,1,13.4067,24.5055,24.2894,13.2291,1.77849,0.254766,0.830411,0.327602,0.95603
238,454.796,1,13.6209,23.3633,24.1631,11.0864,1.85553,0.26979,0.832773,0.326459,0.927387
239,466.034,1,13.544,24.5754,24.1104,11.4947,1.96714,0.26191,0.887924,0.333071,0.911127
240,464.792,1,13.3977,24.7906,24.3209,13.1332,1.91697,0.270682,0.928831,0.337832,0.918906
241,446.477,1,13.4485,23.9377,24.1854,13.6198,1.79202,0.262061,0.906637,0.319476,0.835794
242,456.78,1,13.5624,24.0176,23.852,13.8338,1.89688,0.265297,0.862347,0.302588,0.927528
243,446.816,1,13.4992,24.4968,24.1946,13.2725,1.83227,0.264076,0.838715,0.302653,0.83832
244,445.685,1,13.5057,25.6141,24.2594,12.3824,1.83688,0.260717,0.78913,0.311159,0.845275
245,447.579,1,13.6171,26.8706,24.0315,12.0977,1.84487,0.26863,0.787841,0.308463,0.855476
246,442.47,1,13.5578,26.1215,24.156,11.4874,1.819,0.264638,0.695821,0.318969,0.867157
247,445.41,1,13.6022,25.6555,24.0925,12.3608,1.8568,0.276048,0.742438,0.315837,0.773707
248,440.243,1,13.4627,26.8138,23.8856,12.7101,1.79479,0.26144,0.753907,0.333246,0.78623
249,442.81,1,13.4718,25.4219,23.9476,12.7843,1.83439,0.252366,0.678119,0.341672,0.839704
250,445.57,1,13.6558,26.711,23.6794,11.5273,1.80294,0.274253,0.730207,0.330868,0.899157
251,452.021,1,13.4754,26.4551,23.8427,12.3451,1.90602,0.262566,0.698947,0.330015,0.889017
252,453.869,1,13.4806,24.6765,23.8853,12.0348,1.90048,0.257297,0.699961,0.350264,0.908922
253,459.979,1,13.5652,23.109,24.0468,12.7811,1.90342,0.262645,0.754561,0.376416,0.936531
254,454.768,1,13.4028,24.2034,24.2044,12.8943,1.92791,0.264185,0.734158,0.364787,0.767338
255,454.948,1,13.4874,23.4966,23.9833,13.4216,1.93796,0.272574,0.702434,0.359802,0.763607
256,453.264,1,13.3837,23.5913,24.2535,12.6972,1.98976,0.258629,0.671385,0.348359,0.704266
257,455.497,1,13.3899,23.8178,24.3384,11.9487,2.02189,0.252727,0.675336,0.348354,0.706562
258,456.161,1,13.3956,26.0066,23.8507,11.8085,2.01964,0.252858,0.661283,0.329152,0.784017
259,462.467,1,13.5005,28.7752,23.2519,11.9514,2.12919,0.261975,0.652371,0.332925,0.678329
260,460.769,1,13.3433,28.1197,23.1742,12.5263,2.10963,0.255803,0.674935,0.345102,0.658373
261,450.774,1,13.4523,27.8423,23.309,12.5364,2.01898,0.255609,0.614025,0.326174,0.704883
262,447.059,1,13.4998,26.6311,23.4581,12.0029,2.0117,0.254981,0.591354,0.328333,0.66388
263,441.251,1,13.6406,26.6814,23.5149,11.9847,1.91911,0.268174,0.611814,0.312977,0.693642
