iteration,convergenceIndicator,phase,Cl_pop,V_pop,a,omega_Cl,omega_V
98,-5.98561,1,13.7082,37.7609,0.239266,0.232663,0.223347
99,-6.93283,1,13.9299,38.2464,0.238027,0.226772,0.227126
100,-10.6599,1,13.6248,37.8362,0.236904,0.22103,0.221375
101,-3.0238,1,13.5076,37.6331,0.244838,0.215433,0.232286
102,-3.28732,1,13.6375,37.8278,0.248479,0.209978,0.226404
103,4.0773,1,13.6962,37.8409,0.255315,0.215597,0.225435
104,1.99608,1,13.837,38.1997,0.250843,0.212596,0.237157
105,-5.11213,1,13.5762,38.0557,0.244588,0.211192,0.231152
106,-3.22965,1,13.9554,37.6773,0.238395,0.231773,0.251455
107,-9.42352,1,13.6713,37.2872,0.232358,0.2448,0.245088
108,-10.0012,1,13.4885,36.8866,0.231039,0.238602,0.238883
109,-9.18952,1,13.5604,36.6803,0.234258,0.23256,0.232835
110,-11.2636,1,13.5423,36.2223,0.237608,0.226672,0.226939
111,-12.2807,1,13.3906,35.1152,0.239949,0.220932,0.221193
112,-10.0344,1,13.5807,36.3205,0.239863,0.215338,0.215592
113,-8.98343,1,13.5788,35.4807,0.240519,0.217265,0.210133
114,-3.43446,1,13.7772,36.6171,0.24633,0.219832,0.213397
115,-14.8299,1,13.7829,37.1428,0.240093,0.218001,0.207994
116,-11.7804,1,13.7372,36.5831,0.240954,0.220596,0.202727
117,-14.0296,1,13.9097,38.0717,0.234889,0.230283,0.197594
118,-8.47644,1,13.556,37.6967,0.244883,0.224452,0.197476
119,-14.45,1,13.5605,36.9876,0.238683,0.218769,0.20408
120,-7.75955,1,13.5979,36.0494,0.23895,0.223364,0.218231
121,-6.73448,1,13.4326,35.6455,0.24273,0.217709,0.214059
122,-11.0999,1,13.4827,35.7119,0.237887,0.212196,0.212334
123,-5.86126,1,13.4662,36.4382,0.243454,0.21601,0.21492
124,-12.9599,1,13.6112,36.9968,0.240115,0.219201,0.209478
125,-14.1417,1,13.5357,36.5015,0.234035,0.245173,0.204174
126,-10.3586,1,13.5903,37.0015,0.236702,0.245789,0.199004
127,-5.63137,1,13.9779,37.1368,0.244124,0.243359,0.193965
128,-6.44355,1,13.8747,37.2988,0.245673,0.241888,0.189054
129,-9.22905,1,13.6674,38.1457,0.239452,0.23729,0.201915
130,-3.43485,1,13.3582,37.5195,0.240675,0.235998,0.2285
131,-8.93385,1,13.5482,37.2246,0.23766,0.230023,0.222714
132,-7.67578,1,13.5761,37.42,0.237163,0.225924,0.226328
133,-10.1952,1,13.6384,37.489,0.239952,0.232476,0.220597
134,-15.4426,1,13.8764,37.3505,0.233876,0.235513,0.215011
135,-15.402,1,13.9145,37.4592,0.233219,0.22955,0.209567
136,-17.379,1,13.8614,38.0049,0.228529,0.230158,0.204261
137,-15.0959,1,13.7,38.3909,0.236112,0.22433,0.199089
138,-13.8046,1,14.0288,37.9744,0.236943,0.225405,0.194048
139,-8.12009,1,13.7104,37.3447,0.241931,0.231136,0.193435
140,-14.9257,1,13.4854,36.562,0.235805,0.225283,0.207446
141,-11.3885,1,13.3598,36.3818,0.232781,0.23795,0.212355
142,-11.6359,1,13.4192,36.5633,0.236928,0.231925,0.206978
143,-10.2634,1,13.5258,36.7474,0.235524,0.231106,0.211593
144,-10.3222,1,13.5329,37.1383,0.235861,0.229623,0.210728
145,-9.07764,1,13.3685,36.4409,0.24497,0.223808,0.205392
146,-10.4907,1,13.4058,35.1754,0.245071,0.218142,0.200191
147,-13.0508,1,13.3464,35.2806,0.238866,0.2338,0.195122
148,-10.2239,1,13.3198,35.3592,0.232817,0.249637,0.220757
149,-9.42051,1,13.5632,36.0285,0.236581,0.243316,0.215167
150,-11.3217,2,13.4789,36.0242,0.239731,0.237155,0.209719
151,-10.0929,2,13.5465,37.1128,0.233661,0.231178,0.223325
152,-14.3169,2,13.4842,37.1244,0.229587,0.235015,0.211866
153,-10.1485,2,13.6437,37.0386,0.234671,0.239818,0.208652
154,-7.87727,2,13.7026,36.9246,0.236981,0.231101,0.220063
155,-9.14333,2,13.5193,36.3085,0.237412,0.234534,0.206972
156,-7.11942,2,13.4907,36.684,0.239029,0.233501,0.2114
157,-15.0936,2,13.3863,36.321,0.23441,0.220026,0.202058
158,-12.7022,2,13.4964,36.436,0.230278,0.230894,0.222363
159,-12.3519,2,13.5219,36.2615,0.234124,0.22286,0.21162
160,-10.167,2,13.5449,36.0643,0.238238,0.215048,0.209298
161,-10.193,2,13.5557,36.5128,0.236583,0.212089,0.224257
162,-7.36738,2,13.4928,36.6868,0.238077,0.214072,0.228891
163,-9.82887,2,13.5134,36.958,0.232033,0.218945,0.253537
164,-5.56419,2,13.5941,37.178,0.234236,0.217087,0.260532
165,-0.333184,2,13.5759,37.5696,0.239162,0.217116,0.262171
166,-4.35572,2,13.5549,37.2726,0.239281,0.219506,0.251954
167,-11.3554,2,13.6711,37.4135,0.234455,0.228438,0.239374
168,-3.85309,2,13.7265,37.6812,0.237168,0.232467,0.234646
169,-7.62358,2,13.7421,37.3559,0.236438,0.235515,0.228966
170,-6.22434,2,13.598,37.608,0.236221,0.237625,0.229617
171,-11.4178,2,13.5912,37.1808,0.236944,0.233809,0.213956
172,-10.2858,2,13.557,36.9693,0.236288,0.227504,0.218355
173,-8.73434,2,13.5265,37.1224,0.237533,0.223157,0.217096
174,-12.3541,2,13.6141,37.4293,0.236597,0.218237,0.218366
175,-13.5073,2,13.6889,37.7791,0.235312,0.214782,0.220852
176,-10.5454,2,13.65,37.7109,0.235191,0.220345,0.217921
177,-4.58158,2,13.7026,37.7184,0.236324,0.225763,0.220884
178,-11.858,2,13.7151,37.5972,0.235437,0.225341,0.220381
179,-10.5048,2,13.6746,37.4736,0.235125,0.224622,0.221581
180,-10.4344,2,13.6906,37.5496,0.2346,0.225462,0.223001
181,-12.304,2,13.6932,37.659,0.231074,0.232849,0.233174
182,-14.4545,2,13.717,37.5799,0.229775,0.23324,0.233884
183,-10.9945,2,13.6768,37.4742,0.229553,0.236996,0.232288
184,-7.62469,2,13.6394,37.3933,0.23032,0.238432,0.23196
185,-14.8403,2,13.6122,37.1903,0.229526,0.238242,0.230838
186,-12.4742,2,13.5918,37.0217,0.229862,0.237365,0.228238
187,-10.6592,2,13.579,36.8467,0.2306,0.235575,0.226752
188,-11.909,2,13.5872,36.8346,0.23065,0.235151,0.226296
189,-7.36745,2,13.5636,36.7457,0.231967,0.234732,0.223545
190,-7.98509,2,13.5691,36.7649,0.233191,0.233893,0.220313
191,-11.4571,2,13.6018,36.8421,0.233622,0.231047,0.219694
192,-10.9656,2,13.5859,36.8698,0.233431,0.23164,0.2199
193,-9.63759,2,13.5656,36.9041,0.233895,0.231017,0.218708
194,-9.27557,2,13.5667,36.9006,0.23409,0.230782,0.218787
195,-13.3613,2,13.585,36.9386,0.233845,0.231225,0.217658
196,-5.20656,2,13.6322,37.068,0.234148,0.232649,0.218255
197,-10.5021,2,13.632,37.1198,0.234219,0.232607,0.217707
198,-13.5085,2,13.6418,37.1257,0.234319,0.232317,0.215552
199,-13.1888,2,13.6295,37.0633,0.234129,0.231699,0.215733
200,-11.2742,2,13.6261,37.0353,0.234521,0.230629,0.214287
201,-15.1739,2,13.6249,37.0424,0.234514,0.230294,0.214001
202,-15.7562,2,13.6264,37.0508,0.234366,0.230426,0.214
203,-15.2598,2,13.6294,37.0481,0.23438,0.230139,0.213591
204,-14.0378,2,13.6312,37.0486,0.234447,0.229905,0.213038
205,-13.1739,2,13.6328,37.0398,0.234522,0.229728,0.212514
206,-10.898,2,13.6322,37.0486,0.234508,0.229826,0.212518
207,-4.51631,2,13.6321,37.0491,0.234677,0.229883,0.21238
208,-12.7668,2,13.6334,37.0458,0.234683,0.22977,0.212229
209,-7.70839,2,13.6351,37.0511,0.234724,0.229849,0.212332
210,-8.52782,2,13.6362,37.0448,0.234723,0.229771,0.212699
211,-7.77992,2,13.6334,37.0345,0.23471,0.229866,0.213052
212,-13.6163,2,13.6332,37.0331,0.234575,0.229968,0.213369
213,-11.4776,2,13.635,37.0334,0.234579,0.229717,0.213515
214,-7.95072,2,13.6368,37.0339,0.234605,0.22972,0.213701
215,-10.811,2,13.6404,37.046,0.234616,0.229664,0.213698
216,-8.91203,2,13.6421,37.0563,0.234667,0.229676,0.213624
217,-4.67372,2,13.6422,37.0527,0.234754,0.229594,0.213884
218,-4.23612,2,13.6371,37.0446,0.234781,0.229977,0.214075
219,-6.43937,2,13.6368,37.0468,0.23484,0.230068,0.214109
220,-8.22959,2,13.6367,37.0455,0.234806,0.230064,0.214539
221,-3.51733,2,13.6374,37.0442,0.234928,0.230146,0.214513
222,-2.48748,2,13.6379,37.0445,0.235048,0.230358,0.214459
223,-10.3736,2,13.6399,37.0494,0.235058,0.230398,0.214359
224,-10.7443,2,13.6422,37.0466,0.23508,0.230426,0.214174
225,-9.39686,2,13.6428,37.0429,0.235064,0.230522,0.21426
226,-8.75108,2,13.6401,37.0298,0.235067,0.23052,0.214397
227,-7.71871,2,13.6377,37.021,0.235059,0.230603,0.214604
228,-9.18268,2,13.6365,37.0223,0.23506,0.230593,0.214706
229,-12.582,2,13.6378,37.0198,0.235002,0.230768,0.214652
230,-13.241,2,13.6358,37.014,0.234958,0.230686,0.214699
231,-15.5386,2,13.6362,37.0227,0.234849,0.230517,0.214986
232,-17.6186,2,13.6355,37.0222,0.234733,0.230447,0.215052
233,-16.2271,2,13.6347,37.0297,0.234662,0.230397,0.214984
234,-10.403,2,13.6341,37.0311,0.23468,0.230299,0.21499
235,-7.14911,2,13.6364,37.0417,0.234694,0.230268,0.215232
236,-9.13292,2,13.6369,37.0513,0.234671,0.230306,0.215438
237,-14.5463,2,13.6385,37.0526,0.234609,0.23035,0.215396
238,-13.9573,2,13.6378,37.0483,0.234584,0.230379,0.215227
239,-13.6231,2,13.639,37.068,0.234509,0.230393,0.215375
240,-12.2776,2,13.6371,37.0653,0.234503,0.230301,0.21536
241,-11.9163,2,13.6366,37.0632,0.234495,0.23025,0.21535
242,-10.8834,2,13.6364,37.0662,0.23453,0.23016,0.215219
243,-12.7903,2,13.6371,37.0676,0.23447,0.230193,0.215351
244,-8.98741,2,13.6363,37.0567,0.234505,0.230206,0.215276
