iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,b,beta_Cl_logtWTKG,beta_Cl_tSCRMGDL,beta_Q_logtWTKG,beta_V1_logtWTKG,beta_V2_logtWTKG,omega_Cl,omega_Q,omega_V1,omega_V2
13896,-4.83361,2,20.6213,27.6877,15.5455,1.33908,0.0663918,-0.520827,-0.409263,10.5117,-1.67773,-10.3019,0.265394,2.27203,0.312291,3.09149e-08
13897,-4.58117,2,20.6213,27.6877,15.5455,1.33907,0.0663924,-0.520815,-0.409262,10.5118,-1.67772,-10.3019,0.265394,2.272,0.312295,3.09148e-08
13898,1.39976,2,20.6213,27.6877,15.5455,1.33906,0.0663928,-0.520818,-0.40926,10.5119,-1.67772,-10.3019,0.265394,2.27196,0.312294,3.09156e-08
13899,-6.27426,2,20.6213,27.6877,15.5455,1.33906,0.0663932,-0.520827,-0.40926,10.5119,-1.67772,-10.3019,0.265392,2.27193,0.312294,3.09153e-08
13900,-4.46052,2,20.6214,27.6877,15.5455,1.33906,0.0663928,-0.520833,-0.409265,10.5117,-1.6777,-10.3019,0.265391,2.27194,0.312297,3.09156e-08
13901,-5.11877,2,20.6214,27.6876,15.5455,1.33906,0.0663923,-0.520841,-0.409267,10.5117,-1.67769,-10.3019,0.26539,2.27192,0.3123,3.09157e-08
13902,7.2339,2,20.6214,27.6876,15.5455,1.33908,0.0663922,-0.520841,-0.409268,10.5115,-1.67767,-10.3019,0.26539,2.2719,0.312302,3.0916e-08
13903,7.31283,2,20.6215,27.6877,15.5455,1.33909,0.0663925,-0.520844,-0.409274,10.5118,-1.67769,-10.3019,0.265391,2.27193,0.312304,3.09158e-08
13904,0.298132,2,20.6216,27.6878,15.5455,1.33909,0.0663925,-0.520838,-0.409278,10.512,-1.6777,-10.3019,0.265391,2.27196,0.312307,3.09159e-08
13905,-5.92007,2,20.6216,27.6879,15.5455,1.33908,0.066392,-0.520827,-0.40928,10.5118,-1.67771,-10.3019,0.265392,2.27198,0.312313,3.09153e-08
13906,-4.22822,2,20.6217,27.688,15.5455,1.33909,0.0663913,-0.520816,-0.409284,10.5121,-1.67773,-10.3019,0.265393,2.272,0.312313,3.09153e-08
13907,1.1844,2,20.6217,27.688,15.5455,1.33907,0.0663912,-0.520802,-0.409283,10.5119,-1.67773,-10.3019,0.265394,2.27199,0.312316,3.09168e-08
13908,-8.51734,2,20.6217,27.6881,15.5455,1.33906,0.0663909,-0.520793,-0.409282,10.5116,-1.67774,-10.3019,0.265394,2.27197,0.312318,3.0917e-08
13909,10.8739,2,20.6216,27.6881,15.5455,1.33908,0.0663913,-0.520788,-0.409277,10.5118,-1.67774,-10.3019,0.265395,2.27198,0.312322,3.09173e-08
13910,7.13296,2,20.6216,27.6881,15.5455,1.33908,0.0663905,-0.520778,-0.409276,10.5119,-1.67774,-10.3019,0.265396,2.27202,0.312327,3.09183e-08
13911,-1.91805,2,20.6216,27.688,15.5455,1.33908,0.0663897,-0.520768,-0.409277,10.5119,-1.67772,-10.3019,0.265396,2.27205,0.312328,3.09188e-08
13912,-1.87325,2,20.6215,27.688,15.5455,1.33908,0.0663898,-0.520766,-0.409276,10.5121,-1.67772,-10.3019,0.265396,2.27208,0.312327,3.09189e-08
13913,-0.0231981,2,20.6215,27.688,15.5455,1.33907,0.0663903,-0.520775,-0.409274,10.5122,-1.67771,-10.3019,0.265395,2.27211,0.312325,3.09193e-08
13914,-3.11497,2,20.6216,27.6879,15.5455,1.33907,0.0663901,-0.520786,-0.409278,10.5122,-1.67769,-10.3019,0.265395,2.27215,0.312325,3.09189e-08
13915,-3.54945,2,20.6216,27.6878,15.5455,1.33907,0.0663903,-0.520782,-0.409275,10.5121,-1.67771,-10.3019,0.265394,2.27216,0.312323,3.09189e-08
13916,1.07788,2,20.6216,27.6877,15.5455,1.33908,0.0663908,-0.520791,-0.409277,10.5119,-1.67771,-10.3019,0.265393,2.27213,0.312321,3.0919e-08
13917,8.03038,2,20.6216,27.6877,15.5455,1.33908,0.0663916,-0.520793,-0.409274,10.5117,-1.6777,-10.3019,0.265392,2.27213,0.312322,3.09196e-08
13918,-1.75196,2,20.6216,27.6877,15.5455,1.33907,0.0663921,-0.520796,-0.409276,10.5117,-1.67769,-10.3019,0.265393,2.27212,0.312324,3.09195e-08
13919,-3.30256,2,20.6217,27.6876,15.5455,1.33908,0.0663918,-0.5208,-0.409279,10.5117,-1.6777,-10.3019,0.265393,2.2721,0.312329,3.09188e-08
13920,-6.39939,2,20.6217,27.6877,15.5455,1.33907,0.0663923,-0.520803,-0.409282,10.5117,-1.67773,-10.3019,0.265392,2.27207,0.312331,3.09187e-08
13921,-6.86333,2,20.6217,27.6878,15.5455,1.33905,0.0663922,-0.520809,-0.409283,10.5117,-1.67775,-10.3019,0.265391,2.27205,0.312336,3.0919e-08
13922,-0.77671,2,20.6218,27.688,15.5455,1.33905,0.0663924,-0.52081,-0.409285,10.5119,-1.67779,-10.3019,0.265392,2.27207,0.312338,3.0919e-08
13923,-3.61636,2,20.6219,27.6881,15.5455,1.33904,0.0663921,-0.520821,-0.409293,10.5119,-1.67782,-10.3019,0.26539,2.27207,0.312341,3.09194e-08
13924,-5.08432,2,20.6221,27.6882,15.5455,1.33904,0.0663918,-0.520829,-0.409298,10.5118,-1.67785,-10.3019,0.26539,2.27206,0.312343,3.09193e-08
13925,-5.87303,2,20.6221,27.6882,15.5455,1.33906,0.0663911,-0.52083,-0.409299,10.5119,-1.67785,-10.3019,0.26539,2.27204,0.312342,3.09189e-08
13926,-0.461169,2,20.622,27.6883,15.5455,1.33906,0.0663907,-0.520824,-0.409296,10.5124,-1.67785,-10.3019,0.26539,2.27206,0.312342,3.09191e-08
13927,4.85609,2,20.622,27.6884,15.5455,1.33906,0.0663915,-0.520835,-0.409293,10.5127,-1.67788,-10.3019,0.265389,2.27214,0.312342,3.09185e-08
13928,-8.98866,2,20.622,27.6885,15.5455,1.33907,0.0663907,-0.520845,-0.409293,10.5125,-1.67789,-10.3019,0.265388,2.27213,0.312341,3.09186e-08
13929,-5.0622,2,20.6219,27.6885,15.5455,1.33907,0.0663905,-0.520838,-0.40929,10.5124,-1.6779,-10.3019,0.265389,2.27212,0.312339,3.09184e-08
13930,-8.4153,2,20.6219,27.6886,15.5455,1.33907,0.0663899,-0.520841,-0.40929,10.5123,-1.67794,-10.3019,0.26539,2.27211,0.312338,3.09181e-08
13931,-3.27711,2,20.6219,27.6885,15.5455,1.33908,0.0663896,-0.520826,-0.409288,10.5125,-1.67795,-10.3019,0.265391,2.27211,0.312337,3.09179e-08
13932,-8.53716,2,20.622,27.6886,15.5455,1.33907,0.0663901,-0.520819,-0.409288,10.512,-1.67795,-10.3019,0.265391,2.2721,0.312335,3.09174e-08
13933,4.70492,2,20.6219,27.6886,15.5455,1.33907,0.0663906,-0.520826,-0.409283,10.5117,-1.67797,-10.3019,0.265393,2.27214,0.312335,3.09172e-08
13934,5.33184,2,20.6218,27.6886,15.5455,1.33907,0.0663918,-0.520822,-0.409281,10.5114,-1.67797,-10.3019,0.265394,2.27213,0.312334,3.09172e-08
13935,2.20588,2,20.6219,27.6886,15.5455,1.33907,0.0663925,-0.520836,-0.409284,10.511,-1.678,-10.3019,0.265394,2.27215,0.312331,3.0917e-08
13936,4.08056,2,20.622,27.6885,15.5455,1.33908,0.0663929,-0.520844,-0.409287,10.511,-1.67802,-10.3019,0.265394,2.27218,0.312326,3.09169e-08
13937,-3.34712,2,20.6219,27.6885,15.5455,1.33908,0.0663928,-0.520854,-0.409284,10.5108,-1.67802,-10.3019,0.265392,2.27222,0.312326,3.09165e-08
13938,4.36171,2,20.6218,27.6884,15.5455,1.33908,0.0663936,-0.520861,-0.409278,10.5107,-1.67803,-10.3019,0.265391,2.27226,0.312323,3.09165e-08
13939,-1.64933,2,20.6218,27.6883,15.5455,1.33908,0.0663933,-0.520857,-0.409277,10.5109,-1.67799,-10.3019,0.265391,2.27226,0.312325,3.09169e-08
13940,-0.80772,2,20.6218,27.6883,15.5455,1.33908,0.0663928,-0.520858,-0.409277,10.5116,-1.67795,-10.3019,0.265392,2.2723,0.312327,3.09172e-08
13941,-1.74462,2,20.6217,27.6882,15.5455,1.33907,0.0663926,-0.52086,-0.409277,10.5124,-1.67793,-10.3019,0.265392,2.27234,0.312326,3.09178e-08
13942,0.0450762,2,20.6217,27.6881,15.5455,1.33907,0.0663928,-0.52086,-0.409273,10.5126,-1.67793,-10.3019,0.265393,2.27234,0.312325,3.09183e-08
13943,-3.88783,2,20.6216,27.688,15.5455,1.33908,0.0663928,-0.520859,-0.409272,10.5126,-1.67794,-10.3019,0.265393,2.27234,0.312322,3.09177e-08
13944,0.662668,2,20.6216,27.6879,15.5455,1.33908,0.0663934,-0.520862,-0.409272,10.5129,-1.67798,-10.3019,0.265393,2.27233,0.312318,3.0918e-08
13945,2.44623,2,20.6217,27.6879,15.5455,1.33907,0.0663941,-0.520858,-0.409275,10.5132,-1.67797,-10.3019,0.265393,2.27232,0.31232,3.09184e-08
13946,-0.716242,2,20.6216,27.688,15.5455,1.33908,0.0663946,-0.520852,-0.409273,10.5133,-1.67796,-10.3019,0.265393,2.27227,0.312323,3.09181e-08
13947,7.43245,2,20.6215,27.688,15.5455,1.33909,0.0663953,-0.520854,-0.40927,10.5134,-1.67795,-10.3019,0.265392,2.27224,0.312324,3.09178e-08
13948,-5.42406,2,20.6215,27.688,15.5455,1.33909,0.0663956,-0.520851,-0.40927,10.5136,-1.67794,-10.3019,0.265391,2.27221,0.312326,3.09176e-08
13949,-1.78623,2,20.6214,27.6879,15.5455,1.33909,0.0663964,-0.52086,-0.409266,10.5139,-1.67792,-10.3019,0.265391,2.27218,0.312326,3.09174e-08
13950,-3.68195,2,20.6214,27.6878,15.5455,1.3391,0.0663961,-0.520868,-0.409263,10.5142,-1.6779,-10.3019,0.26539,2.27215,0.312327,3.09171e-08
13951,7.8446,2,20.6213,27.6878,15.5455,1.3391,0.0663966,-0.52086,-0.40926,10.5145,-1.67789,-10.3019,0.26539,2.27212,0.312329,3.09182e-08
13952,-2.37332,2,20.6214,27.6877,15.5455,1.3391,0.0663965,-0.520853,-0.409261,10.5144,-1.67786,-10.3019,0.265391,2.27212,0.31233,3.09186e-08
13953,-7.32195,2,20.6214,27.6876,15.5455,1.33911,0.0663962,-0.520843,-0.409261,10.5145,-1.67787,-10.3019,0.265392,2.27209,0.312327,3.09183e-08
13954,-7.31311,2,20.6214,27.6876,15.5455,1.33911,0.0663958,-0.520842,-0.409261,10.5143,-1.67785,-10.3019,0.265392,2.27206,0.312324,3.09185e-08
13955,2.67614,2,20.6214,27.6875,15.5455,1.33911,0.0663966,-0.520832,-0.409263,10.5141,-1.67784,-10.3019,0.265392,2.27204,0.312322,3.09188e-08
13956,-7.01693,2,20.6214,27.6874,15.5455,1.33911,0.0663971,-0.520822,-0.409263,10.5143,-1.67784,-10.3019,0.265391,2.27204,0.312321,3.09181e-08
13957,-2.53243,2,20.6214,27.6874,15.5455,1.33912,0.0663969,-0.520825,-0.409259,10.5144,-1.67783,-10.3019,0.265391,2.27205,0.312321,3.09177e-08
13958,0.561558,2,20.6213,27.6874,15.5455,1.33912,0.0663976,-0.520827,-0.409257,10.5151,-1.67782,-10.3019,0.265389,2.27206,0.31232,3.09172e-08
13959,-5.62742,2,20.6213,27.6874,15.5455,1.33912,0.0663974,-0.520826,-0.409254,10.5153,-1.67779,-10.3019,0.265389,2.27205,0.312322,3.09171e-08
13960,-0.622131,2,20.6213,27.6874,15.5455,1.33912,0.0663974,-0.520834,-0.409254,10.5154,-1.67779,-10.3019,0.265388,2.27205,0.31232,3.09177e-08
13961,-0.420212,2,20.6213,27.6874,15.5455,1.33913,0.066397,-0.520847,-0.409255,10.5153,-1.6778,-10.3019,0.265387,2.27201,0.312318,3.0919e-08
13962,-8.99955,2,20.6213,27.6874,15.5455,1.33913,0.0663967,-0.520853,-0.409254,10.5151,-1.67782,-10.3019,0.265386,2.27199,0.312317,3.09186e-08
13963,0.231975,2,20.6213,27.6875,15.5455,1.33913,0.0663972,-0.520848,-0.409257,10.5146,-1.67781,-10.3019,0.265386,2.27196,0.312318,3.0919e-08
13964,-2.42913,2,20.6214,27.6875,15.5455,1.33914,0.0663965,-0.520848,-0.409259,10.5143,-1.67779,-10.3019,0.265386,2.27192,0.31232,3.09191e-08
13965,-3.72381,2,20.6214,27.6876,15.5455,1.33915,0.0663963,-0.520838,-0.409262,10.5142,-1.67779,-10.3019,0.265386,2.27191,0.312318,3.09193e-08
13966,6.57898,2,20.6214,27.6876,15.5455,1.33914,0.0663968,-0.520833,-0.409261,10.5147,-1.67779,-10.3019,0.265387,2.27196,0.312314,3.092e-08
13967,9.69022,2,20.6214,27.6877,15.5455,1.33914,0.0663971,-0.520834,-0.409263,10.5154,-1.67779,-10.3019,0.265387,2.27201,0.312312,3.09215e-08
13968,-5.25901,2,20.6215,27.6877,15.5455,1.33913,0.0663975,-0.520826,-0.409266,10.5157,-1.6778,-10.3019,0.265387,2.27197,0.312312,3.09211e-08
13969,-11.4961,2,20.6215,27.6877,15.5455,1.33913,0.0663967,-0.520813,-0.409266,10.5157,-1.67778,-10.3019,0.265389,2.27196,0.312313,3.09208e-08
13970,1.86155,2,20.6215,27.6877,15.5455,1.33915,0.0663962,-0.520812,-0.409267,10.516,-1.67776,-10.3019,0.265389,2.27198,0.312317,3.09206e-08
13971,4.54552,2,20.6215,27.6877,15.5455,1.33917,0.0663953,-0.520819,-0.409267,10.5165,-1.67774,-10.3019,0.26539,2.27203,0.312324,3.09202e-08
13972,-6.90472,2,20.6216,27.6877,15.5455,1.33916,0.0663951,-0.520825,-0.409268,10.5168,-1.67774,-10.3019,0.265389,2.27205,0.312325,3.09196e-08
13973,0.00720441,2,20.6215,27.6877,15.5455,1.33916,0.0663955,-0.52083,-0.409268,10.5172,-1.67775,-10.3019,0.265388,2.27206,0.312322,3.09198e-08
13974,-0.20709,2,20.6215,27.6876,15.5455,1.33916,0.0663954,-0.520831,-0.409266,10.5176,-1.67772,-10.3019,0.265387,2.27208,0.312326,3.09199e-08
13975,5.42404,2,20.6215,27.6876,15.5455,1.33917,0.0663961,-0.520843,-0.409265,10.5173,-1.67771,-10.3019,0.265384,2.27205,0.312328,3.09204e-08
13976,-8.95381,2,20.6215,27.6877,15.5455,1.33916,0.0663959,-0.520846,-0.409266,10.517,-1.67774,-10.3019,0.265383,2.27202,0.312325,3.09206e-08
13977,-9.82236,2,20.6215,27.6877,15.5455,1.33916,0.0663959,-0.520841,-0.409267,10.5167,-1.67776,-10.3019,0.265383,2.27199,0.312325,3.09204e-08
13978,-8.4661,2,20.6215,27.6878,15.5455,1.33915,0.066396,-0.520838,-0.409266,10.5166,-1.67777,-10.3019,0.265383,2.272,0.312326,3.09195e-08
13979,-2.39953,2,20.6214,27.6877,15.5455,1.33915,0.066397,-0.520846,-0.409265,10.5162,-1.67778,-10.3019,0.265382,2.27197,0.312323,3.09191e-08
13980,-3.13206,2,20.6214,27.6878,15.5455,1.33917,0.0663963,-0.520844,-0.409263,10.5161,-1.6778,-10.3019,0.265381,2.27197,0.312321,3.09192e-08
13981,-4.41999,2,20.6214,27.6878,15.5455,1.33915,0.0663966,-0.52084,-0.409265,10.5163,-1.6778,-10.3019,0.265382,2.27195,0.312321,3.09193e-08
13982,3.3657,2,20.6214,27.6879,15.5455,1.33917,0.0663964,-0.520832,-0.409265,10.5169,-1.67782,-10.3019,0.265383,2.27197,0.312324,3.09191e-08
13983,2.67148,2,20.6215,27.6879,15.5455,1.33917,0.0663965,-0.520827,-0.409268,10.5176,-1.67785,-10.3019,0.265384,2.27201,0.312325,3.09187e-08
13984,3.70176,2,20.6215,27.6879,15.5455,1.33918,0.0663967,-0.520825,-0.409266,10.5181,-1.67788,-10.3019,0.265385,2.27203,0.312326,3.09185e-08
13985,5.82558,2,20.6215,27.6881,15.5455,1.33919,0.0663966,-0.520825,-0.409267,10.5186,-1.67788,-10.3019,0.265385,2.27208,0.312331,3.09184e-08
13986,9.70039,2,20.6215,27.6882,15.5455,1.3392,0.0663969,-0.520818,-0.409268,10.5191,-1.67789,-10.3019,0.265384,2.27212,0.312335,3.09183e-08
13987,1.93199,2,20.6216,27.6883,15.5455,1.3392,0.0663967,-0.520824,-0.409274,10.5191,-1.67791,-10.3019,0.265383,2.27218,0.312342,3.09176e-08
13988,-0.40345,2,20.6217,27.6883,15.5455,1.3392,0.066397,-0.520829,-0.409275,10.5192,-1.67789,-10.3019,0.265383,2.27223,0.312344,3.09171e-08
13989,4.59947,2,20.6217,27.6884,15.5455,1.33919,0.0663976,-0.520829,-0.409276,10.5198,-1.6779,-10.3019,0.265383,2.27233,0.312345,3.09168e-08
13990,6.62197,2,20.6217,27.6885,15.5455,1.33919,0.0663979,-0.520826,-0.409275,10.5202,-1.67793,-10.3019,0.265384,2.27233,0.312348,3.09173e-08
13991,-0.96439,2,20.6216,27.6885,15.5455,1.33919,0.0663977,-0.520823,-0.409274,10.5205,-1.67792,-10.3019,0.265385,2.27235,0.312351,3.09172e-08
13992,-1.06448,2,20.6216,27.6885,15.5455,1.33919,0.0663977,-0.520833,-0.409271,10.5205,-1.67791,-10.3019,0.265383,2.27236,0.312352,3.09173e-08
13993,6.93634,2,20.6216,27.6886,15.5455,1.3392,0.0663978,-0.520835,-0.409273,10.5209,-1.6779,-10.3019,0.265382,2.27235,0.312351,3.09186e-08
13994,-5.50844,2,20.6217,27.6887,15.5455,1.3392,0.0663978,-0.520848,-0.409277,10.5211,-1.67793,-10.3019,0.26538,2.27236,0.312351,3.09184e-08
13995,-8.20883,2,20.6218,27.6889,15.5455,1.33922,0.0663974,-0.52087,-0.409281,10.5213,-1.67795,-10.3019,0.265378,2.27235,0.31235,3.09175e-08
13996,-5.29711,2,20.6217,27.6889,15.5455,1.33921,0.0663978,-0.520861,-0.409278,10.5213,-1.67795,-10.3019,0.265378,2.27233,0.31235,3.09175e-08
13997,-7.39911,2,20.6217,27.689,15.5455,1.3392,0.0663979,-0.520862,-0.409278,10.5209,-1.67797,-10.3019,0.265378,2.27233,0.312352,3.09168e-08
13998,-0.162648,2,20.6217,27.689,15.5455,1.33919,0.0663982,-0.52086,-0.409275,10.521,-1.67799,-10.3019,0.265379,2.27234,0.312358,3.09164e-08
13999,-2.65112,2,20.6217,27.6891,15.5455,1.33919,0.0663984,-0.520863,-0.409277,10.5211,-1.67803,-10.3019,0.265379,2.27233,0.312359,3.09166e-08
14000,10.2519,2,20.6217,27.6892,15.5455,1.3392,0.0663992,-0.520851,-0.409275,10.5214,-1.67806,-10.3019,0.26538,2.27235,0.31236,3.09166e-08
14001,3.90314,2,20.6217,27.6893,15.5455,1.3392,0.0663996,-0.520849,-0.409276,10.5215,-1.67811,-10.3019,0.265379,2.27234,0.312358,3.09168e-08
14002,-1.46262,2,20.6217,27.6893,15.5455,1.33921,0.0663994,-0.520839,-0.409277,10.5218,-1.67813,-10.3019,0.265381,2.27233,0.312356,3.09168e-08
14003,-7.96147,2,20.6217,27.6894,15.5455,1.33921,0.0663992,-0.52083,-0.409276,10.5221,-1.67816,-10.3019,0.265382,2.27234,0.312353,3.09164e-08
14004,-5.75907,2,20.6218,27.6895,15.5455,1.33922,0.0663993,-0.520831,-0.409278,10.5223,-1.67819,-10.3019,0.265383,2.27232,0.31235,3.09157e-08
14005,-10.8749,2,20.6219,27.6897,15.5455,1.33921,0.0663995,-0.520847,-0.40928,10.5224,-1.67818,-10.3019,0.265382,2.2723,0.31235,3.09154e-08
14006,-4.81186,2,20.6219,27.6897,15.5455,1.3392,0.0663995,-0.520842,-0.409283,10.5225,-1.67818,-10.3019,0.265383,2.27231,0.312351,3.09155e-08
14007,-11.9793,2,20.622,27.6897,15.5455,1.33918,0.066399,-0.520847,-0.409288,10.5227,-1.67816,-10.3019,0.265383,2.2723,0.312351,3.09159e-08
14008,-1.3417,2,20.622,27.6897,15.5455,1.33919,0.0663986,-0.520849,-0.409288,10.5232,-1.67815,-10.3019,0.265383,2.27232,0.31235,3.0916e-08
14009,-9.57143,2,20.6219,27.6896,15.5455,1.33918,0.0663983,-0.520854,-0.409284,10.523,-1.67814,-10.3019,0.265382,2.27233,0.312352,3.09154e-08
14010,-2.33183,2,20.6219,27.6896,15.5455,1.33917,0.0663983,-0.520865,-0.409285,10.5223,-1.67814,-10.3019,0.265381,2.27234,0.312352,3.09161e-08
14011,-8.6376,2,20.6219,27.6896,15.5455,1.33916,0.0663986,-0.520871,-0.409286,10.5226,-1.67817,-10.3019,0.265379,2.27235,0.312353,3.09159e-08
14012,1.83086,2,20.6219,27.6897,15.5455,1.33916,0.0663985,-0.52086,-0.409283,10.5226,-1.67815,-10.3019,0.265379,2.27236,0.312356,3.0916e-08
14013,-1.24847,2,20.6219,27.6896,15.5455,1.33916,0.0663981,-0.520845,-0.409282,10.5226,-1.67814,-10.3019,0.26538,2.27237,0.312357,3.09163e-08
14014,7.57345,2,20.6219,27.6895,15.5455,1.33916,0.0663985,-0.520844,-0.409282,10.5224,-1.67813,-10.3019,0.265381,2.2724,0.31236,3.09168e-08
14015,-2.50927,2,20.6219,27.6895,15.5455,1.33916,0.066399,-0.520846,-0.409285,10.5225,-1.67811,-10.3019,0.265381,2.2724,0.312362,3.09162e-08
14016,-8.10041,2,20.6219,27.6895,15.5455,1.33914,0.0663989,-0.520835,-0.409284,10.5224,-1.6781,-10.3019,0.265381,2.27242,0.312364,3.09158e-08
14017,-5.35796,2,20.6219,27.6894,15.5455,1.33913,0.0663994,-0.520827,-0.409285,10.5223,-1.67808,-10.3019,0.265381,2.27243,0.312365,3.09152e-08
14018,-1.87391,2,20.6219,27.6893,15.5455,1.33913,0.066399,-0.520821,-0.409286,10.5218,-1.67804,-10.3019,0.265382,2.27242,0.312368,3.09157e-08
14019,-5.26591,2,20.6218,27.6892,15.5455,1.33914,0.0663982,-0.520794,-0.409284,10.5215,-1.678,-10.3019,0.265383,2.27242,0.312372,3.0915e-08
14020,0.642708,2,20.6218,27.6892,15.5455,1.33913,0.0663979,-0.520786,-0.409282,10.522,-1.67796,-10.3019,0.265384,2.27243,0.312376,3.09162e-08
14021,0.170968,2,20.6217,27.6891,15.5455,1.33912,0.0663984,-0.520776,-0.409279,10.5225,-1.67794,-10.3019,0.265384,2.27244,0.312378,3.09162e-08
14022,-1.08655,2,20.6217,27.6891,15.5455,1.33911,0.0663983,-0.520773,-0.409283,10.5224,-1.67791,-10.3019,0.265384,2.27249,0.312383,3.09159e-08
14023,-0.0358298,2,20.6217,27.689,15.5455,1.33912,0.066398,-0.520775,-0.409283,10.5229,-1.6779,-10.3019,0.265383,2.27253,0.312382,3.09158e-08
14024,5.02266,2,20.6217,27.6889,15.5455,1.33913,0.0663979,-0.520781,-0.409282,10.5228,-1.67786,-10.3019,0.265383,2.27251,0.312386,3.09163e-08
14025,-2.32728,2,20.6218,27.689,15.5455,1.33914,0.0663974,-0.52077,-0.409285,10.5227,-1.67787,-10.3019,0.265384,2.27251,0.312385,3.0916e-08
14026,-8.51722,2,20.6217,27.689,15.5455,1.33914,0.0663976,-0.520779,-0.409283,10.5232,-1.67789,-10.3019,0.265383,2.27251,0.312383,3.09153e-08
14027,-6.0408,2,20.6217,27.689,15.5455,1.33913,0.0663978,-0.520772,-0.409281,10.5238,-1.67788,-10.3019,0.265382,2.27255,0.312383,3.09147e-08
14028,3.27636,2,20.6217,27.6891,15.5455,1.33913,0.066398,-0.520771,-0.409278,10.5243,-1.67789,-10.3019,0.265383,2.2726,0.312381,3.09152e-08
14029,7.08958,2,20.6217,27.6891,15.5455,1.33913,0.0663984,-0.520775,-0.409281,10.5241,-1.67788,-10.3019,0.265383,2.27259,0.312385,3.09157e-08
14030,-5.02806,2,20.6217,27.6892,15.5455,1.33914,0.0663982,-0.520803,-0.40928,10.524,-1.67789,-10.3019,0.26538,2.27258,0.312385,3.09155e-08
14031,-3.80975,2,20.6217,27.6891,15.5455,1.33914,0.0663982,-0.520812,-0.409279,10.5241,-1.67788,-10.3019,0.265379,2.27258,0.312385,3.09154e-08
14032,-2.23658,2,20.6217,27.6891,15.5455,1.33914,0.0663978,-0.520807,-0.409279,10.5241,-1.67787,-10.3019,0.265379,2.27258,0.312388,3.0916e-08
14033,1.67381,2,20.6217,27.689,15.5455,1.33914,0.0663979,-0.520799,-0.409278,10.5245,-1.67786,-10.3019,0.26538,2.2726,0.31239,3.09161e-08
14034,-0.633013,2,20.6217,27.6889,15.5455,1.33913,0.0663987,-0.520801,-0.409281,10.5242,-1.67784,-10.3019,0.265379,2.27259,0.31239,3.09162e-08
14035,-11.0522,2,20.6217,27.6888,15.5455,1.33912,0.0663983,-0.520813,-0.40928,10.5239,-1.67784,-10.3019,0.265378,2.27257,0.312387,3.09166e-08
14036,-3.1829,2,20.6218,27.6888,15.5455,1.33912,0.0663987,-0.520838,-0.409285,10.5238,-1.67787,-10.3019,0.265378,2.27261,0.312383,3.09163e-08
14037,-7.36752,2,20.6219,27.6887,15.5455,1.33911,0.0663991,-0.520852,-0.409288,10.5236,-1.67791,-10.3019,0.265377,2.27258,0.312381,3.09163e-08
14038,-3.37415,2,20.6219,27.6887,15.5455,1.33911,0.0663994,-0.520868,-0.409287,10.5232,-1.67792,-10.3019,0.265376,2.27257,0.31238,3.09159e-08
14039,-4.29025,2,20.6219,27.6887,15.5455,1.33913,0.0663987,-0.520861,-0.409288,10.523,-1.67792,-10.3019,0.265377,2.27258,0.31238,3.09152e-08
14040,0.853588,2,20.6219,27.6887,15.5455,1.33913,0.0663985,-0.520857,-0.409288,10.5231,-1.67791,-10.3019,0.265377,2.27262,0.312379,3.09154e-08
14041,-5.54823,2,20.6219,27.6887,15.5455,1.33912,0.0663985,-0.520856,-0.40929,10.523,-1.67791,-10.3019,0.265377,2.27265,0.312375,3.09157e-08
14042,-9.43853,2,20.6219,27.6888,15.5455,1.33912,0.066398,-0.520852,-0.409288,10.5232,-1.67794,-10.3019,0.265378,2.27266,0.312371,3.09153e-08
14043,2.27433,2,20.6219,27.6887,15.5455,1.33914,0.0663979,-0.520851,-0.409286,10.523,-1.67794,-10.3019,0.265379,2.27263,0.312366,3.09156e-08
14044,-4.39473,2,20.6218,27.6887,15.5455,1.33914,0.0663976,-0.520856,-0.409286,10.5234,-1.67794,-10.3019,0.265378,2.27262,0.312364,3.0916e-08
14045,-1.08056,2,20.6219,27.6887,15.5455,1.33914,0.0663977,-0.520863,-0.409286,10.5234,-1.67795,-10.3019,0.265378,2.27262,0.312362,3.09164e-08
14046,11.2077,2,20.6219,27.6887,15.5455,1.33916,0.0663981,-0.520871,-0.409288,10.5235,-1.67795,-10.3019,0.265378,2.27266,0.312361,3.09167e-08
14047,2.35387,2,20.622,27.6888,15.5455,1.33916,0.0663986,-0.520882,-0.40929,10.5236,-1.67797,-10.3019,0.265377,2.27267,0.312358,3.09168e-08
14048,0.0847489,2,20.622,27.6887,15.5455,1.33917,0.0663986,-0.52089,-0.409291,10.5233,-1.67799,-10.3019,0.265378,2.2727,0.312355,3.09162e-08
14049,1.63898,2,20.622,27.6886,15.5455,1.33918,0.0663985,-0.520893,-0.409293,10.5231,-1.678,-10.3019,0.265378,2.27273,0.312353,3.09161e-08
14050,-6.68808,2,20.622,27.6886,15.5455,1.33918,0.0663982,-0.520889,-0.409291,10.5226,-1.67802,-10.3019,0.265378,2.27272,0.312351,3.09163e-08
14051,-11.6001,2,20.622,27.6886,15.5455,1.33918,0.0663976,-0.520886,-0.409294,10.5222,-1.67801,-10.3019,0.265379,2.27269,0.312353,3.09156e-08
14052,-9.72557,2,20.6221,27.6886,15.5455,1.33919,0.0663973,-0.520887,-0.409296,10.5224,-1.67801,-10.3019,0.265378,2.27264,0.312352,3.09156e-08
