iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,b,beta_Cl_tSCRMGDL,omega_Cl,omega_Q,omega_V1,omega_V2
1032,520.797,2,19.9785,25.4406,15.8701,0.155292,-0.382114,0.205334,1.60648,0.129628,1.04969
1033,514.328,2,19.9796,25.4416,15.8724,0.155291,-0.382147,0.205326,1.6068,0.129595,1.04959
1034,516.883,2,19.979,25.4428,15.8703,0.155288,-0.382125,0.205299,1.60675,0.129585,1.04966
1035,520.326,2,19.9797,25.4425,15.8717,0.155297,-0.382149,0.205277,1.60664,0.129588,1.04958
1036,516.368,2,19.9802,25.442,15.8679,0.155291,-0.382187,0.205283,1.60638,0.129574,1.04979
1037,520.584,2,19.9802,25.4424,15.8688,0.155281,-0.382192,0.205301,1.6064,0.129577,1.05006
1038,517.258,2,19.9805,25.4428,15.8687,0.155277,-0.382214,0.205317,1.60604,0.129583,1.05007
1039,515.293,2,19.9821,25.4433,15.8661,0.155267,-0.382284,0.205326,1.60614,0.129592,1.05004
1040,516.081,2,19.9817,25.4431,15.8624,0.155262,-0.382284,0.205311,1.60579,0.129594,1.05011
1041,519.298,2,19.9828,25.4439,15.8545,0.15526,-0.382355,0.20529,1.60567,0.129602,1.05023
1042,527.883,2,19.9837,25.4447,15.8507,0.155272,-0.3824,0.205291,1.60557,0.129618,1.05026
1043,514.391,2,19.9833,25.4446,15.8464,0.155269,-0.382381,0.2053,1.60532,0.129595,1.05033
1044,510.063,2,19.9834,25.445,15.845,0.155248,-0.382377,0.205304,1.60531,0.129603,1.05045
1045,515.273,2,19.9824,25.4453,15.843,0.155246,-0.382324,0.205311,1.60544,0.129588,1.05022
1046,517.284,2,19.9817,25.4455,15.8441,0.155243,-0.382295,0.205318,1.60562,0.129584,1.04997
1047,513.515,2,19.9815,25.4455,15.8464,0.15525,-0.382278,0.20529,1.6055,0.129555,1.04979
1048,509.167,2,19.9815,25.4442,15.8486,0.155241,-0.382295,0.205262,1.60531,0.129551,1.04962
1049,509.447,2,19.9824,25.4443,15.8488,0.15523,-0.38235,0.205254,1.60526,0.129546,1.04936
1050,517.36,2,19.983,25.4448,15.8495,0.155229,-0.382372,0.205234,1.60517,0.129563,1.04934
1051,521.726,2,19.9824,25.4454,15.8487,0.155236,-0.382322,0.205207,1.60545,0.129576,1.04917
1052,529.45,2,19.9822,25.4456,15.8519,0.155254,-0.38229,0.205202,1.60537,0.129586,1.0492
1053,514.183,2,19.9834,25.4457,15.8536,0.155248,-0.38233,0.205202,1.60546,0.129588,1.04913
1054,506.243,2,19.9832,25.4455,15.8528,0.155231,-0.382311,0.205191,1.60522,0.129581,1.04931
1055,519.555,2,19.9833,25.4457,15.8512,0.15523,-0.382318,0.205186,1.6049,0.129587,1.04951
1056,521.059,2,19.9849,25.445,15.8499,0.155223,-0.382412,0.205193,1.60464,0.129605,1.04974
1057,528.213,2,19.9857,25.4448,15.8501,0.155222,-0.382485,0.205186,1.60481,0.129624,1.0499
1058,533.822,2,19.9853,25.4457,15.8534,0.155234,-0.382471,0.205176,1.60485,0.12966,1.04993
1059,535.355,2,19.9851,25.4464,15.8541,0.155236,-0.38247,0.20516,1.60537,0.129714,1.05008
1060,509.634,2,19.9853,25.4476,15.8536,0.155223,-0.382469,0.205154,1.60551,0.129702,1.05003
1061,513.654,2,19.9853,25.4479,15.8528,0.15522,-0.38245,0.205153,1.60552,0.12968,1.05005
1062,513.661,2,19.9852,25.4476,15.8515,0.155213,-0.382436,0.205155,1.60551,0.129678,1.04994
1063,519.799,2,19.9833,25.4484,15.8466,0.155221,-0.382335,0.205123,1.6055,0.129667,1.04994
1064,522.107,2,19.9822,25.4488,15.8432,0.155237,-0.382263,0.205097,1.60533,0.129632,1.0501
1065,523.41,2,19.9812,25.4483,15.8408,0.155243,-0.382222,0.205079,1.60532,0.129617,1.05037
1066,517.218,2,19.9813,25.4482,15.84,0.155249,-0.382202,0.205075,1.60509,0.129612,1.05032
1067,510.946,2,19.981,25.45,15.84,0.155243,-0.382188,0.205051,1.60498,0.129599,1.05023
1068,516.067,2,19.9815,25.4511,15.8387,0.155234,-0.382214,0.20505,1.60512,0.129587,1.0503
1069,526.231,2,19.9806,25.4514,15.8337,0.155241,-0.382157,0.205056,1.605,0.129607,1.05033
1070,518.572,2,19.9797,25.4518,15.83,0.155239,-0.382115,0.20505,1.60498,0.129597,1.05049
1071,521.874,2,19.9795,25.4521,15.8292,0.155237,-0.382096,0.205054,1.60522,0.129609,1.05052
1072,514.186,2,19.9785,25.4519,15.8286,0.155227,-0.382065,0.205068,1.60516,0.129598,1.05055
1073,519.495,2,19.9765,25.4508,15.8262,0.155224,-0.381977,0.205078,1.60498,0.129626,1.05046
1074,516.522,2,19.9756,25.4507,15.8226,0.15522,-0.381942,0.205072,1.60488,0.129638,1.0504
1075,514.727,2,19.9745,25.4502,15.8175,0.155218,-0.381903,0.205065,1.60464,0.129617,1.05049
1076,524.806,2,19.9759,25.451,15.812,0.155228,-0.381977,0.205074,1.60427,0.1296,1.0507
1077,514.704,2,19.9757,25.4515,15.8088,0.155228,-0.381975,0.205062,1.60385,0.129577,1.0508
1078,515.53,2,19.9755,25.4521,15.8056,0.155224,-0.381964,0.205059,1.60392,0.12958,1.05061
1079,522.11,2,19.9755,25.4527,15.8027,0.155217,-0.381955,0.205073,1.60399,0.129621,1.05058
1080,523.165,2,19.9769,25.4523,15.7985,0.155214,-0.382014,0.205069,1.60415,0.129645,1.0507
1081,514.474,2,19.9776,25.4519,15.7988,0.155205,-0.382046,0.205066,1.60412,0.129663,1.05059
1082,517.873,2,19.9791,25.451,15.8,0.155196,-0.382133,0.205062,1.60422,0.12967,1.05064
1083,519.007,2,19.98,25.4503,15.8009,0.155187,-0.382197,0.205048,1.60431,0.129662,1.05088
1084,518.36,2,19.9801,25.4511,15.8039,0.15517,-0.382223,0.205048,1.60465,0.12965,1.05119
1085,527.038,2,19.9801,25.4513,15.8063,0.155189,-0.382222,0.205038,1.60476,0.129621,1.05107
1086,521.439,2,19.9799,25.4513,15.8065,0.1552,-0.382206,0.205024,1.60476,0.129598,1.051
1087,521.493,2,19.98,25.4519,15.8022,0.155207,-0.382206,0.205011,1.60461,0.129598,1.0509
1088,521.76,2,19.9792,25.4511,15.7969,0.155211,-0.382167,0.204997,1.60437,0.129628,1.05086
1089,522.278,2,19.9791,25.4505,15.792,0.155214,-0.382153,0.204997,1.60439,0.129642,1.05085
1090,528.597,2,19.9802,25.4508,15.7902,0.155228,-0.38219,0.204996,1.60419,0.129672,1.05081
1091,523.889,2,19.9811,25.4509,15.7865,0.155238,-0.382233,0.205001,1.60407,0.129658,1.05079
1092,523.987,2,19.9824,25.4515,15.7865,0.155243,-0.382265,0.205002,1.60378,0.129687,1.05098
1093,530.505,2,19.9833,25.4518,15.7827,0.155244,-0.382314,0.204999,1.60385,0.129702,1.05135
1094,517.637,2,19.9848,25.4525,15.783,0.155237,-0.38236,0.205035,1.60382,0.129723,1.05125
1095,515.674,2,19.9856,25.4528,15.7821,0.155233,-0.382388,0.205056,1.60382,0.129709,1.05122
1096,518.571,2,19.9859,25.4528,15.7816,0.155227,-0.382399,0.205068,1.60374,0.129719,1.05123
1097,512.239,2,19.9855,25.4517,15.7807,0.155225,-0.382384,0.205067,1.60343,0.129717,1.05111
1098,516.926,2,19.9835,25.4515,15.779,0.155231,-0.38227,0.205051,1.60317,0.129722,1.05102
1099,520.37,2,19.9844,25.4515,15.7774,0.155235,-0.382315,0.205045,1.60313,0.129719,1.05104
1100,521.672,2,19.9853,25.4527,15.7742,0.155231,-0.382348,0.205035,1.60335,0.129739,1.05106
1101,517.851,2,19.9867,25.4529,15.7761,0.155231,-0.382399,0.205027,1.60347,0.129722,1.05127
1102,517.673,2,19.9867,25.453,15.7758,0.155237,-0.3824,0.205025,1.60326,0.129709,1.05122
1103,515.327,2,19.987,25.4524,15.7744,0.155233,-0.382438,0.205003,1.60315,0.129696,1.05135
1104,525.464,2,19.9852,25.4514,15.7706,0.155235,-0.382385,0.204972,1.60312,0.129706,1.05149
1105,521.833,2,19.9854,25.4513,15.7704,0.155226,-0.38241,0.204956,1.60321,0.12972,1.05182
1106,523.558,2,19.9837,25.4518,15.7677,0.155223,-0.38234,0.204945,1.60356,0.129724,1.05186
1107,533.414,2,19.9827,25.452,15.7658,0.155221,-0.382299,0.204944,1.60407,0.129752,1.05216
1108,520.489,2,19.983,25.4524,15.7665,0.155221,-0.382316,0.204956,1.60391,0.129741,1.05228
1109,520.567,2,19.9818,25.4524,15.7654,0.155219,-0.382255,0.204974,1.60378,0.129743,1.0524
1110,519.345,2,19.9813,25.4523,15.7657,0.155215,-0.38221,0.204985,1.60377,0.129763,1.05248
1111,521.641,2,19.9817,25.453,15.7613,0.155218,-0.382229,0.204989,1.60346,0.12977,1.05253
1112,524.462,2,19.9815,25.4526,15.7628,0.15522,-0.382223,0.205009,1.60357,0.12977,1.0525
1113,516.361,2,19.9825,25.453,15.7657,0.155213,-0.382262,0.205015,1.60386,0.129771,1.0524
1114,513.804,2,19.9836,25.4532,15.767,0.155194,-0.382325,0.205001,1.60406,0.129808,1.05234
1115,523.541,2,19.984,25.4534,15.7696,0.155199,-0.382343,0.204987,1.60419,0.129813,1.05234
1116,515.331,2,19.985,25.454,15.7681,0.155204,-0.382373,0.204974,1.60416,0.129786,1.0523
1117,520.835,2,19.9852,25.4541,15.7713,0.15521,-0.382376,0.204962,1.60397,0.12977,1.0525
1118,513.172,2,19.9846,25.4532,15.7716,0.155212,-0.382347,0.204945,1.60391,0.129754,1.05237
1119,524.675,2,19.9841,25.4527,15.7732,0.155223,-0.382316,0.204946,1.60385,0.129757,1.0523
1120,517.426,2,19.9842,25.4532,15.7738,0.155215,-0.382324,0.204962,1.60378,0.129764,1.05234
1121,515.4,2,19.9849,25.4531,15.7746,0.155211,-0.382354,0.204972,1.60388,0.129748,1.05233
1122,515.426,2,19.9845,25.4524,15.7736,0.155204,-0.382335,0.204992,1.60403,0.129724,1.05234
1123,517.021,2,19.9827,25.4515,15.7733,0.155203,-0.382256,0.205008,1.60397,0.129714,1.05216
1124,512.19,2,19.9835,25.4502,15.7734,0.155198,-0.382285,0.205007,1.60393,0.129705,1.05205
1125,509.472,2,19.9836,25.4497,15.773,0.155188,-0.382271,0.205015,1.60373,0.129712,1.05205
1126,513.598,2,19.983,25.4496,15.7749,0.155184,-0.382228,0.20503,1.6033,0.129713,1.05204
1127,514.186,2,19.9823,25.4493,15.7732,0.155191,-0.382167,0.205029,1.60303,0.129705,1.05184
1128,515.152,2,19.9817,25.449,15.7722,0.155207,-0.382117,0.205035,1.60259,0.129669,1.05163
1129,518.249,2,19.982,25.4487,15.7739,0.155217,-0.382101,0.205047,1.60257,0.129639,1.05155
1130,516.901,2,19.9816,25.4482,15.7712,0.155214,-0.382069,0.205046,1.60229,0.129658,1.0516
1131,527.642,2,19.9816,25.4482,15.7684,0.155218,-0.38207,0.205051,1.60234,0.12967,1.05166
1132,520.408,2,19.9818,25.4482,15.7673,0.155216,-0.382066,0.205044,1.60244,0.129698,1.05159
1133,510.657,2,19.9814,25.4483,15.7655,0.155212,-0.382046,0.205039,1.60214,0.12969,1.05149
1134,512.837,2,19.9813,25.4486,15.7668,0.15521,-0.382026,0.205022,1.60181,0.129685,1.05166
1135,518.942,2,19.9822,25.4486,15.7674,0.155207,-0.382039,0.205009,1.6018,0.129715,1.05175
1136,514.795,2,19.9825,25.4482,15.7663,0.155208,-0.382055,0.204984,1.6016,0.129705,1.05176
1137,512.784,2,19.983,25.4485,15.7663,0.155207,-0.382096,0.204955,1.60153,0.129694,1.05162
1138,519.415,2,19.984,25.4478,15.7706,0.155209,-0.382141,0.204949,1.60151,0.129691,1.05157
1139,517.374,2,19.984,25.4474,15.7702,0.155205,-0.382155,0.204969,1.60126,0.129698,1.05151
1140,516.72,2,19.9838,25.4479,15.7709,0.155196,-0.382132,0.204973,1.60145,0.12972,1.05139
1141,512.104,2,19.9836,25.4479,15.7714,0.155189,-0.382119,0.204987,1.60137,0.129715,1.05125
1142,517.765,2,19.9844,25.4472,15.775,0.155182,-0.38216,0.204996,1.60139,0.129731,1.05125
1143,517.849,2,19.9848,25.4474,15.7768,0.155184,-0.382168,0.204992,1.60139,0.129745,1.05105
1144,509.897,2,19.9847,25.446,15.7806,0.155174,-0.382163,0.204985,1.60132,0.12977,1.0508
1145,524.163,2,19.9844,25.4458,15.7833,0.155178,-0.382137,0.204993,1.60132,0.129801,1.05069
1146,521.584,2,19.9833,25.4446,15.787,0.155185,-0.38208,0.204992,1.60106,0.129815,1.05061
1147,522.058,2,19.9818,25.4435,15.789,0.155191,-0.382024,0.204997,1.60094,0.129805,1.05051
1148,507.515,2,19.9819,25.4437,15.7879,0.155186,-0.382033,0.204992,1.60073,0.129802,1.0502
1149,512.165,2,19.9813,25.4431,15.7862,0.155177,-0.382006,0.205003,1.60043,0.129827,1.05004
1150,513.193,2,19.9812,25.4431,15.785,0.155169,-0.381994,0.204997,1.6007,0.12982,1.04997
1151,521.608,2,19.9804,25.4433,15.7864,0.155166,-0.381975,0.204993,1.60077,0.129825,1.05003
1152,516.94,2,19.9798,25.4432,15.7858,0.15517,-0.381955,0.204993,1.60065,0.129791,1.05006
1153,518.78,2,19.979,25.4432,15.7848,0.155177,-0.381897,0.20499,1.60043,0.129789,1.05002
1154,528.962,2,19.9796,25.4442,15.7869,0.155192,-0.381912,0.205011,1.6004,0.129767,1.05006
1155,525.581,2,19.9796,25.4451,15.7872,0.155203,-0.381899,0.205013,1.60048,0.129765,1.05004
1156,527.492,2,19.9808,25.4459,15.7867,0.15521,-0.381947,0.205013,1.60077,0.129768,1.05004
1157,526.382,2,19.9802,25.4464,15.7866,0.155218,-0.381912,0.205011,1.60072,0.129774,1.05007
1158,530.077,2,19.98,25.4471,15.7863,0.155228,-0.381895,0.204993,1.60061,0.129826,1.05005
1159,526.046,2,19.9817,25.4484,15.7857,0.155235,-0.381968,0.205,1.60059,0.129851,1.05002
1160,514.311,2,19.9829,25.4486,15.7854,0.155228,-0.382024,0.205,1.6005,0.129856,1.05003
1161,523.774,2,19.983,25.4488,15.7824,0.155229,-0.382035,0.204996,1.6004,0.129883,1.05008
1162,519.456,2,19.9827,25.4498,15.7855,0.15522,-0.382024,0.205005,1.60027,0.129893,1.05033
1163,509.81,2,19.9829,25.4501,15.7838,0.155217,-0.382027,0.205014,1.60025,0.129868,1.05013
1164,511.049,2,19.9823,25.4504,15.7813,0.155215,-0.381977,0.205018,1.60008,0.129862,1.05007
1165,518.603,2,19.9821,25.4505,15.7787,0.155221,-0.381965,0.205001,1.59993,0.129859,1.05002
1166,518.725,2,19.9816,25.45,15.7768,0.155219,-0.381933,0.204983,1.59987,0.129887,1.05003
1167,511.329,2,19.981,25.4507,15.7756,0.155215,-0.381889,0.204972,1.5996,0.129891,1.04997
1168,518.108,2,19.9798,25.451,15.7751,0.155216,-0.381832,0.204966,1.5993,0.12988,1.05014
1169,515.327,2,19.979,25.451,15.7712,0.155209,-0.381798,0.204952,1.59911,0.129896,1.05019
1170,516.534,2,19.9794,25.4506,15.7676,0.155215,-0.381804,0.204945,1.59889,0.129888,1.05012
1171,520.092,2,19.9803,25.4497,15.7651,0.155227,-0.381845,0.204934,1.5986,0.129886,1.05003
1172,522.208,2,19.9816,25.4494,15.7665,0.155232,-0.381921,0.204938,1.59824,0.129907,1.04989
1173,517.536,2,19.9818,25.4492,15.7662,0.155229,-0.381951,0.204948,1.59787,0.129908,1.04997
1174,517.961,2,19.9817,25.4488,15.7674,0.155222,-0.381956,0.204949,1.59764,0.129949,1.04996
1175,507.534,2,19.9822,25.4481,15.7658,0.155214,-0.381994,0.204941,1.59751,0.129929,1.04979
1176,515.15,2,19.9829,25.4477,15.7648,0.155216,-0.382024,0.204932,1.59723,0.129922,1.04975
1177,523.039,2,19.9828,25.4469,15.7633,0.155222,-0.382022,0.204905,1.59734,0.129941,1.04966
1178,523.755,2,19.983,25.4473,15.7615,0.155226,-0.382045,0.204899,1.59719,0.129957,1.04961
1179,526.283,2,19.983,25.4477,15.7612,0.15523,-0.382038,0.204873,1.59724,0.129993,1.04963
1180,525.517,2,19.9827,25.4486,15.764,0.15523,-0.382029,0.204868,1.59737,0.130008,1.04968
1181,523.816,2,19.9843,25.4494,15.7647,0.155223,-0.382101,0.204883,1.59741,0.130026,1.04998
1182,528.471,2,19.985,25.4504,15.7629,0.155228,-0.382117,0.204887,1.59739,0.130056,1.05008
1183,534.956,2,19.9859,25.4513,15.7639,0.155239,-0.382153,0.20489,1.59733,0.130068,1.05042
1184,518.402,2,19.9874,25.452,15.7639,0.155243,-0.382207,0.204886,1.59744,0.130058,1.05041
1185,520.945,2,19.9886,25.4531,15.767,0.155254,-0.382254,0.204878,1.59753,0.130019,1.05041
1186,516.527,2,19.9874,25.4543,15.7689,0.155248,-0.382202,0.204873,1.59744,0.130015,1.05056
1187,510.519,2,19.9871,25.4543,15.7686,0.155239,-0.382185,0.204875,1.59725,0.130011,1.05054
1188,512.74,2,19.9884,25.4534,15.7699,0.155239,-0.382231,0.204897,1.59707,0.130011,1.0503
1189,530.231,2,19.9875,25.4531,15.7706,0.155246,-0.382196,0.204907,1.59715,0.130039,1.05013
1190,521.942,2,19.9867,25.4522,15.7724,0.155246,-0.38216,0.204907,1.59713,0.130051,1.05014
1191,516.107,2,19.986,25.4514,15.7713,0.155241,-0.382143,0.2049,1.59714,0.130055,1.05004
1192,519.084,2,19.9847,25.4514,15.7717,0.15524,-0.382088,0.204895,1.59706,0.130053,1.05005
1193,526.517,2,19.9842,25.4517,15.7715,0.155239,-0.382072,0.204893,1.59682,0.130089,1.0502
1194,520.346,2,19.9845,25.452,15.771,0.155239,-0.382094,0.204898,1.59664,0.130089,1.05028
1195,529.734,2,19.9844,25.452,15.7769,0.155244,-0.382074,0.204908,1.59682,0.130103,1.05039
1196,519.259,2,19.9854,25.4524,15.7816,0.155243,-0.38211,0.204909,1.59672,0.130134,1.05027
1197,519.952,2,19.9848,25.4524,15.7882,0.15524,-0.382073,0.204917,1.5966,0.130149,1.05037
1198,527.657,2,19.9844,25.4534,15.7922,0.155234,-0.382052,0.20493,1.5968,0.130178,1.05061
1199,518.998,2,19.9825,25.4535,15.7934,0.155233,-0.381982,0.204927,1.59699,0.130153,1.05062
1200,519.269,2,19.9808,25.4539,15.7946,0.155228,-0.381922,0.204929,1.59732,0.130141,1.05053
1201,517.215,2,19.9802,25.4543,15.7967,0.15522,-0.381899,0.204932,1.59734,0.130136,1.05067
1202,526.726,2,19.9816,25.4547,15.7994,0.155226,-0.381973,0.204937,1.59727,0.130122,1.05089
1203,523.526,2,19.9818,25.4553,15.801,0.155232,-0.382008,0.20494,1.59714,0.130104,1.05083
1204,509.724,2,19.9821,25.4552,15.8027,0.155225,-0.382022,0.20492,1.59722,0.130085,1.05083
1205,512.781,2,19.9832,25.4548,15.8029,0.155222,-0.382085,0.20491,1.59707,0.130083,1.05075
1206,522.067,2,19.9831,25.4554,15.8016,0.155222,-0.38209,0.204906,1.59692,0.1301,1.05075
1207,518.173,2,19.9823,25.4557,15.8029,0.155222,-0.382057,0.2049,1.59712,0.130088,1.05067
1208,521.01,2,19.9815,25.4562,15.8028,0.155227,-0.382027,0.204896,1.59712,0.13007,1.05067
1209,518.441,2,19.9804,25.4564,15.8036,0.155229,-0.381977,0.204892,1.59707,0.130051,1.05068
1210,518.761,2,19.98,25.4569,15.8026,0.155228,-0.381944,0.204895,1.59709,0.130047,1.05076
1211,504.15,2,19.9802,25.4573,15.8042,0.155218,-0.381947,0.204889,1.59682,0.130024,1.05081
1212,516.83,2,19.979,25.4577,15.8047,0.155214,-0.381903,0.20488,1.5966,0.130027,1.05086
1213,522.762,2,19.9781,25.4573,15.8032,0.155218,-0.381871,0.204879,1.59661,0.130025,1.05087
1214,521.014,2,19.978,25.4575,15.8041,0.155222,-0.38187,0.204865,1.59657,0.130021,1.05095
1215,517.496,2,19.9776,25.4583,15.8019,0.155221,-0.381863,0.204879,1.59633,0.13002,1.05083
1216,521.904,2,19.9781,25.4588,15.7989,0.155222,-0.381905,0.204877,1.59618,0.130036,1.05077
1217,513.709,2,19.9782,25.4584,15.7999,0.155217,-0.381909,0.204872,1.59609,0.130029,1.05081
1218,517.849,2,19.9794,25.4578,15.8016,0.15521,-0.381976,0.204871,1.59604,0.130059,1.05078
1219,508.547,2,19.9804,25.458,15.8023,0.155191,-0.382031,0.204877,1.59586,0.130079,1.05082
1220,525.832,2,19.9811,25.4579,15.803,0.155194,-0.382072,0.204884,1.59576,0.130075,1.05096
1221,528.183,2,19.9812,25.4576,15.8016,0.155193,-0.382077,0.204896,1.59606,0.130096,1.05098
1222,525.249,2,19.9819,25.4574,15.7993,0.15519,-0.382119,0.204891,1.59634,0.130097,1.05122
1223,522.107,2,19.9829,25.4574,15.7984,0.155193,-0.382168,0.204876,1.59626,0.130097,1.05133
1224,520.801,2,19.9837,25.4572,15.7971,0.155197,-0.382198,0.204861,1.59626,0.130112,1.05132
1225,519.301,2,19.9848,25.4577,15.7991,0.155201,-0.382247,0.204861,1.59631,0.130099,1.0513
1226,519.755,2,19.984,25.4587,15.8021,0.1552,-0.382207,0.204853,1.59643,0.130095,1.05139
1227,520.91,2,19.9829,25.4601,15.8058,0.155195,-0.38215,0.204858,1.59697,0.130084,1.0514
1228,513.474,2,19.9837,25.4604,15.8057,0.155194,-0.382173,0.204857,1.59701,0.130054,1.05147
1229,524.539,2,19.9836,25.4603,15.8077,0.155195,-0.382168,0.204869,1.59723,0.130054,1.05141
1230,515.906,2,19.9845,25.4606,15.8084,0.155188,-0.3822,0.204872,1.59741,0.130051,1.05144
1231,517.53,2,19.9842,25.4611,15.8097,0.155182,-0.382167,0.204874,1.59751,0.13006,1.05149
1232,524.019,2,19.9848,25.4622,15.8087,0.155187,-0.38218,0.204871,1.59747,0.130051,1.05174
1233,514.728,2,19.9847,25.4627,15.8092,0.155183,-0.382168,0.204877,1.59742,0.130038,1.05182
1234,513.675,2,19.9849,25.4626,15.809,0.155179,-0.382164,0.204877,1.59746,0.130013,1.05195
1235,506.681,2,19.9853,25.4626,15.811,0.15517,-0.382179,0.204869,1.59737,0.129998,1.05192
1236,504.597,2,19.9856,25.4631,15.8116,0.155161,-0.382185,0.204862,1.5973,0.129972,1.05185
1237,515.812,2,19.9867,25.4633,15.8128,0.155163,-0.382223,0.204856,1.59694,0.12997,1.05198
1238,521.863,2,19.9881,25.4634,15.8122,0.155167,-0.382297,0.204851,1.5969,0.129944,1.05219
1239,515.773,2,19.9901,25.4632,15.8078,0.155169,-0.382397,0.204843,1.59675,0.129924,1.05223
1240,510.195,2,19.9901,25.4635,15.8047,0.155161,-0.382391,0.20484,1.5966,0.129923,1.05229
1241,515.26,2,19.9904,25.4637,15.7997,0.155161,-0.382395,0.204838,1.59642,0.12992,1.05233
1242,517.94,2,19.9902,25.4639,15.7999,0.155153,-0.382376,0.204831,1.596,0.129964,1.05258
1243,513.456,2,19.9903,25.4633,15.7959,0.155145,-0.382384,0.204814,1.59583,0.129959,1.05283
1244,520.671,2,19.9897,25.4638,15.7941,0.155142,-0.38237,0.204813,1.59571,0.129964,1.05296
1245,520.527,2,19.99,25.4639,15.7904,0.155141,-0.382388,0.204805,1.59558,0.129971,1.053
1246,511.103,2,19.9903,25.4643,15.7881,0.155139,-0.382386,0.204807,1.59534,0.129981,1.05283
1247,523.857,2,19.9903,25.4645,15.7866,0.155144,-0.382375,0.204812,1.59523,0.130016,1.05268
1248,519.3,2,19.9907,25.4648,15.785,0.155143,-0.382392,0.204819,1.5951,0.130037,1.05252
1249,516.586,2,19.991,25.4647,15.7845,0.15514,-0.382408,0.204827,1.59513,0.130045,1.05233
1250,516.396,2,19.9897,25.4647,15.7814,0.155134,-0.38235,0.204833,1.59513,0.130044,1.05235
1251,526.3,2,19.9892,25.4651,15.7818,0.15514,-0.382333,0.204829,1.59508,0.13006,1.05234
1252,529.541,2,19.9885,25.465,15.7828,0.155143,-0.382312,0.204806,1.5952,0.130094,1.05238
1253,527.916,2,19.9859,25.4648,15.7836,0.155149,-0.382189,0.204796,1.59527,0.130113,1.05234
1254,528.116,2,19.9852,25.4645,15.7837,0.155156,-0.382161,0.204801,1.59527,0.130117,1.05231
1255,524.854,2,19.9843,25.4641,15.7791,0.155166,-0.382124,0.204801,1.59496,0.130108,1.05237
1256,535.812,2,19.9835,25.4636,15.7775,0.155175,-0.382093,0.20481,1.59504,0.130132,1.05237
1257,532.024,2,19.9842,25.4632,15.7785,0.15518,-0.382129,0.204808,1.59526,0.130159,1.05239
1258,519.49,2,19.9842,25.4622,15.7813,0.155182,-0.382115,0.204804,1.59516,0.130183,1.0523
1259,522.126,2,19.9832,25.4608,15.7808,0.155183,-0.382065,0.204811,1.59495,0.130211,1.05224
1260,525.926,2,19.9825,25.4605,15.7813,0.155192,-0.382029,0.20482,1.59466,0.130226,1.05218
1261,517.564,2,19.9825,25.4605,15.7821,0.155191,-0.382021,0.204816,1.59486,0.130216,1.05211
1262,522.415,2,19.9817,25.46,15.7859,0.155192,-0.381988,0.204815,1.59503,0.130206,1.05215
1263,513.291,2,19.9824,25.4597,15.7883,0.15519,-0.382019,0.204807,1.59479,0.130199,1.05214
1264,530.141,2,19.9819,25.4597,15.7897,0.155196,-0.381996,0.204802,1.59481,0.13023,1.05215
1265,517.543,2,19.982,25.4604,15.7887,0.15519,-0.38201,0.204807,1.59478,0.130233,1.05217
1266,516.661,2,19.9818,25.46,15.7865,0.155185,-0.382018,0.204805,1.59488,0.130206,1.05229
1267,525.602,2,19.9817,25.4594,15.7885,0.155185,-0.382025,0.2048,1.59511,0.130195,1.05252
1268,524.492,2,19.9819,25.4594,15.787,0.155186,-0.382031,0.204806,1.59528,0.130198,1.05255
1269,525.399,2,19.9819,25.4596,15.787,0.155189,-0.382035,0.204809,1.59564,0.130199,1.05239
1270,525.673,2,19.9819,25.4585,15.7872,0.155197,-0.382036,0.204813,1.59576,0.130201,1.05223
1271,524.781,2,19.9814,25.4588,15.7867,0.155198,-0.38201,0.204809,1.59611,0.130204,1.05219
1272,530.992,2,19.981,25.4582,15.7867,0.155201,-0.382002,0.204812,1.59644,0.130216,1.0522
1273,529.785,2,19.9799,25.4582,15.7881,0.155198,-0.381954,0.204819,1.59688,0.13024,1.05216
1274,526.622,2,19.9795,25.4581,15.7879,0.155201,-0.38195,0.204813,1.59707,0.130243,1.05214
1275,513.482,2,19.9788,25.458,15.7885,0.1552,-0.381908,0.204811,1.59703,0.130225,1.05213
1276,523.186,2,19.979,25.4588,15.7905,0.155207,-0.38188,0.204812,1.59721,0.130224,1.05209
1277,527.622,2,19.979,25.4586,15.7929,0.155216,-0.381871,0.20482,1.59757,0.1302,1.05214
1278,519.041,2,19.98,25.4595,15.7936,0.155217,-0.381898,0.204816,1.59793,0.130195,1.05201
1279,526.67,2,19.9793,25.4604,15.7944,0.155223,-0.381845,0.204821,1.59824,0.130177,1.05202
1280,522.16,2,19.9784,25.4606,15.7926,0.155226,-0.381808,0.204808,1.59842,0.130176,1.05197
1281,524.33,2,19.9772,25.4605,15.7911,0.155229,-0.381749,0.204811,1.59854,0.13018,1.05193
1282,528.662,2,19.9767,25.4616,15.7924,0.155234,-0.381725,0.204831,1.5986,0.1302,1.05183
1283,520.131,2,19.9774,25.4623,15.7926,0.155237,-0.381747,0.204844,1.59836,0.130208,1.05183
1284,517.508,2,19.978,25.4633,15.7919,0.155237,-0.381756,0.204855,1.59811,0.130213,1.05187
1285,521.282,2,19.9792,25.4643,15.7913,0.15524,-0.381805,0.204855,1.598,0.130208,1.05198
