iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a,omega_Cl,omega_Q,omega_V1,omega_V2,r
45,452.135,1,13.4114,20.0593,24.9093,12.4488,1.95702,0.254072,0.727319,0.32931,0.748193,0
46,442.71,1,13.689,21.1308,25.0901,12.5423,1.87858,0.267768,0.721424,0.335119,0.657587,0
47,441.418,1,13.6759,20.2191,24.448,12.4338,1.86803,0.275223,0.679665,0.327049,0.698795,0
48,445.705,1,13.6074,20.6501,24.855,11.3403,1.90585,0.268014,0.678132,0.342051,0.69437,0
49,445.008,1,13.5441,19.4693,24.7353,11.5406,1.87543,0.263997,0.646351,0.369638,0.737752,0
50,449.078,1,13.6401,21.0121,24.8597,11.4534,1.90245,0.263044,0.657105,0.364595,0.775641,0
51,446.461,1,13.3577,20.2153,24.9278,12.6311,1.88197,0.250262,0.638422,0.360126,0.823771,2.22045e-16
52,453.338,1,13.473,22.6827,24.9663,11.7868,1.92412,0.258184,0.657274,0.35612,0.866777,3.32323e-07
53,447.061,1,13.3585,22.0732,24.9826,12.5673,1.86309,0.253451,0.661137,0.363027,0.8574,2.22045e-16
54,452.406,1,13.3554,21.6267,24.7975,12.4938,1.89885,0.257165,0.639574,0.365247,0.920208,2.22045e-16
55,456.553,1,13.4501,23.0242,24.6722,12.0335,1.96366,0.261703,0.643021,0.343906,0.898118,2.22045e-16
56,460.281,1,13.6167,24.0484,24.4188,12.0784,2.02819,0.269979,0.648796,0.344352,0.803671,4.43539e-05
57,445.857,1,13.5057,24.5469,24.0305,11.8361,1.91362,0.269333,0.655492,0.323118,0.74215,2.22045e-16
58,450.672,1,13.5742,27.3749,24.1106,11.8538,1.97756,0.263754,0.607565,0.339335,0.75632,7.22498e-05
59,446.004,1,13.4418,26.0495,24.3082,11.4318,1.92901,0.258951,0.634188,0.340951,0.728921,2.22045e-16
60,452.01,1,13.6909,26.8808,23.6618,11.6911,1.96723,0.262615,0.677438,0.337193,0.743882,2.22045e-16
61,447.081,1,13.6071,26.8399,23.824,10.5523,1.94372,0.259142,0.62074,0.345137,0.724838,0.000194403
62,454.267,1,13.6537,27.4755,24.0334,11.1823,2.03082,0.262273,0.592788,0.343086,0.742737,0.0224071
63,450.666,1,13.5601,25.908,23.8554,11.6974,1.97247,0.25688,0.631187,0.313417,0.830128,0.0184222
64,454.007,1,13.6078,27.4877,24.2142,10.6638,1.99768,0.254099,0.607398,0.310202,0.904988,0.0160418
65,455.205,1,13.5881,27.1408,24.078,10.6898,2.03547,0.258067,0.582877,0.306656,0.873969,2.22045e-16
66,445.186,1,13.4589,25.8127,24.5777,11.0702,1.95654,0.256636,0.536163,0.316549,0.837881,6.59489e-05
67,441.574,1,13.6002,26.0961,24.5486,10.8036,1.90603,0.273117,0.55744,0.299014,0.82442,0.00422901
68,431.939,1,13.4816,26.4955,24.4971,12.085,1.84223,0.271202,0.497067,0.310294,0.802781,0.00173168
69,433.526,1,13.5349,28.0153,24.3235,11.1284,1.83218,0.270122,0.501086,0.312026,0.863977,0.0014932
70,430.433,1,13.4569,27.0207,24.2646,11.5512,1.80386,0.258918,0.539271,0.304373,0.848662,2.22045e-16
71,435.71,1,13.5432,24.8936,24.395,11.383,1.86459,0.266228,0.524631,0.313798,0.80695,2.22045e-16
72,444.369,1,13.4676,23.188,24.5683,11.7588,1.91922,0.269016,0.529954,0.324679,0.848734,2.22045e-16
73,447.714,1,13.5832,25.447,24.0825,11.7941,1.92967,0.25757,0.629162,0.320623,0.818609,0.000153376
74,446.5,1,13.6339,29.4368,23.5254,11.143,1.88663,0.263946,0.631025,0.341578,0.827535,2.22045e-16
75,452.667,1,13.4751,28.8126,23.4394,12.1833,1.90769,0.257611,0.708387,0.343089,0.868509,2.22045e-16
76,451.339,1,13.5511,27.1444,23.7956,11.0954,1.91141,0.258727,0.671936,0.332043,0.881059,2.22045e-16
77,446.493,1,13.43,26.5114,24.0101,10.8135,1.92794,0.257435,0.598578,0.312028,0.867172,0.000138872
78,443.693,1,13.4988,28.0512,23.8538,10.9888,1.91859,0.256592,0.562437,0.308468,0.865154,0.0037613
79,440.724,1,13.4714,28.0697,23.5863,12.0048,1.93516,0.257484,0.565027,0.294157,0.77009,0.00204866
80,440.316,1,13.5441,29.4824,23.4005,11.0104,1.93547,0.254216,0.600301,0.289694,0.784223,0.0461378
81,446.514,1,13.667,29.1973,23.6743,11.9539,1.99574,0.271297,0.591297,0.291991,0.736062,0.0171884
82,447.92,1,13.7234,28.4894,23.3958,12.2321,2.03606,0.272068,0.556441,0.294651,0.75508,0.0916539
83,441.168,1,13.5932,29.966,23.3777,11.9698,1.99807,0.263333,0.527586,0.281548,0.787882,0.0752989
84,445.731,1,13.4221,29.2961,23.2561,12.0237,2.05311,0.253829,0.603542,0.277363,0.729743,0.11432
85,451.638,1,13.4471,30.3173,23.3483,10.8041,2.00309,0.259381,0.677933,0.300743,0.766391,0.0445165
86,434.098,1,13.5007,29.0228,23.2709,10.8648,1.89547,0.261722,0.57379,0.29494,0.759215,0.0984489
87,431.088,1,13.6104,29.826,23.4548,11.2768,1.85718,0.266113,0.529125,0.296072,0.800012,0.0850756
88,433.506,1,13.6047,30.5325,23.637,11.2427,1.85806,0.262341,0.567565,0.297039,0.773768,0.0479819
89,426.73,1,13.4605,30.4709,23.7018,11.688,1.88411,0.254771,0.512875,0.290623,0.684132,0.0485716
90,421.524,1,13.4511,29.803,23.7318,11.2759,1.81001,0.259884,0.495992,0.293496,0.718238,0.0406448
91,431.891,1,13.4732,28.6252,23.8919,11.6492,1.8774,0.261557,0.530892,0.284438,0.777392,0.0313224
92,434.24,1,13.5594,27.2957,23.7844,11.8776,1.87279,0.2639,0.593749,0.294099,0.753296,0.0506036
93,435.778,1,13.5161,28.3198,24.0054,12.4808,1.84628,0.259974,0.664932,0.295743,0.756301,0.0195353
94,439.487,1,13.4036,25.9316,23.647,12.8005,1.90272,0.254673,0.641114,0.290062,0.764136,0.0223469
95,441.688,1,13.5698,25.9238,23.6566,12.8615,1.92365,0.25996,0.637122,0.292958,0.75712,0.0269781
96,443.57,1,13.4918,27.2011,23.7694,12.1993,1.93083,0.249536,0.638091,0.301114,0.792733,0.0174594
97,444.301,1,13.5729,25.3258,23.7695,11.6998,1.94006,0.268004,0.662148,0.287898,0.774268,0.056923
98,440.686,1,13.5349,25.6326,24.0747,10.8631,1.9454,0.257356,0.596337,0.278091,0.807144,0.051668
99,443.834,1,13.393,26.6032,23.8794,11.0166,1.96219,0.255238,0.610766,0.281161,0.79713,0.0234566
100,451.431,1,13.4555,28.3005,23.5362,10.7239,2.06987,0.255001,0.590848,0.289254,0.825694,0.106134
101,452.227,1,13.4674,28.6024,23.9104,11.1989,2.02094,0.262472,0.625334,0.308467,0.811979,0.0592156
102,451.944,1,13.5121,28.518,23.7279,11.3705,2.05177,0.255957,0.628797,0.293717,0.80858,0.111152
103,449.374,1,13.5464,28.5963,23.5572,11.4372,1.98856,0.265995,0.635134,0.316608,0.793535,0.105299
104,446.464,1,13.6128,29.1953,23.4171,11.4071,1.97739,0.254609,0.619072,0.307954,0.82591,0.152996
105,452.732,1,13.5387,28.8082,23.7941,11.8549,1.97002,0.267603,0.651819,0.312975,0.888309,0.0947354
106,446.674,1,13.5359,30.2176,23.6805,12.2048,1.8855,0.266846,0.666263,0.324417,0.844153,0.0278178
107,445.106,1,13.5584,27.5046,23.4002,12.722,1.93199,0.260339,0.646547,0.331426,0.766373,0.0933344
108,437.931,1,13.5254,28.1429,23.5899,12.3927,1.8558,0.254018,0.665203,0.322186,0.760593,0.0400326
109,440.934,1,13.417,29.523,23.3475,12.4248,1.86304,0.258406,0.708185,0.323758,0.717071,0.00575649
110,445.972,1,13.4772,32.5676,23.3139,12.1169,1.90858,0.260527,0.791175,0.318564,0.69861,0.0460376
111,445.333,1,13.4088,32.0315,23.4199,11.9256,1.91224,0.261459,0.725194,0.310691,0.716329,0.0114681
112,446.926,1,13.5157,32.2683,22.6757,13.1106,1.94334,0.261214,0.720468,0.298179,0.731632,0.0189821
113,451.257,1,13.485,33.3111,22.6966,12.2997,1.99888,0.259789,0.738333,0.299641,0.67809,0.00821206
114,444.215,1,13.4387,34.3111,22.6312,12.6224,1.91957,0.25881,0.711151,0.28734,0.735267,2.22045e-16
115,443.024,1,13.288,35.37,22.0155,13.1349,1.93697,0.261573,0.623159,0.286303,0.770467,8.078e-05
116,439.634,1,13.3505,37.4569,21.8979,13.9456,1.86291,0.254195,0.639741,0.30641,0.810028,2.22045e-16
117,440.817,1,13.4493,35.35,22.3253,13.5689,1.87655,0.260259,0.651602,0.309098,0.768788,2.22045e-16
118,437.523,1,13.4529,35.0055,21.8733,13.3581,1.89487,0.259858,0.583461,0.29282,0.766567,2.22045e-16
119,438.228,1,13.4619,35.2596,21.8355,13.788,1.89153,0.25508,0.621438,0.292543,0.75494,2.22045e-16
120,444.097,1,13.5319,34.3619,21.951,14.1487,1.91402,0.266536,0.660441,0.303245,0.747794,7.94112e-05
121,431.793,1,13.3359,35.2365,21.7082,13.7266,1.78916,0.254702,0.707734,0.290872,0.755972,2.22045e-16
122,429.054,1,13.3825,35.8975,21.6816,13.509,1.80187,0.259398,0.700183,0.270733,0.705378,2.22045e-16
123,438.678,1,13.5209,36.2548,21.5323,13.1893,1.88073,0.269827,0.710215,0.275085,0.697206,7.35986e-05
124,435.859,1,13.5945,37.7907,21.7958,13.9301,1.83533,0.266535,0.750433,0.27402,0.712513,0.00124577
125,437.544,1,13.4573,36.5691,21.7482,14.7034,1.82496,0.25965,0.813223,0.284977,0.707642,2.22045e-16
126,443.677,1,13.4416,36.8012,21.5818,14.3773,1.87356,0.26073,0.82352,0.304505,0.684699,0.000197822
127,441.807,1,13.3563,36.9424,21.4219,15.144,1.85527,0.256361,0.880692,0.286369,0.688677,0.00320292
128,443.793,1,13.4267,34.829,21.3795,15.3407,1.92068,0.258807,0.870431,0.277488,0.627669,0.0137212
129,452.465,1,13.4308,34.0029,21.8472,15.345,1.97642,0.25343,0.882284,0.28103,0.702673,0.025915
130,453.507,1,13.3409,33.3405,21.7054,15.4593,1.94784,0.249221,0.993554,0.288483,0.696734,0.0146132
131,446.369,1,13.5043,33.0976,21.7965,15.9663,1.84518,0.258876,1.03178,0.28069,0.730758,0.0209372
132,440.372,1,13.3879,33.6001,21.6254,14.7318,1.78512,0.259657,1.01077,0.274855,0.738645,0.00537436
133,435.273,1,13.4893,31.4743,22.0318,13.853,1.73317,0.261459,1.04288,0.275902,0.730764,0.0226287
134,441.922,1,13.5777,30.0188,22.0111,12.6281,1.78157,0.268258,0.951516,0.285915,0.782123,8.52777e-05
135,437.144,1,13.608,31.3732,21.9595,13.8527,1.76628,0.260394,0.948943,0.269538,0.770948,0.000548385
136,444.71,1,13.5604,32.8866,21.8617,14.0005,1.84982,0.269652,0.911251,0.254658,0.792577,2.22045e-16
137,443.371,1,13.5325,32.6693,22.0466,14.3537,1.83793,0.265219,0.9241,0.268012,0.750671,7.01833e-05
138,444.266,1,13.5108,31.2546,22.2367,14.6127,1.86923,0.266403,0.895699,0.261236,0.74988,0.0120469
139,436.237,1,13.4745,33.004,22.8188,13.7776,1.80757,0.257639,0.910492,0.257797,0.710404,2.22045e-16
140,441.961,1,13.4756,31.2975,22.7895,12.8369,1.92341,0.257832,0.785187,0.250627,0.712259,0.000124157
141,448.495,1,13.5429,31.0328,22.7626,13.0183,1.93927,0.254242,0.80569,0.286322,0.724186,4.60897e-09
142,449.243,1,13.6048,32.486,22.4512,12.3343,1.92376,0.264232,0.847402,0.289673,0.716467,2.22045e-16
143,445.956,1,13.497,32.3624,22.352,12.9901,1.90142,0.260759,0.801168,0.279044,0.757127,2.22045e-16
144,440.451,1,13.567,33.197,22.1125,13.6534,1.85038,0.258447,0.796794,0.29882,0.70777,2.22045e-16
145,446.05,1,13.4567,32.4275,21.9596,13.8837,1.93771,0.253155,0.802868,0.271595,0.711332,2.22045e-16
146,439.493,1,13.4587,35.789,21.794,14.369,1.90112,0.256835,0.84319,0.255887,0.643094,8.21794e-06
147,440.109,1,13.3853,37.5894,20.9146,14.8148,1.90325,0.253061,0.880239,0.25574,0.636497,2.22045e-16
148,443.796,1,13.3257,38.2849,20.9512,14.1396,1.91595,0.254785,0.897202,0.267728,0.644672,9.76314e-05
149,442.058,1,13.3202,42.0707,21.1437,14.5401,1.87614,0.263741,0.89473,0.261959,0.671407,2.22045e-16
150,438.94,1,13.4261,41.7882,21.2048,14.2883,1.88245,0.263541,0.846524,0.24109,0.690808,2.22045e-16
151,436.503,1,13.4599,42.3017,21.1756,14.6361,1.85859,0.256444,0.846654,0.238524,0.707356,4.13711e-06
152,442.597,1,13.594,42.4222,21.0629,14.69,1.90383,0.257947,0.848983,0.223574,0.797831,2.22045e-16
153,438.416,1,13.5257,49.5623,20.6463,15.3441,1.87676,0.258543,0.900483,0.208182,0.773423,8.58103e-05
154,431.824,1,13.5241,43.8119,20.8687,14.7249,1.85352,0.256882,0.810367,0.200854,0.784575,0.0308597
155,436.95,1,13.4704,45.6436,20.9583,14.781,1.88769,0.262608,0.889472,0.193434,0.778789,0.036122
156,442.231,1,13.5367,46.9443,20.5682,14.6513,1.92389,0.267778,0.866097,0.207635,0.770145,0.0175266
157,446.227,1,13.3872,47.4715,20.4664,15.3206,1.96801,0.264882,0.85418,0.226756,0.718555,0.0049657
158,434.849,1,13.5398,43.972,20.5563,14.0021,1.87421,0.259658,0.793324,0.220957,0.734667,2.22045e-16
159,433.724,1,13.6104,44.8653,20.8518,13.6735,1.86487,0.262409,0.791051,0.216854,0.738053,7.70645e-05
160,426.981,1,13.4998,49.2764,20.5643,14.2128,1.78505,0.265594,0.850489,0.208473,0.721365,2.69224e-05
161,426.838,1,13.5754,43.9245,20.5229,13.966,1.84207,0.251162,0.820425,0.193996,0.708221,2.22045e-16
162,427.494,1,13.4465,44.5386,20.5954,14.6621,1.83782,0.247283,0.834087,0.198118,0.713154,2.22045e-16
163,432.627,1,13.5182,42.0743,20.687,14.5162,1.86896,0.25711,0.801056,0.203367,0.744532,2.22045e-16
164,437.983,1,13.5175,41.5314,20.8703,14.0561,1.90973,0.256918,0.839093,0.204515,0.758577,0.000115414
165,430.467,1,13.5063,45.2695,20.4207,14.7374,1.85578,0.25558,0.803208,0.201359,0.741654,0.0108217
166,431.356,1,13.5185,43.6512,20.3919,14.5873,1.85345,0.263762,0.831537,0.192471,0.774104,0.00906711
167,434.246,1,13.5188,44.3311,20.722,14.5951,1.89804,0.266291,0.764919,0.201898,0.7642,0.037774
168,442.752,1,13.5484,44.374,21.1841,14.4494,1.96148,0.267352,0.79053,0.206506,0.780819,0.0135519
169,438.337,1,13.5309,45.1041,21.0779,13.3293,1.98276,0.263586,0.822082,0.170734,0.740236,0.0265482
170,437.523,1,13.5567,45.6514,20.9902,13.2198,1.93129,0.261484,0.883877,0.180711,0.728714,0.000100775
171,447.424,1,13.5744,44.5645,21.3877,13.3428,1.98782,0.270272,0.890083,0.200878,0.755335,0.0323095
172,434.198,1,13.4743,44.1693,21.3337,13.9313,1.84481,0.269579,0.883242,0.201353,0.743512,2.22045e-16
173,438.024,1,13.5872,48.2711,21.0839,13.932,1.88633,0.258594,0.968129,0.197997,0.722965,0.000255752
174,435.798,1,13.457,44.0679,21.5404,13.8582,1.84104,0.255064,0.959974,0.207975,0.747423,2.22045e-16
175,434.653,1,13.4119,46.9246,21.3203,14.1257,1.83611,0.258448,0.87761,0.221648,0.743871,2.22045e-16
176,438.81,1,13.5446,44.618,21.0936,14.2783,1.85466,0.2667,0.925834,0.217947,0.748395,2.22045e-16
177,436.126,1,13.537,39.2466,21.468,13.9805,1.86732,0.261914,0.862592,0.208302,0.751474,1.86785e-05
178,432.987,1,13.5071,38.8354,21.2316,14.3554,1.84079,0.261888,0.839433,0.205438,0.765674,2.22045e-16
179,443.431,1,13.3927,39.7032,21.0079,14.6094,1.92017,0.258413,0.847979,0.2185,0.798861,0.000215077
180,441.888,1,13.2887,38.1011,20.9512,14.3057,1.90687,0.248559,0.935067,0.204774,0.795213,2.22045e-16
181,442.399,1,13.3864,39.0354,20.7533,15.7602,1.88813,0.251606,0.98106,0.208237,0.790984,2.22045e-16
182,443.485,1,13.4526,41.3195,21.0254,16.3354,1.87428,0.258629,1.07017,0.205507,0.781597,0.000118126
183,434.396,1,13.405,41.426,21.1239,16.5081,1.79546,0.258514,1.09013,0.193856,0.776655,2.22045e-16
184,435.482,1,13.4727,37.674,21.3519,15.238,1.7942,0.267442,1.1152,0.206121,0.721679,2.22045e-16
185,441.671,1,13.5217,39.852,21.5612,15.3333,1.85561,0.259452,1.08641,0.215371,0.723166,0.000115919
186,441.135,1,13.4711,45.7158,21.5967,15.1436,1.81997,0.259189,1.22194,0.214511,0.727728,2.22045e-16
187,442.253,1,13.5472,45.9333,21.4171,13.9986,1.82459,0.257636,1.17105,0.218189,0.754637,2.22045e-16
188,439.6,1,13.6226,44.44,21.2443,13.8735,1.77134,0.265561,1.12099,0.228937,0.814372,2.22045e-16
189,433.79,1,13.5655,41.7988,21.716,13.445,1.72516,0.258467,1.1206,0.22815,0.789139,0.000123655
190,436.049,1,13.4014,39.0926,21.7797,13.9731,1.79325,0.255387,0.975239,0.230625,0.786053,2.22045e-16
191,438.263,1,13.4116,36.6964,21.6909,14.7668,1.80071,0.257176,1.04216,0.240355,0.743254,0.000168783
192,443.164,1,13.5103,33.6383,21.9723,14.931,1.81159,0.268867,1.05108,0.246225,0.787179,0.0107151
193,450.208,1,13.444,31.3946,21.9255,15.3131,1.90796,0.264585,1.07926,0.222178,0.794073,0.0137315
194,442.602,1,13.5429,32.6183,21.9934,15.2946,1.82326,0.272184,1.0785,0.239255,0.735857,0.0280942
195,443.506,1,13.4226,35.7431,21.6684,15.6174,1.84355,0.266715,1.10586,0.228113,0.747949,0.0255075
196,442.594,1,13.5229,36.325,21.7847,14.9282,1.78075,0.265447,1.10513,0.235479,0.84354,4.12407e-05
197,437.555,1,13.3303,35.4042,21.5621,14.9038,1.76423,0.25807,1.07564,0.233911,0.805213,0.000214145
198,437.66,1,13.4235,37.6224,21.6468,14.5201,1.7608,0.262465,1.1121,0.235722,0.779328,0.000382809
199,434.002,1,13.5476,38.7972,21.8132,14.448,1.74952,0.262144,1.06501,0.22822,0.765989,2.22045e-16
200,435.475,1,13.646,34.9538,21.6919,14.064,1.7609,0.268084,1.00953,0.236325,0.771468,0.000219074
201,440.887,1,13.6062,34.6234,21.6801,13.6927,1.78674,0.269185,1.08391,0.241832,0.772055,2.22045e-16
202,442.242,1,13.5779,34.2709,21.9312,13.1382,1.83282,0.269016,0.992075,0.237901,0.775051,0.000149864
203,440.648,1,13.5025,36.6464,22.0142,12.9355,1.87924,0.253974,0.926506,0.223023,0.761945,0.000451713
204,446.861,1,13.5339,37.8043,21.8053,13.117,1.94796,0.256371,0.955855,0.211517,0.764242,0.00190965
205,456.669,1,13.492,39.0229,21.532,13.4597,1.97816,0.254088,1.04608,0.231696,0.805401,0.000822326
206,454.234,1,13.5101,39.3004,21.4578,13.379,1.92679,0.262171,1.09423,0.237094,0.78432,2.22045e-16
207,446.76,1,13.6182,38.1029,21.0721,14.24,1.85174,0.262421,1.08578,0.230688,0.808206,2.22045e-16
208,445.161,1,13.4352,40.423,21.3179,14.9436,1.84503,0.265364,1.07477,0.226732,0.796601,2.22045e-16
209,441.353,1,13.4637,42.0367,21.1979,14.8406,1.86084,0.259153,1.11081,0.209113,0.719965,2.22045e-16
210,445.507,1,13.5609,42.5862,21.2664,15.3077,1.87723,0.260226,1.1145,0.205596,0.790522,2.22045e-16
211,451.353,1,13.529,38.0731,21.4545,13.832,1.97366,0.265636,0.992605,0.217464,0.743455,0.000125474
212,445.098,1,13.4424,38.2017,21.3969,14.7416,1.94849,0.260487,0.89898,0.215293,0.739463,6.32478e-09
213,440.931,1,13.5211,37.3604,21.4323,14.7418,1.89823,0.263605,0.865847,0.225837,0.72424,9.28224e-05
214,446.727,1,13.405,38.9466,21.3843,14.9443,1.94611,0.262816,0.901312,0.229183,0.715481,2.22045e-16
215,440.75,1,13.4398,40.003,21.0071,15.1215,1.86667,0.260411,0.989047,0.230438,0.698575,0.000178025
216,444.606,1,13.5469,39.3764,20.8868,14.5621,1.88417,0.264311,1.05678,0.222073,0.718272,2.22045e-16
217,441.387,1,13.5087,36.853,20.9253,15.077,1.85629,0.261566,1.0807,0.205351,0.74768,2.22045e-16
218,447.228,1,13.5415,38.2941,21.0109,15.4727,1.9226,0.264536,1.07388,0.193837,0.775813,2.22045e-16
219,453.254,1,13.567,39.3962,20.9304,14.9019,1.99102,0.274,1.0043,0.212841,0.733974,0.000124385
220,446.81,1,13.525,38.4603,21.5675,14.4559,1.93259,0.261856,1.05227,0.20857,0.722371,2.22045e-16
221,438.229,1,13.5543,36.9172,21.8274,14.0383,1.869,0.260695,0.951515,0.207064,0.735522,0.000130822
222,445.067,1,13.5925,38.7643,21.6647,13.7342,1.8992,0.267807,1.05483,0.210455,0.725515,2.22045e-16
223,442.687,1,13.4567,38.9172,21.7776,14.3128,1.86389,0.26242,1.09777,0.216363,0.720533,2.22045e-16
224,440.253,1,13.4384,38.4568,21.4915,14.1085,1.84538,0.260609,1.15775,0.195574,0.73517,2.22045e-16
225,443.406,1,13.511,39.4488,21.8818,13.8916,1.86861,0.262192,1.16158,0.197225,0.749122,2.22045e-16
226,444.808,1,13.518,32.8977,22.3534,14.904,1.87567,0.26327,1.05948,0.20693,0.799795,2.22045e-16
227,442.247,1,13.4858,30.1309,22.1913,14.5628,1.84076,0.255715,1.11873,0.209911,0.779747,2.22045e-16
228,451.716,1,13.5722,32.1762,21.8592,14.5227,1.94118,0.266895,1.06969,0.209442,0.787915,0.000113066
229,451.026,1,13.4523,33.5096,21.6584,14.7904,1.97134,0.254113,1.04004,0.191743,0.835595,2.22045e-16
230,446.91,1,13.5242,35.9297,21.7944,13.4781,1.94046,0.255306,1.09694,0.177634,0.808115,2.22045e-16
231,447.32,1,13.536,38.3554,21.9537,13.0708,1.941,0.262179,1.10266,0.179156,0.790328,2.22045e-16
232,448.539,1,13.5609,38.8893,22.0861,13.9102,1.88943,0.25885,1.11564,0.203451,0.843151,2.22045e-16
233,441.402,1,13.5298,36.6332,22.2285,13.0394,1.84858,0.258562,1.07343,0.200195,0.801417,2.22045e-16
234,446.998,1,13.5068,35.7657,22.0418,13.6803,1.93028,0.257545,1.02789,0.1944,0.809778,0.000242033
235,441.133,1,13.5017,34.9262,21.943,13.6321,1.85195,0.260313,1.04876,0.207625,0.777965,0.0012757
236,433.845,1,13.5324,35.4136,21.8033,13.7525,1.8184,0.260608,1.00358,0.18869,0.783689,2.22045e-16
237,438.186,1,13.5058,37.1715,21.9251,13.4561,1.83448,0.258465,0.998719,0.199195,0.816723,2.22045e-16
