rep,id,eta_V,eta_Cl
3,6,0.0652175698629779,0.0897065770756882
4,6,-0.0626872953707086,0.167626765344379
5,6,0.148367745554287,0.0592226767687964
6,6,-0.0469201670001232,0.0519916395682357
7,6,0.107367918122579,-0.0932612730024879
8,6,0.0872441350685593,-0.0116476091397899
9,6,-0.0403947323789562,0.148044811144362
10,6,-0.0244544281774411,0.0293809659932417
1,7,0.74247336131883,-0.683578835082256
2,7,0.5041136656891,-0.448788734507389
3,7,0.342968629044422,-0.425639057179635
4,7,0.412097975100583,-0.492236890037962
5,7,0.495682195539682,-0.513501064450271
6,7,0.490598147399443,-0.510357547353694
7,7,0.559131973804525,-0.582109366819733
8,7,0.677935359099146,-0.501602616454029
9,7,0.587495085265608,-0.488020475162353
10,7,0.334795484688317,-0.400287679087597
1,8,-0.174700190315574,-0.330525798418609
2,8,-0.275145054385534,-0.299952241421355
3,8,-0.165040723374917,-0.416574720097467
4,8,-0.203026625014971,-0.473717908151566
5,8,-0.0794730748362861,-0.450538211506706
6,8,-0.134206978006573,-0.297313541427738
7,8,-0.0361944985677684,-0.471745924856601
8,8,-0.180609384226362,-0.351483639868045
9,8,-0.0686220759111898,-0.362267309717477
10,8,-0.0420809076098867,-0.337800709427888
1,9,0.119362466548283,0.309987577655325
2,9,-0.0167260502448737,0.235388496385456
3,9,0.163352304143995,0.529299848054906
4,9,0.0481881369344005,0.393200396242619
5,9,0.0438749805964941,0.509755589361721
6,9,0.0186199680425107,0.391842967625935
7,9,0.0658934056393729,0.304041664835709
8,9,0.084565752175313,0.173783925888405
9,9,0.105945489073525,0.283128850372729
10,9,-0.0722542507638811,0.225887142895368
1,10,0.110805497501382,0.455518334615369
2,10,0.278803962796063,0.015092211058443
3,10,0.337931907403925,0.255956701726285
4,10,0.356824498179179,0.161106254180376
5,10,0.103520873106801,0.112516676922942
6,10,0.0285566359854848,0.299712050533344
7,10,0.179005774450216,0.23100232743465
8,10,0.233978654981258,0.284163588652914
9,10,0.171370986963807,0.221418039783765
10,10,0.278087391145395,0.351572631270867
1,11,0.080174692086424,0.115290951103951
2,11,0.18082287420855,0.160178915783122
3,11,-0.00489304158168423,0.191591235542176
4,11,0.175775371826785,0.0998572735581886
5,11,0.144100419502577,0.298392803102609
6,11,-0.00384122036883618,0.316490059355233
7,11,0.119035713371293,0.420123076064902
8,11,0.204435990350144,0.220983032720419
9,11,-0.00434904458084409,0.21596675084276
10,11,0.178016896423403,0.204709878004006
1,12,-0.170264346456348,-0.000781845707455056
2,12,-0.191059070446578,-0.0774296592476479
3,12,-0.307548409231234,0.0428229299725799
4,12,-0.229507021008529,0.00442096364243425
5,12,-0.300784389663756,0.0514922593381913
6,12,-0.313045402906527,-0.021901196439123
7,12,-0.084760013254534,-0.0176652011331192
8,12,-0.302318570306382,-0.00301037151076301
9,12,-0.265628510921695,0.0529929661343793
10,12,-0.337572264823173,0.0099686600488451
1,13,0.523910094886199,-0.20953268688318
2,13,0.500743924761627,-0.174208460102729
3,13,0.474062405759136,-0.136549110706459
4,13,0.532349876801315,-0.0636869469749944
5,13,0.675334469896655,-0.13393944212685
6,13,0.621940187091457,-0.205799082314518
7,13,0.430080205291846,-0.0698517290115196
8,13,0.398510174487521,-0.19457893140443
9,13,0.437387547080636,-0.261123761699751
10,13,0.656043030614363,-0.0730399816970347
1,14,-0.0794885525328902,-0.24456894584539
2,14,-0.101430384407161,-0.237730490281578
3,14,-0.0561000982244572,-0.297154934544212
4,14,-0.0452419854673847,-0.402773477623672
5,14,0.00920027182266662,-0.346467851784496
6,14,-0.0752104923387859,-0.210924800927123
7,14,-0.0332850241160278,-0.294502590329015
8,14,-0.013798460944595,-0.431093932796638
9,14,0.0755484009603454,-0.369140033228325
10,14,0.0636720740150937,-0.444434072906394
1,15,-0.422473130071402,-0.362934306458156
2,15,-0.442143340955732,-0.297841382823236
3,15,-0.478283629282068,-0.329205381277716
4,15,-0.514429983580462,-0.365588823376701
5,15,-0.527630159321018,-0.394732335040719
6,15,-0.511639213473346,-0.340583364237258
7,15,-0.414898478864737,-0.322858782233232
8,15,-0.526010925006966,-0.160716735368368
9,15,-0.437357678824978,-0.352378080274829
10,15,-0.450705553665661,-0.423468371939061
